"Service Description","CPT Code","Charge Type","Christiana Facility Price"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.0X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.0X45MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.0X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.0X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.0X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X20MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X25MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X35MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X45MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X65MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X70MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X80MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 6.5X90MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X20MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X25MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X35MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X45MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X65MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X70MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 7.5X80MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X25MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X35MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X45MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X65MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X70MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 8.5X80MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X25MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X35MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X45MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X65MM",,Hospital,"$3,825.00"
"SCREW, MULTIAX 4.75 SOLERA COCR TI 9.5X70MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR 6.5X35MM",,Hospital,"$5,039.65"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR 6.5X40MM",,Hospital,"$5,039.65"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR TI 8.5X90MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR TI 9.5X80MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR TI CANN 6.5X45MM",,Hospital,"$4,568.75"
"SCREW, MULTIAXIAL 4.75 SOLERA COCR TI CANN 7.5X35MM",,Hospital,"$4,568.75"
"SCREW, MULTIAXIAL CANC TI 3.5X14MM",,Hospital,"$4,101.25"
"SCREW, MULTIAXIAL CD HORIZON 6.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 4.0X25MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 4.0X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 5.0X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 6.5X60MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 7.5X55MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY 8.5X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY TI 5.0X40MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL LEGACY TI 7.5X50MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL TI 5.0X30MM",,Hospital,"$3,825.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X10MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X16MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X18MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X20MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X22MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X24MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X26MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X28MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X30MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X32MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X34MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X36MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X38MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 3.5X40MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X10MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X12MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X14MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X16MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X18MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X20MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X22MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X24MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X26MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X28MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.0X30MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.5X24MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT 4.5X30MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT TI 3.5X12MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VERTEX SELECT TI 3.5X14MM",,Hospital,"$3,604.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX10MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX12MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX14MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX16MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX18MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX20MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX22MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX24MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX26MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX28MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX30MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX32MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 3.5MMX34MM",,Hospital,"$2,975.00"
"SCREW, MULTIAXIAL VUEPOINT II 4.0MMX24MM",,Hospital,"$2,975.00"
"SCREW, MULTIDIRECTIONAL 2.5X20MM",,Hospital,$858.50
"SCREW, MULTIDIRECTIONAL 2.5X22MM",C1713,Hospital,$858.50
"SCREW, MULTILOC TI 4.5X30MM STRL",C1713,Hospital,"$1,201.52"
"SCREW, MULTILOC TI 4.5X42MM",C1713,Hospital,"$1,201.52"
"SCREW, MULTILOC TI 4.5X42MM 69203",C1713,Hospital,"$1,009.97"
"SCREW, MULTILOC TI 4.5X48MM",C1713,Hospital,"$1,201.52"
"SCREW, MYSTIQUE 3.0X13MM",,Hospital,$985.11
"SCREW, MYSTIQUE 3.0X15MM",,Hospital,"$1,279.34"
"SCREW, NAIL COMPRESSION WICHITA",C1713,Hospital,"$6,163.05"
"SCREW, NAIL TROCH TI 11.0X95MM",,Hospital,"$2,259.30"
"SCREW, NAIL TROCH TI 11X100MM",C1713,Hospital,"$2,259.30"
"SCREW, NEURO SELF DRILLING TI 5MM",C1713,Hospital,$234.64
"SCREW, NEURO SELF-TAP LOW PROFILE  TI 4MM",C1713,Hospital,$269.28
"SCREW, NEXFIX SNAP-OFF 2.0X11MM",C1713,Hospital,$922.25
"SCREW, NEXFIX SNAP-OFF 2.0X12MM",C1713,Hospital,$922.25
"SCREW, NEXFIX SNAP-OFF 2.0X13MM",C1713,Hospital,$922.25
"SCREW, NON LOCKING 3.5 X 22 MM",C1713,Hospital,$467.50
"SCREW, NON LOCKING 3.5 X 30MM",C1713,Hospital,$336.26
"SCREW, NON LOCKING 3.5X22MM",C1713,Hospital,$336.26
"SCREW, NON LOCKING 3.5X26MM",C1713,Hospital,$365.50
"SCREW, NON LOCKING 3.5X28MM",C1713,Hospital,$365.50
"SCREW, NON LOCKING 3.5X30MM",C1713,Hospital,$365.50
"SCREW, NON LOCKING CORTICAL4.5X 20MM",C1713,Hospital,$318.75
"SCREW, NON-LOCK ANCHORAGE 3.0X12MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X14MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X16MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X18MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X20MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X22MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X24MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.0X26MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X10MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X12MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X14MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X16MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X18MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X20MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X22MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X24MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X26MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X28MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X30MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X32MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X34MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X36MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X38MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3.5X40MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK ANCHORAGE 3X10MM",C1713,Hospital,$538.01
"SCREW, NON-LOCK CORT 3.5X32MM",C1713,Hospital,$191.25
"SCREW, NON-LOCKING 2.7X10MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X12MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X14MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X16MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X18MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X20MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X26MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X26MM 73676",C1713,Hospital,$527.60
"SCREW, NON-LOCKING 2.7X28MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X30MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X30MM 73854",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X34MM",,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X34MM 73886",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X38MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X38MM 73883",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X40MM",C1713,Hospital,$327.25
"SCREW, NON-LOCKING 2.7X40MM 73887",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 2.7X45MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING 3.5 X 32",C1713,Hospital,$116.96
"SCREW, NON-LOCKING 3.5X10MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X12MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X14MM",,Hospital,$89.97
"SCREW, NON-LOCKING 3.5X14MM 73627",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X16MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X18MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X20MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X22MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X24MM",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X26MM",C1713,Hospital,$505.75
"SCREW, NON-LOCKING 3.5X28MM",C1713,Hospital,$505.75
"SCREW, NON-LOCKING 3.5X28MM 73809",C1713,Hospital,$445.06
"SCREW, NON-LOCKING 3.5X30MM",,Hospital,$89.97
"SCREW, NON-LOCKING 3.5X40MM",,Hospital,$89.97
"SCREW, NON-LOCKING 3.5X45MM",,Hospital,$89.97
"SCREW, NON-LOCKING 3.5X50MM",C1713,Hospital,$497.42
"SCREW, NON-LOCKING 3.5X95MM",C1713,Hospital,$112.71
"SCREW, NON-LOCKING 32MM",,Hospital,$89.97
"SCREW, NON-LOCKING 3DI 2.0X10MM",C1713,Hospital,$403.75
"SCREW, NON-LOCKING 3DI 2.4X18MM",C1713,Hospital,$403.75
"SCREW, NON-LOCKING 3DI 2.4X22MM",C1713,Hospital,$403.75
"SCREW, NON-LOCKING 3DI 2.4X24MM",C1713,Hospital,$403.75
"SCREW, NON-LOCKING 3DI 3.5X24MM",C1713,Hospital,$505.75
"SCREW, NON-LOCKING 3DI 3.5X26MM",C1713,Hospital,$505.75
"SCREW, NON-LOCKING 3DI 3.5X28MM",C1713,Hospital,$505.75
"SCREW, NON-LOCKING 4.5X34MM",,Hospital,$121.21
"SCREW, NON-LOCKING 4.5X42MM",,Hospital,$89.97
"SCREW, NON-LOCKING 4.5X60MM",C1713,Hospital,$130.05
"SCREW, NON-LOCKING 4.75X25MM",,Hospital,$722.50
"SCREW, NON-LOCKING 4.75X30MM",,Hospital,$722.50
"SCREW, NON-LOCKING 4.75X35MM",,Hospital,$722.50
"SCREW, NON-LOCKING 4.75X45MM",,Hospital,$722.50
"SCREW, NON-LOCKING 4X14MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING 5.0X60MM",C1713,Hospital,$569.50
"SCREW, NON-LOCKING DBL LEAD T15 3.5X10MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X12MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X14MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X16MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X18MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X20MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X22MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X24MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X26MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X28MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X30MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X32MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X34MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X38MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X40MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X44MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X46MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X48MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X55MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DBL LEAD T15 3.5X60MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DOUBLE LEAD 2.7X12MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DOUBLE LEAD 2.7X16MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DOUBLE LEAD 2.7X20MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING DOUBLE LEAD 2.7X22MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING FT 2.4X10MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING FT 2.4X12MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING FT 2.4X14MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING FT 2.4X16MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING FT 2.7X16MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING LOW PROFILE 4.5X24MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X26MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X28MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X36MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X38MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X42MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X44MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X46MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING LOW PROFILE 4.5X50MM",C1713,Hospital,$318.75
"SCREW, NON-LOCKING METAGLENE 4.5X18MM",C1713,Hospital,$524.88
"SCREW, NON-LOCKING METAGLENE 4.5X24MM",C1713,Hospital,$0.00
"SCREW, NON-LOCKING METAGLENE 4.5X30MM",C1713,Hospital,$0.00
"SCREW, NON-LOCKING METAGLENE 4.5X36MM",C1713,Hospital,$0.00
"SCREW, NON-LOCKING METAGLENE 4.5X42MM",C1713,Hospital,$0.00
"SCREW, NON-LOCKING MINI MAXLOCK EXTREME 2.4X14MM",,Hospital,$442.00
"SCREW, NON-LOCKING RECON 2.7X16MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X18MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X19MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X20MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X22MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X28MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X30MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X32",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X34MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 2.7X38",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X18MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X22MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X24MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X28MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X30MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X32MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X34MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING RECON 3.5X36MM",C1713,Hospital,$527.60
"SCREW, NON-LOCKING T15 4.0X18MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING T15 4.0X55MM",C1713,Hospital,$618.80
"SCREW, NON-LOCKING T8 FULL THREAD 2.7X24MM",C1713,Hospital,$433.50
"SCREW, NON-LOCKING TI 2.7X10MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X12MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X14MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X16MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X18MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X20MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X22MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X24MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X26MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X28MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X30MM",C1713,Hospital,$344.25
"SCREW, NON-LOCKING TI 2.7X8MM",,Hospital,$344.25
"SCREW, NONLOCKING 3.5X18MM",C1713,Hospital,$616.25
"SCREW, NONLOCKING 3.5X20MM",C1713,Hospital,$616.25
"SCREW, NONLOCKING 3.5X40MM",C1713,Hospital,$505.75
"SCREW, OASYS BIASED ANGLE 3.5X10MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X12MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X14MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X16MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X18MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X20MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X22MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X24MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X26MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X28MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X30MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X32MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 3.5X34MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X10MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X12MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X14MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X16MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X18MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X20MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X22MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X24MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X26MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X28MM",,Hospital,"$2,975.00"
"SCREW, OASYS BIASED ANGLE 4.0X30MM",,Hospital,"$2,975.00"
