BRONSON HEALTHCARE GROUP,,,
PHARMACY CHARGEMASTER,,,
"AS OF JANUARY 1, 2019",,,
,,,
Medication,11 Digit NDC Code,Charge Per 1 Unit,
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00641602701, 13.31 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,17478003002, 12.44 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909422, 5.11 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909411, 5.11 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909409, 5.11 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909332, 4.94 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909337, 4.94 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00409909425, 3.57 ,BLH
FENTANYL 100 MCG/HR TRANSDERMAL PATCH,60505701402, 18.42 ,BLH
FENTANYL 100 MCG/HR TRANSDERMAL PATCH,60505701400, 18.43 ,BLH
FENTANYL 12 MCG/HR TRANSDERMAL PATCH,00378911916, 26.18 ,BLH
FENTANYL 12 MCG/HR TRANSDERMAL PATCH,00378911998, 26.18 ,BLH
FENTANYL 25 MCG/HR TRANSDERMAL PATCH,00591319854, 22.03 ,BLH
FENTANYL 25 MCG/HR TRANSDERMAL PATCH,00591319872, 22.03 ,BLH
FENTANYL 25 MCG/HR TRANSDERMAL PATCH,60505700602, 10.20 ,BLH
FENTANYL 25 MCG/HR TRANSDERMAL PATCH,60505700600, 10.20 ,BLH
FENTANYL 50 MCG/HR TRANSDERMAL PATCH,60505700700, 14.10 ,BLH
FENTANYL 50 MCG/HR TRANSDERMAL PATCH,60505700702, 14.10 ,BLH
FENTANYL 50 MCG/HR TRANSDERMAL PATCH,00406905076, 39.09 ,BLH
FENTANYL 75 MCG/HR TRANSDERMAL PATCH,00591321372, 61.84 ,BLH
FENTANYL 75 MCG/HR TRANSDERMAL PATCH,00591321354, 61.84 ,BLH
FENTANYL 75 MCG/HR TRANSDERMAL PATCH,60505700802, 20.39 ,BLH
FENTANYL 75 MCG/HR TRANSDERMAL PATCH,60505700800, 20.39 ,BLH
FERRIC CARBOXYMALTOSE 50 MG IRON/ML INTRAVENOUS SOLUTION,00517065001, 166.52 ,BLH
FERROUS SULFATE 220 MG (44 MG IRON)/5 ML ORAL ELIXIR,50383077816, 0.07 ,BLH
FERROUS SULFATE 300 MG (60 MG IRON)/5 ML ORAL LIQUID,00121053005, 1.22 ,BLH
FERROUS SULFATE 325 MG (65 MG IRON) TABLET,00904759161, 0.59 ,BLH
FIBERSOURCE HN BOLUS FEED,43900018555, 0.02 ,BLH
FIBERSOURCE HN CONTINUOUS FEED,43900018555, 0.02 ,BLH
FIBERSOURCE HN CYCLIC FEED,43900018555, 0.02 ,BLH
FIBERSOURCE HN INTERMITTENT FEED,43900018555, 0.02 ,BLH
FILGRASTIM 480 MCG/0.8 ML INJECTION SYRINGE,55513020991," 1,391.73 ",BLH
FINASTERIDE 5 MG TABLET,65862014930, 3.55 ,BLH
FINASTERIDE 5 MG TABLET,16729009010, 2.47 ,BLH
FLECAINIDE 50 MG TABLET,00054001021, 2.00 ,BLH
FLU VACC QS2018-19 (36 MOS UP)(PF)60 MCG (15 MCG X4)/0.5 ML IM SYRINGE,49281041850, 147.30 ,BLH
FLU VACC QS2018-19 (36 MOS UP)(PF)60 MCG (15 MCG X4)/0.5 ML IM SYRINGE,49281041888, 147.30 ,BLH
FLU VACCINE TS2018-19(65YR UP)(PF)180 MCG/0.5 ML INTRAMUSCULAR SYRINGE,49281040365, 391.18 ,BLH
FLU VACCINE TS2018-19(65YR UP)(PF)180 MCG/0.5 ML INTRAMUSCULAR SYRINGE,49281040388, 391.18 ,BLH
FLUCONAZOLE 100 MG TABLET,68462010230, 4.51 ,BLH
FLUCONAZOLE 100 MG TABLET,55111014430, 7.91 ,BLH
FLUCONAZOLE 100 MG/50 ML IN SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,36000026110, 0.46 ,BLH
FLUCONAZOLE 200 MG/100 ML IN SOD. CHLORIDE (ISO) INTRAVENOUS PIGGYBACK,36000028706, 0.49 ,BLH
FLUDROCORTISONE 0.1 MG TABLET,50268033011, 3.59 ,BLH
FLUDROCORTISONE 0.1 MG TABLET,50268033015, 3.58 ,BLH
FLUDROCORTISONE 0.1 MG TABLET,00115703301, 3.52 ,BLH
FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,00143968410, 3.72 ,BLH
FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,00143968401, 3.72 ,BLH
FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,00143978410, 3.72 ,BLH
FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,00143978401, 3.72 ,BLH
FLUMAZENIL 0.1 MG/ML IV (CODE),00143968401, 3.72 ,BLH
FLUMAZENIL 0.1 MG/ML IV (CODE),00143968410, 3.72 ,BLH
FLUOCINONIDE 0.05 % TOPICAL CREAM,51672125301, 4.64 ,BLH
FLUOCINONIDE 0.05 % TOPICAL CREAM,51672138601, 2.86 ,BLH
FLUORESCEIN 0.6 MG EYE STRIPS,17478040303, 2.07 ,BLH
FLUORESCEIN 1 MG EYE STRIPS,17478040401, 2.33 ,BLH
FLUORESCEIN 500 MG/5 ML (10 %) INTRAVENOUS SOLUTION,00065009265, 38.58 ,BLH
FLUORESCEIN 500 MG/5 ML (10 %) INTRAVENOUS SOLUTION,17478025310, 17.95 ,BLH
FLUOXETINE 10 MG CAPSULE,00904578461, 1.90 ,BLH
FLUOXETINE 20 MG CAPSULE,00904578561, 1.90 ,BLH
FLUOXETINE 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,54838052340, 0.54 ,BLH
FLUPHENAZINE 1 MG TABLET,51079048520, 3.35 ,BLH
FLUPHENAZINE 1 MG TABLET,51079048501, 3.36 ,BLH
FLUPHENAZINE 2.5 MG TABLET,51079048601, 3.70 ,BLH
FLUPHENAZINE DECANOATE 25 MG/ML INJECTION SOLUTION,63323027205, 102.90 ,BLH
FLURAZEPAM 15 MG CAPSULE,00378441501, 2.57 ,BLH
FLURBIPROFEN 0.03 % EYE DROPS,24208031425, 4.57 ,BLH
FLUTAMIDE 125 MG CAPSULE,00591246618, 6.96 ,BLH
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION",60505082901, 0.99 ,BLH
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION",60505084703, 0.79 ,BLH
"FLUTICASONE 50 MCG/ACTUATION NASAL SPRAY,SUSPENSION",00054327099, 4.50 ,BLH
FLUTICASONE FUROATE 100 MCG/ACTUATION BLISTER POWDER FOR INHALATION,00173087414, 222.71 ,BLH
FLUTICASONE FUROATE 200 MCG/ACTUATION BLISTER POWDER FOR INHALATION,00173087614, 298.20 ,BLH
FLUVOXAMINE 50 MG TABLET,62559015901, 4.65 ,BLH
FOLIC ACID 1 MG TABLET,51079010501, 3.48 ,BLH
FOLIC ACID 1 MG TABLET,51079010520, 3.48 ,BLH
FOLIC ACID 1 MG TABLET,63739053710, 3.44 ,BLH
FOLIC ACID 1 MG TABLET,00904658261, 1.92 ,BLH
FOLIC ACID 1 MG TABLET,11534016501, 2.40 ,BLH
FOLIC ACID 5 MG/ML INJECTION SOLUTION,63323018410, 15.78 ,BLH
FOLIC ACID 5 MG/ML INJECTION SOLUTION,63323018411, 5.69 ,BLH
FOMEPIZOLE 1 GRAM/ML INTRAVENOUS SOLUTION,67457021102," 1,807.66 ",BLH
FOSFOMYCIN TROMETHAMINE 3 GRAM ORAL PACKET,00456430001, 300.81 ,BLH
FOSPHENYTOIN 100 MG PE/2 ML INJECTION SOLUTION,63323040302, 10.49 ,BLH
FOSPHENYTOIN 500 MG PE/10 ML INJECTION SOLUTION,00069547402, 6.78 ,BLH
FOSPHENYTOIN 500 MG PE/10 ML INJECTION SOLUTION,00069547401, 6.78 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610202, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610219, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610225, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610235, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),36000028225, 7.66 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),63323028003, 5.35 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),63323028004, 5.35 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610204, 4.08 ,BLH
FUROSEMIDE 10 MG/ML INJECTION (CODE),00409610226, 4.08 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,63323028001, 9.17 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,63323028002, 9.17 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610225, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610235, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610202, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610219, 7.73 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,36000028225, 7.66 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,23155047341, 7.62 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,23155047331, 7.62 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,63323028004, 5.35 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,63323028003, 5.35 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610204, 4.08 ,BLH
FUROSEMIDE 10 MG/ML INJECTION SOLUTION,00409610226, 4.08 ,BLH
FUROSEMIDE 10 MG/ML ORAL SOLUTION,00054329446, 2.07 ,BLH
FUROSEMIDE 10 MG/ML ORAL SOLUTION,09900000335, 2.21 ,BLH
FUROSEMIDE 20 MG TABLET,51079007201, 1.02 ,BLH
FUROSEMIDE 20 MG TABLET,00904579661, 0.80 ,BLH
FUROSEMIDE 20 MG TABLET,00054829725, 3.69 ,BLH
FUROSEMIDE 40 MG TABLET,00904579761, 1.01 ,BLH
FUROSEMIDE 40 MG TABLET,51079007301, 1.23 ,BLH
FUROSEMIDE 40 MG TABLET,00054829925, 4.16 ,BLH
GABAPENTIN 100 MG CAPSULE,67877022201, 0.68 ,BLH
GABAPENTIN 100 MG CAPSULE,60505011200, 2.18 ,BLH
GABAPENTIN 100 MG CAPSULE,00904563161, 1.29 ,BLH
GABAPENTIN 100 MG CAPSULE,63739059110, 1.93 ,BLH
GABAPENTIN 100 MG CAPSULE,00904666561, 1.95 ,BLH
GABAPENTIN 300 MG CAPSULE,00904563261, 1.97 ,BLH
GABAPENTIN 300 MG CAPSULE,68084076211, 2.57 ,BLH
GABAPENTIN 300 MG CAPSULE,60505011300, 3.55 ,BLH
GABAPENTIN 300 MG CAPSULE,68084076201, 2.56 ,BLH
GABAPENTIN 300 MG CAPSULE,67877022301, 1.01 ,BLH
GABAPENTIN 300 MG CAPSULE,63739023610, 2.47 ,BLH
GABAPENTIN 300 MG CAPSULE,00904666661, 2.33 ,BLH
GABAPENTIN 400 MG CAPSULE,55154358207, 2.73 ,BLH
GABAPENTIN 400 MG CAPSULE,67877022401, 1.90 ,BLH
GABAPENTIN 400 MG CAPSULE,63739098410, 2.66 ,BLH
GABAPENTIN 400 MG CAPSULE,55154358204, 2.73 ,BLH
GABAPENTIN 400 MG CAPSULE,68084077401, 3.43 ,BLH
GABAPENTIN 400 MG CAPSULE,68084077411, 3.44 ,BLH
GABAPENTIN 400 MG CAPSULE,00904563361, 2.73 ,BLH
GABAPENTIN 400 MG CAPSULE,00904666761, 2.68 ,BLH
GADOBENATE DIMEGLUMINE 529 MG/ML(0.1 MMOL/0.2 ML) INTRAVENOUS SOLUTION,00270516412, 6.42 ,BLH
GADOBENATE DIMEGLUMINE 529 MG/ML(0.1 MMOL/0.2 ML) INTRAVENOUS SOLUTION,00270516412, 6.42 ,BLH
GADOBENATE DIMEGLUMINE 529 MG/ML(0.1 MMOL/0.2 ML) INTRAVENOUS SOLUTION,00270516415, 6.42 ,BLH
GADOBENATE DIMEGLUMINE 529 MG/ML(0.1 MMOL/0.2 ML) INTRAVENOUS SOLUTION,00270516415, 6.42 ,BLH
GADOPENTETATE DIMEGLUMINE 10 MMOL/20 ML(469.01 MG/ML) INTRAVENOUS SOLN,50419018884, 3.88 ,BLH
GADOPENTETATE DIMEGLUMINE 7.5 MMOL/15 ML (469.01 MG/ML) INTRAVENOUS,50419018815, 3.93 ,BLH
GELATIN ABSORBABLE 100 TOPICAL SPONGE,00009034201, 67.00 ,BLH
GELATIN ABSORBABLE 12 MM-7 MM TOPICAL SPONGE,00009031508, 14.66 ,BLH
GELATIN ABSORBABLE 50 TOPICAL SPONGE,00009032301, 46.76 ,BLH
GELATIN ABSORBABLE EYE FILM,00009029703, 774.27 ,BLH
GELATIN ABSORBABLE MUCOSAL POWDER,00009043304, 181.12 ,BLH
GELATIN POWDER 1G WITH THROMBIN 5000 UNITS IN 6 ML NS,00009000301, 277.21 ,BLH
GEMFIBROZIL 600 MG TABLET,50268035011, 4.19 ,BLH
GEMFIBROZIL 600 MG TABLET,60687022411, 4.28 ,BLH
GEMFIBROZIL 600 MG TABLET,50268035015, 4.18 ,BLH
GEMFIBROZIL 600 MG TABLET,60687022401, 4.28 ,BLH
GENGRAF 25 MG CAPSULE,00074310832, 4.00 ,BLH
GENTAMICIN 0.3 % (3 MG/GRAM) EYE OINTMENT,17478028435, 26.52 ,BLH
GENTAMICIN 0.3 % EYE DROPS,24208058060, 23.38 ,BLH
GENTAMICIN 0.3 % EYE DROPS,61314063305, 5.09 ,BLH
GENTAMICIN 40 MG/ML INJECTION SOLUTION,63323001002, 21.84 ,BLH
GLIMEPIRIDE 1 MG TABLET,16729000101, 0.87 ,BLH
GLIMEPIRIDE 4 MG TABLET,51079042601, 3.23 ,BLH
GLIMEPIRIDE 4 MG TABLET,51079042620, 3.23 ,BLH
GLIPIZIDE 10 MG TABLET,51079081101, 4.69 ,BLH
GLIPIZIDE 10 MG TABLET,51079081120, 4.68 ,BLH
GLIPIZIDE 2.5 MG CUSTOM TABLET,09900000356, 3.29 ,BLH
GLIPIZIDE 5 MG TABLET,51079081001, 2.66 ,BLH
GLIPIZIDE 5 MG TABLET,51079081020, 2.66 ,BLH
GLIPIZIDE 5 MG TABLET,00904663761, 4.37 ,BLH
"GLIPIZIDE ER 10 MG TABLET, EXTENDED RELEASE 24 HR",59762054201, 2.82 ,BLH
"GLIPIZIDE ER 10 MG TABLET, EXTENDED RELEASE 24 HR",00049017807, 11.01 ,BLH
"GLIPIZIDE ER 2.5 MG TABLET, EXTENDED RELEASE 24 HR",68084029521, 3.93 ,BLH
"GLIPIZIDE ER 2.5 MG TABLET, EXTENDED RELEASE 24 HR",68084029511, 3.93 ,BLH
GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,00169706515, 936.49 ,BLH
GLUCAGON (HUMAN RECOMBINANT) 1 MG/ML SOLUTION FOR INJECTION,00597026010, 569.78 ,BLH
GLUCAGON HCL 1 MG SOLUTION FOR INJECTION,63323059403, 375.49 ,BLH
GLUCAGON HCL 1 MG SOLUTION FOR INJECTION,63323059303, 375.49 ,BLH
GLYBURIDE 5 MG TABLET,51079087301, 2.71 ,BLH
GLYCERIN (ADULT) RECTAL SUPPOSITORY,00713010106, 2.14 ,BLH
GLYCERIN (ADULT) RECTAL SUPPOSITORY,00713010109, 3.75 ,BLH
GLYCERIN (CHILD) RECTAL SUPPOSITORY,00713010206, 3.98 ,BLH
GLYCINE 1.5 % UROLOGIC SOLUTION FOR IRRIGATION,00338028947, 0.06 ,BLH
GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,00143958501, 10.33 ,BLH
GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,00143968001, 10.33 ,BLH
GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,00517460525, 36.42 ,BLH
GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,70069001325, 10.16 ,BLH
GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,70069001301, 10.16 ,BLH
GLYCOPYRROLATE 0.2 MG/ML ORAL SOLN (CUSTOM),00900000230, 22.13 ,BLH
GUAIFENESIN 100 MG/5 ML ORAL LIQUID,00121174410, 0.38 ,BLH
GUAIFENESIN 100 MG/5 ML ORAL LIQUID,00121174405, 0.81 ,BLH
"GUAIFENESIN ER 600 MG TABLET, EXTENDED RELEASE 12 HR",63824000850, 2.55 ,BLH
GUAR GUM ORAL POWDER,43900097550, 0.12 ,BLH
HALOPERIDOL 1 MG TABLET,00904592361, 3.29 ,BLH
HALOPERIDOL 1 MG TABLET,00781139213, 1.67 ,BLH
HALOPERIDOL 2 MG/ML ORAL CONCENTRATE,00093960412, 1.65 ,BLH
HALOPERIDOL 5 MG TABLET,00781139613, 2.33 ,BLH
HALOPERIDOL 5 MG TABLET,68382007901, 4.70 ,BLH
HALOPERIDOL DECANOATE 100 MG/ML INTRAMUSCULAR SOLUTION,10147092205, 158.16 ,BLH
HALOPERIDOL DECANOATE 50 MG/ML INTRAMUSCULAR SOLUTION,10147092103, 87.27 ,BLH
HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,25021080601, 27.92 ,BLH
HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,63323047401, 14.03 ,BLH
HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,67457042612, 11.94 ,BLH
HALOPERIDOL LACTATE 5 MG/ML INJECTION SOLUTION,67457042600, 11.94 ,BLH
"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION",25021040001, 18.72 ,BLH
"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION",63323054057, 2.26 ,BLH
"HEPARIN (PORCINE) 1,000 UNIT/ML INJECTION SOLUTION",25021040010, 1.72 ,BLH
"HEPARIN (PORCINE) 25,000 UNIT/250 ML (100 UNIT/ML) INFUSION CUSTOM",09900000737, 0.35 ,BLH
"HEPARIN (PORCINE) 25,000 UNIT/250 ML IN 0.45 % SODIUM CHLORIDE IV SOLN",00409765052, 0.35 ,BLH
"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION",00409272330, 23.47 ,BLH
"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION",00409272301, 23.47 ,BLH
"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION",25021040201, 14.16 ,BLH
"HEPARIN (PORCINE) 5,000 UNIT/ML INJECTION SOLUTION",63323026255, 12.62 ,BLH
HEPARIN CELLSAVER SOLUTION (BLH INTRA-OP),09900000709, 0.15 ,BLH
HEPARIN LOCK FLUSH (PORCINE) 10 UNIT/ML INTRAVENOUS SOLUTION,63323054401, 21.84 ,BLH
HEPARIN LOCK FLUSH (PORCINE) 100 UNIT/ML INTRAVENOUS SOLUTION,63323054501, 21.84 ,BLH
"HEPARIN, PORCINE (PF) 10 UNIT/ML INTRAVENOUS SOLUTION",63323055701, 16.59 ,BLH
"HEPARIN, PORCINE (PF) 10 UNIT/ML INTRAVENOUS SYRINGE",08290306521, 3.53 ,BLH
"HEPARIN, PORCINE (PF) 100 UNIT/ML (1 ML) INTRAVENOUS SOLUTION",63323054901, 16.55 ,BLH
"HEPARIN, PORCINE (PF) 100 UNIT/ML INTRAVENOUS SYRINGE",08290306513, 2.08 ,BLH
"HEPARIN, PORCINE (PF) 100 UNIT/ML INTRAVENOUS SYRINGE",09900001091, 0.57 ,BLH
HUM PROTHROMBIN CPLX (PCC) 4FACTOR 500 UNIT (400-620 UNIT) IV SOLUTION,63833038602, 4.93 ,BLH
HUM PROTHROMBIN CPLX (PCC) 4FACTOR 500 UNIT (400-620 UNIT) IV SOLUTION,63833039601, 4.93 ,BLH
"HYALURONIDASE, HUMAN RECOMBINANT 150 UNIT/ML INJECTION SOLUTION",18657011704, 165.85 ,BLH
HYDRALAZINE 10 MG TABLET,68084044711, 3.38 ,BLH
HYDRALAZINE 10 MG TABLET,00904644061, 2.19 ,BLH
HYDRALAZINE 20 MG/ML INJECTION SOLUTION,63323061455, 15.78 ,BLH
HYDRALAZINE 20 MG/ML INJECTION SOLUTION,63323061401, 15.78 ,BLH
HYDRALAZINE 20 MG/ML INJECTION SOLUTION,63323061400, 15.78 ,BLH
HYDRALAZINE 25 MG TABLET,63739012610, 2.44 ,BLH
HYDRALAZINE 25 MG TABLET,00904644161, 2.40 ,BLH
HYDROCHLOROTHIAZIDE 12.5 MG CAPSULE,51079077601, 2.68 ,BLH
HYDROCHLOROTHIAZIDE 12.5 MG CAPSULE,51079077620, 2.68 ,BLH
HYDROCHLOROTHIAZIDE 25 MG TABLET,63739012810, 0.85 ,BLH
HYDROCHLOROTHIAZIDE 25 MG TABLET,16729018301, 0.14 ,BLH
HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,00406012523, 8.65 ,BLH
HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,00406012562, 8.65 ,BLH
HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,50268040215, 4.80 ,BLH
HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG TABLET,50268040211, 4.80 ,BLH
HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG/5 ML ORAL SUSP EXTEND.REL 12HR,49884023533, 8.73 ,BLH
HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG/5 ML ORAL SUSP EXTEND.REL 12HR,53014054801, 8.98 ,BLH
HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG/5 ML ORAL SUSP EXTEND.REL 12HR,09900000025, 8.73 ,BLH
HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,00406012323, 4.78 ,BLH
HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,00406012362, 4.78 ,BLH
HYDROCODONE 5 MG-ACETAMINOPHEN 325 MG TABLET,00904656761, 2.98 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,00406012423, 5.88 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,00406012462, 5.88 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG TABLET,00904642061, 5.51 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,00121477215, 0.59 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,09900000653, 0.68 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,00121077204, 0.21 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,66689002301, 0.92 ,BLH
HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,66689002350, 0.92 ,BLH
"HYDROCOLLOID DRESSING 4"" X 4""",68455010270, 10.03 ,BLH
"HYDROCOLLOID DRESSING 6"" X 6""",68455010271, 3.43 ,BLH
HYDROCORTISONE 1 % TOPICAL CREAM,00472033956, 0.37 ,BLH
HYDROCORTISONE 10 MG TABLET,68084046911, 5.27 ,BLH
HYDROCORTISONE 10 MG TABLET,68084046901, 5.27 ,BLH
HYDROCORTISONE 2.5 % TOPICAL CREAM,45802000402, 0.54 ,BLH
HYDROCORTISONE 2.5 % TOPICAL CREAM,00168008031, 0.35 ,BLH
HYDROCORTISONE 2.5 % TOPICAL CREAM WITH PERINEAL APPLICATOR,64980030130, 5.18 ,BLH
HYDROCORTISONE 2.5 % TOPICAL CREAM WITH PERINEAL APPLICATOR,64980032430, 1.87 ,BLH
HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY,00574709012, 39.93 ,BLH
HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY,00713050312, 39.79 ,BLH
HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION,00009001104, 55.85 ,BLH
HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION,00009001103, 54.87 ,BLH
HYDROCORTISONE-ACETIC ACID 1 %-2 % EAR DROPS,50383090110, 25.73 ,BLH
HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION,17478054005, 7.89 ,BLH
HYDROMORPHONE (PF) 2 MG/ML INJECTION SOLUTION,00409336501, 16.27 ,BLH
HYDROMORPHONE (PF) 2 MG/ML INJECTION SOLUTION,00409336511, 16.27 ,BLH
HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,76045000905, 56.58 ,BLH
HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,00409128305, 28.16 ,BLH
HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,00409128304, 28.16 ,BLH
HYDROMORPHONE 1 MG/ML INJECTION SYRINGE,00409128331, 33.92 ,BLH
HYDROMORPHONE 1 MG/ML INJECTION SYRINGE,76045000910, 20.04 ,BLH
HYDROMORPHONE 2 MG TABLET,42858030125, 2.26 ,BLH
HYDROMORPHONE 2 MG TABLET,63739027510, 2.19 ,BLH
HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,00641012125, 24.39 ,BLH
HYDROMORPHONE 2 MG/ML INJECTION SOLUTION,00641012121, 24.39 ,BLH
HYDROMORPHONE 2 MG/ML INJECTION SYRINGE,00409131230, 36.34 ,BLH
HYDROMORPHONE 4 MG TABLET,68084047211, 4.16 ,BLH
HYDROMORPHONE 4 MG TABLET,63739079110, 3.57 ,BLH
HYDROMORPHONE 50 MG/50 ML PCA IV SOLUTION,61553016541, 1.25 ,BLH
HYDROMORPHONE VARIABLE DOSE,09900000033, 28.70 ,BLH
HYDROXOCOBALAMIN 5 GRAM INTRAVENOUS SOLUTION,11704037001," 2,556.52 ",BLH
HYDROXYCHLOROQUINE 200 MG TABLET,68084026911, 5.80 ,BLH
HYDROXYCHLOROQUINE 200 MG TABLET,68084026901, 5.80 ,BLH
HYDROXYCHLOROQUINE 200 MG TABLET,00904650861, 5.62 ,BLH
HYDROXYPROGESTERONE (PF)(PREGNANCY PRESERVING) 250 MG/ML (1 ML) IM OIL,66993003883," 1,760.00 ",BLH
HYDROXYPROGESTERONE CAPROATE (PREGNANCY PRESERVING) 250 MG/ML IM OIL,64011024702," 2,569.60 ",BLH
HYDROXYPROGESTERONE CAPROATE (PREGNANCY PRESERVING) 250 MG/ML IM OIL,66993003901," 2,160.61 ",BLH
HYDROXYPROGESTERONE(PF)(PREG PRESERV) 275 MG/1.1 ML SUBCUT AUTO-INJECT,64011030103," 1,915.53 ",BLH
HYDROXYUREA 500 MG CAPSULE,49884072401, 3.09 ,BLH
HYDROXYZINE HCL 10 MG TABLET,51079079601, 2.03 ,BLH
HYDROXYZINE HCL 10 MG TABLET,51079079620, 2.02 ,BLH
HYDROXYZINE HCL 10 MG TABLET,68084025311, 4.28 ,BLH
HYDROXYZINE HCL 10 MG TABLET,68084025301, 4.28 ,BLH
HYDROXYZINE HCL 10 MG TABLET,63739048310, 1.99 ,BLH
HYDROXYZINE HCL 25 MG TABLET,51079080601, 2.05 ,BLH
