Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
30070374,HC PROMETH CHEMILUMINESCENT ASSAY,0301,82397,,,,,,,,$53.00,
30070375,HC PROMETH IMMUN QUANT NOS NONAB,0301,83520,,,,,,,,$53.00,
30070376,"HC IODINE, SERUM",0301,83789,,,,,,,,$61.00,
30070377,"HC CREATININE, BODY FLUID",0301,82570,,,,,,,,$40.00,
30070379,"HC GEL DIFFUSION, QUAL, EACH",0302,86331,,,,,,,,$44.00,
30070378,HC ENTEROVIRUS,0302,86658,,,,,,,,$32.00,
27070461,HC GUIDEWIRE LUGE MODERATE .014X300,0272,C1769,,,,,,,,$243.75,
27070462,HC SWAN-GANZ THERMODILTUION NON LATEX,0278,C1751,,,,,,,,"$1,350.00",
27070463,HC VASCULAR CLOSURE MYNX GRIP 6/7F,0278,C1760,,,,,,,,$682.50,
30070380,HC IMMUNOASSAY NONANTIBODY,0301,83516,,,,,,,,$63.00,
36000766,HC PTA TIB/PERON UNILAT EA ADDL W S/I,0361,37232,,,,,,,,"$5,158.00",
30070389,"HC TRICHINELLA ANTIBODY, SERUM",0302,86784,,,,,,,,$63.00,
32000271,HC EXTREMITY UNLATERAL S/I,0329,75710,,,,,,,,"$3,377.00",
27070128,HC SPLINT GUTTER ULNAR,0274,L3913,,,,,,,,$362.00,
31070049,"HC FBN1, FULL GENE SEQUENCE",0310,81408,,,,,,,,"$3,030.00",
30070381,HC IGG MONOSIALO GM1,0301,83520,,,,,,,,$53.00,
30070382,HC IGM MONOSIALO GM1,0301,83520,,,,,,,,$53.00,
30070383,HC IGG ASIALO GM1,0301,83520,,,,,,,,$53.00,
30070384,HC IGG DISIALO GD1B,0301,83520,,,,,,,,$53.00,
30070385,HC IGM DISIALO GD1B,0301,83520,,,,,,,,$53.00,
30070386,HC IGM ASIALO GM1,0301,83520,,,,,,,,$53.00,
36070232,HC OR BILATERAL MBB LEVEL 1,0360,,,,,,,,,"$2,225.00",
36070233,HC OR BILATERAL MBB LEVEL 2,0360,,,,,,,,,"$3,160.00",
36070234,HC OR BILATERAL MBB LEVEL 3,0360,,,,,,,,,"$4,139.00",
36070235,HC OR BILATERAL RFA LEVEL 1,0360,,,,,,,,,"$1,794.00",
36070236,HC OR BILATERAL RFA LEVEL 2,0360,,,,,,,,,"$2,893.00",
36070237,HC OR BILATERAL RFA LEVEL 3,0360,,,,,,,,,"$3,469.00",
36070238,"HC OR BILATERAL INJECTION, JOINT",0360,,,,,,,,,$846.00,
36070239,HC ULTRASOUND GUIDANCE VASCULAR,0360,,,,,,,,,$586.00,
36070240,HC ULTRASOUND GUIDANCE NON-VASCULAR,0360,,,,,,,,,$929.00,
76070009,HC NASOPHARYNGOSCOPY W/ENDOSCOPE SPX,0761,92511,,,,ER,0450,,,$419.00,
36070241,HC DIAGNOSTIC BONE MARROW BIOPSIES,0361,38221,,,,,,,,"$2,396.00",
30070387,HC PAI-1 ANTIGEN,0305,85415,,,,,,,,$211.00,
30070388,"HC PLASMINOGEN ACIVITY, P",0305,85420,,,,,,,,$79.00,
30070392,HC IMMUNOASSAY QUANT NOS NONAB,0301,83520,,,,,,,,$184.00,
30070391,HC USTEKINUMAB QUANT DRUG ASSAY,0301,80299,,,,,,,,$199.00,
36000943,HC CHEMODENERVATION 1 EXTREMITY 1-4 MUSC,0761,64642,,,,,,,,"$1,538.00",
76000061,HC NEEDLE EMG GUIDANCE FOR CHEMODENERVATION,0922,95874,,,,,,,,$202.00,
36000062,HC MASTOTOMY W/EXPLORE/DRAINAGE ABSCESS DEEP,0361,19020,,,,ER,0450,,,"$2,543.00",
30070390,HC ZINC TRANSPORTER 8 ANTIBODY,0302,86341,,,,ER,0450,,,$647.00,
36070242,HC REMOVAL/BIVALVING FULL ARM/FULL LEG CAST,0361,29705,,,,ER,0450,,,$672.00,
92070006,HC DUPLEX VENOUS EXTREMITY BILAT,0921,93970,,,,,,,,"$1,639.00",
92070007,HC DUPLEX ARTERIAL LOWER EXTREMITY BILAT,0921,93925,,,,,,,,$618.00,
92070008,HC DUPLEX ARTERIAL LOWER EXTREMITY UNILAT/LIMITED,0921,93926,,,,,,,,$399.00,
92070009,HC DUPLEX ARTERIAL UPPER EXTREMITY BILAT,0921,93930,,,,,,,,$594.00,
92070011,HC DOPPLER ARTERIAL EXTREMITY LIMITED BILAT,0921,93922,,,,,,,,"$1,180.00",
30070393,HC INFLUENZA VIRUS B IGG,0302,86710,,,,,,,,$51.00,
30070394,HC INFLUENZA VIRUS B IGM,0302,86710,,,,,,,,$51.00,
36000944,HC CHEMODENERVATION 1 EXTREMITY 5/> MUSC,0761,64644,,,,,,,,"$1,538.00",
31070050,HC TTRB GENE REARRANGEMENT,0310,81340,,,,,,,,$391.00,
31070051,HC TRG GENE REARRANGEMENT ANALYSIS,0310,81342,,,,,,,,$373.00,
30001004,HC PROTEIN S AG FREE,0305,85306,,,,,,,,$105.00,
30070395,HC CYCLOBENZAPRINE,0301,80369,,MCR,G0480,,,,,$140.00,
74000026,HC POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,0921,95810,,,,MDIN,0510,,,"$3,900.00",
30000538,HC CHROMOSOME ANALYSIS BLOOD,0310,88230,,,,,,,,$340.00,
30070042,HC PROINSULIN,0301,84206,,,,,,,,$68.00,
30000801,"HC COENZYME Q10, TOTAL, P",0301,82542,,,,,,,,$181.00,
32070026,HC ANGIOGRAPHY EXTREMITY BILATERAL RS&I,0323,75716,,,,,,,,"$6,860.00",
27070157,HC SPLINT RESTING HAND,0274,L3999,,,,,,,,$123.00,
30070371,"HC CYTOMEGALOVIRUS, MOLECULAR DETECTION, PCR",0306,87496,,,,,,,,$320.00,
42000328,HC APPLY UNNA BOOT BILATERAL 15 MIN,0420,29580,50,,,,,,,$237.00,
42000329,HC APPLY UNNA BOOT BILATERAL 30 MIN,0420,29580,50,,,,,,,$237.00,
42000330,HC APPLY UNNA BOOT BILATERAL 45 MIN,0420,29580,50,,,,,,,$237.00,
42000331,HC APPLY UNNA BOOT BILATERAL 60 MIN,0420,29580,50,,,,,,,$237.00,
42000332,HC APPLY UNNA BOOT BILATERAL 75 MIN,0420,29580,50,,,,,,,$237.00,
42000333,HC APPLY UNNA BOOT BILATERAL 90 MIN,0420,29580,50,,,,,,,$237.00,
43000081,HC THER INTRVNT W/FOCUS COG FUNCTION,0430,97127,,MCR/TRI/VA,G0515,,,,,$104.00,
30001547,"HC ENTROVIRUS, MOLECULAR DETECTION, PCR",0306,87498,,,,,,,,$92.00,
36070243,HC CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/MANJ,0361,24535,,,,ER,0450,,,"$2,547.00",
34000160,HC NM LIVER SPECT W/VASCULAR FLOW,0341,78206,,,,,,,,"$2,020.00",
61000021,HC MRI LUMBAR SPINE W/CONTRAST,0612,72149,,,,,,,,"$2,995.00",
30001201,HC FUNGAL ID DNA SEQUENCING,0306,87153,,,,,,,,$251.00,
30001026,HC FUNGAL IDENTIFICATION,0306,87107,,,,,,,,$98.00,
27070466,HC ATLAS GOLD 16X4,0272,C1725,,,,,,,,"$1,056.25",
27070467,HC ATLAS GOLD 18X4,0272,C1725,,,,,,,,"$1,056.25",
27070468,HC ATLAS GOLD 20X4,0272,C1725,,,,,,,,"$1,500.00",
27070469,HC DORADO 4X4,0272,C1725,,,,,,,,$560.00,
27070470,HC DORADO 5X2,0272,C1725,,,,,,,,$560.00,
27070471,HC DORADO 5X4,0272,C1725,,,,,,,,$560.00,
27070472,HC DORADO 6X4,0272,C1725,,,,,,,,$763.75,
27070473,HC DORADO 7X4,0272,C1725,,,,,,,,$763.75,
27070474,HC DORADO 8X4,0272,C1725,,,,,,,,$763.75,
27070475,HC DORADO 9X4,0272,C1725,,,,,,,,$763.75,
27070476,HC DORADO 10X4,0272,C1725,,,,,,,,$763.75,
48000286,HC SELECT CATH PLACE ABV DIAPHRAGM 1ST ORDER,0361,36215,,,,,,,,"$1,536.00",
30070396,"HC RUFINAMIDE, S",0301,80299,,,,,,,,$104.00,
30070397,"HC DIHYDROTESTOSTERONE, S",0301,80327,,MCR,G0480,,,,,$165.00,
27070477,HC BALLOON PTA CHOCOLATE,0272,C1725,,,,,,,,"$2,400.00",
30001353,"HC 1,3 BETA D GLUCAN (FUNGITELL)",0306,87449,,,,,,,,$188.00,
31050002,HC CHROMOSOME ANLYSIS 15-20,0310,88262,,,,,,,,$272.00,
30070399,HC C1 ESTERASE INHIBITOR,0301,83883,,,,,,,,$51.00,
30070398,"HC GLOBOTRIAOSYLSPHINGOSINE, S",0301,82542,,,,,,,,$324.00,
27070478,HC ANGIOJET AVX 6FX50CM,0272,C1759,,,,,,,,"$2,100.00",
27070479,HC ANGIOJET DISTA 4FX145CM,0272,C1758,,,,,,,,"$6,120.00",
27070480,HC CATHETER SOLENT OMNI,0272,C1757,,,,,,,,"$5,160.00",
27070481,HC CATHETER DIALYSIS UNCUFF 30CM,0278,C1752,,,,,,,,$437.50,
27070482,HC CATHETER DIALYSIS PALINDROME,0278,C1750,,,,,,,,"$1,401.00",
27070483,HC CATH SOS 2-SOFTVU 5FR X 80,0272,C1887,,,,,,,,$137.60,
27070484,HC GUIDEWIRE ROSEN.035X180X4 1.5J,0272,C1769,,,,,,,,$49.26,
27070485,HC GLIDE ANG .018X180,0272,C1769,,,,,,,,$208.88,
27070486,HC STIFF SHAFT ANGLE GLIDEWIRE 0.035 150CM,0272,C1769,,,,,,,,$187.20,
27070487,HC NITREX GUIDEWIRE 0.018 60CM,0272,C1769,,,,,,,,$212.50,
27070488,HC GUIDEWIRE V14 STR 0.014 300 CM,0272,C1769,,,,,,,,$646.07,
27070489,HC GUIDEWIRE THRUWAYSHORT.018X300,0272,C1769,,,,,,,,$355.29,
27070311,HC GUIDEWIRE STR .035 180CM,0272,C1769,,,,,,,,$45.55,
42000193,HC APPLY MULTI LAYER COMP ARM/HAND PROC 15 MIN,0420,29584,,,,,,,,$327.00,
42000239,HC APPLY MULTI LAYER COMP ARM/HAND PROC 30 MIN,0420,29584,,,,,,,,$327.00,
42000240,HC APPLY MULTI LAYER COMP ARM/HAND PROC 45 MIN,0420,29584,,,,,,,,$327.00,
42000241,HC APPLY MULTI LAYER COMP ARM/HAND PROC 60 MIN,0420,29584,,,,,,,,$327.00,
42000242,HC APPLY MULTI LAYER COMP ARM/HAND PROC 75 MIN,0420,29584,,,,,,,,$327.00,
42000194,HC APPLY MULTI LAYER COMP ARM/HAND BILATERAL PROC 15 MIN,0420,29584,50,,,,,,,$491.00,
42000243,HC APPLY MULTI LAYER COMP ARM/HAND BILATERAL PROC 30 MIN,0420,29584,50,,,,,,,$491.00,
42000244,HC APPLY MULTI LAYER COMP ARM/HAND BILATERAL PROC 45 MIN,0420,29584,50,,,,,,,$491.00,
42000246,HC APPLY MULTI LAYER COMP ARM/HAND BILATERAL PROC 75 MIN,0420,29584,50,,,,,,,$491.00,
30000678,HC HEPATITIS B VIRAL DNA QUANT,0306,87517,,,,,,,,$201.00,
30000511,HC HEPATITIS B E ANTIBODY,0302,86707,,,,,,,,$43.00,
30070400,HC HEPATITIS A AB IGG,0302,86708,,,,,,,,$46.00,
72050000,HC INSERT CERVICAL DILATOR,0361,59200,,,,ER,0450,,,$760.00,
36070088,HC INJECT CORPORA CAVERNOSA W/PHARM,0361,54235,,,,ER,0450,,,$649.00,
36000813,HC I&D CYST PILONIDAL COMPLEX,0361,10081,,,,ER,0450,,,"$1,621.00",
36000014,HC INCISION/REMOVAL FOREIGN BODY SUBQ COMPLEX,0361,10121,,,,ER,0450,,,"$2,525.00",
36000442,HC REPAIR LAC SIMPLE FACE/EAR/LIPS >30.0CM,0361,12018,,,,ER,0450,,,$318.00,
36000058,HC BURN 1ST DEGREE INIT LOC,0361,16000,,,,ER,0450,,,$475.00,
36070245,HC EXPL W/REMOVAL DEEP FOREIGN BODY FOREARM/WRIST,0361,25248,,,,ER,0450,,,"$2,547.00",
36070246,HC CLOSED TX DISTAL RADIOULNAR DISLOCATION W/MANJ,0361,25675,,,,ER,0450,,,$608.00,
36000459,HC TX FX PHALANX DISTAL W/O MANIP CLOSED ,0361,26750,,,,ER,0450,,,$608.00,
36070247,HC REMOVAL FOREIGN BODY FOOT DEEP,0361,28192,,,,ER,0450,,,"$2,543.00",
36070248,HC RPR LIP FULL THICKNESS VERMILION ONLY,0361,40650,,,,ER,0450,,,"$1,212.00",
36070249,HC CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM/<,0361,40830,,,,ER,0450,,,$505.00,
36070083,HC REMOVE FB PHARYNX ,0361,42809,,,,ER,0450,,,$909.00,
36070250,HC INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,0361,64450,,,,ER,0450,,,"$1,477.00",
36000123,HC FB REMOVAL CONJUNCTIVA EMBEDDED,0361,65210,,,,ER,0450,,,$622.00,
36000031,HC REPAIR LAC SIMPLE FACE/EAR/LIPS 20.1-30.0CM,0361,12017,,,,ER,0450,,,$586.00,
27070490,HC EV STENT AORTIC EXT ENDURANT II,0278,C1876,,,,,,,,"$22,711.50",
27070491,HC EV STENT LIMB ENDURANT II,0278,C1876,,,,,,,,"$18,816.00",
30000074,HC LD ISOENZYMES,0301,83625,,,,,,,,$47.00,
30070401,HC BETA 2 TRANSFERRIN CSF/BODY FLUID,0302,86335,,,,,,,,$115.00,
30070402,"HC GASTROINTESTINAL PATHOGEN PANEL,PCR, FECES, MAYO",0306,87507,,,,,,,,$706.00,
36070251,HC PVB THORACIC SINGLE INJECTION SITE W/IMG GID,0361,64461,,,,ER,0450,,,"$1,515.00",
30001150,HC SOLUABLE TRANSFERRIN RECEPTOR,0301,84238,,,,,,,,$114.00,
30070403,HC BARBITURATE CONFIRMATION,0301,80345,,"MCR, BLU, HUMA, CIGNA",G0480,,,,,$160.00,
30070404,HC CATH CLCT SPECIMEN SINGLE PT ALL PLACES SERVICE,0300,P9612,,,,,,,,$27.00,
30001363,"HC SYNTHETIC CANABINOIDS SCR, UR",0301,80307,,,,,,,,$173.00,
30001519,HC COCAINE CONFIRMATION,0301,80353,,"MCR, BLU, HUMA, CIGNA",G0480,,,,,$195.00,
27070493,HC STENT BARE METAL BIOTRONIK,0278,C1876,,,,,,,,"$1,007.50",
30000347,HC RPR QUANTITATIVE,0302,86593,,,,,,,,$23.00,
31000052,HC ISH,0310,88365,,,,,,,,$737.00,
30070406,"HC S-100B PROTEIN, S",0302,86316,,,,,,,,$272.00,
30000834,HC METANEPHRINES PLASMA,0301,83835,,,,,,,,$307.00,
99300054,HC PB 3DAY 74018,0320,,,,,,,,,$77.00,
30070405,HC ACH RECEPTOR MODULATING AB,0300,83519,,,,,,,,$219.00,
36000003,HC BRONCHOSCOPY (ENDO),0361,,,,,,,,,"$3,703.00",
36070132,HC I&D BURSA ARM/ELBOW DEEP,0361,23931,,,,ER,0450,,,"$2,543.00",
27010022,HC CATHETER 5FR JACKY,0272,C1887,,,,,,,,$180.00,
32070027,HC US GUIDANCE PRQ DRG W/PLMT CATH RS&I,0320,75989,,,,,,,,"$1,142.00",
99300052,HC PB 3DAY 76816,0402,,,,,,,,,$284.00,
99300053,HC PB 3DAY 76820,0402,,,,,,,,,$229.00,
99300056,HC PB 3DAY 71045,0324,,,,,,,,,$56.00,
99300057,HC PB 3DAY 71048,0324,,,,,,,,,$118.00,
99300058,HC PB 3DAY 74019,0320,,,,,,,,,$94.00,
99300059,HC PB 3DAY 74021,0320,,,,,,,,,$110.00,
99300060,HC PB 3DAY 71047,0324,,,,,,,,,$110.00,
30070407,"HC 14-3-3 PROTEIN, CSF",0301,83520,,,,,,,,$169.00,
30070408,"HC NMO/AQP4 FACS,S",0302,86255,,,,,,,,$429.00,
30070409,"HC BCR/ABL1, P210, MRNA DETECT, REVERSE TRANSCRIPTION-PCE, QUANT",0310,81206,,,,,,,,$556.00,
30000782,HC SODIUM FECES,0301,84302,,,,,,,,$40.00,
30000781,HC POTASSIUM FECES,0301,84999,,,,,,,,$12.00,
30070410,HC CHLORIDE FECES,0301,82438,,,,,,,,$41.00,
30070411,"HC OSMOLALITY, FECES",0301,84999,,,,,,,,$12.00,
30070412,"HC MAGNESIUM, FECES",0301,83735,,,,,,,,$57.00,
30070413,"HC PHOSPHOROUS, FECES",0301,84100,,,,,,,,$39.00,
99300061,HC PB 3DAY J1740,0250,,,,,,,,,$7.00,
31070052,"HC KRAS MUTATION ANALYSIS, COLORECTAL",0310,81275,,,,,,,,$808.00,
30000700,HC ANDROSTENEDIONE B,0301,82157,,,,,,,,$91.00,
31070053,HC BCR/ABL 1 GENE OTHER BP,0310,81208,,,,,,,,$325.00,
30070414,"HC OLIGOSACCHARIDE SCREEN,U",0301,84377,,,,,,,,$87.00,
30070415,"HC MUCOPOLYSACCHARDIES, (MPS), QL,U",0301,82542,,,,,,,,$343.00,
30070416,"HC MUCOPOLYSACCHARIDES, (MPS), QN,U",0301,83864,,,,,,,,$404.00,
30070417,"HC CERAMIDE TRIHEX AND SULFATIDE,U",0301,82542,,,,,,,,$343.00,
45000009,HC CRITICAL CARE 30-74 MINUTES,0450,99291,,,,,,,,"$1,892.00",
30070418,HC CARNITINE QUANTITATIVE EACH SPECIMEN,0301,82379,,,,,,,,$53.00,
30070419,HC ASSAY OF MANGANESE,0301,83785,,,,,,,,$261.00,
30070420,HC VIGABATRIN (SABRIL) LEVEL,0301,80339,,MCR,G0480,,,,,$141.00,
48070018,HC ECHO COMPLETE WITH CONTRAST,0483,C8929,,,,,,,,"$2,853.00",
30000555,HC DHEA,0301,82626,,,,,,,,$79.00,
31070054,HC SLIDE REVIEW,0310,88381,,,,,,,,$142.00,
30070421,"HC HYDROXYCORTICOSTERONE,18",0301,82542,,,,,,,,$243.00,
30070422,"HC FENTANYL AND METABOLITES, URINE",0301,80307,,,,,,,,$169.00,
36000851,HC CORONARY SINUS LEAD INSERT W/FLUORO,0361,33225,,,,,,,,"$9,323.00",
36000379,HC PACEMAKER SINGLE UPGRADE TO DUAL,0361,33214,,,,,,,,"$18,382.00",
99300055,HC PB 3DAY 71046,0324,,,,,,,,,$86.00,
99300062,HC PB 3DAY J1940,0250,,,,,,,,,$7.00,
30001237,HC BCR ABL1 MAJOR QUANT,0310,81206,,,,,,,,$307.00,
31070055,HC HER GASTRIC/ESPOH IHC+REFLEX,0310,88360,,,,,,,,$305.00,
30070423,HC INFLIXAMAB ACT/NEURALIZING AB,0300,80299,,,,,,,,$317.00,
30000957,HC STRONGYLOIDES AB IGG,0302,86682,,,,,,,,$97.00,
30070424,HC IMMUNOFIXATION CRYOGLOBULIN,0302,86334,,,,,,,,$97.00,
30070425,HC VARICELLA BY PCR,0306,87798,,,,,,,,$124.00,
31070056,HC HLA-DQA1 HLA-DQB1,0310,81382,,,,,,,,$938.00,
30070097,HC FLUORESCENT ANTIBODY TITER,0302,86256,,,,,,,,$307.00,
30070426,"HC RNA POLYMERASE III AB, IGG, S",0301,83516,,,,,,,,$70.00,
31070057,HC MOPATH PROCEDURE LEVEL 4 ,0310,81403,,,,,,,,$453.00,
31070058,HC MOPATH PROCEDURE LEVEL 5 ,0310,81404,,,,,,,,$692.00,
30070427,"HC BK VIRUS MOLECULAR, U",0306,87798,,,,,,,,$88.00,
30000458,HC TBG THYROXINE BINDING GLO,0301,84442,,,,,,,,$56.00,
30070428,HC CERTOLIZUMAB QUANT ASSAY,0301,80299,,,,,,,,$199.00,
30070429,HC ANTI-CERTOLIZUMAB AB,0301,83520,,,,,,,,$184.00,
27070495,HC ANGIOJET ZELANTE DTV THOMB CATH,0272,C1757,,,,,,,,"$8,955.00",
36070252,HC ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT,0361,58100,,,,,,,,$455.00,
30070430,HC 68KD (HSP-70) ANTIBODIES,0301,84182,,,,,,,,$289.00,
36000936,HC DRAINAGE IMAG GUIDE CATH SOFT TISSUE,0361,10030,,,,,,,,"$1,621.00",
31000034,HC PROBE ISH,0310,88365,,,,,,,,$438.00,
31070059,HC PROBE ISH ADDITIONAL,0310,88364,,,,,,,,$438.00,
30001280,"HC ALPHA-GALACTOSIDASE, S",0301,82657,,,,,,,,$190.00,
30070431,"HC TITANIUM, S",0301,83018,,,,,,,,$173.00,
30070432,"HC GALACTOSE-ALPHA-1, 3-GALACTOSE IGE",0302,86008,,,,,,,,$97.00,
30070433,"HC GROWTH DIFFERENTIATION FACTOR 15, P",0301,83520,,,,,,,,$289.00,
27070496,HC BALLOON SCORING ANGIOSCULPT,0272,C1725,,,,,,,,"$2,400.00",
27070497,HC CATHETER SUPPORT NAVICROSS,0272,C1887,,,,,,,,$704.00,
27070498,HC GLIDEWIRE ADVANTAGE,0272,C1769,,,,,,,,$959.00,
27070499,HC INTRODUCER PRELUDE IDEAL,0272,C1894,,,,,,,,$292.00,
27070500,HC BONE MARROW BIOPSY POWER NEEDLE,0272,C1830,,,,,,,,$530.00,
27070501,HC BONE LESION BIOPSY POWER NEEDLE,0272,C1830,,,,,,,,"$1,311.00",
27070503,HC SHEATH SUPER R/O 6FRX25CM,0272,C1894,,,,,,,,$81.00,
27070504,SHEATH SUPER R/O 7FRX25CM,0272,C1894,,,,,,,,$81.00,
27070505,HC SHEATH SUPER R/O 8FRX25CM,0272,C1894,,,,,,,,$81.00,
27070506,HC SHEATH SUPER R/O 9FRX25CM,0272,C1894,,,,,,,,$81.00,
27070507,HC GLIDE SS ANG .035X260,0272,C1769,,,,,,,,$194.00,
27070508,HC STENT BAL EXP LD 10X37 7FR,0278,C1876,,,,,,,,"$2,100.00",
27070509,HC STENT UR FLEXIMA 8X22,0278,C2617,,,,,,,,$359.00,
27070510,HC ENDOPROSTHES VIABAHN 8F 5X120,0278,C1874,,,,,,,,"$9,585.00",
27070511,HC ENDOPROSTHESIS PER BIL 10X6,0278,C1874,,,,,,,,"$8,163.00",
27070512,HC SNARE EN 175CM 2-4MM LOOP,0272,C1773,,,,,,,,"$1,980.00",
27070513,HC SNARE EN 120CM 12-20MM LOOP,0272,C1773,,,,,,,,$894.00,
30070434,HC PNH FLOW CYTOMETRY RBC,0311,88184,,,,,,,,$253.00,
30070435,HC PNH FLOW CYTOMETRY WBC,0311,88184,,,,,,,,$253.00,
30070436,HC PNH FLOW CYTOMETRY ADD MARKER RBC,0311,88185,,,,,,,,$22.00,
30070437,HC PNH FLOW CYTOMETRY ADD MARKER WBC,0311,88185,,,,,,,,$22.00,
30070438,HC BUSPIRONE,0301,80375,,"MCR, BLU, CIGN, TRI, VA, HUMA, UHC",G0480,,,,,$174.00,
30070439,"HC AMPHETAMINES ANALYSIS, S",0301,80307,,,,,,,,$162.00,
30070440,"HC 21-HYDROXYLASE ABS, S",0301,83519,,,,,,,,$143.00,
30070441,HC DIGOXIN FREE,0301,80163,,,,,,,,$235.00,
30070442,"HC CHROMOSOMAL MICROARRAY, TUMOR, FFPE",0310,81406,,,,,,,,"$3,571.00",
30070443,"HC PORPHYRINS, TOTAL, P",0301,84311,,,,,,,,$103.00,
45050001,HC TREAT VAGINAL BLEEDING,0361,57180,,,,ER,0450,,,$455.00,
99300063,HC PB 3DAY J1580,0250,,,,,,,,,$3.00,
30070445,"HC PORPHRINS, FRACT, P",0301,82542,,,,,,,,$119.00,
30000844,HC BLASTOMYCES ATB ID,0302,86612,,,,,,,,$129.00,
30070444,"HC IMFLIXIMAB AB, S",0301,82397,,,,,,,,$241.00,
36070100,HC RMVL EMBEDDED FB FROM DENTALVLR STRUXS SOFT TISS,0361,41805,,,,ER,450,,,"$2,121.00",
31070060,"HC BRCA1/BRACA2 GENES, FULL ANALYSIS MAYO",0310,81162,,,,,,,,"$2,591.00",
30050111,HC HIV-1 QUANT & REVERSE TRANSCRP,0306,87536,,,,,,,,$186.00,
30001346,HC EVEROLIMUS,0301,80169,,,,,,,,$69.00,
30070446,HC HEXOSE TETRASACCHARIDE,0301,82542,,,,,,,,$236.00,
27070515,HC STENT PARAMOUNT MINI GPS,0278,C1876,,,,,,,,"$1,875.00",
27000563,HC CATHETER GUIDE LAUNCHER,0272,C1887,,,,,,,,$455.00,
42000313,HC PT EVALUATION 75 MIN MOD COMPLEX,0424,97162,,,,,,,,$327.00,
42000312,HC PT EVALUATION 75 MIN LOW COMPLX,0424,97161,,,,,,,,$327.00,
42000314,HC PT EVALUATION 75 MIN HIGH COMPLX,0424,97163,,,,,,,,$327.00,
30070447,HC WEST NILE VIRUS PCR,0306,87798,,,,,,,,$129.00,
36070168,HC CLTX TIBIAL SHAFT FX,0450,27752,,,,,,,,"$2,547.00",
27070514,HC GUNTHER TULIP FILTER RETRIEVEL,0272,C1773,,,,,,,,$959.00,
61000010,HC MRI BREAST BILATERAL W/WO CONT,0614,77059,,MCR/BLU,C8908,,,,,"$4,048.00",
48000354,HC ECHO 2D W/ M-MODE LIMITED,0483,93308,,,,,,,,$433.00,
42000245,HC APPLY MULTI LAYER COMP ARM/HAND BILATERAL PROC 60 MIN,0420,29584,50,,,,,,,$491.00,
36070244,HC OR INJ TRANSFORAMINL LEVEL 2,0360,,,,,,,,,"$3,160.00",
34070007,HC INTRACAVITY RADIATION SOURCE APPL,0342,77761,,,,,,,,"$2,626.00",
30070448,"HC FLUOXETINE, S",0301,80299,,,,,,,,$96.00,
45070000,HC EXC B9 LESION MRGN XCP SK TG T/A/L 3.1-4.0 CM,0450,11404,,,,,,,,"$2,543.00",
27070517,HC CATHETER THERMODILUTION SWAN 5F 100CM,0278,C1751,,,,,,,,$612.50,
27070518,HC GUIDEWIRE SION BLUE,0272,C1769,,,,,,,,$277.50,
30001903,HC WEST NILE VIRUS IGM CSF,0302,86788,,,,,,,,$53.00,
30000706,HC C2 COMPLEMENT,0302,86160,,,,,,,,$211.00,
30001847,HC HSV TYPE 1 AND/OR 2 ABS IGM,0302,86694,,,,,,,,$54.00,
30001418,HC URIC ACID BODY FLUID,0301,84560,,,,,,,,$71.00,
36001008,HC ANGIOPLASTY A-V SHUNT W STENT CENT SEG,0361,36908,,,,,,,,"$3,939.00",
45070001,HC EXC B9 LESION MRGN XCP SK TG T/A/L 0.5 CM/<,0450,11400,,,,,,,,"$1,621.00",
30000877,HC EPSTEIN-BARR VIRUS PCR,0306,87798,,,,,,,,$137.00,
27070520,HC GUIDEWIRE CONTROL V14 STRAIGHT  .014X300,0272,C1769,,,,,,,,$646.00,
27070519,HC GUIDEWIRE CONTROL V14 ANGLED  .014X300,0272,C1769,,,,,,,,$646.00,
30001949,HC SACCHAROMYCES CEREVISIAE AB IGG,0302,86671,,,,,,,,$112.00,
30070449,HC SACCHAROMYCES CEREVISIAE AB IGA,0302,86671,,,,,,,,$112.00,
30070450,HC SMEAR COMPLEX STAIN OVA/PARASITE,0306,87209,,,,,,,,$56.00,
30070451,HC GADOLINIUM,0301,83018,,,,,,,,$153.00,
30001524,HC MLH1 PROMOTER METHYLATION,0310,81288,,,,,,,,$429.00,
36070169,"HC INJECTION, FACET JOINT BILATERAL LEVEL 1",0360,,,,,,,,,"$1,828.00",
36070170,"HC INJECTION, FACET JOINT BILATERAL LEVEL 2",0360,,,,,,,,,"$2,833.00",
36070171,"HC INJECTION, FACET JOINT BILATERAL LEVEL 3",0360,,,,,,,,,"$3,412.00",
27070521,HC BALLOON SAPPHIRE 1.0X15,0272,C1725,,,,,,,,$700.00,
27070522,HC GUIDEWIRE CORONARY VIPER .014X235,0272,C1769,,,,,,,,$665.00,
27070523,HC GUIDEWIRE PERIPHERAL VIPER .014X335,0272,C1769,,,,,,,,$665.00,
