CDM DESCRIPTION,PRIMARY PRICE
SCR 70MM 7.3MM SS CNN CNCL FT,"$1,417.00 "
SCR 70MM 7.3MM SS CNN CNCL P/T,"$1,417.00 "
SCR 70MM 7MM SS CNN LCK LCP NS,"$1,094.00 "
SCR 72MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 72MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 72MM 4.5MM SS ST LC DCP,$135.00 
SCR 75MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 75MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 75MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 75MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 75MM 5MM SS CNN CNCL LCP,$553.00 
SCR 75MM 5MM SS CNN LCK LCP NS,"$1,110.00 "
SCR 75MM 6.5MM SS CNN CHS HIP,"$1,421.00 "
SCR 75MM 7.3MM SS CNN CNCL FT,$978.00 
SCR 75MM 7MM SS CNN LCK LCP NS,"$1,644.00 "
SCR 7MM 1.5MM XDR ER MNDB TI,$262.00 
SCR 7MM 2.3MM XDR MNDB TI CD,$343.00 
SCR 7MM 2MM XDR DRLFR MNDB TI,$291.00 
SCR 80MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 80MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 80MM 20MM 4/3MM SS SLFDRL,$778.00 
SCR 80MM 25.4MM 12.7MM SS LG,"$1,452.00 "
SCR 80MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 80MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 80MM 32MM 7MM SS CNN MGNFX,$973.00 
SCR 80MM 4.5MM SS ST LC DCP,$218.00 
SCR 80MM 4/3MM SS TROC PNT,$417.00 
SCR 80MM 5MM SS CNN CNCL LCP,$707.00 
SCR 80MM 5MM SS CNN LCK LCP NS,"$1,110.00 "
SCR 80MM 6.5MM SS CNN CHS HIP,"$1,421.00 "
SCR 80MM 7.3MM SS CNN CNCL FT,"$1,417.00 "
SCR 80MM 7MM SS CNN LCK LCP NS,"$1,189.00 "
SCR 80MM 7MM SS CNN MGNFX ORTH,$973.00 
SCR 85MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 85MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 85MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 85MM 25.4MM 12.7MM SS LG,"$1,452.00 "
SCR 85MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 85MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 85MM 32MM 7MM SS CNN MGNFX,$973.00 
SCR 85MM 4.5MM SS ST LC DCP,$218.00 
SCR 85MM 5MM SS CNN CNCL LCP,$647.00 
SCR 85MM 5MM SS CNN LCK LCP NS,"$1,110.00 "
SCR 85MM 7.3MM SS CNN CNCL P/T,"$1,417.00 "
SCR 85MM 7MM SS CNN LCK LCP NS,"$1,547.00 "
SCR 8MM 1.5MM SS ST DCP MN,$179.00 
SCR 8MM 1.5MM TI ST NS CORT,$190.00 
SCR 8MM 2.7MM SS ST DCP MN,$195.00 
SCR 8MM 2MM SLFDRL,$638.00 
SCR 8MM 2MM SLFDRL LCK STRDR,$559.00 
SCR 8MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 8MM 2MM TI CORT CRNFCL ST,$251.00 
SCR 8MM 2MM TI ST NS CORT HND,$195.00 
SCR 90MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 90MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 90MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 90MM 25.4MM 12.7MM SS LG,"$1,452.00 "
SCR 90MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 90MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 90MM 4.5MM SS ST LC DCP,$218.00 
SCR 90MM 5MM SS CNN LCK LCP NS,"$1,047.00 "
SCR 90MM 6.5MM SS CNN CHS HIP,"$1,421.00 "
SCR 90MM 7MM SS CNN LCK LCP NS,"$1,644.00 "
SCR 95MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 95MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 95MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 95MM 25.4MM 12.7MM SS LG,"$1,452.00 "
SCR 95MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 95MM 5MM SS CNN LCK LCP NS,"$1,073.00 "
SCR 95MM 7.3MM SS CNN CNCL FT,"$1,417.00 "
SCR 95MM 7MM SS CNN LCK LCP NS,"$1,644.00 "
SCR 9MM 1.5MM SS ST DCP MN,$179.00 
SCR 9MM 1.5MM TI ST NS CORT,$190.00 
SCR 9MM 1.5MM XDR ER MNDB TI,$238.00 
SCR 9MM 1MM TI ST NS CORT HND,$391.00 
SCR 9MM 2.3MM XDR MNDB TI CD,$231.00 
SCR 9MM 2MM TI ST NS CORT HND,$195.00 
SCR 9MM MN 2MM XDR MNDB TI CD,$268.00 
SCR ACTB TI 25MM 6.5MM CANC,$245.00 
SCR ANTI ROT 5X70MM,"$1,315.00 "
SCR ASNS III BN LNG BN SM BN,$740.00 
SCR ASNS IIIBN DIST CANC RDS,$745.00 
SCR AXSOS BN FEM HUM CORT PROX,$94.00 
SCR AXSOS BN FEM HUM CORT PROX,$176.00 
SCR BABSR 30MM 8-10MM BINTRFX,"$1,168.00 "
SCR BIOSTEON 8MMX23MM,"$1,716.00 "
SCR BIOSTEON 9MMX23MM,"$1,716.00 "
SCR BIOSURE INTFR ACL PCL 25MM,"$1,269.00 "
SCR BN 10.5MM GAMMA3 TI,"$3,075.00 "
SCR BN 2.3MM 3.4MM 16MM,"$1,500.00 "
SCR BN 2.3MM 6MM VARIAX PRFL,$374.00 
SCR BN 2.4MM 24MM LCP SS T8 SM,$750.00 
SCR BN 2.7MM 16MM VARIAX TI,$494.00 
SCR BN 2.7MM 2.1MM 20MM LCP SS,$675.00 
SCR BN 2.7MM 54MM LCP SS T8 SM,$782.00 
SCR BN 24MM 3.5MM 2.5MM SS SM,$124.00 
SCR BN 2MM 12MM QFIX ANKL/FT,"$1,104.00 "
SCR BN 2MM 18MM LCP SS T6 SM,$654.00 
SCR BN 2MM 20MM LCP SS T6,$204.00 
SCR BN 3.5MM 10MM VARIAX TI,"$5,518.00 "
SCR BN 3.5MM 14MM VARIAX TI,$455.00 
SCR BN 3.5MM 2.5MM 24MM SS ST,"$4,958.00 "
SCR BN 3.5MM 24MM LCP SS PROX,$868.00 
SCR BN 3.5MM 34MM LCP SS PROX,$868.00 
SCR BN 3.5MM 36MM PRLC CORT,$129.00 
SCR BN 3.5MM 5.9MM 46MM PRLC,$117.00 
SCR BN 3.5MM 52MM LCP SS T15,$708.00 
SCR BN 3.5MM 56MM LCP SS T15,$868.00 
SCR BN 3.5MM 65MM PRLC SS TIB,$665.00 
SCR BN 3.5MM 6MM 12MM LCP TI,$140.00 
SCR BN 3.5MM 70MM PRLC SM BN,$772.00 
SCR BN 3.5MM 85MM LCP SS T15,$718.00 
SCR BN 4.5MM 36MM DLT XTEND,"$1,490.00 "
SCR BN 4.75MM 15MM CMPRH 3.5MM,$365.00 
SCR BN 4MM 175MM 40MM SCHNZ SS,$825.00 
SCR BN 4MM 38MM ASNS III TI,$942.00 
SCR BN 4MM 5MM 1.35MM 64MM LCP,"$1,189.00 "
SCR BN 5MM 25MM TRGN FEM,"$1,072.00 "
SCR BN 5MM 28MM LCP SS T25 FT,$835.00 
SCR BN 5MM 4.4MM 55MM LCP TI,"$1,233.00 "
SCR BN 5MM 45MM TI FT LCK STRL,"$1,021.00 "
SCR BN 5MM 5.4MM 16MMX3.3MM,$986.00 
SCR BN 5MM 55MM PRLC VLP SS,$344.00 
SCR BN 5MM 75MM LCP SS 3.5MM,"$1,383.00 "
SCR BN 5MM 75MM PRLC VLP SS,$386.00 
SCR BN 5MM 75MM TRGN FEM,"$1,072.00 "
SCR BN 5MM 80MM PRLC VLP SS,$386.00 
SCR BN 5MM 8MM 46MM NLEX TI FT,"$1,019.00 "
SCR BN 5MM 8MM 80MM XPRT TI,"$1,264.00 "
SCR BN 5MM 90MM LCP SS T25,"$1,019.00 "
SCR BN 5MM 95MM TRGN TI FEM,"$1,221.00 "
SCR BN 6.5MM 25MM CMPRH TI,$525.00 
SCR BN 6.5MM 90MM 22MM TI P/T,"$1,672.00 "
SCR BN 8MM 90MM 22MM TI CNN,"$1,672.00 "
SCR BN AXSOS 30MM TITA CORT,$153.00 
SCR BN AXSOS 70MM TITA CORT,$938.00 
SCR BN CEPHALOMEDULLARY 100MM,"$2,903.00 "
SCR BN CEPHALOMEDULLARY 110MM,"$2,529.00 "
SCR BN CORT 45MM 5MM 3.5MM FA,$905.00 
SCR BN CORT PROX DIST 35MM 5MM,"$1,040.00 "
SCR BN ELB 12MM 3.5MM LCK,$714.00 
SCR BN ELB 18MM 3.5MM LCK,"$6,575.00 "
SCR BN ELB FIB PERIART 14MM,$562.00 
SCR BN ELB PERIART 10MM 2.7MM,$593.00 
SCR BN ELB PERIART 14MM 2.7MM,$500.00 
SCR BN FT/ANKL,"$1,248.00 "
SCR BN HEXAGON 2.5MM,$114.00 
SCR BN HIP CANC 40MM 4MM P/T,$823.00 
SCR BN LCK VARIAX 2.7 X 20MM,$559.00 
SCR BN OC SPNE 12MM 4.5MM TI,$957.00 
SCR BN SOLERA  HZN OSTEOGRIP,"$7,459.00 "
SCR BN SPNE 14MM 3.5MM ST,"$1,056.00 "
SCR BN TI STRG SPNE,$535.00 
SCR BN TIB PERIART PROX 26MM,$572.00 
SCR BONE CORT 4..5X24MM,$174.00 
SCR BONE CORT 4..5X26MM,$174.00 
SCR BONE CORT 4..5X32MM,$174.00 
SCR BONE CORT 4..5X42MM,$221.00 
SCR BONE CORT 4.5X28MM,$126.00 
SCR BONE CORT 4.5X30MM,$126.00 
SCR BONE CORT 4.5X36MM,$126.00 
SCR BONE CORT 4.5X38MM,$126.00 
SCR BONE CORT 4.5X40MM,$156.00 
SCR BONE CORT 4.5X44MM,$221.00 
SCR BONE CORT 4.5X46MM,$126.00 
SCR BONE CORT 5.0X24MM,$126.00 
SCR CANC 4.0X18MM,$225.00 
SCR CANC LAG 4.0X30MM,$225.00 
SCR CANC LAG 4.0X40MM,$205.00 
SCR CANC LAG 4.0X50MM,$205.00 
SCR CAP NCB LCK,$306.00 
SCR CASPIAN ATR SET SPNE MN,$313.00 
SCR CENTER 6.5MMX24MM,$643.00 
SCR CHECKMATE BN 1ST MTP 14MM,$459.00 
SCR CHECKMATE BN 1ST MTP 20MM,$468.00 
SCR CHECKMATE BN MTP 18M 3M,$510.00 
SCR CHESAPEAKE BN SPNE,"$1,245.00 "
SCR CHESAPEAKE BN SPNE 20MM,"$1,217.00 "
SCR CMF ER 1.7MMX4MM SELF TAP,$343.00 
SCR CMPR/THRD 3.5MM,$817.00 
SCR CNLTD SS 6.5X32X50MM S,"$1,640.00 "
SCR CNN 4.0,"$1,061.00 "
SCR CNN 4.0,"$1,015.00 "
SCR CNN 6.5X40MM,"$1,563.00 "
SCR CNN 6.5X45MM,"$1,563.00 "
SCR CNN 6.5X80MM,"$1,563.00 "
SCR CNN BN PINN 6.5MM,$647.00 
SCR CNN CANC 8.0X80MM,"$1,220.00 "
SCR CNN CANC 8.0X90MM,"$1,220.00 "
SCR CNN CANC LAG 4.0X10MM,$758.00 
SCR CNN CANC LAG 4.0X30MM,$881.00 
SCR CNN CANC LAG 4.0X34MM,$948.00 
SCR CNN CANC LAG 4.0X36MM,$978.00 
SCR CNN CANC LAG 4.0X40MM,$881.00 
SCR CNN CANC LAG 4.0X46MM,$758.00 
SCR CNN CANC LAG 4.0X60MM,$978.00 
SCR CNN CANC LAG 4.0X65MM,$758.00 
SCR COR SELFTAP TI 4.0X20,$824.00 
SCR CORT 3.5X12MM,$161.00 
SCR CORT 3.5X28MM,$151.00 
SCR CORT 3.5X32MM,$262.00 
SCR CORT 3.5X36MM,$211.00 
SCR CORT 3.5X38MM,$262.00 
SCR CORT 3.5X40MM,$262.00 
SCR CORT 3.5X42MM,$262.00 
SCR CORT 3.5X50MM,$279.00 
SCR CORT 3.5X55MM,$279.00 
SCR CORT 3.5X60MM,$279.00 
SCR CORT LOCK 3.5X14MM,$707.00 
SCR CORT LOCK 3.5X28MM,$654.00 
SCR CORT LOCK 4.0X18MM,$707.00 
SCR CORTEX 3.5X12MM LP S-T,$106.00 
SCR CORTEX RPD RSRB 1.5MMX4MM,$488.00 
SCR CPTRD ASMB MED 135DEGX100,"$2,715.00 "
SCR CPTRD ASMB MED 135DEGX130,"$2,715.00 "
SCR CPTRD ASMB MED 135DEGX90,"$2,715.00 "
SCR CPTRD ASMB MED 145DEGX90,"$2,715.00 "
SCR CPTRD INT HEX 5.0MM,"$1,034.00 "
SCR CRNL 1.5MM SLFDRL TI,$316.00 
SCR CRTX PERI-LOC 3.5MM T20,$115.00 
SCR DENALI BN SPNE,"$4,193.00 "
SCR DENALI BN SPNE 16MM 3.5MM,"$4,068.00 "
SCR DEPUY ANTI ROT 10.5X90MM,"$2,684.00 "
SCR DEPUY ANTI ROT 5X100MM,"$1,315.00 "
SCR DEPUY ANTI ROT 5X75MM,"$1,315.00 "
SCR DEPUY ANTI ROT 5X80MM,"$1,315.00 "
SCR DEPUY ANTI ROT 5X85MM,"$1,315.00 "
SCR DEPUY ANTI ROT 5X90MM,"$1,315.00 "
SCR DEPUY ANTI ROT 5X95MM,"$1,315.00 "
SCR DEPUY LAG 10.5X100MM,"$2,684.00 "
SCR DEPUY LAG 10.5X105MM,"$2,684.00 "
SCR DEPUY LAG 10.5X110MM,"$2,684.00 "
SCR DEPUY LAG 10.5X115MM,"$2,684.00 "
SCR DEPUY LAG 10.5X120MM,"$2,684.00 "
SCR DEPUY LAG 10.5X85MM,"$2,684.00 "
SCR DEPUY LAG 10.5X95MM,"$2,684.00 "
SCR DIST CORTICAL 5.0X40MM,"$1,168.00 "
SCR DLT XTEND METAGLENE BN,"$1,490.00 "
SCR DRL COMPRESSION 7.0MM,"$1,258.00 "
SCR DRL LAG INTERTAN,"$3,272.00 "
SCR FRS 10MM L X 2.5MM D,"$1,325.00 "
SCR FRS 14MM L X 3.0MM D,"$1,325.00 "
SCR FRS 16MM L X 3.0MM D,"$1,325.00 "
SCR FT 50MM 3.5MM BIODUR,$843.00 
SCR FT 55MM 3.5MM BIODUR,$843.00 
SCR FT 60MM 3.5MM BIODUR,$843.00 
SCR GAMMA3 BN HIP TROCH 100MM,"$3,075.00 "
SCR HOOK PLT GMN,$416.00 
SCR INTFR 23MM 7MM PEEK-OPTM,"$1,244.00 "
SCR IO FX + BN FT/ANKL,"$4,006.00 "
SCR LAG COMPRESSION,"$3,306.00 "
SCR LCK 2.7MM/3.5MM,$922.00 
SCR LCK 2.7X16,$606.00 
SCR LCK 5.0,"$1,306.00 "
SCR LCK CNN COCR PA 2.5MM,$784.00 
SCR LCK CORTEX 3.5MM S-T,$581.00 
SCR LCK PERI-LOC 3.5X12MM T20,$591.00 
SCR LCK PERI-LOC VLP 3.5MM,$585.00 
SCR LCK S-T CRTX 2.5MM,$443.00 
SCR LCK THREAD 5MM,"$1,387.00 "
SCR LCP BN CNDYL 44MM 5MM T25,"$1,019.00 "
SCR LCP BN ELB MTPHSL 30MM 2.7,$228.00 
SCR LCP BN FEM 34MM 11MM 4MM,"$1,144.00 "
SCR LCP BN FEM HUM DIST 10MM,$593.00 
SCR LCP BN FEM HUM DIST 18MM,$675.00 
SCR LCP BN FT HND WRST CORT 10,$176.00 
SCR LCP BN FT HND WRST CORT 16,$204.00 
SCR LCP BN PERIART TIB 28MM,$868.00 
SCR LCP BN SM BN 10MM 2.7MM T8,$782.00 
SCR LCP BN SM BN 60MM 4MM 5MM,"$1,189.00 "
SCR LCP BN SM BN DIST 26MM 2.4,$728.00 
SCR LCP BN SM BN DIST 8MM 2.4,$750.00 
SCR LCP BN TIB 54MM 3.5MM T15,$718.00 
SCR LG 34MM 4.5MM SS ST HEX,$102.00 
SCR LG 35MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 36MM 4.5MM SS ST HEX,$102.00 
SCR LG 38MM 4.5MM SS ST HEX,$102.00 
SCR LG 40MM 4.5MM SS ST HEX,$102.00 
SCR LG 40MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 42MM 4.5MM SS ST HEX,$102.00 
SCR LG 45MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 50MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 65MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 70MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 75MM 5.5MM SS INTLK MDN,$746.00 
SCR LG 80MM 5.5MM SS INTLK MDN,$746.00 
SCR LG CNN 2.0MM DIA 12MML,$694.00 
SCR LG CNN 2.0MM DIA 18MML,$822.00 
SCR LG CNN 2.4MM DIA 10MML,$664.00 
SCR LG CNN 2.4MM DIA 12MML,$664.00 
SCR LG CNN 2.4MM DIA 14MML,$683.00 
SCR LG CNN 2.4MM DIA 16MML,$895.00 
SCR LG CNN 2.4MM DIA 22MML,$811.00 
SCR LOPRFL LCK CORTICAL 3.5X10,$418.00 
SCR LOPRFL NON-LCK CORTEX 2.4,$551.00 
SCR LOPRFL SCR BN ANKL CORT 12,$832.00 
SCR LOPRFL SCR BN ANKL CORT 14,$832.00 
SCR LOPRFL SCR BN ANKL CORT 16,$562.00 
SCR LOPRFL SCR BN ANKL CORT 18,$250.00 
SCR LOPRFL SCR BN MIDFOOT CORT,$296.00 
SCR LOPRFL VA LCK 2.4 X 8.0 TI,$694.00 
SCR MALIBU BN SPNE THORLMBR,"$9,707.00 "
SCR MATRIXMANDIBLE BN MNDB,$547.00 
SCR MED 35MM 4.2MM SS INTLK,$746.00 
SCR MED 40MM 4.2MM SS INTLK,$746.00 
SCR MED 45MM 4.2MM SS INTLK,$746.00 
SCR MED 50MM 4.2MM SS INTLK,$746.00 
SCR MED 55MM 4.2MM SS INTLK,$746.00 
SCR MN 32MM 4MM SS CNN P/T,$746.00 
SCR MN 34MM 5MM SS CNN P/T,$758.00 
SCR MN 36MM 4MM SS CNN FT,$746.00 
SCR MN 40MM 4MM SS CNN FT,$746.00 
SCR MN 40MM 4MM SS CNN P/T,$746.00 
SCR MN 40MM 5MM SS CNN FT,$758.00 
SCR MN 42MM 4MM SS CNN P/T,$746.00 
SCR MN 42MM 5MM SS CNN P/T,$758.00 
SCR MN 44MM 4MM SS CNN FT,$746.00 
SCR MN 44MM 5MM SS CNN FT,$758.00 
SCR MN 44MM 5MM SS CNN P/T,$758.00 
SCR MN 50MM 4MM SS CNN P/T,$746.00 
SCR MRKR 3D PDCL CYLINDER,"$1,041.00 "
SCR MTRX BN SPNE THORLMBR POST,"$6,055.00 "
SCR NCB 5.0MMX16MM UNICORT,"$1,021.00 "
SCR NCB BN HUM CANC PROX 42MM,$708.00 
SCR NCB CAN 5.0MMX60MM,$694.00 
SCR NCB CANC 5.0MM,$133.00 
SCR NCB CORT 4.0MM ST,$506.00 
SCR NCB CORT 5.0MM,$804.00 
SCR NCB FT CANC 4.5MM,$311.00 
SCR NSHTH 20MM 7MM INTFR,$496.00 
SCR NSHTH 25MM 8MM INTFR,$501.00 
SCR NSHTH 25MM 9MM INTFR,$501.00 
SCR NSHTH 30MM 7MM INTFR,$496.00 
SCR NSHTH 30MM 8MM INTFR,$496.00 
SCR P/T 26MM 3.5MM BIODUR,$843.00 
SCR P/T 30MM 3.5MM BIODUR,$843.00 
SCR P/T 36MM 3.5MM BIODUR,$843.00 
SCR P/T 38MM 3.5MM BIODUR,$843.00 
SCR P/T 40MM 3.5MM BIODUR,$843.00 
SCR P/T 46MM 3.5MM BIODUR,$843.00 
SCR P/T 50MM 3.5MM BIODUR,$843.00 
SCR P/T 60MM 3.5MM BIODUR,$843.00 
SCR P/T 70MM 3.5MM BIODUR,$843.00 
SCR PERILOC VLP 3.5MM CRTX,$106.00 
SCR PNCL ACTB HIP CANC 15MM,$374.00 
SCR PRLC BN 55MM 3.5MM 6.8MM,$645.00 
SCR PRLC BN FIB TIB CORT DIST,$188.00 
SCR PRLC VLP BN CORT 26MM 3.5,$645.00 
SCR PRLC VLP BN FIB TIB CORT,$114.00 
SCR PRLC VLP BN FIB TIB CORT,$114.00 
SCR PRLC VLP BN FIB TIB DIST,$645.00 
SCR SCHNZ BN HIP CNDYL RDS 80,$801.00 
SCR SET BRKOF LCK CD HZN LGC,$632.00 
SCR SET SS SPNE PDCL BRKOF CD,$782.00 
SCR SET TI SPNE BRK OFF NS 5.5,"$1,114.00 "
SCR SHTH 20MM 8MM INTFR,$606.00 
SCR SHTH 25MM 8MM INTFR,$606.00 
SCR SHTH 30MM 7MM INTFR,$600.00 
SCR SHTH 30MM 8MM INTFR,$600.00 
SCR SM 10MM 4MM SS FT HEX ZPS,$85.00 
SCR SM 12MM 3.5MM SS ST HEX,$102.00 
SCR SM 14MM 2.7MM SS ST HEX,$98.00 
SCR SM 14MM 3.5MM SS ST HEX,$102.00 
SCR SM 16MM 3.5MM SS ST HEX,$102.00 
SCR SM 16MM 4MM SS FT HEX ZPS,$85.00 
SCR SM 18MM 3.5MM SS ST HEX,$102.00 
SCR SM 18MM 4MM SS FT HEX ZPS,$85.00 
SCR SM 20MM 3.5MM SS ST HEX,$102.00 
SCR SM 22MM 3.5MM SS ST HEX,$102.00 
SCR SM 28MM 3.5MM SS ST HEX,$102.00 
SCR SM 28MM 4MM SS FT HEX ZPS,$85.00 
SCR SM 30MM 3.7MM SS INTLK MDN,$746.00 
SCR SM 36MM 3.5MM SS ST HEX,$102.00 
SCR SM 50MM 15MM 4MM SS HEX,$85.00 
SCR SM 6MM 2.7MM SS ST HEX ZPS,$98.00 
SCR SM CORT 40MM 3.5MM SS HEX,$102.00 
SCR SOLERA SXTNT CD HZN SET,$975.00 
SCR SOLID CANC 5.0X24MM,$253.00 
SCR SOLID CANC 5.0X34MM,$253.00 
SCR SOLID CANC 5.0X40MM,$337.00 
SCR SOLID CANC 5.0X42MM,$337.00 
SCR STERNALOCK BLU BN STRNM,$364.00 
SCR SYNAPSE BN SPNE TI 3.5/4,$500.00 
SCR TENODESIS PEEK,"$1,500.00 "
SCR TI 32MM 2.4MM 4MM MNDB,"$2,507.00 "
SCR TRAUMAONE BN 16MM 2MM,$396.00 
SCR TRAUMAONE BN 5MM 2MM,$489.00 
SCR TRAUMAONE LORENZ BN 7,$676.00 
SCR TRGN BN FEM 32.5MM 5MM,"$1,248.00 "
SCR TRGN BN FEM 42.5MM 5MM,"$1,040.00 "
SCR TRGN BN FEM 85MM 5MM,"$1,040.00 "
SCR TRLG BN HIP CORT ACTB 25MM,$124.00 
SCR TSLP BN SPNE THORLMBR CANC,"$1,519.00 "
SCR VARIAX BN FT/ANKL 10MM 3.5,$714.00 
SCR X-POST IO FX + BN FT/ANKL,"$7,699.00 "
SCR XPRT BN FEM TIB DIST 34MM,"$1,029.00 "
SCR XPRT BN HUM 28MM 4MM 8MM T,"$1,264.00 "
SCR XPRT BN HUM 36MM 4MM 8MM,"$1,228.00 "
SCR. CORT. 3.5X14,$186.00 
SCRDRVR 2MM SS NXGN HEX SRG,$683.00 
SCRDRVR SRG 4 MM OCPTL SCR UNV,"$4,724.00 "
SCREENING PAP SMEAR THIN PREP,$205.00 
SCREW 1.5MMX6MM,$211.00 
SCREW 1.5MMX9MM,$243.00 
SCREW 2.0MMX11MM,$213.00 
SCREW 2.0MMX5MM,$248.00 
SCREW 2.0MMX7MM,$222.00 
SCREW 2.0MMX9MM,$200.00 
SCREW 2.3MMX5MM,$243.00 
SCREW 2.4MMX12MM,$360.00 
Screw 2.4x20mm Cortex,$311.00 
SCREW ACUTRAK 2 MINI 28MM,"$3,017.00 "
SCREW BONE 60MMX4MM,$816.00 
SCREW CORTEX SLF TAP TI 1.5X14,$190.00 
SCREW EMERGENCY 1.8MMX7MM,$243.00 
SCREW IMF 2.0MMX5MM,$347.00 
SCREW LOCKING 2.0MMX11MM,$467.00 
SCREW LOCKING 2.0MMX13MM,$200.00 
SCREW LOCKING 2.0MMX7MM,$467.00 
SCREW LOCKING 2.0MMX9MM,$489.00 
SCREW LOCKING TI,$847.00 
SCREW POLY CANC TI 3.5MMX12MM,"$6,194.00 "
SCREW POLY CANC TI 3.5MMX14MM,"$6,501.00 "
SCREW POLY CANC TI 3.5MMX16MM,"$6,501.00 "
SCREW POLY CANC TI 3.5MMX18MM,"$6,501.00 "
SCREW THREAD LOCK 2.3MMX16MM,$501.00 
SCREW THREAD LOCK 2.3MMX24MM,$516.00 
SCREW X1A MA 5.5MMX50MM,"$4,933.00 "
SCREW XIA MA 4.5MMX35MM,"$7,449.00 "
SCREW XIA MA 4.5MMX40MM,"$7,449.00 "
SCREW XIA MA 4.5MMX45MM,"$7,449.00 "
SCREW XIA MA 5.5MMX35MM,"$7,214.00 "
SCREW XIA MA 5.5MMX40MM,"$7,214.00 "
SCREW XIA MA 5.5MMX45MM,"$7,449.00 "
SCREW XIA PA 4.5MMX35MM,"$8,866.00 "
SCREW XIA PA 4.5MMX40MM,"$8,866.00 "
SCREW XIA PA 4.5MMX45MM,"$8,586.00 "
SCROTAL/TESTICULAR SCAN/FLOW,"$1,280.00 "
SCROTOPLASTY SIMPLE,"$1,836.00 "
SCRW BONE SLF-TAP 1.5X9MM,$630.00 
SCRW FIX ANG SELF TAP 4.0X14MM,"$1,191.00 "
SCRW FIX ANG SELF TAP 4.0X16MM,"$1,191.00 "
SCRW FIX ANG SELF TAP 4.0X18MM,"$1,191.00 "
SCRW FIX ANG SELFDRIL 4.0X14MM,"$1,294.00 "
SCRW FIX ANG SELFDRIL 4.0X16MM,"$1,294.00 "
SCRW FIXED SELFTAP 4.0MMX14MM,"$1,427.00 "
SCRW FIXED SELFTAP 4.5MMX16MM,"$1,775.00 "
SCRW LOCK 4.5X15MM EXPHEAD ABC,"$1,479.00 "
SCRW VAR ANG SELF TAP 4.0X14MM,"$1,191.00 "
SCRW VAR ANG SELF TAP 4.0X16MM,"$1,191.00 "
SCRW VAR ANG SELFDRIL 4.0X16MM,"$1,362.00 "
SCRW VAR ANG SELFDRIL 4.5X14MM,"$1,156.00 "
SCRW VARIABLE SELFDRILL 4.0X14,"$1,972.00 "
SECRETIN (HUMAN) INJ 1 MCG,$329.00 
SEL RV OR RA ANGIOGRAPH,"$1,196.00 "
SELECTIVE CATH PLACE-2+3,$165.00 
SELEGILINE TAB 5 MG,$21.00 
SELENIUM LEVEL,$188.00 
SELLA TURCICA,$250.00 
SEMEN PRESENCE/MOTILTY,$136.00 
SENNA CONC & DOCUSATE SOD TAB,$10.00 
SENNA SYRUP 528 MG/15 ML,$22.00 
SENSAT.R.A.C. PAD,$96.00 
SENSITIVITY BETA LACTAMASE,$32.00 
SENSITIVITY GRADIENT STRIP,$48.00 
SENSITIVITY KB,$71.00 
SENSITIVITY MIC,$122.00 
SEQUENT INFUS 1HR-ADD SITE,$408.00 
SEQUENTIAL INFUSION 1HR>15MINS,$408.00 
SEROTONIN,$235.00 
SEROTONIN RELEASE ASSAY,$264.00 
SERTRALINE TAB 50 MG,$10.00 
SESTAMIBI - UP TO 40 MCI,$609.00 
SET AMPLATZ RENAL DILATOR,"$1,205.00 "
SET ARNDT ENDOBRONCH BLOCKER,$619.00 
SET ARTL PRESS MONIT 2.5F 5CM,$169.00 
SET CATH REPLACE 2LUM CVC HUB,$490.00 
SET CATHZTN HMODIAL 15FX10 5/8,"$3,972.00 "
SET CATHZTN HMODIAL 15FX9IN,"$2,279.00 "
