Charge Code,Description,CPT/HCPCS,Fee
51701,INSERTION OF NON-INDWELLING BLADDER CATHETER - FAC,51701,$306.00 
51702,INSERTION OF TEMPORATY INDWELLING BLADDER CATHETER - FAC,51702,$376.00 
51703,"INSERT OF TEMP INDWELL BLADDER CATH, COMPLICATED-FAC",51703,$263.00 
51705,"CHG CYSTO TUBE, SIMPLE",51705,$410.00 
51710,"CHG CYSTO TUBE, COMP",51710,"$1,219.00 "
51715,ENDOSCOPIC INJECTION/IMPLANT 51715-FAC,51715,"$6,498.00 "
51720,BLADDER INSTILLATION OF ANTICARCINOGENIC AGENT,51720,$496.00 
51725,CYSTOMETROGRAM SIMPLE-TECH,51725,$615.00 
51726,CYSTOMETROGRAM COMPLEX-TECH,51726,"$1,075.00 "
51727,CYSTOMETROGRAM W/UP - TECH,51727,"$1,075.00 "
51728,CYSTOMETROGRAM W/VP - TECH,51728,"$1,226.00 "
51729,CYSTOMETROGRAM W/VP&UP - TECH,51729,"$1,226.00 "
51736,URINE FLOW MEASUREMENT-TECH,51736,$388.00 
51741,ELECTRONIC FLOWMETRY-TECH,51741,$249.00 
51784,ELCTROMYOGRAPHY STUDY (EMG) OF ANAL/URETHRAL SPHINCTER,51784,$388.00 
51785,"EMG/ANAL, URETHRAL SPHINCTER -TECH",51785,$620.00 
51792,URINARY REFLEX STUDY-TECH,51792,$340.00 
51797,INTRAABDOMINAL VOIDING PRESSURE-TECH,51797,$209.00 
51798,"MEASUREMENT OF POST-VOID RESID URINE, NON-IMAGING FAC",51798,$155.00 
51845,"ABDOMINO-VAG VESICAL NECK SUSP, W/W/O ENDO CONTROL - FAC",51845,"$7,091.00 "
51860,"CYSTORRAPHY, SUTURE OF BLADDER WOUND, SIMPL - FAC",51860,"$6,891.00 "
51880,"CLOSURE OF CYSTOSTOMY, SEPARATE PROCEDURE-FAC",51880,"$6,193.00 "
519000,"FORMULA, TUBE FEEDING OTHER",,$137.00 
51990,LAPARO URETHRAL SUSPENSION-FAC,51990,"$10,862.00 "
51992,LAPARO SLING OPERATION-FAC,51992,"$10,319.00 "
51999,"LAPAROSCOPE PROC, BLADDER",51999,"$9,972.00 "
52000,CYSTOURETHROSCOPY (SEPARATE PROCEDURE)-FAC,52000,"$1,575.00 "
52001,"CYSTOSCOPY, REMOVAL OF CLOTS-FAC",52001,"$4,057.00 "
52005,CYSTOSCOPY/URETERAL CATH-FAC,52005,"$5,693.00 "
52007,RETURN CYSTO - FAC,52007,"$6,193.00 "
52010,"*CYSTEROURETHROSCOPY W/EJACULATORY DUCT CATH,EXCL RAD SVC",52010,"$1,578.00 "
52204,CYSTOURETHROSCOPY WITH BIOPSY-FAC,52204,"$5,693.00 "
52214,"*CYSTOURETHROSCOPY,W/FULGURATION-FAC",52214,"$5,693.00 "
52224,CYSTOURETHROSCOPY W/+ FULGURATION-FAC,52224,"$6,521.00 "
52234,CYSTO W FULGURATION &OR RESECTION SMALL BLADDER TUMOR,52234,"$6,284.00 "
52235,"CYSTO W/ FULGURATION &/OR RESECTION,MED BLADDER TUMOR",52235,"$6,891.00 "
52240,*CYSTOURETHROSCOPY W / FULG &/OR RESECT OF BLADDER TUMOR/S,52240,"$6,314.00 "
52250,CYSTOURETHROSCOPY W/INSERT OF RADIOACTIVE SUBTANCE,52250,"$6,891.00 "
52260,"CYSTOURETHROSCOPY ,DILATION BLADDER FOR INTERSTITAL CYSTITIS",52260,"$3,543.00 "
52265,CYSTOSCOPY & TREATMENT-FAC,52265,"$1,895.00 "
52270,"*CYSTOURETHROSCOPY,WITH INTERNAL URETHROTOMY-FEMALE-FAC",52270,"$4,006.00 "
52275,"*CYSTOURETHROSCOPY,W/ INTERNAL URETHROTOMY-MALE-FAC",52275,"$5,992.00 "
52276,CYSTOURETHROSCOPY W/ DIRECT VISION INTERNAL URETHROTOMY-FAC,52276,"$6,532.00 "
52277,*CYSTOUURETHROSCOPY W/RESECT OF EXTERNAL SPHINCTER,52277,"$6,193.00 "
52281,CYSTO W/CALIBR &/OR DILATION OF URETHR STRICTURE/STENOSIS,52281,"$4,057.00 "
52282,"CYSTO, WITH INSERTION OF PERMANENT URETHRAL STENT - FAC",52282,"$6,774.00 "
52283,"*CYSTOURETHROSCOPY,WITH STEROID INJECTION INTO STRICTURE-FAC",52283,"$5,693.00 "
52285,"*CYSTOURETHROSCOPY,TREATMENT OF FEMAL URETERAL SYNDROME-FAC",52285,"$4,006.00 "
52287,CYSTOSCOPY CHEMODENERVATION - FAC,52287,"$3,498.00 "
52290,CYSTO W/MEATOTOMY-FAC,52290,"$5,693.00 "
52300,CYSTOURETHROSCOPY W/ RESECT/FULGURATION OF URETEROCELE,52300,"$6,193.00 "
52301,"CYSTOURETHROSCOPY,W/RESEC/ FULGR OF ORTHOTOPIC URETEROCELE",52301,"$6,193.00 "
52305,CYSTOSCOPY AND TREATMENT-FAC,52305,"$6,891.00 "
52310,CYSTO W/REM FOREIGN BODY FROM URETHRA OR BLADDER,52310,"$3,498.00 "
52315,CYSTO W/REMOVAL OF FB/CALCULUS/STENT FRM URETHRA/BLADDER,52315,"$6,891.00 "
52317,"LITHOLAPAXY,SIMPLE-LESS THAN 2.5 CM-FAC",52317,"$6,891.00 "
52318,"*LITHOLAPAXY, COMPLICATED-OVER 2.5 CM-FAC",52318,"$6,891.00 "
52320,"CYSTOSCOPY, STONE REMVL-FAC",52320,"$5,693.00 "
52325,"CYSTOSCOPY, STONE REMOVAL--FAC",52325,"$5,693.00 "
52327,CYSTEROURETHROSCOPY (INCL URETERAL CATH) W/SUBU-FAC,52327,"$8,502.00 "
52330,"CYSTOURETHROSCOP W/MANIP,W/O REMOVAL OF URETERAL CALCULUS",52330,"$5,693.00 "
52332,INSERTION DOUBLE J STENT-FAC,52332,"$5,693.00 "
52334,CYSTO W/INSRT OF URETERAL GDE WIRE THR KIDNEY NEPHOROSTOMY,52334,"$6,193.00 "
52341,"CYSTOURETHROSCOPY, W/ TX OF URETER STRICTURE-FAC",52341,"$5,693.00 "
52342,"CYSTOURETHROSCOPY, W/ TX OF UP JUNCTN STRICTURE-FAC",52342,"$6,891.00 "
52343,"CYSTO, W/ TX OF INTRA-RENAL STRICTURE-FAC",52343,"$5,992.00 "
52344,"CYSTO W/ URETER, W/TX OF URETER STRICTURE-FAC",52344,"$5,693.00 "
52345,"CYSTO W/ URETER, W/TX OF UP JNCTION STRICTURE-FAC",52345,"$5,693.00 "
52346,"CYSTO W/ URETER, W/TX OF INTRA-RENAL STRICTURE-FAC",52346,"$6,891.00 "
52351,"CYSTO, W/URETER AND/OR PYELOSCOPY, DIAGN-FAC",52351,"$5,693.00 "
52352,"CYSTO, W/URETER AND/OR PYELOSCPY, W/REMOV OF CALCULUS",52352,"$5,693.00 "
52353,"CYSTO, W/ URETER AND/OR PYELOSCOPY, W/ LITHOTRIPSY-FAC",52353,"$8,502.00 "
52354,"CYSTO, W/URETER/PYELOSCOPY, W/ BIOPSY AND/OR FULGUR OF LES",52354,"$5,693.00 "
52355,"CYSTO W/URETER AND/OR PYELOSCOPY, W/ RESECT OF TUMOR-FAC",52355,"$6,891.00 "
52356,CYSTO/URETERO W/LITHOTRIPSY - FAC,52356,"$10,292.00 "
52400,CYSTO W/ INCIS/FULG/RESECT CONGENITAL POSTR URETHRAL VALVES,52400,"$5,992.00 "
52402,CYSTOURETHRO CUT EJACUL DUCT,52402,"$5,693.00 "
52450,INCISION OF PROSTATE-FAC,52450,"$5,693.00 "
52500,*TRANSURETHRAL RESECT OF BLADDER NECK (SEP PROC)-FAC,52500,"$5,859.00 "
52601,"TRANSURETHRAL RESECT OF PROSTATE,INCL CNTRL OF POSTOP BLEED",52601,"$10,292.00 "
52630,"TRANSURETHRAL RESECT, RESID/REGRWTH  OBSTRUCT PROST TISSUE",52630,"$8,502.00 "
52640,*TRANSURETHRAL RESECTION-OF POSTOP BLADDER NECK CONTRACTURE,52640,"$6,314.00 "
52647,NON-CONTACT LASER COAG OF PROSTATE INCL. CONTROL OF PO,52647,"$8,502.00 "
52648,CONTACT LASER VAPORIZATION W/ WO TRANSURETHRAL RESECTION-FAC,52648,"$10,292.00 "
52649,2PROSTATE LASER ENUCLEATION - FAC,52649,"$10,292.00 "
52700,*TRANSURETHRAL DRAINAGE OF PROSTATIC ABSCESS--FAC,52700,"$6,314.00 "
53000,"URETHROTOMY/URETHROSTOMY, EXTERNAL-PENDULOUS URETHRA",53000,"$4,681.00 "
53010,"URETHROTOMY OR URETHROSTOMY, EXTERNAL-PERINEAL URETHRA",53010,"$5,384.00 "
53020,"*MEATOTOMY, CUTTING OF MEATUS(SEP PROC),EXCEPT INFANT-FAC",53020,"$4,681.00 "
53025,"MEATOTOMY,CUTTING OF MEATUS(SEPARATE PROCEDURE)-INFANT-FAC",53025,"$4,681.00 "
53040,DRAINAGE OF DEEP PERIURETHRAL ABSCESS-FAC,53040,"$5,384.00 "
53060,DRAINAGE OF SKENE S GLAND ABSCESS OR CYST - FAC,53060,"$4,681.00 "
53080,"DRAINAGE OF PERINEAL EXTRAVASATION,UNCOMPLICATED(SEP PROC)",53080,"$4,681.00 "
53085,DRAINAGE OF PERINEAL URINARY EXTRAVASATION-COMPLICATD,53085,"$4,681.00 "
53200,BIOPSY OF URETHRA-FAC,53200,"$5,384.00 "
53210,URETHRECTOMY TOTAL INCLUDING CYSTOSTOMY FEMALE-FAC,53210,"$8,295.00 "
532100,KIDNEY - LIVE,,"$87,000.00 "
53215,"URETHRECTOMY, TOTAL, INCLUDING CYSTOSTOMY, MALE-FAC",53215,"$5,384.00 "
53220,EXCISION OR FULGURATION OF CARCINOMA OF URETHRA-FAC,53220,"$8,295.00 "
532200,KIDNEY - CADAVER,,"$120,000.00 "
53230,EXC OF URETHRAL DIVERTICULUM FEMALE(INDEPENDENT PROCEDURE,53230,"$8,295.00 "
532300,CADAVERIC DONOR PANCREAS TRANSPLANT,,"$136,000.00 "
53235,"*EXCISION OF URETHRAL DIVERTICULUM (SEP PROC), MALE - FAC",53235,"$5,384.00 "
53240,"*MARSUPIALIZATION OF URETHRAL DIVERTICULUM, MALE OR FEMALE",53240,"$8,295.00 "
53250,REMOVAL OF URETHRA GLAND-FAC,53250,"$4,681.00 "
53260,EXC FULGURATION URETHRAL POLYP-FAC,53260,"$4,681.00 "
53265,EXCISION OR FULGURATION-URETHRAL CARUNCLE-FAC,53265,"$5,384.00 "
53270,EXCISION OR FULGURATION-SKENES GLANDS-FAC,53270,"$5,384.00 "
53275,EXCISION OR FULGURATION -URETHRAL PROLAPSE-FAC,53275,"$4,447.00 "
53400,"URETHROPLASTY, 1ST STAGE FOR FISTULA DIVERTICUL OR STRICTURE",53400,"$8,295.00 "
53405,"URETHROPLASTY,SECOND STAGE INCL URINARY DIVERSION-FAC",53405,"$8,295.00 "
53410,"URETHROPLASTY,ONE STAGE RECONSTRUC OF MALE ANTERIOR URETHRA",53410,"$8,295.00 "
53420,"URETHROPLASTY,  2 STG RECN/RPR PROSTATIC/MEMBRANOUS URTRHA",53420,"$8,295.00 "
53425,"RECONSTRUCT URETHRA, STAGE 2-FAC",53425,"$8,295.00 "
53430,RECNSTRCTION OF URETHRA - FAC,53430,"$8,295.00 "
53431,RECONSTRUCT URETHRA/BLADDER-FAC,53431,"$8,295.00 "
53440,SLING OPER FOR CRCTN OF MALE URINARY INCONT FASCIA OR SYNTH,53440,"$9,646.00 "
53442,REMOVE PERINEAL PROSTHESIS - FAC,53442,"$8,295.00 "
53444,INSERT TANDEM CUFF-FAC,53444,"$9,646.00 "
53445,INSRT OF INFLAT URETHRL/BLADDR NCK SPHINCTR,53445,"$12,848.00 "
53446,REMOVE URO SPHINCTER-FAC,53446,"$8,043.00 "
53447,"REMOVAL,REPAIR OR REPLACEMENT OF INFLATABLE SPHINCTER",53447,"$19,675.00 "
53449,"RPR INFLAT URETHRL/BLADR NCK SPHINCTR, PUMP,RESERV & CUFF",53449,"$7,086.00 "
53450,"*URETHROMEATOPLASTY,W/MUCOSAL ADVANCEMENT--FAC",53450,"$7,213.00 "
53460,"URETHROMEATOPLASTY,W/PRT EXC OF DISTAL URETHRAL SEGMENT",53460,"$5,384.00 "
53500,"URETHRLYS, TRANSVAG W/ SCOPE-FAC",53500,"$7,213.00 "
53502,REPR OF URETHRA INJURY--FAC,53502,"$4,447.00 "
53505,URETHRORRHAPHY SUTURE OF URETHRAL WOUND OR INJURY--FAC,53505,"$8,295.00 "
53510,REPAIR OF URETHRA INJURY - -FAC,53510,"$5,384.00 "
53515,"URETHRORRHAPHY, PROSTATOMEMBRANOUS--FAC",53515,"$8,295.00 "
53520,"*CLOSURE OF URETHROSTOMY OR URTHROCUTANEOUS FISTULA, MALE",53520,"$8,295.00 "
53600,"DILATION OF URETH STRICTURE, MALE, INITIAL",53600,$413.00 
53601,"DILATION OF URETHRAL STRICTURE BY SOUND/ DILATOR,M",53601,$190.00 
53605,"DILATE URETRHAL STRICTURE/ VESICAL NECK,SOUND/DILATOR,MALE",53605,"$4,006.00 "
53620,"DILATION URETHRAL STRICT BY PSG OF FILIFORM&FOLLOWER,MALE",53620,$921.00 
53621,"DILATION OF URETHRAL STRICT BY FILIFORM &FOLLOWR,MALE SUBSEQ",53621,$615.00 
53660,DILAT OF FEMALE URETHRA INCLD SUPPOSITORY &/OR,53660,$219.00 
53661,"DILATION,FEMALE URETHRA INCL. SUPPOSITORY &/OR INSTILLATION",53661,$190.00 
53665,"DILATION OF FEMALE URETHRA, GENERAL OR CONDUCTION ANESTHESIA",53665,"$4,681.00 "
53850,"TRANSURETHRAL DSTRCT PROSTATE TISSUE,MICROWAVE THERMO THRPY",53850,"$4,057.00 "
53852,"TRANSURETHRAL DSTRCT PROSTATE TISSUE, RADIOFREQ THERMO THPY",53852,"$8,502.00 "
53855,INSERT PROST URETHRAL STENT - FAC,53855,"$1,815.00 "
53860,TRANSURETHRAL RF TREATMENT - FAC,53860,"$4,006.00 "
53899,"UNLISTED PROCEDURE,URINARY SYSTEM -FAC",53899,$375.00 
54000,SLITTING OF PREPUCE-FAC,54000,"$4,681.00 "
540007,BOTOX BLADDER INJECTION  - FAC,53899,"$5,199.00 "
540008,"BOTOX BLADDER INJECTION, PACKAGE PRICE",53899,"$1,300.00 "
54001,"SLITTING OF PREPUCE, DORSAL/LATERAL(SEP PROC),EXCEPT NEWBORN",54001,"$5,137.00 "
540020,BILIARY LITHOTRPSY - FAC,47999,"$6,928.00 "
54015,"*INCISION AND DRAINAGE OF PENIS,DEEP-FAC",54015,"$4,701.00 "
54050,"DESTRUCT LESION/S,PENIS(CONDYLOMA, PAPILLOM,MULLUSCUM)SIMPLE",54050,$420.00 
54055,"DESTRUCTION OF LESION,PENIS, ELECTRODESICATION-FAC",54055,"$1,875.00 "
54056,"DESTRUCTION OF LESION,PENIS, CRYOSURGERY-FAC",54056,$190.00 
54057,"DESTRUCTION OF LESION,PENIS, LASER SURGERY-FAC",54057,"$1,875.00 "
54060,EXC LESION PENIS-FAC,54060,"$2,157.00 "
54065,"*DESTRUCTION OF LES(S),PENIS,EXTENSIVE,ANY METHOD-FAC",54065,"$2,159.00 "
54100,*BIOPSY OF PENIS-CUTANEOUS (SEPARATE PROCEDURE)-FAC,54100,"$1,897.00 "
54105,"BIOPSY,PENIS-FAC",54105,"$5,244.00 "
54110,"EXCISION, PENILE PLAQUE-FAC",54110,"$9,818.00 "
54111,"EXCISION OF PENIL PLACQUE, WITH GRAFT TO 5 CM IN LENGTH-FAC",54111,"$9,818.00 "
54112,"TREAT PENIS LESION, GRAFT-FAC",54112,"$11,291.00 "
54115,REMOVAL FOREIGN BODY FROM DEEP PENILE TISSUE-FAC,54115,"$5,234.00 "
54120,AMPUTATION OF PENIS PARTIAL-FAC,54120,"$7,387.00 "
54150,"CIRCUMCISION, W REGIONAL DORSAL PENILE OR RING BLOCK-FAC",54150,"$2,493.00 "
54160,"CIRCUMCISION, NOT CLAMP,DEVICE,DORSAL SLIT, NEO LTE 28 DAYS",54160,"$2,493.00 "
54161,"CIRCUMCISE, NOT CLAMP,DEVICE,DORSAL SLIT, GT 28 DAYS-FAC",54161,"$2,493.00 "
54162,LYSIS PENIL CIRCUMCIS LESION-FAC,54162,"$5,991.00 "
54163,REPAIR OF CIRCUMCISION-FAC,54163,"$5,222.00 "
54164,FRENULOTOMY OF PENIS-FAC,54164,"$5,209.00 "
54200,*INJECTION PROCEDURE FOR PEYRONIE DISEASE-FAC,54200,$410.00 
54205,"INJEC PROC FOR PEYRONA DISEASE, W/ SURG EXPOSURE OF PLACQUE",54205,"$7,387.00 "
54220,IRRIGATION OF CORPORA  CAVERNOSA FOR PRIAPISM-FAC,54220,$342.00 
54231,DYNAMIC CAVERNOSTOMY-FAC,54231,"$4,006.00 "
54235,INJECTION OF CORPORA CAVERNOSA W /PHARMACOLOGIC AGENTS-FAC,54235,$342.00 
54240,PENILE BRACHIAL INDEX,54240,$375.00 
54250,NOCTURNAL PENILE TUMESCENCE AND/OR RIGIDITY TEST(RIG,54250,$615.00 
54300,PLASTIC OPERATION OF PENIS FOR STRAIGHTENING OF CHORDEE-FAC,54300,"$9,818.00 "
543011,EPO/DARBE - IM/SQ INJECTION,96372,$170.00 
543012,"PLACE GOLD SEED MARKERS IN VAGINA, VULVA OR CERVIX - TECH",58999,"$3,251.00 "
543013,REMOVAL OF A SMITT SLEEVE - FAC,58999,$525.00 
543020,RETROGRADE DOUBLE BALLOON ENTEROSCOPY - FAC,44799,"$4,995.00 "
543038,TRANSTYMPANIC STEROID INJECTION - FAC,69801,"$1,125.00 "
54304,PLASTIC OPER ON PENIS W -W/O TRANS PLANTATION OF PREPUCE,54304,"$9,818.00 "
543047,"CHEMODENERVATION OF ECCRINE GLANDS, BOTH FEET OR BOTH HANDS",64999,$405.00 
543048,"ANALYSIS OF NEUROSTIM, COMPLEX, PG  - RN",95972,$298.00 
543049,VEIN GRAFT TO PROTECT UPPER EXTREMITY NERVE,64999,$561.00 
543050,"SPINAL GOLD MARK NOT PROSTATE,ABD,PELV,RTROPERIT,THORX",C9728,"$2,565.00 "
543051,LARYNGOSCOPY W/VC INJECTION,31599,"$4,392.00 "
543055,ENDOSCOPIC MUCOSAL RESECTION - ESOPHAGUS,43499,"$1,974.00 "
543056,ENDOSCOPIC MUCOSAL RESECTION - STOMACH,43999,"$2,574.00 "
543057,ENDOSCOPIC MUCOSAL RESECTION - INTESTINE,44799,"$4,995.00 "
543061,AGILE PATENCY CAPSULE TEST,91299,"$2,431.00 "
543062,CYST-GASTROSTOMY,48999,"$3,573.00 "
543065,SUPERIOR SEMICIRCULAR CANAL REPAIR,64999,"$5,295.00 "
543076,"INJ, ZOSTER VACC FOR SC USE, PER DOSE PART D",90736,$385.96 
543077,LARYNGOSCOPIC LASER INCISION OF TRACHEAL STENOSIS,31899,"$2,881.00 "
54308,RECONSTRUCTION OF URETHRA-FAC,54308,"$9,818.00 "
543080,PD/CBD LITHO ESWL,47999,"$6,928.00 "
543081,INJECTION PIRIFORMIS MUSCLE OR MUSCLE GROUP,64999,"$1,286.00 "
543084,ENDOSCOPIC APPR TO THE ANT CRANIAL FOSSA W/CSF LEAK RPR,64999,$561.00 
543085,MODIFIED LOTHROP,31299,$429.00 
543086,"INJ, ZOSTER VACC, INACT ADJUVANTED 0.5 ML VIAL, PART D",90750,$389.70 
543095,CELLVIZIO ESOPHAGUS,43499,"$2,275.00 "
543096,CELLVIZIO STOMACH,43999,"$2,754.00 "
543097,CELLVIZIO INTESTINE,44799,"$2,754.00 "
543098,CELLVIZIO BILIARY,47999,"$2,067.00 "
543099,CELLVIZIO PANCREAS,48999,"$2,067.00 "
543100,INTRAOPERATIVE MANOMETRICS,43499,"$1,974.00 "
543101,"CHEMO IV INFUSION, CONCURRENT",96549,$107.00 
543103,NEEDLE ETHANOL SCLERO AV FACIAL MALFORMATION,37799,"$18,658.00 "
543104,ENDOSCOPIC POST OP DEBRIDEMENT,31237,$689.00 
543110,I&D PERIRECTAL ABSCESS - NON OR,46040,"$1,330.00 "
543111,CHEMODENERVATION ANAL SPHINCTER - NON OR,46505,"$1,330.00 "
543114,VESTIBULAR EVOKED MYOGENIC POTENTIAL (VEMP).,92700,$723.00 
543115,PDT TO ABLATE ABNORMAL TISSUE,47999,$330.00 
543116,"IVIG ADMIN - THER/PROPH/DIAG IV INF, INITIAL",96365,$550.00 
543117,IVIG ADMIN - THER/PROPH/DIAG IV INF ADDON,96366,$104.00 
54312,RECONSTRUCT OF URETHRA-  FAC,54312,"$6,423.00 "
543120,PLACEMENT OF HDR BRACHYTHERAPY APPLICATOR - FAC,17999,$262.00 
543121,MICRO LARYNGOSCOPY W/INC AND RELIEF OF GLOTTIS STENOSIS,31599,$517.00 
543122,PANCREATIC DUCT STONE EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY,48999,"$6,928.00 "
543123,LUNG CANCER SCREEN-NOT MEDICALLY NECESSARY,G0297,$200.00 
543124,"ACTIVE WOUND CARE, FIRST 20 CM OR LESS - NURSE ONLY",97597,$404.00 
543125,"ACTIVE WOUND CARE, EA ADDL 20 CM, OR PART - NURSE ONLY",97598,$364.00 
543126,"WOUND CARE NON-SELECT, W/O ANES, PER SESSION - NURSE ONLY",97602,$418.00 
543127,INITIAL WOUND CARE CONSULT (LT 15 MIN),G0463,$163.00 
543128,FOLLOW-UP WOUND CARE CONSULT (15 MIN OR GREATER),G0463,$163.00 
543142,PLACE NASO JEJUNAL TUBE USING FLUOROSCOPY,44799,$647.00 
543143,NEUROFORM/ENTERPRISE STENT FOR WIDEMOUTH INTRACRANIAL ANEUR,37799,"$9,683.00 "
543144,AV MALFORMATION DIRECT NEEDLE EMBOLIZATION/SCLERO,37799,"$18,658.00 "
543145,ARTERAL-VENOUS MALFORMATION DIRECT NEEDLE PUNCTURE/INJ,36299,"$1,759.00 "
543146,PLACEMENT ILIAC VEIN FILTER,37799,"$6,441.00 "
543147,URETEROPLASTY,53899,"$6,193.00 "
543148,RF ABLATION BONE TUMOR WITH FLURO GUIDANCE,20999,"$12,438.00 "
543149,BILIARY SPHINCTEROPLASTY,47999,"$6,061.00 "
543150,"DIRECT PUNCTURE, NON",36299,$915.00 
543151,BILIARY GI PROCEDURE,47999,"$12,292.00 "
543152,"FLUROSCOPIC PROCEDURE, DIAGNOSTIC INTERVENTIONAL",76496,$633.00 
54316,RECONSTRUCTION OF URETHRA -  FAC,54316,"$7,387.00 "
543160,"(PAO) OSTEOTOMY, PERIACETABULAR W/INTERNAL FIXATION",27299,$561.00 
543161,(FAI) FEMORAL HEAD/NECK OSTEOCHONDROPLASTY,27299,$561.00 
543162,ACETABULAR & FEM HEAD/NECK OSTEOCHONDROPLASTY,27299,$561.00 
543163,FEM HEAD/NECK OSTEOCHONDROPLASTY VIA ANTERIOR ARTHROTOMY,27299,$561.00 
543164,BONE MARROW INJECTION/CORE DECOMPRESSION,27299,$561.00 
543165,EXCISION OF A SINGLE EXTERNAL HEMORRHOID,46999,"$2,806.00 "
543166,ANAL BALLOON EXPULSION,91299,$403.00 
543167,ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD),43999,"$15,185.00 "
543168,"CANALITH REPOSITIONING PROC, BY PROVIDER",95992,$121.00 
543169,TX RADIATION TATTOO REMOVAL BY LASER,17999,$190.00 
543170,ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD) ESOPHAGUS,43499,"$10,238.00 "
543171,ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD) INTESTINE,44799,"$7,545.00 "
543172,ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD) STOMACH - FAC,45999,"$11,207.00 "
543173,GANGLION IMPAR SYMP BLOCK,64999,"$1,917.00 "
543174,REMOVAL OF DEFORMED AREOLA TATTOO,17999,$190.00 
543175,EGD WITH ENDOSTITCH,43999,"$7,849.00 "
543176,ENDOSCOPIC EXC FACE/SCALP SUBCUT LT 2CM,20999,"$2,357.00 "
543177,ENDOSCOPIC EXC FACE/SCALP SUBCUT GTE 2CM,20999,"$2,358.00 "
543178,ENDOSCOPIC EXC FACE/SCALP DEEP LT 2CM,20999,"$2,854.00 "
543179,ENDOSCOPIC EXC FACE/SCALP DEEP GTE 2CM,20999,"$2,733.00 "
54318,RECONSTRUCTION OF URETHRA-    FAC,54318,"$6,423.00 "
543180,"STENT PLACEMENT, DE, PRQ CARD REVASC MI 1 VSL",C9606,"$18,740.00 "
543181,"STENT PLACEMENT, DE, PRQ CARD REVASC CHRONIC 1VSL",C9607,"$16,133.00 "
543182,"STENT PLACEMENT, DE, PRQ CARD REVASC CHRONIC ADDL",C9608,"$11,611.00 "
543183,"STENT PLACEMENT, DE, PRQ CARD STENT/ATH/ANGIO, SINGLE",C9602,"$8,277.00 "
543184,"STENT PLACEMENT, DE, PRQ CARD STENT/ATH/ANGIO, EA ADDL",C9603,"$11,932.00 "
543185,"STENT PLACEMENT, DE, PRQ CARD STENT W/ANGIO 1 VSL",C9600,"$14,381.00 "
543186,"STENT PLACEMENT, DE, PRQ CARD STENT W/ANGIO ADDL",C9601,"$9,408.00 "
543187,"STENT PLACEMENT, DE, PRQ REVASC BYP GRAFT 1 VSL",C9604,"$14,592.00 "
543188,"STENT PLACEMENT, DE, PRQ REVASC BYP GRAFT ADDL",C9605,"$10,785.00 "
543192,LEVEL 2 - PROBLEM FOCUSED HISTORY - MED MANAGEMENT - FAC,G0463,$120.00 
543193,LEVEL 3 - EXPANDED PROBLEM HISTORY - MED MANAGEMENT - FAC,G0463,$120.00 
543194,LEVEL 4 - DETAILED HISTORY - MED MANAGEMENT - FAC,G0463,$120.00 
543195,LEVEL 5 - COMPREHENSIVE HISTORY - MED MANAGEMENT - FAC,G0463,$120.00 
54322,"1 STAGE DISTAL HYPOSPADIAS REPAIR, W/SIMPL MEATAL ADVANCEMNT",54322,"$6,423.00 "
543221,"WOUND CARE CONSULT, 15 MINUTES",G0463,$163.00 
543222,"WOUND CARE CONSULT, 30 MINUTES",G0463,$163.00 
543223,"WOUND CARE CONSULT, 45 MINUTES",G0463,$163.00 
543224,"WOUND CARE CONSULT, 60 MINUTES",G0463,$163.00 
543230,PERORAL ENDOSCOPIC MYOTOMY,43499,"$1,974.00 "
543231,PLANTAR PLATE REPAIR,28899,"$2,117.00 "
543232,"UNLISTED PROC, INT (ENTEROCUTANEOUS FISTULA PLUG)",44799,"$7,476.00 "
543233,SPENOGANGLION BLOCK THROUGH THE NOSE,64999,$663.00 
543234,INTERNAL CAROTID STENT PLACEMENT,37799,"$13,053.00 "
543235,DENVER SHUNT FIBRIN STRIPPING,49999,"$3,472.00 "
543236,ARTHROEREISIS - SUBTALAR,28899,"$8,067.00 "
543237,"NEUROELTRD STIM POST TIBIAL, RN SERVICE",64566,$663.00 
54324,"1 STG DSTL HYPOSPADIAS REP ,W/URETHRALOPLASTY LOC SKIN FLAPS",54324,"$9,818.00 "
543240,"INTERSTITIAL RS APPLICATION, SIMPLE",77799,$815.00 
543241,"INTERSTITIAL RS APPLICATION, INTERMEDIATE",77799,$815.00 
543245,LAPAROSCOPY MARSUPIALIZATION OF LIVER CYST,47379,"$8,869.00 "
543246,LAPAROSCOPIC NEEDLE BIOPSY OF LIVER,47379,"$8,869.00 "
543247,LAPAROSCOPIC LIVER WEDGE BIOPSY,47379,"$8,869.00 "
543248,LAPAROSCOPIC PANCREATECTOMY,48999,"$1,870.00 "
543249,CENTRAL (MEDIAN) PANCREATECTOMY,48999,"$1,870.00 "
543250,FREYS PROCEDURE (HEAD OF PANCREAS CORED OUT),48999,"$1,870.00 "
543251,LAPARESCOPIC MICROWAVE LIVER ABLATION,47379,"$8,869.00 "
543252,INTRAOPERATIVE PANCREATOSCOPY,48999,"$1,870.00 "
