Roper St. Francis Healthcare Hospital Facilities,,
2019 Standard Charges,,
,,
ITEM,DESCRIPTION,CHARGE
5961,sodium chloride 0.9% Irrigation Soln 250 mL,$50.90 
1358,Sodium Chloride 0.9% IV Bolus 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Bolus 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Bolus 1000 mL,$50.90 
1356,Sodium Chloride 0.9% IV Bolus 250 mL,$50.90 
1357,Sodium Chloride 0.9% IV Bolus 500 mL,$50.90 
1358,Sodium Chloride 0.9% IV Intermittent 1000 mL,$50.90 
1356,Sodium Chloride 0.9% IV Intermittent 250 mL,$50.90 
1357,Sodium Chloride 0.9% IV Intermittent 500 mL,$50.90 
1357,Sodium Chloride 0.9% IV Intermittent 500 mL,$50.90 
1353,Sodium Chloride 0.9% IV Sol 100 mL,$52.65 
1353,Sodium Chloride 0.9% IV Sol 100 mL,$52.65 
1353,Sodium Chloride 0.9% IV Sol 100 mL,$52.65 
1359,Sodium Chloride 0.9% IV Sol 100 mL Mini Bag Plus,$50.95 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1358,Sodium Chloride 0.9% IV Sol 1000 mL,$50.90 
1355,Sodium Chloride 0.9% IV Sol 150 mL,$50.90 
5559,Sodium Chloride 0.9% IV Sol 25 mL,$38.20 
1356,Sodium Chloride 0.9% IV Sol 250 mL,$50.90 
5874,Sodium Chloride 0.9% IV Sol 50 mL,$38.20 
1361,Sodium Chloride 0.9% IV Sol 50 mL minibag plus,$51.15 
1354,Sodium Chloride 0.9% IV Sol 50 mL.,$50.90 
1357,Sodium Chloride 0.9% Sol  500 mL,$50.90 
1357,Sodium Chloride 0.9% Sol  500 mL,$50.90 
1357,Sodium Chloride 0.9% Sol  500 mL,$50.90 
1357,Sodium Chloride 0.9% Sol  500 mL,$50.90 
1304,Sodium Chloride 0.9% with KCl 20 mEq/L intravenous solution,$50.90 
1305,Sodium Chloride 0.9% with KCl 40 mEq/L intravenous solution 1000 mL,$50.90 
1173,sodium chloride 1000 mg Tab,$0.15 
1362,Sodium Chloride 3% intravenous solution,$52.60 
2192,sodium chloride CONCENTRATE IV Soln,$38.20 
5388,sodium chloride hypertonic 2% Ophth Soln 15 mL,$14.35 
2576,sodium chloride hypertonic 5% Ophth Oint 3.5 gm,$35.05 
2186,sodium chloride hypertonic 5% Ophth Soln 15 mL,$3.15 
2676,sodium chondroitin-hyaluronate 40 mg-30 mg/mL Intraocular Soln 0.5 mL,$328.05 
5477,Sodium Citrate 4% 10 ml Flush,$38.20 
3930,sodium ferric gluconate complex 12.5 mg/mL IV Soln 5 mL,$66.65 
4546,sodium hyaluronate 10 mg/mL Intra-articular Soln 2 mL,"$1,212.10 "
5460,sodium hyaluronate 10 mg/mL Intraocular Liquid 0.4 mL,$90.95 
2195,sodium hyaluronate 16 mg/mL Intraocular Liquid 0.8 mL,$558.45 
5459,sodium hyaluronate 23 mg/mL Intraocular Liquid 0.6 mL,$411.85 
5461,sodium hyaluronate Intraocular Kit,$453.30 
5975,sodium hypochlorite 0.125% Topical Soln 473 mL,$11.00 
2577,sodium hypochlorite 0.25% Topical Soln 473 mL,$6.50 
2578,sodium hypochlorite 0.5% Topical Soln 473 mL,$11.00 
2198,sodium phosphate 3 mmol/mL Inj Soln 15 mL,$98.10 
2198,sodium phosphate 3 mmol/mL Inj Soln 15 mL,$98.10 
2107,sodium polystyrene sulfonate 15 g/60 mL Oral Susp 60 mL,$32.40 
5888,sodium polystyrene sulfonate Oral and Rectal Powder 454 gm,$14.20 
21580,SODIUM STOOL,$175.00 
5848,sodium tetradecyl sulfate 1% Inj Soln 2 mL,$504.90 
5258,sodium thiosulfate 25% IV Soln 50 mL,$467.40 
21582,SODIUM URINE 24 HR,$122.00 
21256,SODIUM URINE RANDOM,$122.00 
26192,"SODIUM, URINE -REF LAB",$21.00 
4832,solifenacin 5 mg Tab,$45.40 
28604,SOMATOMEDIN C (IGF-1),$202.00 
4636,somatropin 1.8 mg Subcut Inj,"$1,005.00 "
3781,somatropin 5 mg Inj,"$2,051.40 "
3782,somatropin 6 mg Subcut Inj,"$1,803.50 "
5534,SORAfenib 200 mg Tab,$384.35 
3803,sorbitol 70% Oral Liquid 30 mL,$0.85 
1178,sotalol 120 mg Tab,$2.65 
1176,sotalol 80 mg Tab,$2.65 
4770,sotalol AF 80 mg Tab,$2.65 
32152,SP ARTHROGRAPHY ANKLE,$875.00 
32154,SP ARTHROGRAPHY HIP,$875.00 
32156,SP ARTHROGRAPHY KNEE,$575.00 
32158,SP ARTHROGRAPHY SHOULDER,"$1,028.00 "
32160,SP ARTHROGRAPHY WRIST,$518.00 
23106,SP STAIN GRP II - WRIGHT GLEMSA,$167.00 
37042,SPCL TELETHERAPY PLAN INC BDC,"$2,431.00 "
23239,SPEC ST GROUP III EA - CHLOR EST,$167.00 
23241,SPEC ST GROUP III EA - XNAPH EST,$167.00 
20768,SPEC STAIN GROUP II - PEROXIDASE,$167.00 
37540,SPECIAL DOSIMETRY VERIFICATION,$502.00 
20468,SPECIAL STAIN GRP 1 MICRO ORG EA,$187.00 
22086,SPECIAL STAIN GRP II - REF,$150.00 
20480,SPECIAL STAIN GRP II EA,$156.00 
20806,SPECIAL STAIN GRP II EA PBE,$156.00 
28610,SPECIAL STAIN III,$301.00 
37054,SPECIAL TREATMENT PROCEDURE,"$3,454.00 "
13122,SPECIALTY CARE TRNSPRT BASE RATE,"$3,459.00 "
23108,SPECIFIC GRAVITY BODY FLUID,$72.00 
42308,SPINE INJURY CLINIC EST PATIENT,$331.00 
42306,SPINE INJURY CLINIC NEW PATIENT,$331.00 
1181,spironolactone 100 mg Tab,$4.45 
1179,spironolactone 25 mg Tab,$2.65 
1180,spironolactone 50 mg Tab,$2.80 
27070,SPLIT PRODUCTS EA UNIT,$328.00 
46104,SPUTUM COLLECTION-AEROSOL INDUCED,$29.00 
28612,SS HISTOCHEM LAB,$171.00 
25194,ST HEMOCC (OCCULT BLOOD),$99.00 
21912,STAPH AUREUS - BCID,$84.00 
21910,STAPHYLOCOCCUS - BCID,$84.00 
4229,stavudine 1 mg/mL Oral Liquid 200 mL,$2.65 
379,stavudine 20 mg Cap,$9.30 
380,stavudine 30 mg Cap,$4.60 
72180,STENT AXIOS W/DELIVERY SYSTEM,"$14,790.00 "
72154,STENT COAT/COVER W/DEL SYSTEM,"$6,685.00 "
79242,STENT COAT/COVER W/DEL SYSTEM,"$4,635.00 "
71840,STENT COAT/CVR W/DEL SYS LEV1,$605.00 
71842,STENT COAT/CVR W/DEL SYS LEV2,"$3,184.00 "
71844,STENT COAT/CVR W/DEL SYS LEV3,"$5,171.00 "
71846,STENT COAT/CVR W/DEL SYS LEV4,"$10,189.00 "
71848,STENT COAT/CVR W/DEL SYS LEV5,"$22,500.00 "
71850,STENT COAT/CVR W/DEL SYS LEV6,"$31,872.00 "
71852,STENT COAT/CVR W/DEL SYS LEV7,"$47,337.00 "
60030,STENT EA ADD VESSEL FAMILY,"$6,297.00 "
77370,STENT IMPLANT ENDO LEVEL 1,"$6,047.25 "
72530,STENT IMPLANT UROLOGY LEVEL 1,$231.00 
72540,STENT IMPLANT VASCULAR 1,"$4,350.00 "
72542,STENT IMPLANT VASCULAR 2,"$7,514.00 "
72544,STENT IMPLANT VASCULAR 3,"$13,415.50 "
72170,STENT NON-COAT/CVR W/DEL GRP 1,$156.00 
71156,STENT NON-COAT/CVR W/DEL GRP 2,"$1,875.00 "
72576,STENT NON-COAT/NON-CVR W/DEL L1,"$1,614.00 "
72578,STENT NON-COAT/NON-CVR W/DEL L2,"$2,152.00 "
72580,STENT NON-COAT/NON-CVR W/DEL L3,"$5,610.00 "
72582,STENT NON-COAT/NON-CVR W/DEL L4,"$8,534.00 "
72584,STENT NON-COAT/NON-CVR W/DEL L5,"$20,013.00 "
72008,STENT NON-COR TEMP W/DEL SYSTEM,$162.00 
72152,STENT NON-COR TEMP W/O DEL SYSTM.,$135.00 
72532,STENT NON-COR TMP W/O DEL LEV2,$502.00 
79248,STENT NON-CORNRY TEMP W/O DEL SYS,$361.00 
79246,STENT NON-CORONARY TEMP W/DEL SYS,"$2,875.00 "
60218,STENT SINGLE VESSEL FAMILY,"$16,197.00 "
79247,STENT URETERAL RESONANCE METALLIC,"$2,928.00 "
72182,STENT WALLFLEX BILIARY UNCVD SYS,"$5,035.00 "
74428,STENT/GRAFT (IMPLANTABLE),$895.40 
37550,STEREO X-RAY GUIDE NON-IMRT,$565.00 
3299,sterile talc Intrapleural Aerosol Powder 30 gm,$620.20 
3250,sterile talc Intrapleural Powder,$689.10 
2201,sterile water Inj Soln 10 mL,$38.20 
2200,sterile water Inj Soln 100 mL,$38.20 
1401,sterile water Inj Soln 1000 mL,$50.90 
1401,sterile water Inj Soln 1000 mL,$50.90 
1401,sterile water Inj Soln 1000 mL,$50.90 
1364,sterile water Inj Soln 2000 mL,$54.10 
3051,sterile water Inj Soln 50 mL,$38.20 
6326,sterile water Inj Syringe 10 mL,$38.20 
1404,sterile water Irrigation Soln 1000 mL,$38.20 
77315,"STIMULATOR, BONE GROWTH IMPLANT","$21,255.00 "
28720,STONE (CALCULUS) QUAN ANALYSIS,$128.00 
25252,STOOL CULTURE AER/PLES EA PLATE,$40.00 
21814,STRATIFY JVC ANTIBODY,"$1,515.00 "
79902,"STRATTICE, TM, PER SQ CM USED",$28.00 
79904,"STRATTICE, TM, PER SQ CM WASTED",$28.00 
21922,STREP AUREUS METH RESIST - BCID,$84.00 
25314,STREP GROUP B RT-PCR,$110.00 
21812,STREP GRP B RT-PCR PEN ALLERGY,$103.00 
21920,STREP PNEUMONIAE - BCID,$84.00 
21914,STREPTOCOCCUS - BCID,$84.00 
21894,STREPTOCOCCUS GROUP B,$84.00 
21916,STREPTOCOCCUS GRP A - BCID,$84.00 
21918,STREPTOCOCCUS GRP B - BCID,$84.00 
21886,STREPTOCOCCUS PNEUMONIAE,$84.00 
4554,streptomycin 1000 mg IM Inj,$88.85 
1474,streptozocin 1 g IV Inj,"$1,459.80 "
21480,STREPTOZYME (ASO SCREEN),$293.00 
21482,STREPTOZYME TITER,$103.00 
13854,SUB Q INF ADDL PUMP NEW SUBQ SITE,$75.00 
13852,SUB Q INF MED EA ADDL HR,$65.00 
13850,SUB Q INF MED INITL UP TO 1 HR,$200.00 
2204,SUCCINYLcholine  20 mg/mL Inj Soln 10 mL,$116.90 
5854,SUCCINYLcholine  20 mg/mL Inj Soln 5 mL,$72.15 
6341,SUCCINYLcholine 200mg/10mL SYRinge,$95.25 
1183,sucralfate 1 g Tab,$2.65 
2206,sucralfate 1 g/10 mL Oral Susp 10 mL,$33.80 
6359,sucrose PF solution 15 ml,$0.55 
2207,SUFentanil 50 mcg/mL IV Soln 1 mL,$48.80 
6305,sugammadex 100 mg/mL Sol,$509.95 
2581,sulconazole 1% Cream 15 gm,$155.60 
2582,sulfacetamide sodium 10% Ophth Oint 3.5 gm,$220.85 
2210,sulfacetamide sodium 10% Ophth Soln 15 mL,$191.65 
6167,Sulfacetamide sodium- Sulfur 10%-5% Cleanser,$164.85 
1184,sulfADIAZINE 500 mg Tab,$14.70 
3947,sulfamethoxazole-trimethoprim 200 mg-40 mg/5 mL Oral Susp 473 mL,$17.30 
1154,sulfamethoxazole-trimethoprim 400 mg-80 mg Tab,$2.65 
3712,sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Soln 10 mL,$49.00 
6185,sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Soln 30 mL,$147.00 
1303,sulfamethoxazole-trimethoprim 80 mg-16 mg/mL IV Soln 5 mL,$38.20 
1155,sulfamethoxazole-trimethoprim 800 mg-160 mg Tab,$2.65 
2583,sulfanilamide 15% Vag Cream 120 gm,$902.90 
1186,sulfaSALAzine 500 mg DR Tab,$7.10 
2997,sulfaSALAzine 500 mg Tab,$5.45 
21734,SULFONYLUREA URINE,$138.00 
1190,sulindac 150 mg Tab,$2.65 
1191,sulindac 200 mg Tab,$2.65 
3713,SUMAtriptan 25 mg Tab,$3.40 
3714,SUMAtriptan 50 mg Tab,$9.65 
2214,SUMAtriptan 6 mg/0.5 mL Subcut Soln 0.5 mL,$53.70 
4851,SUNItinib 12.5 mg Cap,$306.45 
46030,SURFACTANT ADMN THRU TUBE,$331.00 
25116,SUSCEPTIBILITY STDY PER PLATE,$62.00 
60090,SVT ABLATION,"$26,715.00 "
60046,SWAN GANZ INSERTION,"$5,364.00 "
20238,T CELL GENE REARRANGEMENT,$323.00 
28620,T HELPER/SUPPRESSOR LYMPH,$249.00 
25362,T3 FREE - PPL,$160.00 
29366,T3 REVERSE,$178.00 
25364,T3 TOTAL - PPL,$248.00 
21266,T4 FREE,$400.00 
25366,T4 THROXINETOTAL - PPL,$152.00 
60068,TACHYCARDIA SITE MAPPING ADD-ON,"$6,740.00 "
29590,TACROLIMUS,$103.00 
29480,TACROLIMUS - BMT,$206.00 
4464,tacrolimus 0.5 mg Cap,$2.65 
383,tacrolimus 1 mg Cap,$3.55 
384,tacrolimus 5 mg Cap,$5.80 
4304,tacrolimus 5 mg/mL IV Soln 1 mL,$812.20 
5886,tadalafil 20 mg Tab,$235.40 
5876,tadalafil 5 mg Tab,$40.20 
21746,TAENIA SOLIUM,$225.00 
79785,TALYMED (5X5) PER SQ/CM USED,$95.00 
1192,tamoxifen 10 mg Tab,$2.65 
3143,tamsulosin 0.4 mg Cap,$2.65 
28350,TARGETED GENOMIC PANEL 5-50 GENES,"$2,344.00 "
13862,TB INTRADERMAL TEST,$43.00 
6036,tbo-filgrastim (Granix) 300 mcg/0.5 mL Subcut Soln 0.5 mL,$831.90 
6037,tbo-filgrastim (Granix) 480 mcg/0.8 mL Subcut Soln 0.8 mL,"$1,130.70 "
13804,TCO2 BILAT MULTI LVL ARTER EVAL,$787.00 
13818,TCO2 UNILAT MULTI LVL ARTER EVAL,$787.00 
28082,TEICHOIC ACID AB,$285.00 
6002,telavancin 750 mg IV Inj,"$1,393.95 "
37510,TELETHERAPY COMPLEX INC BDC,"$2,474.00 "
37506,TELETHERAPY SIMPLE INC BDC,"$1,828.00 "
4638,telmisartan 40 mg Tab,$2.65 
4630,telmisartan 80 mg Tab,$3.90 
385,temazepam 15 mg Cap,$4.80 
2851,temazepam 7.5 mg Cap,$9.80 
4215,temozolomide 100 mg Cap,$496.60 
4216,temozolomide 20 mg Cap,$157.15 
4214,temozolomide 5 mg Cap,$29.50 
60038,TEMPORARY PACER INSERTION,"$1,340.00 "
5354,temsirolimus 25 mg/mL IV Soln 1 mL,"$7,776.45 "
4287,tenecteplase 50 mg IV Inj,"$19,241.60 "
2218,teniposide 10 mg/mL IV Soln 5 mL,"$8,986.50 "
4406,tenofovir 300 mg Tab,$170.85 
387,terazosin 1 mg Cap,$2.65 
389,terazosin 5 mg Cap,$2.65 
2584,terbinafine 1% Cream 12 gm,$34.95 
3965,terbinafine 250 mg Tab,$2.65 
2220,terbutaline 1 mg/mL Inj Soln 1 mL,$38.20 
1193,terbutaline 2.5 mg Tab,$8.30 
2752,terconazole 0.4% Vag Cream 45 gm,$153.25 
2585,terconazole 0.8% Vag Cream 20 gm,$137.05 
2661,terconazole 80 mg Vag Supp,$149.60 
5804,testosterone 4 mg/24 hr TD Film ER,$79.50 
4334,testosterone 50 mg/5 g (1%) transdermal Gel 5 gm,$49.65 
3727,testosterone cypionate 100 mg/mL IM Soln 10 mL,$48.80 
2222,testosterone cypionate 200 mg/mL IM Soln 1 mL,$50.10 
2223,testosterone enanthate 200 mg/mL IM Soln 5 mL,$48.80 
29422,TESTOSTERONE FREE.,$224.00 
25368,TESTOSTERONE TOTAL - PPL,$224.00 
29778,TESTOSTERONE WEAKLY BOUND-P,$117.00 
20774,"TESTOSTERONE, FREE EQUILIBRIUM",$69.00 
20776,"TESTOSTERONE, TOTAL EQUILIBRIUM",$69.00 
20772,"TESTOSTERONE, TOTAL LC/MS",$69.00 
28640,TETANUS AB,$173.00 
1476,tetanus immune globulin 250 units IM Soln,"$1,294.05 "
6016,tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2.5 units-18.5 mcg/0.5 mL IM Susp 0.5 mL,$172.20 
1739,tetanus-diphtheria toxoids (Td) adult/adolescent 5 units-2units/0.5 mL IM Susp 0.5 mL,$70.25 
5533,tetracaine 0.5% Ophth Soln 15 mL,$43.85 
3086,tetracaine 0.5% Ophth Soln 4 mL,$52.40 
1302,tetracaine 1% Inj Soln 2 mL,$212.65 
2932,tetracaine 2% Topical Soln 30 mL,$67.50 
5882,tetracaine hydrochloride Pow,$14.80 
390,tetracycline 250 mg Cap,$25.85 
391,tetracycline 500 mg Cap,$55.70 
2226,tetrahydrozoline 0.05% Ophth Soln 15 mL,$3.10 
4853,thalidomide 200 mg Cap,"$1,035.65 "
3241,thalidomide 50 mg Cap,$795.90 
1204,theophylline 100 mg/12 hours ER Tab,$2.65 
1205,theophylline 200 mg/12 hours ER Tab,$2.65 
392,theophylline 200 mg/24 hours ER Cap,$10.45 
1203,theophylline 300 mg/12 hours ER Tab,$2.65 
393,theophylline 300 mg/24 hours ER Cap,$12.85 
1332,theophylline 400 mg in D5W 500 mL,$54.10 
1201,theophylline 400 mg/24 hours ER Tab,$4.25 
2228,theophylline 80 mg/15 mL Oral Soln 15 mL,$51.25 
1382,theophylline 800 mg in D5W 500 mL,$54.10 
21964,THEOPHYLLINE LEVEL,$377.00 
13700,THER PLASMA EXCH 1-2 LTR 1 LVL,"$3,110.00 "
13704,THER PLASMA EXCH 3-4 LTR 1 LVL,"$3,369.00 "
13752,THER PROSORBA TREATMENT,"$11,968.00 "
13708,THER RBC EXCH 1 LTR 1 LVL,"$2,902.00 "
13712,THER RBC EXCH 2-3 LTR 1 LVL,"$2,902.00 "
13716,THER WBC COLL LVL 1 AUTOLG,"$4,491.00 "
13714,THER WBC DEPLETION 2 LVL,"$4,225.00 "
4166,Therapeutic Multiple Vitamins with Minerals Tab,$0.15 
27056,THERAPEUTIC PHLEBOTOMY,$206.00 
29328,THERAPEUTIC PHLEBOTOMY (SF),$206.00 
79732,THERASKIN SQ CM (39/PC) USED,$35.00 
79734,THERASKIN SQ CM (39/PC) WASTED,$35.00 
22078,THERMOACTINOMYCES SACCHARI ABS,$29.00 
22080,THERMOACTINOMYCES VULGARIS ABS,$29.00 
1274,thiamine 100 mg Tab,$0.15 
2843,thiamine 100 mg/mL Inj Soln 2 mL,$38.20 
2843,thiamine 100 mg/mL Inj Soln 2 mL,$38.20 
29186,THIOCYANATE,$349.00 
21810,THIOPURINE METABOLITES,$184.00 
1210,thioridazine 10 mg Tab,$2.65 
1214,thioridazine 100 mg Tab,$3.75 
1212,thioridazine 25 mg Tab,$2.75 
3040,thiotepa 15 mg Inj,"$2,499.00 "
403,thiothixene 1 mg Cap,$3.90 
405,thiothixene 5 mg Cap,$9.10 
23112,THROMBIN TIME PLASMA,$103.00 
5568,thrombin topical bovine 20000 intl units Pow,"$1,003.70 "
2837,thrombin topical bovine 5000 intl units Pow,$258.05 
5521,thrombin topical bovine 5000 intl units Pow,$263.25 
6395,thrombin topical recombinant 5000 intl units Pow,$330.15 
28098,THYROGLOBULIN AB,$43.00 
29866,THYROGLOBULIN IMA,$43.00 
29868,THYROGLOBULIN RIA,$43.00 
1218,thyroid desiccated 120 mg Tab,$5.75 
6061,thyroid desiccated 15 mg Tab,$2.65 
1216,thyroid desiccated 60 mg Tab,$3.00 
29418,THYROID PEROXIDASE AB (TPO),$178.00 
29758,THYROID STIMULATING IMMUNOGLOBULI,$201.00 
5545,thyrotropin alfa 1.1 mg IM Inj,"$6,424.45 "
21750,THYROTROPIN RECEPTOR AB QUANT,$91.00 
29810,TIAGABINE (GABITRIL),$80.00 
3098,tiaGABine 4 mg Tab,$36.70 
21288,TIBC (TOTAL IRON BIND CAP),$155.00 
6190,ticagrelor 60 mg Tab,$26.25 
5797,ticagrelor 90 mg Tab,$26.30 
6118,ticagrelor crushed  180 mg Oral Powder,$113.15 
1221,ticlopidine 250 mg Tab,$2.95 
4858,tigecycline 50 mg IV Inj,$650.15 
62216,TILT TABLE TEST,"$1,413.00 "
2237,timolol 0.25% Ophth Gel Forming Soln 5 mL,$495.05 
2236,timolol 0.25% Ophth Soln 5 mL,$10.15 
13,timolol 0.5% Ophth Gel Forming Soln 5 mL,$472.90 
1748,timolol 0.5% Ophth Soln 5 mL,$14.25 
1222,timolol 10 mg Tab,$8.45 
5839,timolol 5 mg Tab,$6.80 
5663,timolol hemihydrate 0.5% Ophth Soln 5 mL,$545.90 
5366,tinidazole 500 mg Tab,$66.00 
4677,tiotropium 18 mcg Inh Cap,$256.85 
4788,tipranavir 250 mg Cap,$60.15 
4236,tirofiban 50 mcg/mL IV Soln 250 mL,"$1,918.50 "
29716,TISSUE CULTURE AMNIOTIC FLUID-P,$275.00 
29722,TISSUE CULTURE BONE MARROW-P,$155.00 
29724,TISSUE CULTURE LYMPHOCYTE-P,$159.00 
29728,TISSUE CULTURE POC-P,$430.00 
29732,TISSUE CULTURE SOLID TUMOR-P,$224.00 
74032,TISSUE EXPANDER IMPLANT,"$3,857.50 "
25254,TISSUE HOMOGENIZATION,$26.00 
29188,TISSUE PLASMINOGEN ACTIVATOR,$504.00 
29572,TISSUE TRANSGLUTAMINASE IGA,$118.00 
22042,"TISSUE, QUANTITATIVE IRON",$454.00 
4190,tiZANidine 4 mg Tab,$2.65 
2588,tobramycin 0.3% Ophth Oint 3.5 gm,$816.15 
2243,tobramycin 0.3% Ophth Soln 5 mL,$10.50 
1525,tobramycin 1.2 g Inj,$343.20 
3885,tobramycin 300 mg/7.5 ml Inh Soln 7.5 ml,$31.20 
5593,tobramycin 40 mg/mL Inj Soln,$126.40 
2672,tobramycin 40 mg/mL Inj Soln 2 mL,$38.20 
2242,tobramycin 80 mg/NaCl 0.9% 100 mL,$50.05 
21584,TOBRAMYCIN PEAK,$343.00 
21270,TOBRAMYCIN RANDOM,$343.00 
21586,TOBRAMYCIN TROUGH,$343.00 
6030,tocilizumab 20 mg/mL IV Soln 10 mL,"$3,365.70 "
5739,tocilizumab 20 mg/mL IV Soln 20 mL,"$6,731.35 "
6028,tocilizumab 20 mg/mL IV Soln 4 mL,"$1,346.30 "
1228,TOLBUTamide 500 mg Tab,$6.10 
1230,tolmetin 200 mg Tab,$3.60 
2589,tolnaftate 1% Cream 15 gm,$1.00 
2590,tolnaftate 1% Topical Powder 45 gm,$11.65 
4417,tolterodine 2 mg ER Cap,$31.20 
3148,tolterodine 2 mg Tab,$4.65 
5574,tolvaptan 15 mg Tab,"$1,208.45 "
21710,TOPAMAX (TOPIRAMATE),$94.00 
1232,topiramate 100 mg Tab,$2.65 
1231,topiramate 25 mg Tab,$2.65 
5489,topotecan 0.25 mg Cap,$516.15 
5487,topotecan 1 mg Cap,"$1,229.75 "
2249,topotecan 4 mg IV Inj,$252.15 
1233,torsemide 10 mg Tab,$2.65 
23256,TOTAL BILIRUBIN - REF,$33.00 
22018,"TOTAL PROTEIN CSF, PROT ELECTRO",$35.00 
21486,TOXOPLASMA IGG AB,$170.00 
21488,TOXOPLASMA IGM AB,$206.00 
22068,TOXOPLASMA PCR,$130.00 
13856,TPA OF PICC/PORT,$317.00 
20206,TPMT (THIO METHYL) ENZ ACTIVITY,$205.00 
6283,trabectedin 1 mg Pow,"$14,241.10 "
2253,trace elements 0.85 mcg-0.1 mg-0.025 mg-1.5 mg/mL IV Soln 2 mL,$38.20 
6163,TRACE ELEMENTS CR-CU-MN-SE-ZN Concentrate 1 ml,$40.70 
2251,trace elements with selenium 4 mcg-0.4 mg-0.1 mg-20 mcg-1 mg/mL IV Soln 10 mL,$40.70 
46100,TRACHEOTOMY TUBE CHANGE,$147.00 
1234,traMADol 50 mg Tab,$4.80 
4235,trandolapril 1 mg Tab,$2.65 
5220,trandolapril-verapamil 1 mg-240 mg ER Tab,$20.85 
4749,trandolapril-verapamil 2 mg-180 mg ER Tab,$28.80 
3927,trandolapril-verapamil 2 mg-240 mg ER Tab,$28.80 
5219,trandolapril-verapamil 4 mg-240 mg ER Tab,$28.80 
2254,tranexamic acid 100 mg/mL IV Soln 10 mL,$88.80 
6288,Tranexamic Acid 2g/200 mL NS,$139.70 
5921,tranexamic acid 650 mg Tab,$17.85 
14720,TRANSCRANIAL DPLR LIMITED,$750.00 
21490,TRANSFERRIN,$302.00 
29464,TRANSFERRIN RECEPTOR SOLUBLE,$116.00 
13604,TRANSFUSION (0-2 HRS),"$1,030.00 "
13620,TRANSFUSION (2-5 HRS),"$1,187.00 "
12036,TRANSFUSION ER BRKLY,"$1,030.00 "
13674,TRANSFUSION GT 5 HRS,"$1,766.00 "
29552,TRANSGLUTAMINASE IGA AB - P,$68.00 
29576,TRANSGLUTAMINASE IGG - P,$68.00 
1235,tranylcypromine 10 mg Tab,$10.85 
23110,TRAP STAIN,$301.00 
6263,Trastuzumab 150 mg injection,"$7,230.25 "
5648,travoprost 0.004% Ophth Soln 2.5 mL,$648.10 
1238,traZODone 150 mg Tab,$2.65 
1236,traZODone 50 mg Tab,$2.65 
62204,TREADMILL STRESS TEST,"$1,496.00 "
37518,TREATMENT DEVICES COMPLEX,"$1,772.00 "
37528,TREATMENT DEVICES INTERMEDIATE,"$1,095.00 "
37526,TREATMENT DEVICES SIMPLE,$871.00 
28430,TREPONEMA PALLIDUM AB,$130.00 
3753,tretinoin 0.025% Cream 20 gm,$538.05 
2592,tretinoin 0.025% Topical Gel 15 gm,$103.70 
2754,tretinoin 0.05% Cream 20 gm,$491.80 
2593,tretinoin 0.1% Cream 20 gm,$435.10 
5900,tretinoin 0.1% Topical Gel 45 gm,"$2,011.05 "
407,tretinoin 10 mg Cap,$102.85 
2596,triamcinolone 0.025% Cream 15 gm,$12.65 
2597,triamcinolone 0.1% Cream 15 gm,$11.40 
2598,triamcinolone 0.1% Cream 454 gm,$135.60 
5610,triamcinolone 0.1% Lotion 60 mL,$131.60 
2595,triamcinolone 0.1% Mucous Membrane Paste 5 gm,$209.50 
2599,triamcinolone 0.1% Topical Oint 15 gm,$13.80 
2600,triamcinolone 0.1% Topical Oint 454 gm,$107.30 
2601,triamcinolone 0.5% Cream 15 gm,$50.20 
5312,triamcinolone 0.5% Topical Oint 15 gm,$34.65 
2258,triamcinolone 10 mg/mL Inj Susp 5 mL,$63.75 
5694,triamcinolone 40 mg/mL Intraocular Susp 1 mL,$705.10 
1497,triamcinolone 55 mcg/inh Nasal Spray 16.5 gm,$347.85 
2257,triamcinolone acetonide 40 mg/mL Inj Susp 1 mL,$46.05 
2256,triamcinolone acetonide 40 mg/mL Inj Susp 5 mL,$203.90 
408,triamterene 50 mg Cap,$49.25 
1243,triazolam 0.125 mg Tab,$6.00 
26230,TRICHOMONAS VAGINALIS NAA,$84.00 
1246,trifluoperazine 1 mg Tab,$3.20 
1247,trifluoperazine 5 mg Tab,$6.80 
