Charge Description,Charge Amount
STIMULATOR IPG 3023,"$34,650.00 "
STIMULATOR NERVE AXOSTIM 0003,$227.40 
STIMULATOR SPINAL CORD 97714,"$30,600.00 "
STIMULATOR TEST 3625,"$4,770.00 "
STITCH ENDO 10MM 173016,"$2,017.14 "
STITCH ENDO 2-0 SOFSILK 170004,$331.38 
STITCH SUTURE 170053,$333.84 
STNET GENESIS 5X18 135CM,"$4,530.00 "
STOCK TH MED/REG LATEX FREE,$46.74 
STOCK TH SM/REG LATEX FREE,$40.68 
STOCKING MED REG LGTH LF,$31.02 
STOCKINGS LARGE/LONG LATEX FRE,$31.02 
STOCKINGS LARGE/REG LENGTH LF,$31.02 
STOCKINGS LRG/SHORT LENGTH LF,$31.02 
STOCKINGS MED/LONG LENGTH LF,$31.02 
STOCKINGS MED/SHORT LGTH LF,$31.08 
STOCKINGS SMALL/LONG LGTH LF,$30.48 
STOCKINGS SMALL/REG LENGTH LF,$31.02 
STRAIGHT-IN COLPOPEXY SYSTEM,"$5,880.00 "
"STRAP ASSY 48"" 25-0997-0-13000",$30.90 
STRAP CLAVICLE MED,$53.04 
STRAP CLAVICLE SM,$61.98 
STRAP CLAVICLE XLG,$59.04 
STRAP FOOT 014407,$295.08 
STRAP SECURE 5MM STRAP25,"$3,945.00 "
STRATTICE CONTOUR CON1006,"$8,848.00 "
STRATTICE CONTOUR CON2006,"$8,848.00 "
STRATTICE CONTOUR CON3006,"$9,747.50 "
STRIPPED EXTRACTOR TIP 2.0-2.5MM  TP347-M01,"$1,050.00 "
STRIPPED EXTRACTOR TIP 2.5-3.5MM  TP348-M01,"$1,050.00 "
STRIPPED EXTRACTOR TIP 3.5-4.5MM  TP349-M01,"$1,050.00 "
STRIPPED EXTRACTOR TIP 4.5-5.5MM  TP350-M01,"$1,050.00 "
STRIPPED EXTRACTOR TIP 5.5-6.5MM  TP351-M01,"$1,050.00 "
STRIPPED EXTRACTOR TIP 6.0-7.0MM  TP352-M01,"$1,050.00 "
STRIPPER VEIN CODMAN 634031,$114.00 
STRUT 24MM 6242041,"$7,646.10 "
STRUT 44MM 6272044,"$7,008.93 "
STRUT 5MM 6241041,"$7,646.10 "
STRUT PEEK 25X14X11MM 6277025,"$7,008.93 "
STYLE 68 SMOOTH SALINE BREAST,"$1,800.00 "
STYLET KIT 6057,$240.00 
STYLET SHUNT 9735428,"$3,150.00 "
SUBCUTANEOUS IMMUNOTHERAPY IJ ,$42.00 
SUCRALFATE 1 G PO TABS ,$12.25 
SUCRALFATE 1 GM/10ML PO SUSP ,$46.20 
SUCT KAMVAC MINI CUR5300-20500,$216.66 
SUCTION 4.6MM 50 DEG 72290004,"$2,970.00 "
SUCTION ASSEMBLIES (AAL'S),$54.00 
SUCTION CAUTERY  VALLEY LAB 10,$36.90 
SUCTION DEVICE KURTIS 3.5MM,$71.58 
SUCTION DEVISE KURTIS 3.0MM,$51.48 
SUCTION DLP CARDIAC 6,$81.12 
SUCTION IRRIGATOR 8MM 480299,"$1,590.00 "
SUCTION LINER 5450-850-002,$212.82 
SUFENTANIL CITRATE 100 MCG/2ML IV SOLN ,$46.11 
SUFENTANIL CITRATE 50 MCG/ML IV SOLN ,$42.00 
SUGAMMADEX SODIUM 500 MG/5ML IV SOLN ,"$1,116.91 "
SULFACETAMIDE SODIUM 10 % OP SOLN ,$261.63 
SULFACETAMIDE-PREDNISOLONE 10-0.2 % OP OINT ,$735.51 
SULFADIAZINE 500 MG PO TABS ,$12.25 
SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP ,$12.25 
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS ,$12.25 
SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS ,$12.25 
SULFANILAMIDE 15 % VA CREA ,$949.78 
SULFASALAZINE 500 MG PO TABS ,$12.25 
SULINDAC 200 MG PO TABS ,$12.25 
SUM PRESSFIT SZ4 1570-05-100,"$3,579.03 "
SUMATRIPTAN SUCCINATE 25 MG PO TABS ,$12.25 
SUMATRIPTAN SUCCINATE 6 MG/0.5ML SC SOLN ,$68.65 
SUMMIT PRESSFIT #5 1570-05-110,"$3,579.03 "
SUNITINIB MALATE 25 MG PO CAPS ,"$1,037.00 "
SUPPORT MAMMARY 1 PETITE,$282.48 
SUPPORT MAMMARY 2 SMALL,$282.48 
SUPPORT MAMMARY 3 MED,$282.48 
SUPPORT MAMMARY 4 LG,$282.48 
SUPPORT MAMMARY 5 X-LG,$282.48 
SURE STEP 16 FR FOLEY CATH TRAY W/SL,$96.36 
SURE STEP 16 FR FOLEY CATH TRAY W/SL,$96.36 
SURE STEP 18 FR FOLEY CATH TRAY W/ SL,$96.60 
SURE STEP FOLEY CATH TRAY W/ SL 16 FR - SILICONE,$110.16 
SURE STEP TEMP SEN UM FOLEY CATH TRAY S/ SL 18 FR,$181.56 
SURE STEP TEMP SEN UM FOLEY CATH TRAY W/ SL 16 FR,$201.12 
SURE STEP TEMP SEN UM FOLEY CATH TRAY W/SL 16FR,$190.62 
SURE STEP UM CATH TRAY W/ SL 16 FR,$125.04 
SURE STEP UM CATH TRAY W/ SL 18 FR,$125.04 
SURGICEL 2X3 1953,$244.02 
SURGICEL 4X8 1952,$445.56 
SURGICEL NU-KNIT 3X4 1943,$396.90 
SURGIDAC SIZE 0 USP 48 GREEN ON SK NEEDLE,$148.14 
SURGIWRAP 100X130 27202-01,"$1,344.00 "
SUSPEND FASCIA 2X7 93-7227,"$3,600.00 "
SUSPEND FASCIA 4X12 93-7412,"$6,125.00 "
SUSPEND FASCIA 4X7 93-7201,"$5,490.00 "
SUSPENSORY LARGE SWIMMER 201255,$55.68 
SUSPENSORY MEDIUM SWIMMER 206931,$38.82 
SUSPENSORY SMALL SWIMMER,$42.42 
SUSPENSORY X-LARGE,$58.02 
SUT STRATAFIX 2-0 MH SXPD2B412,$123.60 
SUT STRATAFIX 2-0 SXPD2B407,$150.12 
SUT STRATAFIX 3-0 SXMD2B410,$122.82 
SUT STRATAFIX 3-0 SXMD2B412,$132.66 
SUT STRATAFIX 4 PS2 SXMP1B117,$97.50 
SUT STRATAFIX 4 PS2 SXMP1B119,$99.36 
SUT STRATAFIX 4-0 SXMD2B409,$134.88 
SUT STRATAFIX CT1 SXPP1B455,$153.54 
SUT STRATAFIX D 0 CT1 SXPP1A401,$124.50 
SUT STRATAFIX D 1 CT1 SXPP1A404,$130.74 
SUT STRATAFIX PDO SXPD2B202,$119.94 
SUTURE #2 PDO RA-1033Q,$145.74 
SUTURE 0 BL GS21 18 VLOCN0326,$182.94 
SUTURE 0 CETERIX CTX-S002-38,$360.00 
SUTURE 0 SURGIDAC 170043,$823.74 
SUTURE 2.0 CARDIOXYL 73P30AG,$547.02 
SUTURE 2-0 CARDIOXYL 73P30V,$547.02 
SUTURE 2-0 MONOGLIDE 021030,$192.00 
SUTURE 2-0 NOVO STITCH PLUS,$225.00 
SUTURE ANCHOR AR-1934PS,"$1,440.00 "
SUTURE ANCHOR CORKSCREW AR-1920SNF,"$1,260.00 "
SUTURE ASSISTANT SW100,"$1,303.26 "
SUTURE ASSISTANT SW110,$265.68 
SUTURE BRAIDED AR-7200 ARTHREX,$132.00 
SUTURE BRIDGE RETENTION RSB5,$35.70 
SUTURE BUTTON AR-8922,$858.00 
SUTURE BUTTON PERCHIK STERILE,$93.00 
SUTURE CAPIO PDS 833-137,$230.16 
SUTURE CAPIO PROLENE 833-124,$230.16 
SUTURE CAPIO VICRYL 48 833-213,$230.16 
SUTURE CHROMIC (0) CT-2 884H,$67.26 
SUTURE CHROMIC (6-0) PS 3 1635G,$41.04 
SUTURE CHROMIC 0 BP 27 47T,$68.88 
SUTURE CHROMIC 0 ENDOLOOP SGL1,$134.28 
SUTURE CHROMIC 4-0 P3 1654G,$39.30 
SUTURE CHROMIC 5-0 P3 687G,$40.20 
SUTURE CHROMIC 6-0 G1 796G,$55.62 
SUTURE CHROMIC 7-0 TG 1744G,$147.54 
SUTURE DEK 1 KC-6 X-1404,$37.74 
SUTURE DIAMOND 2-0 RA-1028Q,$139.26 
SUTURE DIGITEX 52026,$195.00 
SUTURE ETHIBOND 0 CTX/CR CX31D,$75.18 
SUTURE ETHIBOND 0 ENDOKN EX10G,$326.70 
SUTURE ETHIBOND 0 MO6/CR CX45,$88.56 
SUTURE ETHIBOND 0 UR5 D7560,$177.06 
SUTURE ETHIBOND 1 CTX/CR CX30D,$74.28 
SUTURE ETHIBOND 2 V37 CR MX96G,$102.24 
SUTURE ETHIBOND 2-0 36' MX823,$66.06 
SUTURE ETHIBOND 2-0 SH2 PX82H,$39.96 
SUTURE ETHIBOND 2-0 V5DA X917,$38.10 
SUTURE ETHIBOND 3-0 V5 X916H,$37.92 
SUTURE ETHIBOND 5 V40 CR MB46G,$113.76 
SUTURE ETHIBOND 5-0 RB1 X556H,$31.20 
SUTURE ETHIL 10-0 BV130-3 2820G,$113.34 
SUTURE ETHIL 8-0 BV130-3 2822G,$102.54 
SUTURE ETHIL 8-0 BV130-4 2815G,$93.84 
SUTURE ETHIL 8-0 BV130-5 2808G,$101.70 
SUTURE ETHIL 8-0 TG1758 1716G,$84.66 
SUTURE ETHIL 9-0 BV130-4 2813G,$102.54 
SUTURE ETHIL 9-0 BV130-5 2809G,$101.70 
SUTURE GORE CV2 THX-26 2N05A,$130.02 
SUTURE GORE CV2 THX-36 2N08A,$168.00 
SUTURE GORE CV3 PT-17 3N14A,$148.02 
SUTURE GORE CV3 TH-26 3N07A,$154.02 
SUTURE GORE CV4 PT-17 4N10,$124.98 
SUTURE GORE CV5 TH-13 30 5M12A,$130.98 
SUTURE GORE CV5 TT-13 30 5M02A,$124.50 
SUTURE GORE CV6 TH-13 6M12A,$154.98 
SUTURE GORE CV6 TT-9 24 6K02A,$162.00 
SUTURE GORE CV7 TT-9 7K02A,$155.52 
SUTURE KIT AR-7214,$534.00 
SUTURE LASSO 25 TIGHT CURVE LT,$840.00 
SUTURE LASSO 25 TIGHT CURVE RT,$840.00 
SUTURE LASSO 45L AR-4068-45L,$840.00 
SUTURE LASSO 45R-4068-45R,$840.00 
SUTURE LASSO 90 W/ WIRE LOOP,$780.00 
SUTURE LASSO AR-4068-05SD,$168.00 
SUTURE LASSO AR-4068-90,$840.00 
SUTURE LASSO BANANA AR-4065B,"$1,116.00 "
SUTURE LOADS  FERRULE 021030,$192.00 
SUTURE MERSIL 4-0R B1DA D3909,$310.26 
SUTURE MERSIL 5MM CTX RS22,$200.76 
SUTURE MONO 4-0 PS2 MCP426H,$44.34 
SUTURE MONO D 0 CT1 Y740D,$91.26 
SUTURE MONO U 1 MO5 D9925,$195.06 
SUTURE MONO U 3-0 PS1 MCP936H,$46.80 
SUTURE MONO U 3-0 PS2 MCP427H,$43.86 
SUTURE MONO U 4-0 P3 MCP494G,$46.08 
SUTURE MONO U 4-0 PC3 MCP845G,$46.08 
SUTURE MONO U 4-0 PS1 MCP682H,$46.08 
SUTURE MONO U 4-0 PS2 MCP496G,$43.14 
SUTURE MONO U 5-0 P3 MCP493G,$46.80 
SUTURE MONO U 5-0 PS2 MCP495G,$43.80 
SUTURE MONO U 6-0 18 P3 Y492G,$30.96 
SUTURE NUROLON 0 CT1/CR C521D,$35.52 
SUTURE NUROLON 0 MO7/CR C541D,$81.60 
SUTURE NUROLON 1 CT1/CR C520D,$36.54 
SUTURE NUROLON 2-0 MO7/CR,$41.82 
SUTURE NUROLON 2-0SH/CR C512D,$78.84 
SUTURE NUROLON 3.5 CT-1 5424H,$30.66 
SUTURE NUROLON 4-0 TF/CR C584D,$100.02 
SUTURE ON-X CHORD CXL-20-1838-12MM,"$3,000.00 "
SUTURE ON-X CHORD CXL-20-1838-16MM,"$3,000.00 "
SUTURE ON-X CHORD CXL-20-1838-20MM,"$3,000.00 "
SUTURE ON-X CHORD CXL-20-1838-24MM,"$3,000.00 "
SUTURE PASSER CETERIX CTX-A002,"$3,000.00 "
SUTURE PASSER SPECTRUM C6400,"$1,219.56 "
SUTURE PDO 0 RA-1029Q,$145.74 
SUTURE PDO 0 RA-1067Q,$115.26 
SUTURE PDO 2 RX-1066Q,$120.30 
SUTURE PDS 0 ENDO LOOP EZ10G,$423.48 
SUTURE PDS 0 TP1 PDP991G,$43.68 
SUTURE PDS 3-0 PS-2 18 PDP497G,$41.22 
SUTURE PDS 5-0 PS2 18  PDP495G,$44.16 
SUTURE PDS D 1 CTX/CR 18 Z765D,$122.16 
SUTURE PDS D 1 TP1 54  PDP879G,$33.96 
SUTURE PDS D 1 TP1 96  PDP880G,$38.34 
SUTURE PDS D 3-0 SH/CR 18 Z774D,$132.06 
SUTURE PDS D 6-0 RB2 PDP149H,$48.06 
SUTURE PDS U 4-0 P3 18 PDP494G,$41.52 
SUTURE PDS U 4-0 PS2 18 PDP496G,$44.58 
SUTURE PDS U 5-0 P3 18 PDP493G,$44.58 
SUTURE PERFECT PASSER EBRAID,"$1,027.08 "
SUTURE PERFECT PASSER WHITE,"$1,027.08 "
SUTURE PERFECTPASSER OM-8177,"$1,027.08 "
SUTURE PL.5-0 PS-3 8 1626G *FA,$40.38 
SUTURE PLAIN 4-0 P3 1644G,$48.60 
SUTURE PLAIN 4-0 PS2 27 1627H,$40.92 
SUTURE PLAIN 5-0 G3 18 772G,$120.90 
SUTURE PLAIN 5-0 PC1 1915G,$43.44 
SUTURE PLAIN 6-0 G1 18 774G,$55.62 
SUTURE PLAIN 6-0 PC1 18 1916G,$43.44 
SUTURE PROL 0 TP1 60 D5093,$270.06 
SUTURE PROL 1 XLH 30 8190G,$48.90 
SUTURE PROL 2 CT D4786,$163.80 
SUTURE PROL 2-0 MH 8843H,$38.22 
SUTURE PROL 2-0 SH DA 8523H,$39.36 
SUTURE PROL 2-0 V7 DA 8977,$43.14 
SUTURE PROL 3-0 HS5 9556H,$57.54 
SUTURE PROL 3-0 MH/DA 8842H,$38.22 
SUTURE PROL 3-0 PS1 8663G,$36.84 
SUTURE PROL 3-0 RB1/DA 8558,$33.06 
SUTURE PROL 3-0 SH/DA 8522H,$39.06 
SUTURE PROL 3-0 V7/DA 8976,$50.22 
SUTURE PROL 4-0 HS6 C1 DA 9706,$159.06 
SUTURE PROL 4-0 P3 8699G,$37.80 
SUTURE PROL 4-0 PC3 8634G,$40.08 
SUTURE PROL 4-0 PS2 8682H,$37.50 
SUTURE PROL 4-0 RB1/DA 8557,$39.54 
SUTURE PROL 4-0 SH/DA 8521H,$39.48 
SUTURE PROL 4-0 V5 8935H,$42.66 
SUTURE PROL 5-0 C1 DA 8720,$99.54 
SUTURE PROL 5-0 HS7 BV1 DA 9702,$160.74 
SUTURE PROL 5-0 P3 8698G,$32.82 
SUTURE PROL 5-0 PC1 8618G,$32.70 
SUTURE PROL 5-0 PC3 8635G,$32.70 
SUTURE PROL 5-0 PS2 8686G,$30.42 
SUTURE PROL 5-0 RB1 DA 8556H,$40.14 
SUTURE PROL 5-0 V5 8934H,$45.00 
SUTURE PROL 6-0 BV1/DA 8805H,$118.38 
SUTURE PROL 6-0 C1DA 8706H,$104.52 
SUTURE PROL 6-0 C1DA 8726H,$104.52 
SUTURE PROL 6-0 P3 8695G,$40.80 
SUTURE PROL 7-0 BV1/DA 8702,$122.46 
SUTURE PROL 7-0 C1/DA 8800,$104.88 
SUTURE PROL 7-0 P1 8696G,$41.10 
SUTURE PROL BV130-5  EP8732H,$199.62 
SUTURE PROLENE 0 DA D6497,$220.02 
SUTURE PROLENE 0 ENS D8529,$282.60 
SUTURE PROLENE 0 V-7 36  8978H,$44.28 
SUTURE PROLENE 6-0 BV1 8305H,$117.06 
SUTURE PROLENE 6-0 C-1 ERPOINT EP8706H,$107.40 
SUTURE PROLENE 6-0 P-1 8697G,$40.50 
SUTURE PROLENE 7-0 BV 175-6 EVERPOINT,$198.18 
SUTURE PROLENE 7-0 BV-175-6,$172.32 
SUTURE PROLENE 8-0 BV-130-5,$172.32 
SUTURE QUILL 4-0 RA-1012Q,$64.56 
SUTURE QUILL D PDO RA-1065Q,$120.30 
SUTURE QUILL MONO 2-0 YA-2024Q,$120.30 
SUTURE QUILL PDO 0 RA-1067Q,$115.26 
SUTURE QUILL PDO 2 RX-1066Q,$120.30 
SUTURE QUILL PRICISION 3-0 YA-2021Q,$159.12 
SUTURE QUILL PRICISION 3-0 YA-2023Q,$120.30 
SUTURE QUILL SRS RX1069Q,$278.10 
SUTURE RELOAD 0 180 VLOCA008L,$607.62 
SUTURE RELOAD 2-0 10MM V-LOC180,$607.62 
SUTURE RETRIVER 9892 LINVATEC,$35.16 
SUTURE SILK 0 CT1/CR 18,$59.70 
SUTURE SILK 0 MO7/CR 18 C041D,$69.72 
SUTURE SILK 2-0 CT1/CR C022D,$59.34 
SUTURE SILK 2-0 CT2 18 CR C026D,$60.18 
SUTURE SILK 2-0 EN-S D7793,$403.14 
SUTURE SILK 2-0 SH/CR 18,$58.14 
SUTURE SILK 2-0 SH/CR 18 C012D,$58.14 
SUTURE SILK 2-0 SH/CR 30 C016D,$65.28 
SUTURE SILK 3-0 SH/CR 18 C013D,$57.78 
SUTURE SILK 3-0 SH/CR 30 C017D,$64.44 
SUTURE SILK 4-0 SH/CR 18 C014D,$57.90 
SUTURE SILK 6-0 G1 18 780G,$56.64 
SUTURE SILK 6-0 G-718 765G *FA,$51.72 
SUTURE SILK 6-0 S-14 18  1780G,$52.50 
SUTURE SILK 7-0 BV1 18 K809H,$81.54 
SUTURE SOFSILK 1 30  CS745,$48.36 
SUTURE SS CABLE BLUNT 402-618,"$1,510.80 "
SUTURE STEEL #4 V-40 M-651G,$101.46 
SUTURE SURGIDAC 173024,$331.38 
SUTURE TAK MINI AR-1322DSC,"$1,050.00 "
SUTURE TICRON 1 GS-25 18,$149.88 
SUTURE TI-CRON 2 KV-37 3147-83,$320.10 
SUTURE TICRON 2 T-56 3113-81,$62.70 
SUTURE TICRON 2-0 CV-305 36,$76.92 
SUTURE TICRON 3-0 CV-305 3256-41,$101.52 
SUTURE VIC D 0 CT2CR VCP727D,$86.34 
SUTURE VIC D 0 MO4 CR VCP701D,$113.46 
SUTURE VIC D 1 CTX CR VCP765D,$86.10 
SUTURE VIC D 1 MO4 CR VCP702D,$113.64 
SUTURE VIC D 2-0 CT2/CR VCP726D,$83.94 
SUTURE VIC D 2-0 MO4 18 VCP700D,$113.46 
SUTURE VIC D 2-0 SH/CR VCP785D,$86.58 
SUTURE VIC D 3-0 SH/CR VCP784D,$85.62 
SUTURE VIC D 3-0 X1 CR VCP790D,$94.44 
SUTURE VIC D 4-0 SH/CR27 J783,$74.28 
SUTURE VIC D 6-0 G6 18 J551G,$76.50 
SUTURE VIC U 0 CT1 CR 18 VCP840D,$86.70 
SUTURE VIC U 0 CT1/CR VCPP41D,$88.92 
SUTURE VIC U 0 CTB1 CR VCPB840D,$108.36 
SUTURE VIC U 0 CTX CR\8 VCP724D,$86.10 
SUTURE VIC U 0 TIES VCP112G,$37.68 
SUTURE VIC U 1 CTXB CR VCPB725D,$107.64 
SUTURE VIC U 1 TIES 18 J113T,$33.06 
SUTURE VIC U 2-0 CP2/CR VCP762D,$105.24 
SUTURE VIC U 2-0 CT1 CR VCPP42,$82.26 
SUTURE VIC U 2-0 TIE VCP111G,$64.44 
SUTURE VIC U 2-0 VCP839D,$84.42 
SUTURE VIC U 3-0 CP2CR VCP761D,$107.76 
SUTURE VIC U 3-0 CT1 VCP838D,$86.10 
SUTURE VIC U 3-0 SH/CR VCP864D,$86.88 
SUTURE VIC U 3-0 TIE VCP110G,$63.18 
SUTURE VIC U 3-0 UR6 D7102,$273.06 
SUTURE VIC U 4-0 P3 VCP494G,$33.00 
SUTURE VIC U 4-0 PS2 VCP426H,$30.60 
SUTURE VIC U 4-0 RB1/CR VCP714D,$100.38 
SUTURE VIC U 5-0 P3 VCP493H,$33.30 
SUTURE VIC U 6-0 S14 18 J670G,$74.34 
SUTURE VICRYL #2 TP-1 MULTI,$93.48 
SUTURE VICRYL (7-0) TG160-8 J546G,$96.24 
SUTURE VICRYL 0 ENDOLOOP EJ10G,$423.48 
SUTURE VICRYL 3-0SH/CR,$86.88 
SUTURE VICRYL ENDOKNOT JK10G,$326.70 
SUTURE V-LOC 0 BL GS21 VLOCN0306,$277.20 
SUTURE V-LOC 2-0 GS-21 VLOCL0315,$188.10 
SUTURE V-LOC 3-0 V20 VLOCM0644,$179.16 
SUTURE V-LOC CV-23 3-0 9 VLOCM844,$179.16 
SUTURE WIRE #6 V-40 M649G,$91.86 
SUTURE WIRE 4-0 W/BUTTON 539G,$49.02 
SUTURE WIRE MAGNUM OM-9054,$464.40 
SUTURE WIRE STEEL 18G DS-18,$45.84 
SUTURE WIRE STEEL 20G DS-20,$54.00 
SUTURE WIRE STEEL 22G DS-22*FA,$50.34 
SUTURE WIRE STEEL 24GA DS24,$42.48 
SUTURE WIRE STEEL 25G DS-25,$50.82 
SUTURE WIRE STEEL 26GA DS-26,$51.84 
SUTURE WIRE STEEL 28GA DS-28,$56.64 
SUTURELASSO CRESENT AR-4068C,$840.00 
SUTURELASSO RT AR-4068-90R,$840.00 
SUVOREXANT 10 MG PO TABS ,$66.96 
SVO2/CCO HEP SWAN 746HF8,"$1,440.00 "
SVO2/CCO NON HEP SWAN 746F8,"$1,440.00 "
SWAN,$304.26 
SWIVELOCK BIO-COMP 3.5X14.8MM AR-2325BCC,"$2,400.00 "
SWIVELOCK BIOCOMPOSITE 5.5 AR-2323BCC,"$2,400.00 "
SYNCHRO 10 GUIDEWIRES,"$3,030.00 "
SYNCHRO 14 GUIDEWIRES,"$2,550.00 "
SYNCHRO 14 GUIDEWIRES,"$3,240.00 "
SYNCHRO 14 GUIDEWIRES,"$3,240.00 "
SYNCHRO 14 GUIDEWIRES 300X35,"$2,550.00 "
SYNCHRO 14 GUIDEWIRES 300X45,"$2,550.00 "
SYRINGE 60CC AND GAUGE 5060,$182.04 
SYRINGE ACP ABS-10010S,"$1,200.00 "
SYRINGE DURASPHERE 1ML 890-215,"$1,410.00 "
SYRINGE INFLATION ATRION 40CC,$432.00 
SYRINGE MRI INJECTOR 65ML 115ML,$87.00 
SYRINGE POWER 200ML ANGIO DISP F/MEDRAD,$31.08 
SYRINGE PRE-FILLED 241-296,"$6,646.99 "
SYSTEM AQUASHIELD CO2 00711541,$66.00 
SYSTEM BALLOON DILAT BC1040A,"$5,004.00 "
SYSTEM BALLOON DILAT BC1440A,"$5,004.00 "
SYSTEM BALLOON DILATION BC1640A,"$5,004.00 "
SYSTEM BRAIN ACCESS VIEWSITE TC211505,"$4,170.00 "
SYSTEM DIGITEX DELIVERY 52025,"$2,242.50 "
SYSTEM ENDOANCHOR SA-85,"$16,625.00 "
SYSTEM ENEMA SUPER XL,$124.56 
SYSTEM FLUID MANAGEMENT,$55.50 
SYSTEM INTRODUCER T34A,"$3,797.50 "
SYSTEM LAP ALEXIS W/ KII FIOS C8701,$600.00 
SYSTEM LOADING ENVEO,"$2,340.00 "
SYSTEM LOADING ENVEO USED WITH EVOLUT PRO 26 AND 29MM VALVES,"$2,340.00 "
SYSTEM LOADING L-ENVPRO-14-US,"$2,340.00 "
SYSTEM LOADING LS-ENVEOR 23 US,"$2,340.00 "
SYSTEM LOADING LS-ENVEOR 34 US,"$2,340.00 "
SYSTEM OCLUDER OCL18US,"$8,111.25 "
SYSTEM PREVENA PLUS PRE4001US,"$3,900.00 "
SYSTEM TRANSFEMORAL ACCESS STFI-1825,"$3,450.00 "
SYSTEM VENAPAX VESSEO HARVESTING 5273,"$5,970.00 "
T TUBE DAVOL 10FR 10015,$78.00 
T TUBE DAVOL 12 FR 10016,$87.36 
T TUBE DAVOL 14FR 10017,$82.98 
T TUBE DAVOL 16FR 010018,$78.00 
T TUBE DAVOL 18FR 10019,$78.00 
T TUBE DAVOL 8FR 10014,$78.00 
T TUBE GOODE 10-16010,$266.76 
TACKER ABSORB SHORT ABSTACK20S,"$3,323.16 "
TACKER ABSTACK30X,"$3,856.80 "
TACROLIMUS 0.1 % EX OINT ,$707.40 
TACROLIMUS 0.5 MG PO CAPS ,$12.25 
TACROLIMUS 1 MG PO CAPS ,$12.25 
TALAR COMP SZ 3 ANKLE 1404-03-050,"$9,473.87 "
TALAR FIT 10MM,"$7,345.80 "
TALAR FIT 9MM 340-002-SP,"$7,345.80 "
TALAR LP 1404-02-000,"$9,473.87 "
TALAR LP SZ 2 1404-02-050,"$11,916.80 "
TALC 4 G PL AERP ,$861.48 
TALC 4 G PL POWD ,$898.80 
TALOR COMP SMALL RIGHT,"$15,785.00 "
TALUS RT XS 400-252,"$15,785.00 "
TAMOXIFEN CITRATE 10 MG PO TABS ,$24.50 
TAMSULOSIN HCL 0.4 MG PO CAPS ,$12.25 
TAP 1.5 SYNTHES 311.15,$894.00 
TAP 2.0 SCREW 311.19,$894.00 
TAP 2.7 LONG MS-LTT27,"$1,824.00 "
TAP 3.5 311.32,"$1,050.00 "
TAP 3.5 4811-175-35,$970.86 
TAP 3.5 LONG MS-LTT35,"$1,824.00 "
TAP 311.349,$895.50 
TAP 4.0 311.34,"$1,050.00 "
TAP 4.0 311.402,"$1,129.50 "
TAP 4.0 CANNULATED 311.63 SYN,"$4,134.00 "
TAP 4.5 311.46 SYNTHES,"$1,035.96 "
TAP ACUTWIST  AN-NG30,"$1,398.00 "
TAP ACUTWIST AI-NG30,"$1,398.00 "
TAP BONE    5.5MM     AR-8956C-55T,"$1,050.00 "
TAP BONE CANN 4.5MM AR-8956C-45T,"$1,050.00 "
TAP CANN 3.5 311.39,"$3,887.76 "
TAP CANN 4.5 311.59,"$4,170.00 "
TAP JONES 4.5MM 56014500,$774.00 
TAP JONES 5.5MM 56015500,$774.00 
TAP QC FOR 2.7 4811-100-27,$468.60 
TAP QC FOR 3.5 4811-110-35,$413.04 
TAP QC FOR 4.0 4811-110-40,$454.98 
TAP SYNTHES 6.5 SCREW 311.66,"$2,334.00 "
TAPE GLOW-N-TELL MINI 1100-20,$359.10 
TAPE SHOOT N SEE RADIOPAQUE,$168.00 
TAPENTADOL HCL 50 MG PO TABS ,$32.07 
TAPENTADOL HCL ER 50 MG PO TB12 ,$37.79 
TAPER ASSEMBLE 135 1130-02-000,"$1,071.06 "
TAPER POST 11MM PX11-0128-W,"$3,816.00 "
TAPER POST 9095-0018,"$2,370.00 "
TAPERED SPACER 12/14 3MM 1363-08-000,$848.04 
TAZAROTENE 0.1 % EX CREA ,"$3,557.90 "
TC99M MAA ,$714.55 
TECHNETIUM TC 99M BICISATE IV KIT ,"$2,366.84 "
TECHNETIUM TC 99M SESTAMIBI ,$213.98 
TECHNETIUM TC 99M TETROFOSMIN IV KIT ,$291.02 
TECHNICAL SUPPORT PROSTATE,"$6,000.00 "
TEE PROBE COVER,$86.82 
TELMISARTAN 40 MG PO TABS ,$12.25 
TELMISARTAN 80 MG PO TABS ,$12.25 
TEMAZEPAM 15 MG PO CAPS ,$12.25 
TEMAZEPAM 7.5 MG PO CAPS ,$18.90 
TEMPORARY FIXATION PIN,$769.50 
TEMSIROLIMUS 25 MG/ML IV SOLN ,"$4,473.89 "
TENDON ACHILLIES W/BONE 130200,"$7,368.48 "
TENDON ANTERIAL TIBIALUS,"$6,600.93 "
TENDON QUAD W\BONE 430700,"$6,742.40 "
TENDON TIBIALIS 430340,"$5,833.38 "
TENECTEPLASE 50 MG IV KIT ,"$21,483.78 "
TENFUSE FUSION INST KIT TFF-KIT,$750.00 
TENODESIS KIT AR-1676DS,"$1,170.00 "
TENOFOVIR DISOPROXIL FUMARATE 300 MG PO TABS ,$12.25 
TENOGLIDE 2X2 TG221,"$7,638.75 "
TENSIX DBM CRUSH MIX 2.5CC PHG-02C,"$2,970.00 "
