HOSPITAL,DESCRIPTION, STD CHARGE 
UPMC PINNACLE MEMORIAL,SUTURE ETHILON BLACK REVERSE CUTTING 10-0 CSC-6 6,$110.36 
UPMC PINNACLE MEMORIAL,ROD FIXATION EXTERNAL CARBON FIBER 11X400MM,"$1,357.10 "
UPMC PINNACLE MEMORIAL,BLADE SHAVER BURR OVAL COOLCUT 5.0MM X 13CM,$295.00 
UPMC PINNACLE MEMORIAL,MESH FLAT SHEET 3 X 6,$180.00 
UPMC PINNACLE MEMORIAL,CATHETER CENTRAL VENOUS TRIPLE LUMEN POWERLINE 6FR,"$1,125.00 "
UPMC PINNACLE MEMORIAL,STAPLER UNIVERSAL ENDO GIA ULTRA STD 12MM,$332.52 
UPMC PINNACLE MEMORIAL,STAPLE ARTICULATING TRI-STAPLE EGIA PURPLE MED 45MM,$870.85 
UPMC PINNACLE MEMORIAL,STAPLE ARTICULATING TRI-STAPLE EGIA PURPLE MED 60MM,"$1,140.08 "
UPMC PINNACLE MEMORIAL,STAPLE ARTICULATING TRI-STAPLE EGIA TAN MED 45MM,$838.80 
UPMC PINNACLE MEMORIAL,STAPLE ARTICULATING TRI-STAPLE EGIA TAN MED 60MM,"$1,097.10 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE PERIPHERAL FIXED CORE CURVED 0.021 X 145CM,$102.50 
UPMC PINNACLE MEMORIAL,STENT VASCULAR SELF-EXPANDING ABSOLUTE PRO 6MM X 20MM X 135CM,"$3,500.00 "
UPMC PINNACLE MEMORIAL,STENT VASCULAR SELF-EXPANDING ABSOLUTE PRO 10MM X 40MM X 135CM,"$3,500.00 "
UPMC PINNACLE MEMORIAL,SHEATH GUIDE FLEXOR SHUTTLE 2.2MM X 90CM X 6FR,$775.00 
UPMC PINNACLE MEMORIAL,INTRODUCER GUIDING CHECK FLO HEMOSTASIS VALVE FLEXOR RAABE 55CM 6FR,$325.00 
UPMC PINNACLE MEMORIAL,SI ROBOTIC CAMERA CANNULA SEAL 8.5-13MM,$200.00 
UPMC PINNACLE MEMORIAL,INTRODUCER GUIDING ANSEL DOUBLE RENAL TIP W-CHECK FLO VALVE FLEXOR 45CM 5FR,$375.00 
UPMC PINNACLE MEMORIAL,CATHETER BALLOON SPRINTER LEGEND RX BALLOON 1.25X10MM 14X142CM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 1.5MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 1.5MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 1.5MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 2.0MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 2.0MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 2.0MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK RX 2.0MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 2.5MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 2.5MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 2.5MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 2.5MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 3.0MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 3.0MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 3.0MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 3.0MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION TREK RX 3.5MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3.5 LT CURVE LAUNCHER 100CM 5FR,$200.00 
UPMC PINNACLE MEMORIAL,BLADE STRAIGHT DOUBLE BEVEL SHARP ALL AROUND BLUE,$51.49 
UPMC PINNACLE MEMORIAL,SEALER BLUNT TIP LAPAROSCOPIC LIGASURE 37CM,"$2,303.50 "
UPMC PINNACLE MEMORIAL,CATHETER BALLOON ARMADA 14 PTA 2.0MMX120MMX150CM,$800.00 
UPMC PINNACLE MEMORIAL,CATHETER BALLOON ARMADA 14 PTA 2.0MMX200MMX150CM,$800.00 
UPMC PINNACLE MEMORIAL,CATHETER ASPIRATION EXPORT AP 6FR,"$2,000.00 "
UPMC PINNACLE MEMORIAL,CANISTER SENSATRAC TUBING CLAMP CONNECTOR INFOVAC W-GEL 500ML,$273.14 
UPMC PINNACLE MEMORIAL,PACK TOTAL KNEE ACCESSORY,$212.89 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 2.25MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 2.5MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.0MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.0MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.0MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.0MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.5MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.5MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.5MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.5MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 4.0MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 4.0MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 4.0MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 4.5MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 4.5MM X 20MM,$550.00 
UPMC PINNACLE MEMORIAL,PUMP TUBE SET TUMESCENT CLOSUREFAST 4M,$63.95 
UPMC PINNACLE MEMORIAL,INTRODUCER MICRO NEEDLE 7CM 7FR,$152.50 
UPMC PINNACLE MEMORIAL,CATHETER CROSSER S6 154CM,"$8,775.00 "
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3 LG LUMEN LAUNCHER 100CM 5FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3.5 LAUNCHER 100CM 5FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE HOCKEY STICK 1 LAUNCHER 100CM 5FR,$200.00 
UPMC PINNACLE MEMORIAL,PLATE LCP CONDY CRV 4.5 10H-R,"$7,749.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR CONTROLWIRE 0.018 X 300CM,$435.00 
UPMC PINNACLE MEMORIAL,35MM LCP HOOK PLATE 3 HOLE,"$2,501.00 "
UPMC PINNACLE MEMORIAL,CATHETER ELECTROHEMOSTASIS GOLD PROBE 2.8MM X 300CM X 7FR,"$1,490.00 "
UPMC PINNACLE MEMORIAL,SCREW CANNULATED LOCK 5X105,$963.50 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE 3D RT CURVE LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,SCREW CANNULATED,"$1,426.80 "
UPMC PINNACLE MEMORIAL,CATHETER ELECTROHEMOSTASIS INJECTION GOLD PROBE 2.8MM X 210CM X 7FR,"$2,150.00 "
UPMC PINNACLE MEMORIAL,CATHETER GUIDE AMPLATZ LT 1 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE AMPLATZ LT 1 SIDE HOLE LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE AMPLATZ RT 2 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,42MM THREEFLUTED DRILL BIT QCNEEDLE POINT145MMSTERILE,$822.50 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE AMPLATZ RT 2 SIDE HOLE LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3.5 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3.75 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 4 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS LT 3.5 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS LT 4 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE DRILL TIP 2.5MM X 200MM,$313.65 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS RT 4 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS RT 4 SIDE HOLE LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS RT 5 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE MULTIPURPOSE TIP 1 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE MULTIPURPOSE 1 LAUNCHER 100CM 6FR,$200.00 
UPMC PINNACLE MEMORIAL,SUTURE ETHIBOND EXCEL GREEN TAPERCUT 2 V-37 30,$93.05 
UPMC PINNACLE MEMORIAL,SUTURE ANCHOR PEEKSWIV,"$1,775.00 "
UPMC PINNACLE MEMORIAL,SHEATH CLASSIC ORANGE 13CM X 7FR,$153.00 
UPMC PINNACLE MEMORIAL,SHEATH CLASSIC BLACK 13CM X 9FR,$140.00 
UPMC PINNACLE MEMORIAL,DECOMPRESSION SET COLON 175CM X 14FR,$590.00 
UPMC PINNACLE MEMORIAL,SUTURE #2 FIBERWIRE 38 265 MM 2 STRANDS TAPERED NEEDLE,$240.00 
UPMC PINNACLE MEMORIAL,BLADE SHAVER DISSECTOR COOLCUT 4.0MM X 13CM,$295.00 
UPMC PINNACLE MEMORIAL,BLADE SHAVER EXCALIBUR COOLCUT 4.0MM X 13CM,$295.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT CHOICE PT FLOPPY 0.014 X 300CM,$375.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE EXTRA BACKUP 3.5 LAUNCHER 100CM 7FR,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE STRAIGHT OTW LG LUMEN DOUBLE BRAID GLIDECATH 100CM 4FR,$253.25 
UPMC PINNACLE MEMORIAL,CATHETER DIAGNOSTIC BERENSTEIN IMPRESS 100CM 4FR,$180.25 
UPMC PINNACLE MEMORIAL,SCREW 45MM CORTEX SELFTAPPING 36MM,$106.60 
UPMC PINNACLE MEMORIAL,PAD DEFIBRILLATOR LG CONDUCTIVE SURFACE,$60.00 
UPMC PINNACLE MEMORIAL,CATHETER GUIDE JUDKINS RT 4 LAUNCHER 100CM 7FR,$200.00 
UPMC PINNACLE MEMORIAL,SYSTEM ANTIFOG VISUALIZATION CLEARIFY,$205.00 
UPMC PINNACLE MEMORIAL,DRILL PIN TROCAR HEADLESS 3.2X75MM,"$1,759.90 "
UPMC PINNACLE MEMORIAL,SNARE POLYPECTOMY SMALL OVAL FLEXIBLE 13MM LOOP 1.9MMX240CM,$99.00 
UPMC PINNACLE MEMORIAL,STENT CORONARY DRUG ELUTING RESOLUTE ONYX ,"$5,500.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI SION .014X300CM,$135.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE NICORE NITINOL .035 STIFF ANGLED 3CM TIP 150CM,$195.95 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 14.5,$730.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 15.5,$702.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 16.0,$696.67 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 20.0,$720.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 26.0,$710.00 
UPMC PINNACLE MEMORIAL,ISOLATION DRAPE,$203.87 
UPMC PINNACLE MEMORIAL,LAP PACK,$72.54 
UPMC PINNACLE MEMORIAL,DRAPE LAVH DYNJP9103,$59.05 
UPMC PINNACLE MEMORIAL,CUSTOM TURNOVER KIT-SINGLE USE,$60.25 
UPMC PINNACLE MEMORIAL,DEVICE TISSUE REMOVAL MYOSURE REACH,"$4,916.67 "
UPMC PINNACLE MEMORIAL,LITHO PACK,$51.15 
UPMC PINNACLE MEMORIAL,MONOPOLAR CABLE DISP 26006MD,$113.37 
UPMC PINNACLE MEMORIAL,HOOD SURGEON ORTHO T-4,$89.22 
UPMC PINNACLE MEMORIAL,ELECTRODE LAP FLAT L HOOK 36CM,$182.30 
UPMC PINNACLE MEMORIAL,HEAD AND NECK PACK,$100.28 
UPMC PINNACLE MEMORIAL,SUTURE VICRYL VIOLET SPATULA 6-0 S-29 12,$68.59 
UPMC PINNACLE MEMORIAL,SCREW HEX FEMALE 2.5MMX25MM,$727.50 
UPMC PINNACLE MEMORIAL,EXTREMITY DRAPE PACK,$100.91 
UPMC PINNACLE MEMORIAL,STAPLER SINGLE USE EEA 33MM,"$4,204.07 "
UPMC PINNACLE MEMORIAL,KIT OR TURNOVER COMBO FOLD,$37.57 
UPMC PINNACLE MEMORIAL,TRAY SURE STEP FOLEY 16FR W-URINE METER,$98.95 
UPMC PINNACLE MEMORIAL,IMMOBILIZER KNEE MED 20IN,$54.55 
UPMC PINNACLE MEMORIAL,PACK MINOR,$107.53 
UPMC PINNACLE MEMORIAL,VCARE RETRACTOR MEDIUM,$575.47 
UPMC PINNACLE MEMORIAL,SPATULA ELECTRODE CURVED,$182.05 
UPMC PINNACLE MEMORIAL,18FR FOLEY CATH,$98.95 
UPMC PINNACLE MEMORIAL,ACT II AEROBIC CULTURE TRANSP,$51.73 
UPMC PINNACLE MEMORIAL,PACK EYE CUSTOM SURGERY CENTER YORK,$289.05 
UPMC PINNACLE MEMORIAL,OPTIFOAM 3.5X10 AG DRESSING,$100.39 
UPMC PINNACLE MEMORIAL,XSTREAM SUCTION IRRIGATOR,$196.50 
UPMC PINNACLE MEMORIAL,16FR FOLEY CATH LATEX FREE MTR,$103.50 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 15.0,$710.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 17.0,$732.86 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 17.5,$731.54 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 24.5,$713.64 
UPMC PINNACLE MEMORIAL,FLOSEAL 10ML,"$1,540.39 "
UPMC PINNACLE MEMORIAL,NOVASURE ELECTRODE ABLATION,"$5,458.33 "
UPMC PINNACLE MEMORIAL,ELECTRODE LAPAROSCOPIC L-HOOK INSULATED 36CM,$182.05 
UPMC PINNACLE MEMORIAL,HANDPIECE INTERPULSE FAN SPRAY TIP,$156.67 
UPMC PINNACLE MEMORIAL,HIGH FLOW INSUFFLATION TUBING,$69.00 
UPMC PINNACLE MEMORIAL,MEDIUM AGGRESSIVE BLADE,$160.50 
UPMC PINNACLE MEMORIAL,STORZ TUB SET W-2 NDLES ENDOMA,$303.80 
UPMC PINNACLE MEMORIAL,DRILL BIT QUICK COUPLING 2.5MM X 110MM,$348.50 
UPMC PINNACLE MEMORIAL,18FR FOLEY TRAY W-URINE METER,$85.75 
UPMC PINNACLE MEMORIAL,RECIP SAW BLADE 0277 096 325,$185.86 
UPMC PINNACLE MEMORIAL,DRESSING VAC MED SENSATRAC GRA,$162.80 
UPMC PINNACLE MEMORIAL,TFNA HELICAL BLADE 90MM,"$4,047.00 "
UPMC PINNACLE MEMORIAL,LEVEL 1 IRRG SET IR 500,$156.61 
UPMC PINNACLE MEMORIAL,SCREW VARIABLE LOCK 2.7MM X 24MM,$643.70 
UPMC PINNACLE MEMORIAL,18 IN. TOURNIQUET,$197.37 
UPMC PINNACLE MEMORIAL,SPONGE ENDOSCOPIC KITTNER,$115.79 
UPMC PINNACLE MEMORIAL,STRAP SECURE 5MM SINGLE ABSORB,"$2,916.32 "
UPMC PINNACLE MEMORIAL,SCREW VA-LCP LOCK 2.7X32MM,$712.50 
UPMC PINNACLE MEMORIAL,KIT PREVENA,"$2,475.00 "
UPMC PINNACLE MEMORIAL,JACKSON PRATT 7MM FLAT DRAIN,$54.00 
UPMC PINNACLE MEMORIAL,BLADE DBL SID RECIP,$169.90 
UPMC PINNACLE MEMORIAL,SCREW LK SLFT W-STARDRIVE RECE,$643.70 
UPMC PINNACLE MEMORIAL,SWITHBLADE CU METZ SCISSOR TIP,$226.91 
UPMC PINNACLE MEMORIAL,24 IN. TOURNIQUET,$195.12 
UPMC PINNACLE MEMORIAL,VCARE RETRACTOR SMALL,$575.47 
UPMC PINNACLE MEMORIAL,1-8 DRILL QUICK RELEASE DR BIT,$624.00 
UPMC PINNACLE MEMORIAL,URO CATCHER BAG,$78.48 
UPMC PINNACLE MEMORIAL,SCREW 2.7MM VA-LCP LOCK 36MM,$660.00 
UPMC PINNACLE MEMORIAL,OXFRD SAWBLDE STRYK 3PK 506298,"$2,277.00 "
UPMC PINNACLE MEMORIAL,DRAPE SHOULDER PK W- POUCH,$65.05 
UPMC PINNACLE MEMORIAL,CO SEAL 934071,"$3,090.50 "
UPMC PINNACLE MEMORIAL,6FR FLEX TIP-OPEN URET CATH.,$205.00 
UPMC PINNACLE MEMORIAL,CONTOUR VL INJ STENT SET 6X30,$644.40 
UPMC PINNACLE MEMORIAL,.35X150 SENSOR DUAL ANG GWIRE,$202.08 
UPMC PINNACLE MEMORIAL,SUTURE VLOC180 0-0 GRN 9 GS-21,$111.65 
UPMC PINNACLE MEMORIAL,RETRACTOR WOUND FLEXIBLE RING ALEXIS MEDIUM,$260.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 27.0,$670.00 
UPMC PINNACLE MEMORIAL,CANNULA THREADED FLEX 8.0X72MM,$120.00 
UPMC PINNACLE MEMORIAL,SOLUTION GYLCINE IRRIGATION 1.5% 3000ML PVC,$54.15 
UPMC PINNACLE MEMORIAL,MULTIFIX S-ULT KNOTLESS ANCHOR,"$1,450.00 "
UPMC PINNACLE MEMORIAL,CONTRAST OMNIPAQUE 300MG-10ML,$71.78 
UPMC PINNACLE MEMORIAL,TUBING AQUILEX OUTFLOW,$110.00 
UPMC PINNACLE MEMORIAL,CENTRAL LINE DRESSING BIOPATCH,$55.08 
UPMC PINNACLE MEMORIAL,INSUFLOW LAPAROSCOPIC GAS DEV,$300.00 
UPMC PINNACLE MEMORIAL,URETERAL DIL SET W- HP COATING,$686.30 
UPMC PINNACLE MEMORIAL,PACK PACEMAKER,$306.88 
UPMC PINNACLE MEMORIAL,BLADE MED 25MMX9MM,$160.50 
UPMC PINNACLE MEMORIAL,SENSOR WIRE DUAL FLEX ANGLED .,$218.94 
UPMC PINNACLE MEMORIAL,CATH URETERAL OPEN-END 6FR 70C,$967.60 
UPMC PINNACLE MEMORIAL,STENT SET URETERAL,$692.90 
UPMC PINNACLE MEMORIAL,8FR SINGLE LUMEN 0602830,"$2,450.00 "
UPMC PINNACLE MEMORIAL,LENS ALCON MTA4U0 19.5,$490.00 
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 12.0,$670.00 
UPMC PINNACLE MEMORIAL,SUTURE VLOC 90 2-0 GS-21 12 IN,$117.20 
UPMC PINNACLE MEMORIAL,EXPANDER BALLOON BONE KYPHON 15-2,"$13,763.50 "
UPMC PINNACLE MEMORIAL,30 IN. TOURNIQUET,$237.68 
UPMC PINNACLE MEMORIAL,BLADE SAW RECIP LONG HEAVY DUT,$189.90 
UPMC PINNACLE MEMORIAL,RETRACTOR WOUND ALEXIS SMALL,$260.00 
UPMC PINNACLE MEMORIAL,L HOOK ATTACHMAENT 5600160,$195.00 
UPMC PINNACLE MEMORIAL,STAPLER SINGLE USE EEA 25MM,"$1,943.05 "
UPMC PINNACLE MEMORIAL,HEMOCLIP MED 523100,$115.07 
UPMC PINNACLE MEMORIAL,MANIPULATOR VCARE UTERINE LARG,$392.10 
UPMC PINNACLE MEMORIAL,CHIPS CANCELLOUS 15CC 1.7-10MM,"$1,562.00 "
UPMC PINNACLE MEMORIAL,DISP KITTNER LZKT01,$200.00 
UPMC PINNACLE MEMORIAL,SUTURE VLOC 90 3-0 VL 6 CV-23,$111.65 
UPMC PINNACLE MEMORIAL,SPACEMAKER PRO BTT W-OVAL DISS,"$3,263.72 "
UPMC PINNACLE MEMORIAL,SUTURE NEEDLE VLOC 180 3.0,$111.65 
UPMC PINNACLE MEMORIAL,UNI PACK II,$176.61 
UPMC PINNACLE MEMORIAL,EXTRA LG PERFIX LIGHT PLUG,$947.50 
UPMC PINNACLE MEMORIAL,BLADE SAW MED AVERAGE .015TK 9,$151.70 
UPMC PINNACLE MEMORIAL,BONE PUTTY 5CC,"$2,750.00 "
UPMC PINNACLE MEMORIAL,CATH FOLEY 24FR X 30CC 3WAY BA,$53.98 
UPMC PINNACLE MEMORIAL,SUTURE VLOC180 SZ. 0 GRN GS21,$111.65 
UPMC PINNACLE MEMORIAL,HIP DRAPE WITH POUCH DYNJP8201,$61.14 
UPMC PINNACLE MEMORIAL,PROBE COVER W- GEL 5X96,$108.75 
UPMC PINNACLE MEMORIAL,PREVENA INCIS MANG SYSTEM 13CM,"$2,602.88 "
UPMC PINNACLE MEMORIAL,HEMOCLIP SM 523135,$52.74 
UPMC PINNACLE MEMORIAL,SECURESTRAP 5MM ABSORBABLE FIX,"$2,883.11 "
UPMC PINNACLE MEMORIAL,CLIPS FILSHIE #AVM-851J,$477.90 
UPMC PINNACLE MEMORIAL,8FR HARD BASE SINGLE LUMEN,"$1,180.00 "
UPMC PINNACLE MEMORIAL,LIGASURE ADV LF5544,"$3,225.00 "
UPMC PINNACLE MEMORIAL,LENS ALCON SN60WF 14.0,$670.00 
UPMC PINNACLE MEMORIAL,ANCHOR SUT 1.9MM 1 SUTUREFIX U,"$1,545.00 "
UPMC PINNACLE MEMORIAL,SUTURE 1 8 18 VIC PLS CT 1 VIL CR,$64.16 
UPMC PINNACLE MEMORIAL,HEALLICOIL RSB SA 5.5MM W-1,"$1,750.00 "
UPMC PINNACLE MEMORIAL,DRILL BIT 2.8MM CALIB,$615.00 
UPMC PINNACLE MEMORIAL,DRILL BIT CALIB 3.5MM 250MMX95M,$615.00 
UPMC PINNACLE MEMORIAL,MESH VENTRIO 9X7IN,"$7,475.00 "
UPMC PINNACLE MEMORIAL,DRILL DISPOSABLE 1.9MM STR,$990.00 
UPMC PINNACLE MEMORIAL,DRESSING ACTICOAT FLEX 7 4X5,$68.40 
UPMC PINNACLE MEMORIAL,GRAFT BONE CANCELLOUS CHIP MORSELIZED FREEZE DRIED 5ML,$975.00 
UPMC PINNACLE MEMORIAL,AUTOTOME CANNULATING SPHINCTERTOME RX44,"$1,525.30 "
UPMC PINNACLE MEMORIAL,SCREW BONE SELF TAPPING CORTEX TI 2X32MM,$196.80 
UPMC PINNACLE MEMORIAL,KNIFE OPHTHALMIC ANGLED HANDLE DELICATE SHARP POINT SLIP 2.4MM,$133.73 
UPMC PINNACLE MEMORIAL,COSEAL EXTENDER,$198.70 
UPMC PINNACLE MEMORIAL,EXTRAC HOOK FOR TI CANN. NAILS,"$1,976.00 "
UPMC PINNACLE MEMORIAL,BALLOON EXTRACTOR PRO RX 9-12,$971.93 
UPMC PINNACLE MEMORIAL,LIGHT 3-D MAX MESH RIGHT MED,$952.00 
UPMC PINNACLE MEMORIAL,MANIPULATOR INJ UTERINE DISP,$205.47 
UPMC PINNACLE MEMORIAL,BSS PLUS,$266.15 
UPMC PINNACLE MEMORIAL,11MMX380MM LEFT TI CANN TFNA,"$12,808.40 "
UPMC PINNACLE MEMORIAL,DRILL BIT CANNULATED 10.0 MM,"$2,697.80 "
UPMC PINNACLE MEMORIAL,MESH PRE-SHAPED W-KEYHOLE 2.3 X 5.4,$285.00 
UPMC PINNACLE MEMORIAL,LASSO MICRO STRAIGHT,$700.00 
UPMC PINNACLE MEMORIAL,NEEDLE INSULATED MICRODISSECTION,$72.50 
UPMC PINNACLE MEMORIAL,CANNULA THREADED 7.0 X 72,$124.00 
UPMC PINNACLE MEMORIAL,BILIARY STENT ADVANTIX PLASTIC,$645.00 
UPMC PINNACLE MEMORIAL,2.5CC GRAFTON PUTTY,"$1,683.75 "
UPMC PINNACLE MEMORIAL,ENDO GRASPER BABCOCK 10MM,$326.74 
UPMC PINNACLE MEMORIAL,CORSON NEEDLE,$648.60 
UPMC PINNACLE MEMORIAL,FORCEP RADIAL JAW 4 JUMBO W- N,$231.71 
UPMC PINNACLE MEMORIAL,BARD MODIF KUGEL HERN8.0X12.0,"$1,200.30 "
UPMC PINNACLE MEMORIAL,HF ELECTRODE LOOP 24 FR .2 WIR,$309.83 
UPMC PINNACLE MEMORIAL,ROUND GIGLI SAW BLADE,$106.88 
UPMC PINNACLE MEMORIAL,ZIPWIRE STRAIGHT 0.035,$166.62 
UPMC PINNACLE MEMORIAL,10X340MM LEFT TI CANN TFNA,"$12,808.40 "
UPMC PINNACLE MEMORIAL,SET INFLATION KLEIN SNGL SPK TUMTUBE,$75.00 
UPMC PINNACLE MEMORIAL,ZIPWIRE ANGLED STD TIP .038 X,$175.39 
UPMC PINNACLE MEMORIAL,DRESSING WND VAC GRANUFOAM AG,$273.45 
UPMC PINNACLE MEMORIAL,MESH VENTRALIGHT ST,"$8,665.00 "
UPMC PINNACLE MEMORIAL,11MM-130 DEG TI CANN TFNA 235MM-LEFT - STERILE,"$10,508.30 "
UPMC PINNACLE MEMORIAL,CATH TAUT CHOL 4.5FR 20018-M55,$281.96 
UPMC PINNACLE MEMORIAL,NERVE LOCATOR-STIMULATOR,$350.00 
UPMC PINNACLE MEMORIAL,ADAPTERS UROLOK 730-140,$73.80 
UPMC PINNACLE MEMORIAL,MIXER BONE CEMENT,"$1,995.00 "
UPMC PINNACLE MEMORIAL,OLIVE TIP CATH URETERAL 4FR,$161.65 
UPMC PINNACLE MEMORIAL,SUPRALOOP SM LOOP,"$2,625.00 "
UPMC PINNACLE MEMORIAL,BAG SPECIMEN LAPSAC 8X10 1500ML,$282.20 
UPMC PINNACLE MEMORIAL,LIGHT PERFIX MED PLUG,$802.50 
