"Category","Department","Charge","Cost"
"PHARMACY","PHARMACY","EXELON PATCH 4.6 MG",$11.26
"PHARMACY","PHARMACY","EXELON PATCH 9.6 MG",$16.06
"PHARMACY","PHARMACY","EZETIMIBE TABLET 10MG",$0.90
"PHARMACY","PHARMACY","EZETIMIBE-SIMVAST 10-10 TAB",$3.43
"PHARMACY","PHARMACY","EZETIMIBE-SIMVASTATIN 10-20MG",$3.43
"PHARMACY","PHARMACY","FAMCICLOVIR TAB 125MG",$0.60
"PHARMACY","PHARMACY","FAMCICLOVIR TAB 250MG",$3.21
"PHARMACY","PHARMACY","FAMCICLOVIR TAB 500MG",$6.45
"PHARMACY","PHARMACY","FAMOTIDINE INJ 20MG",$1.30
"PHARMACY","PHARMACY","FAMOTIDINE TAB 20 MG",$0.60
"PHARMACY","PHARMACY","FAT EMULSION 20% 100ML",$38.43
"PHARMACY","PHARMACY","FENOFIBRATE TAB 145MG",$3.71
"PHARMACY","PHARMACY","FENOFIBRATE TAB 48MG",$1.34
"PHARMACY","PHARMACY","FENOLDOPAM 20MG/2ML AMP",$1014.86
"PHARMACY","PHARMACY","FENOLDOPAM INJ 10MG/1ML",$574.78
"PHARMACY","PHARMACY","FENTANYL 4MCG/ML NICU",$0.60
"PHARMACY","PHARMACY","FENTANYL CITRTE/PF 500MCG/10ML",$4.55
"PHARMACY","PHARMACY","FENTANYL INJ 100 MCG/2ML",$2.86
"PHARMACY","PHARMACY","FENTANYL INJ 1000 MCG/20ML",$7.45
"PHARMACY","PHARMACY","FENTANYL INJ 50MCG/ML 50ML",$31.22
"PHARMACY","PHARMACY","FENTANYL PCA 10MCG/ML 50ML",$42.00
"PHARMACY","PHARMACY","FENTANYL TD PATCH 100MG",$9.75
"PHARMACY","PHARMACY","FENTANYL TD PATCH 12MCG",$5.97
"PHARMACY","PHARMACY","FENTANYL TD PATCH 25MG",$3.36
"PHARMACY","PHARMACY","FENTANYL TD PATCH 50MCG",$5.69
"PHARMACY","PHARMACY","FENTANYL TD PATCH 75MCG",$9.38
"PHARMACY","PHARMACY","FERRIC SUBSLFTE SOL 30ML UDCUP",$20.78
"PHARMACY","PHARMACY","FERRO-SEQUEL CAP",$0.60
"PHARMACY","PHARMACY","FERROUS GLUCONATE TAB 300MG",$0.60
"PHARMACY","PHARMACY","FERROUS SOL LIQ 44MG/5ML",$0.60
"PHARMACY","PHARMACY","FERROUS SULF DROPS 25MG/ML",$0.60
"PHARMACY","PHARMACY","FERROUS SULF ORAL LIQ 5ML",$1.43
"PHARMACY","PHARMACY","FERROUS SULF ORAL LIQ PER ML",$0.60
"PHARMACY","PHARMACY","FERROUS SULF TAB 300MG",$0.60
"PHARMACY","PHARMACY","FIBERCON TAB",$0.60
"PHARMACY","PHARMACY","FIORICET TAB",$0.88
"PHARMACY","PHARMACY","FLECAINIDE ACETATE TAB 50MG",$1.13
"PHARMACY","PHARMACY","FLEET (ADULT) ENEMA",$1.72
"PHARMACY","PHARMACY","FLEET (PED.) ENEMA",$2.36
"PHARMACY","PHARMACY","FLEETS OIL RETENTION ENEMA",$3.06
"PHARMACY","PHARMACY","FLEXERIL TABLET 10 MG",$0.60
"PHARMACY","PHARMACY","FLOMAX 0.4MG",$0.60
"PHARMACY","PHARMACY","FLORINEF TAB 0.1 MG",$0.87
"PHARMACY","PHARMACY","FLOURIDE TABLET 0.25 MG",$0.60
"PHARMACY","PHARMACY","FLUCONAZOLE INJ 200MG",$7.18
"PHARMACY","PHARMACY","FLUCONAZOLE INJ 400MG",$6.63
"PHARMACY","PHARMACY","FLUCONAZOLE SUSP 40MG/ML 35ML",$31.60
"PHARMACY","PHARMACY","FLUCONAZOLE TAB 100MG",$0.99
"PHARMACY","PHARMACY","FLUCONAZOLE TAB 150MG",$1.92
"PHARMACY","PHARMACY","FLUCONAZOLE TAB 200MG",$1.65
"PHARMACY","PHARMACY","FLUCONAZOLE TAB 50MG",$1.57
"PHARMACY","PHARMACY","FLUCONAZOLE VIAL 100MG",$10.39
"PHARMACY","PHARMACY","FLUMAZENIL INJ 0.5MG/5ML",$4.55
"PHARMACY","PHARMACY","FLUMAZENIL INJ 1MG/10ML",$11.28
"PHARMACY","PHARMACY","FLUORASCEIN SODIUM OPTH STRIPS",$0.60
"PHARMACY","PHARMACY","FLUORESCEIN SOD INJ 10% 5ML",$37.75
"PHARMACY","PHARMACY","FLUOXETINE 20MG CAP",$0.60
"PHARMACY","PHARMACY","FLUOXETINE LIQUID 4 MG/ML ML",$0.60
"PHARMACY","PHARMACY","FLUPHENAZINE CONC LIQ 5MG/ML",$3.70
"PHARMACY","PHARMACY","FLUTICASONE MDI 110 MCG 12GM",$3.58
"PHARMACY","PHARMACY","FLUTICASONE MDI 220 MCG 12GM",$143.70
"PHARMACY","PHARMACY","FLUTICASONE MDI 44 MCG 10.6GM",$2.67
"PHARMACY","PHARMACY","FLUTICASONE PROPIONATE SPRAY",$6.38
"PHARMACY","PHARMACY","FLUVASTATIN EXT REL 80MG TAB",$3.03
"PHARMACY","PHARMACY","FLUVOXAMINE TAB 25MG",$0.60
"PHARMACY","PHARMACY","FOLGARD-RX 2.2 TAB",$0.60
"PHARMACY","PHARMACY","FOLIC ACID INJ 5MG/1ML",$4.28
"PHARMACY","PHARMACY","FOLVITE TAB 1 MG",$0.60
"PHARMACY","PHARMACY","FONDAPARINUX SOD INJ 2.5MG",$20.78
"PHARMACY","PHARMACY","FOSFOMYCIN TROMETHAMINE 3GM PK",$147.58
"PHARMACY","PHARMACY","FUROSEMIDE 8MG/1ML LIQ",$0.60
"PHARMACY","PHARMACY","FUROSEMIDE INJ 40MG SYR",$14.75
"PHARMACY","PHARMACY","FUROSEMIDE LIQ 40MG/5ML UD",$2.75
"PHARMACY","PHARMACY","FUROSEMIDE TAB 20MG",$0.60
"PHARMACY","PHARMACY","FUROSEMIDE TAB 40MG",$0.60
"PHARMACY","PHARMACY","FUROSEMIDE TAB 80MG",$0.60
"PHARMACY","PHARMACY","GABAPENTIN 100 MG CAPSULE",$0.60
"PHARMACY","PHARMACY","GABAPENTIN 300 MG CAPSULE",$0.60
"PHARMACY","PHARMACY","GABAPENTIN 400 MG CAPSULE",$0.60
"PHARMACY","PHARMACY","GABAPENTIN ORAL SOL 250MG/5ML",$2.96
"PHARMACY","PHARMACY","GABAPENTIN ORAL SOL 50MG/ML",$0.60
"PHARMACY","PHARMACY","GALANTAMINE HBR TAB 8MG",$6.58
"PHARMACY","PHARMACY","GALANTAMINE TABLET 4MG",$4.48
"PHARMACY","PHARMACY","GANCICLOVIR NICU 5MG/1ML",$44.95
"PHARMACY","PHARMACY","GARAMYCIN CREAM 15G TUBE",$46.00
"PHARMACY","PHARMACY","GARAMYCIN OINT 0.1% PER 15G",$71.60
"PHARMACY","PHARMACY","GARAMYCIN OPHTH OINT",$21.90
"PHARMACY","PHARMACY","GARAMYCIN SOLN 5 ML OPHTH",$6.56
"PHARMACY","PHARMACY","GELFILM OPHTH FILM",$3495.30
"PHARMACY","PHARMACY","GELFOAM #50",$25.70
"PHARMACY","PHARMACY","GELFOAM DENTAL SPONGE SIZE 4",$46.81
"PHARMACY","PHARMACY","GELFOAM POWDER 1GM",$102.92
"PHARMACY","PHARMACY","GENTAMICIN INJ 20MG/2ML",$2.83
"PHARMACY","PHARMACY","GENTAMICIN SULF PREMIX 100MG",$6.45
"PHARMACY","PHARMACY","GENTAMICIN SULF PREMIX 60MG",$5.88
"PHARMACY","PHARMACY","GENTAMICIN SULF PREMIX 80MG",$6.26
"PHARMACY","PHARMACY","GENTAMYCIN-NS IRRIGATION 500ML",$30.00
"PHARMACY","PHARMACY","GEODON 20 MG",$4.96
"PHARMACY","PHARMACY","GHAIFEN 600MG/DEXTROMETH 30MG",$0.75
"PHARMACY","PHARMACY","GI COCKTAIL PER ML",$0.60
"PHARMACY","PHARMACY","GI COCKTAIL SUSP 45 ML UDCUP",$4.84
"PHARMACY","PHARMACY","GLIMEPRIDE 1 MG TABLET",$0.58
"PHARMACY","PHARMACY","GLUCAGON AMP 1 MG",$165.18
"PHARMACY","PHARMACY","GLUCOPHAGE-XR 500MG",$1.07
"PHARMACY","PHARMACY","GLUCOTROL TAB 10 MG",$0.79
"PHARMACY","PHARMACY","GLUCOTROL TAB 5 MG",$0.60
"PHARMACY","PHARMACY","GLUCOTROL-XL TAB 10 MG",$0.99
"PHARMACY","PHARMACY","GLUCOTROL-XL TAB 2.5MG",$0.58
"PHARMACY","PHARMACY","GLUCOTROL-XL TAB 5 MG",$0.58
"PHARMACY","PHARMACY","GLYBURIDE TAB 1.25MG",$0.63
"PHARMACY","PHARMACY","GLYBURIDE TAB 2.5MG",$0.58
"PHARMACY","PHARMACY","GLYBURIDE TAB 5MG",$0.58
"PHARMACY","PHARMACY","GLYBURIDE,MICRONIZED TAB 3MG",$0.58
"PHARMACY","PHARMACY","GLYBURIDE,MICRONIZED TAB 6MG",$0.58
"PHARMACY","PHARMACY","GLYCERIN SUPP (ADULT&CHILD)",$1.15
"PHARMACY","PHARMACY","GLYCERIN SUPP INFANT",$1.14
"PHARMACY","PHARMACY","GLYCOLAX/MIRALAX POWDER 17GM",$1.26
"PHARMACY","PHARMACY","GLYCOPYRROLATE INJ 0.2MG/1ML",$22.00
"PHARMACY","PHARMACY","GLYCOPYRROLATE INJ 1MG/5ML",$23.22
"PHARMACY","PHARMACY","GLYCOPYRROLATE TAB 1MG",$0.60
"PHARMACY","PHARMACY","GO-LYTELY 4000ML",$13.86
"PHARMACY","PHARMACY","GONAK OPHTH SOLUTION",$8.70
"PHARMACY","PHARMACY","GONIOSOL OPHTH SOL 15ML",$9.96
"PHARMACY","PHARMACY","GRANISETRON INJ 0.1MG/1ML",$6.78
"PHARMACY","PHARMACY","GUAIFENESIN TAB 600MG",$0.60
"PHARMACY","PHARMACY","HALDOL DECANOATE INJ 100MG/1ML",$70.61
"PHARMACY","PHARMACY","HALDOL INJ 5MG/1ML",$1.25
"PHARMACY","PHARMACY","HALDOL TAB 0.5 MG",$0.60
"PHARMACY","PHARMACY","HALDOL TAB 1.0 MG",$0.60
"PHARMACY","PHARMACY","HALDOL TAB 2.0 MG",$1.22
"PHARMACY","PHARMACY","HALDOL TAB 5.0 MG",$0.60
"PHARMACY","PHARMACY","HALOPERIDOL LIQ CONC 2MG/ML",$0.60
"PHARMACY","PHARMACY","HALOPERIDOL LIQ CONC 5MG/2.5ML",$0.60
"PHARMACY","PHARMACY","HCTZ 12.5MG CAPSULE",$0.60
"PHARMACY","PHARMACY","HEMABATE INJ 250MCG",$647.67
"PHARMACY","PHARMACY","HEP FLUSH 10UNITS/ML 5ML SYR",$0.68
"PHARMACY","PHARMACY","HEPARIN 1,000 UNIT/10 ML",$1.68
"PHARMACY","PHARMACY","HEPARIN 30,000 UNIT/30 ML",$7.18
"PHARMACY","PHARMACY","HEPARIN FLUSH (PF) 10 UNITS/ML",$11.84
"PHARMACY","PHARMACY","HEPARIN FLUSH 100 U/ML 10ML",$0.62
"PHARMACY","PHARMACY","HEPARIN INF 1000 UNITS/500 ML",$3.62
"PHARMACY","PHARMACY","HEPARIN INF 2000 UNITS/1000ML",$8.44
"PHARMACY","PHARMACY","HEPARIN INFUSION(1/2NSS-250ML)",$7.73
"PHARMACY","PHARMACY","HEPARIN INJ 1000 UNITS/ML 10ML",$3.00
"PHARMACY","PHARMACY","HEPARIN INJ 5000 UNITS",$1.72
"PHARMACY","PHARMACY","HEPARIN INJ 5000U/ML 10ML",$12.56
"PHARMACY","PHARMACY","HEPARIN SOD INJ 20,000 UN/ML",$10.18
"PHARMACY","PHARMACY","HEPATITIS-A VACCINE (ADULT)",$110.09
"PHARMACY","PHARMACY","HEPATITIS-B IMMUNE GLOB 5ML",$919.80
"PHARMACY","PHARMACY","HEPATITIS-B VACCINE 10MCG",$29.65
"PHARMACY","PHARMACY","HEPATITIS-B VACCINE 20MCG",$80.96
"PHARMACY","PHARMACY","HEP-LOCK FLUSH 100 UNITS/ML",$0.74
"PHARMACY","PHARMACY","HETASTARCH 6% W/NS 500ML",$23.25
"PHARMACY","PHARMACY","HEXTEND INJ 6% 500ML",$117.23
"PHARMACY","PHARMACY","HOMATROPIN OPHTH SOLN 5% PER 1",$68.70
"PHARMACY","PHARMACY","HUMIRA PEN 40MG/0.8ML",$4307.99
"PHARMACY","PHARMACY","HURRICAINE SPRAY KIT",$52.96
"PHARMACY","PHARMACY","HYD4ROCODONE-APAP 7.5-325 TAB",$0.60
"PHARMACY","PHARMACY","HYDRALAZINE INJ 20MG/1ML",$4.27
"PHARMACY","PHARMACY","HYDRALAZINE TAB 10MG",$0.60
"PHARMACY","PHARMACY","HYDRALAZINE TAB 25MG",$0.60
"PHARMACY","PHARMACY","HYDRALAZINE TAB 50MG",$0.60
"PHARMACY","PHARMACY","HYDROCHLOROTHIAZIDE TAB 25MG",$0.60
"PHARMACY","PHARMACY","HYDROCODONE-APAP 10-325 TAB",$0.60
"PHARMACY","PHARMACY","HYDROCODONE-APAP 5-325 TAB",$0.60
"PHARMACY","PHARMACY","HYDROCODONE-APAP LIQ 5ML",$0.60
"PHARMACY","PHARMACY","HYDROCORTISONE (SS) 1000MG",$184.26
"PHARMACY","PHARMACY","HYDROCORTISONE (SS) INJ 100MG",$26.70
"PHARMACY","PHARMACY","HYDROCORTISONE (SS) INJ 250MG",$46.44
"PHARMACY","PHARMACY","HYDROCORTISONE (SS) INJ 500MG",$100.62
"PHARMACY","PHARMACY","HYDROCORTISONE CREAM 1%",$2.26
"PHARMACY","PHARMACY","HYDROCORTISONE OINT 0.5% 30GM",$4.62
"PHARMACY","PHARMACY","HYDROCORTISONE OINT 1% 30GM",$2.42
"PHARMACY","PHARMACY","HYDROCORTISONE TAB 10MG",$1.39
"PHARMACY","PHARMACY","HYDROCORTISONE TAB 20MG",$1.01
"PHARMACY","PHARMACY","HYDROMORPHONE 1MG INJ SYRINGE",$5.70
"PHARMACY","PHARMACY","HYDROMORPHONE INJ 2MG",$4.02
"PHARMACY","PHARMACY","HYDROXYCHLOROQUINE TAB 200MG",$2.43
"PHARMACY","PHARMACY","HYDROXYUREA CAP 500MG",$0.67
"PHARMACY","PHARMACY","HYDROXYXINE SYR 10MG/5ML",$0.60
"PHARMACY","PHARMACY","HYDROXYZINE HCL INJ 25MG/1ML",$7.67
"PHARMACY","PHARMACY","HYDROXYZINE HCL INJ 50MG/1ML",$9.45
"PHARMACY","PHARMACY","HYDROXYZINE HCL SYR 2MG/ML",$0.60
"PHARMACY","PHARMACY","HYPROMELLOSE 3.5ML BOTTLE",$12.28
"PHARMACY","PHARMACY","HYPROMELLOSE GEL 10 GM TUBE",$12.28
"PHARMACY","PHARMACY","HYZAAR TAB 100/12.5MG",$3.72
"PHARMACY","PHARMACY","HYZAAR TAB 100/25",$3.25
"PHARMACY","PHARMACY","HYZAAR TAB 50/12.5MG",$2.72
"PHARMACY","PHARMACY","IBUPROFEN SUSP 100MG/5ML UD",$1.05
"PHARMACY","PHARMACY","IBUPROFEN SUSP 20MG/ML (ML)",$0.94
"PHARMACY","PHARMACY","IBUPROFEN TAB 200MG",$0.60
"PHARMACY","PHARMACY","IBUPROFEN TAB 400MG",$0.60
"PHARMACY","PHARMACY","IBUPROFEN TAB 600MG",$0.60
"PHARMACY","PHARMACY","IBUPROFEN TAB 800MG",$0.60
"PHARMACY","PHARMACY","ILOTYCIN OPHTH OINT",$11.06
"PHARMACY","PHARMACY","IMATINIB MESYLATE CAP 100MG",$124.56
"PHARMACY","PHARMACY","IMDUR 30 MG",$0.60
"PHARMACY","PHARMACY","IMIPENEM INJ 500MG",$16.96
"PHARMACY","PHARMACY","IMITREX TABLET 50 MG",$0.96
"PHARMACY","PHARMACY","IMURAN TAB 50 MG",$1.05
"PHARMACY","PHARMACY","INDANAVIR CAPSULE 400MG",$4.79
"PHARMACY","PHARMACY","INDERAL AMP 1 MG",$3.72
"PHARMACY","PHARMACY","INDERAL LA 80 MG",$2.04
"PHARMACY","PHARMACY","INDERAL TAB 10 MG",$0.60
"PHARMACY","PHARMACY","INDERAL TAB 20 MG",$0.60
"PHARMACY","PHARMACY","INDERAL TAB 40 MG",$0.60
"PHARMACY","PHARMACY","INDOCIN CAP 25 MG",$0.60
"PHARMACY","PHARMACY","INDOCIN SUPP 50 MG",$157.94
"PHARMACY","PHARMACY","INFLUENZA PED VACC VIAL",$24.90
"PHARMACY","PHARMACY","INFLUENZA VAC EGG FREE",$17.48
"PHARMACY","PHARMACY","INFLUENZA VACCINE INJ 0.5ML",$31.80
"PHARMACY","PHARMACY","INS (HUMAN) 70/30 U-100 10ML",$26.68
"PHARMACY","PHARMACY","INS (HUMAN) REG U-100 10ML",$26.24
"PHARMACY","PHARMACY","INS (HUMAN) REG U-500 20ML",$136.77
"PHARMACY","PHARMACY","INS GLARGINE U-100 10ML",$415.54
"PHARMACY","PHARMACY","INSULIN DETEMIR 100 UNITS",$175.46
"PHARMACY","PHARMACY","INSULIN LISPRO VIAL",$26.82
"PHARMACY","PHARMACY","INTRALIPID INJ 20% 250ML",$21.64
"PHARMACY","PHARMACY","IPRATROPIUM BR. SOL 0.06%",$34.00
"PHARMACY","PHARMACY","IPRATROPIUM SOL 0.5MG/2.5ML",$0.60
"PHARMACY","PHARMACY","IPRATROPIUM-HFA MDI 12.9GM",$3.34
"PHARMACY","PHARMACY","IRBESARTAN TAB 150MG",$4.47
"PHARMACY","PHARMACY","IRBESARTAN TAB 300MG",$3.23
"PHARMACY","PHARMACY","ISONIAZID TABS 100 MG",$0.60
"PHARMACY","PHARMACY","ISONIAZID TABS-300 MG",$2.10
"PHARMACY","PHARMACY","ISOPROTERENOL AMP 1 MG PER 5 M",$1862.04
"PHARMACY","PHARMACY","ISORDIL TAB ORAL 10 MG",$1.00
"PHARMACY","PHARMACY","ISOSORBIDE MONONITRATE 60MG TB",$0.60
"PHARMACY","PHARMACY","IVERMECTIN 3 MG TAB",$7.04
"PHARMACY","PHARMACY","KALETRA ORAL SOL (ML)",$5.86
"PHARMACY","PHARMACY","KALETRA SOFTGEL 200MG/50MG",$15.63
"PHARMACY","PHARMACY","KAON-CL TAB",$0.60
"PHARMACY","PHARMACY","K-DUR TAB 20 MEG",$0.61
"PHARMACY","PHARMACY","KEFKEX SUSP 250MG/5ML 100ML BT",$0.60
"PHARMACY","PHARMACY","KEFLEX CAP 250 MG V.D.",$0.60
"PHARMACY","PHARMACY","KEFLEX CAP 500 MG V.D.",$0.60
"PHARMACY","PHARMACY","KEFLEX ORAL SUSP. 250 MG/5 ML",$0.60
"PHARMACY","PHARMACY","KENALOG IN ORABASE 5 G",$64.44
"PHARMACY","PHARMACY","KENALOG-10 INJ MDV",$22.08
"PHARMACY","PHARMACY","KEPPRA TAB 500MG",$0.60
"PHARMACY","PHARMACY","KEPPRA XR 500MG TAI",$0.60
"PHARMACY","PHARMACY","KETAMINE HCL 200 MG/20 ML VIAL",$18.05
"PHARMACY","PHARMACY","KETAMINE INJ 50MG/ML 10ML",$4.52
"PHARMACY","PHARMACY","KETOCONAZOLE CRM 60GM",$129.98
"PHARMACY","PHARMACY","KETOROLAC TAB 10MG",$1.73
"PHARMACY","PHARMACY","KETOTIFEN FUMARATE 5ML OPTH SO",$11.94
"PHARMACY","PHARMACY","KINEVAC 5 MCG",$191.15
"PHARMACY","PHARMACY","KLONOPIN TAB 0.5 MG",$0.60
"PHARMACY","PHARMACY","KLONOPIN TAB 1 MG",$0.60
"PHARMACY","PHARMACY","K-LOR POWDER PACKET 20 MEQ",$13.19
"PHARMACY","PHARMACY","K-LYTE/CL PACKET",$0.60
"PHARMACY","PHARMACY","K-PHOS NEUTRAL TAB 250MG",$0.60
"PHARMACY","PHARMACY","K-PHOS ORIGINAL TABLET",$0.83
"PHARMACY","PHARMACY","L R  500 ML BAG",$7.09
"PHARMACY","PHARMACY","LABETALOL INJ 100MG/20ML",$5.48
"PHARMACY","PHARMACY","LABETALOL TAB 100MG",$0.60
"PHARMACY","PHARMACY","LAC-HYDRIN CREAM 12% 140GM",$5.98
"PHARMACY","PHARMACY","LAC-HYDRIN LOTION 12% 225GM",$18.96
"PHARMACY","PHARMACY","LACOSAMIDE 10MG/ML LIQ 465ML B",$2.53
"PHARMACY","PHARMACY","LACRI-LUBE OPHTH OINT",$15.56
"PHARMACY","PHARMACY","LACT RINGERS INJ 1000ML",$1.83
"PHARMACY","PHARMACY","LACTULOSE SYRUP 10G/15ML (ML)",$0.60
"PHARMACY","PHARMACY","LACTULOSE SYRUP 30 ML",$0.67
"PHARMACY","PHARMACY","LAMICTAL TABLET",$0.60
"PHARMACY","PHARMACY","LAMIVUDINE SOL 5MG/ML",$1.53
"PHARMACY","PHARMACY","LAMIVUDINE/ZIDUVINE TAB",$3.99
"PHARMACY","PHARMACY","LAMOTRIGINE 150 MG TABLET",$0.60
"PHARMACY","PHARMACY","LAMOTRIGINE 25MG TAB",$0.60
"PHARMACY","PHARMACY","LAMOTRIGINE CHEWABLE 25MG",$0.60
"PHARMACY","PHARMACY","LANSOPRAZOLE CAP 15MG",$4.49
"PHARMACY","PHARMACY","LANSOPRAZOLE CAP 30MG",$4.49
"PHARMACY","PHARMACY","LANSOPRAZOLE SOLU-TAB 30MG",$25.71
"PHARMACY","PHARMACY","LASINOH OINT 7GM",$16.64
"PHARMACY","PHARMACY","LATANOPROST OPTH SOLUTION",$11.50
"PHARMACY","PHARMACY","LESCOL 40 MG",$2.01
"PHARMACY","PHARMACY","LESCOL CAP 20 MG",$2.01
"PHARMACY","PHARMACY","LET SOLUTION 5ML",$7.90
"PHARMACY","PHARMACY","LETROZOLE TAB 2.5MG",$0.60
"PHARMACY","PHARMACY","LEUCOVORIN CAL TAB 25MG",$10.28
"PHARMACY","PHARMACY","LEUCOVORIN TAB 5 MG",$1.45
"PHARMACY","PHARMACY","LEUKERAN TAB 2 MG",$23.89
"PHARMACY","PHARMACY","LEVAQUIN INJ 250MG PREMIX",$3.24
"PHARMACY","PHARMACY","LEVAQUIN INJ 500MG PREMIX",$4.08
"PHARMACY","PHARMACY","LEVAQUIN INJ 750MG PREMIX",$4.35
"PHARMACY","PHARMACY","LEVETIRACETAM INJ 500MG/5ML",$4.22
"PHARMACY","PHARMACY","LEVETIRACETAM SOL 100MG/ML",$0.60
"PHARMACY","PHARMACY","LEVETIRACETAM TAB 250MG",$0.60
"PHARMACY","PHARMACY","LEVETIRACETAM TAB 750 MG",$0.60
"PHARMACY","PHARMACY","LEVOCARNITINE 100MG/ML ORAL SO",$0.61
"PHARMACY","PHARMACY","LEVOCARNITINE INJ 1000MG/5ML",$18.89
"PHARMACY","PHARMACY","LEVOFLOXACIN 250MG TABLET",$0.60
"PHARMACY","PHARMACY","LEVOFLOXACIN 500MG TABLET",$0.60
"PHARMACY","PHARMACY","LEVOFLOXACIN INJ 500MG",$9.44
"PHARMACY","PHARMACY","LEVOFLOXIN TAB 750 MG",$0.73
"PHARMACY","PHARMACY","LEVONORGESTREL 1.5MG TABLET",$60.42
"PHARMACY","PHARMACY","LEVOPHED AMP 4 MG",$34.32
"PHARMACY","PHARMACY","LEVOTHYROXINE .088 MG TABLET",$1.09
"PHARMACY","PHARMACY","LEVOTHYROXINE 0.025 MG TABLET",$0.74
"PHARMACY","PHARMACY","LEVOTHYROXINE 0.112 MG TABLET",$0.60
"PHARMACY","PHARMACY","LEVOTHYROXINE 0.175 MG TABLET",$1.07
"PHARMACY","PHARMACY","LEVOTHYROXINE SOD 100 MCG VIAL",$163.58
"PHARMACY","PHARMACY","LEVOTHYROXINE TAB 0.137 MG",$1.04
"PHARMACY","PHARMACY","LEVSIN SL TAB 0.125 MG",$0.60
"PHARMACY","PHARMACY","LIBRAX CAP",$3.83
"PHARMACY","PHARMACY","LIBRIUM CAP 25 MG",$0.74
"PHARMACY","PHARMACY","LIBRIUM CAP 5 MG",$1.24
"PHARMACY","PHARMACY","LIDOCAINE & EPIN INJ 10ML VIAL",$5.64
"PHARMACY","PHARMACY","LIDOCAINE 0.5% INJ 50ML VIAL",$7.08
"PHARMACY","PHARMACY","LIDOCAINE 1%/30 ML",$1.76
"PHARMACY","PHARMACY","LIDOCAINE 1%/W/EPI 30 ML",$2.24
"PHARMACY","PHARMACY","LIDOCAINE 2% MPF 2ML",$3.08
"PHARMACY","PHARMACY","LIDOCAINE 2% W/EPI 30 ML",$5.47
"PHARMACY","PHARMACY","LIDOCAINE 2%/30 ML",$2.34
"PHARMACY","PHARMACY","LIDOCAINE HCL/PF 5ML OPTH BOTL",$35.26
"PHARMACY","PHARMACY","LIDOCAINE INFUSION 2G/D5W",$4.68
"PHARMACY","PHARMACY","LIDOCAINE JELLY 2% 5ML",$3.78
"PHARMACY","PHARMACY","LIDOCAINE JELLY 2% UROJET 10ML",$11.00
"PHARMACY","PHARMACY","LIDOCAINE JELLY 2% UROJET 20ML",$12.54
"PHARMACY","PHARMACY","LIDOCAINE OINT 5% 30 G",$73.98
"PHARMACY","PHARMACY","LIDOCAINE-GLUCOSE INJ 5%-7.5%",$2.72
"PHARMACY","PHARMACY","LIDOCAINE-MPF 2% 10ML INJ",$5.70
"PHARMACY","PHARMACY","LIDOCAINE-MPF INJ 1% VIAL 2ML",$1.72
"PHARMACY","PHARMACY","LIDOCAINE-MPF INJ 2% 5ML",$2.39
"PHARMACY","PHARMACY","LIDODERM PATCH",$4.79
"PHARMACY","PHARMACY","LIMBITROL CAP 10-25",$2.16
"PHARMACY","PHARMACY","LIORESAL TAB 10 MG",$0.99
"PHARMACY","PHARMACY","LISINOPRIL TAB 10MG",$0.60
"PHARMACY","PHARMACY","LISINOPRIL TAB 2.5MG",$0.87
"PHARMACY","PHARMACY","LISINOPRIL TAB 20MG",$0.60
"PHARMACY","PHARMACY","LISINOPRIL TAB 40MG",$0.60
"PHARMACY","PHARMACY","LISINOPRIL TAB 5MG",$0.60
"PHARMACY","PHARMACY","LITHIUM CARB (CR) 450MG",$0.60
"PHARMACY","PHARMACY","LITHIUM CARB CAP 150MG",$0.60
"PHARMACY","PHARMACY","LITHIUM CARB CAP 300MG",$0.60
"PHARMACY","PHARMACY","LITHIUM CARB TAB 300MG",$0.60
"PHARMACY","PHARMACY","LITHIUM CITRATE SOL 300MG/5ML",$0.60
"PHARMACY","PHARMACY","LITHIUM CITRATE SOL 60MG/ML",$0.60
"PHARMACY","PHARMACY","LITTLE NOSES DROPS",$6.04
"PHARMACY","PHARMACY","L-LYSINE 500MG TABLET",$0.60
"PHARMACY","PHARMACY","LODOCAINE 1.55-EPI 1:200K 5ML",$4.42
"PHARMACY","PHARMACY","LOMOTIL TAB",$0.73
"PHARMACY","PHARMACY","LONITEN TAB 10 MG",$1.11
"PHARMACY","PHARMACY","LONITEN TAB 2.5 MG",$0.89
"PHARMACY","PHARMACY","LOPERAMIDE CAP 2MG",$1.08
"PHARMACY","PHARMACY","LOPERAMIDE ORAL LIQ 1MG/5ML",$2.43
"PHARMACY","PHARMACY","LOPERAMIDE ORAL LIQ 2MG/10ML",$2.43
"PHARMACY","PHARMACY","LOPERAMIDE ORAL LIQ per ML",$0.60
"PHARMACY","PHARMACY","LOPID TAB 600 MG",$0.60
"PHARMACY","PHARMACY","LORATADINE SYRUP 10MG/10ML",$4.08
"PHARMACY","PHARMACY","LORATADINE SYRUP 5MG/5ML",$0.60
"PHARMACY","PHARMACY","LORATADINE TAB 10MG",$0.60
"PHARMACY","PHARMACY","LORAZEPAM INJ 20MG/10ML",$8.51
"PHARMACY","PHARMACY","LORAZEPAM INJ 2MG/1ML",$0.91
"PHARMACY","PHARMACY","LORAZEPAM LIQ 2MG/1ML UD",$2.30
"PHARMACY","PHARMACY","LORAZEPAM LIQ 2MG/ML (ML)",$0.60
