Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
520048,ASCENSION NE WISCONSIN MERCY CAMPUS,500 S OAKWOOD RD,OSHKOSH,WI,54904,WINNEBAGO,9202232000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"500 S OAKWOOD RD OSHKOSH, WI (44.013049, -88.603055)",https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus,https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus/Our-Specialties,https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Oshkosh-Ascension-NE-Wisconsin-Mercy-Campus/Student-Program,TRUE
450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501,BOWIE,9037988000,Acute Care Hospitals,Physician,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,"1000 PINE STREET TEXARKANA, TX (33.428482, -94.047188)",https://www.wadleyhealth.org/,https://www.wadleyhealth.org/156/content/careers,https://www.wadleyhealth.org/contact-us,TRUE
450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,HIDALGO,9566184444,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Above the national average,,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2302 CORNERSTONE BOULEVARD EDINBURG, TX (26.263096, -98.199164)",https://cornerstoneregional.com/,https://cornerstoneregional.com/contact-us/,https://cornerstoneregional.com/patients-and-visitors/about/,TRUE
453315,CHILDREN'S HOSPITAL OF SAN ANTONIO,333 N SANTA ROSA ST,SAN ANTONIO,TX,78207,BEXAR,2107043342,Childrens,Voluntary non-profit - Church,TRUE,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"333 N SANTA ROSA ST SAN ANTONIO, TX (29.427796, -98.497875)",http://www.christushealth.org/santa-rosa/childrens-hospital-of-san-antonio,https://www.childrenshospitals.org/Directories/Hospital-Directory/A-E/Childrens-Hospital-of-San-Antonio,https://www.facebook.com/TheChildrensHospSA/,TRUE
450653,SCENIC MOUNTAIN MEDICAL CENTER,1601 W 11TH PLACE,BIG SPRING,TX,79720,HOWARD,4322631211,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1601 W 11TH PLACE BIG SPRING, TX (32.240015, -101.492412)",http://smmccares.com/,http://www.smmccares.com/scenic-mountain-medical-center/phonedirectory.aspx,http://www.smmccares.com/scenic-mountain-medical-center/contactus.aspx,TRUE
490013,SENTARA HALIFAX REGIONAL HOSPITAL,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,HALIFAX,4345173100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"2204 WILBORN AVENUE SOUTH BOSTON, VA (36.713485, -78.913198)",https://www.sentara.com/halifax-southern-virginia/hospitalslocations/locations/sentara-halifax-regional-hospital.aspx,https://www.sentara.com/halifax-southern-virginia/hospitalslocations/locations/sentara-halifax-regional-hospital/directions-parking.aspx,https://www.ahd.com/free_profile/490013/Sentara_Halifax_Regional_Hospital/South_Boston/Virginia/,TRUE
460047,ST MARK'S HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,SALT LAKE,8012687700,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1200 EAST 3900 SOUTH SALT LAKE CITY, UT (40.687062, -111.857446)",https://stmarkshospital.com/,https://stmarkshospital.com/about/phone-directory/,https://stmarkshospital.com/about/contact-us.dot,TRUE
670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664,WILLIAMSON,5125090100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"300 UNIVERSITY BLVD ROUND ROCK, TX (30.560291, -97.684909)",https://www.bswhealth.com/locations/round-rock,https://www.bswhealth.com/locations/round-rock/patient-tools,https://www.bswhealth.com/locations/round-rock-425-university-clinic,TRUE
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,FORT BEND,2813413000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1705 JACKSON ST RICHMOND, TX (29.577713, -95.771297)",https://www.oakbendmedcenter.org/hospitals/,https://www.oakbendmedcenter.org/,https://www.oakbendmedcenter.org/career/,TRUE
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,MONTGOMERY,5407312000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2900 LAMB CIRCLE CHRISTIANSBURG, VA (37.08894, -80.506786)",http://www.carilionclinic.org/locations/carilion-new-river-valley-medical-center,http://www.carilionclinic.org/locations/carilion-clinic-imaging-carilion-new-river-valley-medical-center,https://www.healthgrades.com/hospital-directory/virginia-va/carilion-new-river-valley-medical-center-hgstea7cc8b6490042,TRUE
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,PASADENA,TX,77504,HARRIS,7133783000,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"4301 B VISTA PASADENA, TX (29.658717, -95.178161)",https://www.medicalrecords.com/hospital/surgery-specialty-hospitals-of-america-se-houston,http://www.hospital-data.com/hospitals/VISTA-MEDICAL-CENTER-HOSPITAL-PASADE751.html,https://www.healthcare4ppl.com/hospital/texas/pasadena/surgery-specialty-hospitals-of-america-se-houston-450831.html,TRUE
670117,TEXAS GENERAL HOSPITAL- VZRMC LP,707 N WALDRIP ST,GRAND SALINE,TX,75140,VAN ZANDT,9039625200,Acute Care Hospitals,Proprietary,TRUE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"707 N WALDRIP ST GRAND SALINE, TX (32.679193, -95.721737)",http://texasgeneralhospital.com/,https://www.mapquest.com/us/texas/texas-general-hospital-vzrmc-lp-364697599,https://www.carevues.com/hospitals/4788-texas-general-hospital-vzrmc-lp,TRUE
490020,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,HOPEWELL CITY,8045411600,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"411 WEST RANDOLPH ROAD HOPEWELL, VA (37.307065, -77.291491)",https://johnrandolphmedicalcenter.com/,https://johnrandolphmedicalcenter.com/about/contact-us/,https://johnrandolphmedicalcenter.com/careers/search.dot,TRUE
460054,CACHE VALLEY  HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,CACHE,4357139580,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"2380 NORTH 400 EAST NORTH LOGAN, UT (41.775714, -111.823092)",https://cachevalleyhospital.com/,https://cachevalleyhospital.com/careers/,https://cachevalleyhospital.com/about/phone-directory/,TRUE
670103,MEDICAL CITY ALLIANCE,3101 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,TARRANT,8176391100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Not Available,Results are not available for this reporting period.,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"3101 NORTH TARRANT PARKWAY FORT WORTH, TX (32.898527, -97.313814)",https://medicalcityalliance.com/,https://medicalcityalliance.com/contact-us/,https://medicalcityalliance.com/careers/search.dot,TRUE
500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,CLARK,3602562000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"400 NE MOTHER JOSEPH PLACE VANCOUVER, WA (45.623486, -122.580636)",https://www.peacehealth.org/foundation/sw-washington,https://www.peacehealth.org/foundation/sw-washington/contact,https://www.peacehealth.org/southwest-medical-center,TRUE
520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,WAUKESHA,WI,53188,WAUKESHA,2629281000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,"725 AMERICAN AVE WAUKESHA, WI (43.011279, -88.245522)",https://www.prohealthcare.org/facility-waukesha-prohealth-waukesha-memorial-hospital,https://www.prohealthcare.org/facility-waukesha-behavioral-health-services.aspx,https://www.yelp.com/biz/waukesha-memorial-hospital-waukesha-2,TRUE
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,5129011000,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Above the national average,,"12221 MOPAC EXPRESSWAY NORTH AUSTIN, TX (30.412144, -97.708113)",https://stdavids.com/location/st-davids-north-austin-medical-center,https://stdavids.com/location/north-austin-surgery-center,http://www.stdavidssurgerycenters.com/our-locations/north-austin-surgery-center,TRUE
