Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
37352,DILATOR FASCIAL 12F,16
37353,DILATOR FASCIAL TD 10F,13
37354,DILATOR FASCIAL TD/14/25,16
37355,DILATOR TD 8FX38,11
37356,KIT STELLANT DUAL SYR 200ML,261
37357,NEEDLE BIOPSY SUPERCORE 18GX9,98
37358,NEEDLE HUBER POWER 20GX.75,24
37359,NEEDLE HUBER POWER 20GX1,24
37360,NEEDLE HUBER POWER 20GX1.5,24
37361,NEEDLE WESTCOTT 20GX15,26
37362,NEEDLE WESTCOTT 20GX20,33
37363,NEEDLE WESTCOTT 20GX9,26
37364,NEEDLE WESTCOTT 22GX15,26
37365,NEEDLE WESTCOTT 22GX20,26
37366,NEEDLE WESTCOTT 22GX9,26
37367,SENSOR OXIMAX NEONAT O2 DISPO,24
37368,SET INTROTIP PNEUMOTHOR 10.2F,270
37369,SET SUTURE REMOVAL ST,30
37370,SLING ARM SPECIALTY LG,11
37371,TUBE CONNECTING W/BAG 14FX30,31
37372,WIRE GUIDE FIX CORE 38X80X3 SS,25
37373,SET BONOPTY BIOPSY 16CM,202
37374,DRILL BONOPTY EXTENDED,129
37375,SET BONOPTY PENETRATION 6.5CM,204
37376,SET BONOPTY PENETRATION 9.5CM,228
37377,SET BONOPTY PENETRATION 13CM,208
37378,NEEDLE HAWKINS BLUNT 16GX5,44
37379,NEEDLE HAWKINS BLUNT 16GX10,45
37380,NEEDLE HAWKINS BLUNT 18GX15,45
37381,NEEDLE BIOPSY SUPERCORE 18GX15,72
37382,NEEDLE BIOPSY SUPERCORE 18GX20,72
37383,NEEDLE BIOPSY SUPERCORE 20GX20,67
37384,NEEDLE CHIBA 22X20,19
37385,SHEATH DILATOR STD 6X38X20,16
37386,NEEDLE COAXIAL INTRO 15GX9.9,28
37387,NEELDE FRANSEEN 22GX9,34
37388,NEEDLE FRANSEEN 22GX15,34
37389,WIRE GUIDE FIX CORE 038X80 STR,43
37390,BIOPSY NEEDLE FRANSEEN 20 GA,42
37391,NEEDLE  BIOPSY SUPERCORE 16GX9,70
37392,NEEDLE HAWKINS BLUNT 16GX20,46
37393,CATH NEPHRO 14FX28 HYDROLOCK,174
37394,SENSOR OXIMAX NEONAT O2 DISPO,22
37395,NEEDLE BONE BIOP PERC 17GX10,197
37396,NEEDLE BONE BIOP PERC 17GX15,197
37397,CT BIOPSY TRAY CUSTOM,65
37398,KIT TRI PAK 200ML SYR/60 TUBE,14
37399,NEEDLE COAXIAL INTRO 17GX11.8,28
37400,BIOPSY BIOPRINCE 18GX15,69
37401,INJECT EPIDURAL PATCH,2394
37402,TRAY ONCONTROL 11/13GX15/19CM,827
37403,TRAY ONCONTROL 11/13GX10/14CM,788
37404,COAXIAL INTRO NEEDLE 17GAX14.9,27
37405,VALVE HEIMLICH CHEST DRAIN,60
37406,AMPLATZ WIRE GUIDE THSF,149
37407,COAXIAL INTRO NEEDLE 17GAX9.9,26
37408,FLUOROSCOPE EXAMINATION,321
37409,FLUOROGUIDE FOR VEIN DEVICE,479
37410,DRAIN/INJ JOINT/BURSA W/O US,645
37411,NUCL.PULP/DISC ASP.FOR DX,2913
37412,UROLOGY SURGERY PROCEDURE,561
37413,BX BREAST ADD LESION MR IMAG,623
37414,BIOPSY OF THYROID,1363
37415,ABD PARACENTESIS,697
37416,ABD PARACENTESIS W/IMAGING,697
37417,PERITONEAL LAVAGE,697
37418,BIOPSY OF SALIVARY GLAND,1429
37419,FINE NEEDLE ASPIRATION W/IMAGE,555
37420,ASPIRATE PLEURA W/O IMAGING,945
37421,ASPIRATE PLEURA W/IMAGING,3137
37422,INSERT CATH PLEURA W/IMAGING,2966
37423,BX BREAST 1ST LESION STRTCTC,1246
37424,IMAGE CATH FLUID COLXN VISC,2170
37425,IMAGE CATH FLUID PERI/RETRO,2170
37426,"INJ ABCESS/DRAIN LIVER,OPEN",5291
37427,PRECUT ABLATE LIVER RF,14326
37428,SYS SEALANT TRACT BIOSENTRY W/,687
37429,"NEEDLE BIOPSY, MUSCLE",2394
37430,"BONE BIOPSY,TROCAR/NEEDLE",2394
37431,"BONE BIOPSY,TROCAR/NEEDLE DEEP",5291
37432,INSERTION OF CHEST TUBE,5291
37433,"BIOPSY,LUNG OR MEDIASTINUM",2526
37434,"NEEDLE BIOPSY,LIVER ADD-ON",240
37435,PLMT BILIARY DRAINAGE CATH EXT,3882
37436,PLMT BILIARY DRAINAGE CATH INT,3882
37437,DRAINAGE OF HEART SAC,1982
37438,REPEAT DRAINAGE OF HEART SAC,2391
37439,"EXPLORE DEEP NODE(S),NECK",4652
37440,NEEDLE BONE BIOP PERC 17GX5,190
37441,CATHETER URETERAL,125
37442,SEALANT PULMONARY LIQUID,929
37443,CT HRT W/O DYE W/CA TEST,176
37444,CT HRT W/3D IMAGE,1271
37445,CT HRT W/3D IMAGE CONGEN,1465
37446,INJ PARAVERT F JNT L/S 1 LEV,3649
37447,INJ PARAVERT F JNT L/S 2 LEV,278
37448,CTA NECK W&W/O CONTRAST,1615
37449,CT ANGIO ABDOMINAL ARTERIES,1465
37450,CT ANGIO ABD & PELV W/O&W DYE,2158
37451,NEEDLE HAWKINS BLUNT 16GX15,44
37452,NEEDLE HAWKINS BLUNT 18GX5,48
37453,NEEDLE HAWKINS BLUNT 18GX10,45
37454,NEEDLE FRANCEEN 20GX9,32
37455,NEEDLE FRANSEEN 22GX20,34
37456,NEEDLE CHIBA 20GX9,26
37457,NEEDLE CHIBA 22GX15,26
37458,NEEDLE CHIBA 20GX15,26
37459,NEEDLE CHIBA 22GX9,26
37460,NEEDLE CHIBA 20GX20,26
37461,BAG DEPOT FZ W/TUBING,20
37462,ULTRAVIST 300 50ML PER ML,1.37
37463,ULTRAVIST 300 100ML PER ML,1.37
37464,ULTRAVIST 300 500ML PER ML,1.37
37465,ULTRAVIST 370 100ML PER ML,1.37
37466,TUBE CONNECTING 9.5X15,10
37467,CATH MP DRAINAGE 8.5X25 NON LO,184.15
37468,CATH MP DRAINAGE 10.2X25 NON L,184
37469,CATH MP DRAINAGE 12.0X25 NON L,184.15
37470,CATH MP DRAINAGE 14.0X25 NON L,212
37471,PERC RF ABLATE RENAL TUMOR,14326
37472,BX BREAST 1ST LESION MR IMAG,2394
37473,IMAGE CATH FLUID TRNS/VGNL,5149
37474,URESIL ASPIRATION FLUSH ADPATR,30
37475,TEMNO BIOPSY SYS 18GX11CM,87
37476,TEMNO BIOPSY SYS 18GX15CM,87
37477,TEMNO BIOPSY SYS 18GX20CM,98
37478,TEMNO BIOPSY SYS 20GX11CM,94
37479,TEMNO BIOPSY SYS 20GX15CM,105
37480,TEMNO BIOPSY SYS 20GX20CM,111
37481,10X4 BLUE MAS BALLOON,361
37482,KIT AVAMAX BONE BIOPSY 11G,315
37483,INJ 1 TENDON SHEATH/LIGAMENT,568
37484,CTA HEAD W&W/O CONTRAST,1615
37485,CT HEAD/BRAIN W/O DYE,700
37486,CT HEAD/BRAIN W/DYE,1465
37487,CT HEAD/BRAIN W/O & W/DYE,1551
37488,CT SCAN FOLLOW-UP STUDY,420
37489,CT ORBIT/EAR/FOSSA W/O DYE,700
37490,CT ORBIT/EAR/FOSSA W/DYE,1465
37491,CT ORBIT/EAR/FOSSA W/O & W/DYE,1551
37492,CT MAXILLOFACIAL W/O DYE,700
37493,MOD SED SAME PHYS/QHP 5/>YR,426
37494,CT MAXILLOFACIAL W/DYE,1465
37495,CT MAXILLFACIAL W/O & W/DYE,1551
37496,CT SOFT TISSUE NECK W/O DYE,700
37497,CT SOFT TISSUE W/DYE,1465
37498,CT SOFT TISSUE W/O & W/DYE,1551
37499,CT THORAC W/O DYE,700
37500,CT THORAX W/DYE,1465
37501,CT THORAX W/O & W/DYE,1551
37502,"CT ANGIOGRAPHY,CHEST",1615
37503,CT NECK SPINE W/O DYE,700
37504,CT NECK SPINE W/DYE,1937
37505,CT NECK SPINE W/O & W/DYE,1551
37506,CT CHEST SPINE W/O DYE,700
37507,CT CHEST SPINE W/DYE,1721
37508,CT CHEST SPINE W/O & W/DYE,1551
37509,CT LUMBAR SPINE W/O DYE,700
37510,BX BREAST 1ST LESION US IMAG,1246
37511,CT LUMBAR SPINE W/DYE,2344
37512,CT LUMBAR SPINE W/O & W/DYE,1551
37513,CT PELVIS W/O DYE,700
37514,CT PELVIS W/DYE,1465
37515,CTA PELVIS W/O & W/DYE,1615
37516,CT PELVIS W/O & W/DYE,1551
37517,CTA UPPER EXTRM W/O & W/DYE,1615
37518,CT UPPER EXTREMITY,700
37519,CT UPPER EXTREMITY W CONTRAST,1937
37520,CT UPPER EXTREMITY W&W/O CONTR,1551
37521,CTA LWR EXTREM W&W/O CONTRAST,1615
37522,CT LOWER EXTREMITY W CONTRAST,1465
37523,CT LOWER EXTREMITY W&W/O CONT,1551
37524,"CT LOWER EXTREM, LTD STUDY",700
37525,CT ABDOMEN,700
37526,CTA ABDOMEN W&W/O CONTRAST,1615
37527,CT ABDOMEN W CONTRAST,1465
37528,CT ABDOMEN W & W/O CONT,1551
37529,CT GUID FOR STEREO LOCALIZAT,706
37530,PERCUTANEOUS PLAC ENTEROCLYSIS,3281
37531,"CT GUID FOR CYST ASP, COM PRO",309
37532,CT GUIDED DRAIN CATH PLCMNT,292
37533,CT GUID FOR PLACE OF RAD THER,972
37534,"CT,BONE MIN DENSITY AXIAL SKEL",409
37535,LDCT FOR LUNG CA SCREEN,401
37536,CT ABD & PELVIS W/O CONTRAST,1338
37537,CT ABD & PELVIS W/CONTRAST,2158
37538,CT ABD&PELVIS 1+SECTION/REGNS,2158
37539,CT ANGIO HRT W/3D IMAGE,632
37540,U/S ABLAT.UTER.LEIOMYOMATA,5291
37541,U/S ABLAT.UTER.LEIO.<200 CC,5291
37542,PERQ STENT/CHEST VERT ART,8025
37543,US EXAM CHEST W/ IMAGE,612
37544,EXC TR-EXT B9+MARG 0.5<CM,1254
37545,INTMD RPR S/A/T/EXT 2.5CM/&IT,1254
37546,GUIDE CATHET FLUID DRAINAGE,915
37547,I&D ABCESS COMPLICATED OR MULT,555
37548,FNA W/O IMAGING GUIDANCE,555
37549,FNA W/IMAGING GUIDANCE,1254
37550,I/D OF ABCESS SIMPLE,555
37551,INC.& REM.FB SUBCUT.SIMPLE,754
37552,INC.&REM.FB SUBCUT.COMPLIC.,3971
37553,"I/D HEMAT,SEROMA/FLUID COLL",2569
37554,PUNCT.ASP.ABSC/HEMAT/BULLA,555
37555,PUNCT.ASP.BREAST CYST,1254
37556,REMOVAL DUCT GLBLDR CALCULI,7179
37557,PUNCT.ASP.ADDL BREAST CYST,434
37558,STENT PLACEMT ANTE CAROTID,2924
37559,ENDOVENOUS RF VEIN(S) ADD ON,6934
37560,DILATE BILIARY DUCT/AMPULLA,8319
37561,ENDOLUMINAL BX BILIARY TREE,8319
37562,3D RENDERING W/INTERP &POSTPRO,130
37563,3D RENDERING W/INTERP &POSTPRO,664
37564,RMVL TRANS ELTRD LEAD ATR/VENT,7066.61
37565,INS TRNSVN ELTRD PERM PAC/IMPL,22322
37566,"SINUS TRACT INJ.,DIAGNOSTIC",973
37567,SNGL TEND INJ.ORIG/INSERT.,646
37568,SNGL/MUL.TRIGR.1-2 MUSC INJ.,646
37569,SNGL/MULT.TRIGR.3+MUSC INJ.,454
37570,CYSTOURETHROGRAM VOIDING,646
37571,DRAIN/INJ JT/BURSA/W/US INTREM,646
37572,GANG.CYST ASP.&/OR INJ  ANY,530
37573,BONE CYST ASP.& INJ,976
37574,ABLATE BONE TUMOR(S) PERQ,12170
37575,ABLATE BONE TUMOR(S) PERQ CRYO,12170
37576,I/D DEEP ABSC/HEMAT.SUPERF,5291
37577,UNLISTED PROCEDURE SPINE,10244
37578,INJECT SACROILIAC JOINT,2003
37579,INJECTION FOR HIP XRAY,197
37580,DRAIN/INJ JT/BURSA W/US MAJOR,646
37581,PLEURAL BX PERC.NEEDLE,2526
37582,PLEURAL CATH.W/CUFF/TNLD,7998
37583,INS MARK THOR FOR RT PERQ,5291
37584,PLEURAL CATH W/CUFF REMOV,2394
37585,PLEURO.AGNT/CATH/TUBE INST,2394
37586,LYSE CHEST FIBRIN INIT DAY,2394
37587,LYSE CHEST FIBRIN SUBQ DAY,2394
37588,RFA PULMONARY 1 UNI,14326
37589,UNLIST.PROC.LUNGS/PLEURA,1311
37590,ENDO.REPR THORACIC AORTA,5486
37591,ENDO REPR NOT INV.LT SUBCL,5486
37592,ENDO REPR EXT.PROSTH.THOR,5486
37593,ENDO REPR EACH ADD EXTEN,5486
37594,ENDO REPR DELAY EXTENS.,5486
37595,OPEN SUBCLAV.TO CAROTID,5486
37596,BYPASS GRFT CAROT-CAROTID,2238
37597,"EXTREMITY ANGIO, UNILAT.",3187
37598,ENDO ILIAC ART.OCCL.DEVICE,487
37599,OPEN FEM.EXP.DEL.END.PROS,799
37600,FEM-FEM GRAFT DUR.AAA RPR,4120
37601,OPEN ILIAC EXP. DEL.END PROS,4120
37602,REMOVE VAD DIFFERENT SESSION,49020
37603,OPEN ILIAC ART.EXP.,4120
37604,OPEN BRACHIAL ART.EXP.,8025
37605,VISC & INFRAREN ABD 2 PROSTH,62038
37606,US EXAM ABDO BACK WALL LMTD,617
37607,PERQ CERVICOTHORCIC INJ,8166
37608,PERQ LUMBOSACRAL INJ,8166
37609,PERQ VERTEBRAL AUGMETATION,48233
37610,PERQ VERT AUGMET LUMBOSACR,48233
37611,PERQ VERT AUGMET EA ADDL,20754
37612,VERTEBROPLASTY ADDL INJ,8166
37613,BX BREAST ADD LESION MR IMAG,623
37614,EVASC RPR ILIO-ILIAC NDGFT,5747
37615,TCAT DLVR ENHNCD FIXJ DEV,3219
37616,ARTHRECTOMY PERIPH.REN/VIS,10385
37617,PERQ ACCESS & CLSR FEM ART,606
37618,OPN FEM ART EXPOS CNDT CRTJ,1272
37619,OPN AX/SUBCLA ART EXPOS,1421
37620,OPN AX/SUBCLA ART EXPOS CNDT,1765
37621,NJX NONCMPND SCLRSNT 1 VEIN,3922
37622,NJX NONCMPND SCLRSNT MLT VN,3922
37623,ENDOVEN THER CHEM ADHES 1ST,10663
37624,ENDOVEN THER CHEM ADHES SBSQ,415
37625,EVAC RPR A-BIILIAC NDGFT,7651
37626,EXTREM.PSEUDOANEURY INJ,979
37627,EXTREM.VENOGRAPHY INJ,115
37628,CATH.SUP/INF.VENA CAVA,289
37629,1ST ORDER VENOUS SYSTEM,374
37630,2ND ORDER VENOUS SYSTEM,421
37631,CATH RT HRT/MAIN PUL.ART.,309
37632,CATH LT OR RT PULM.ARTERY,358
37633,CATH.SEG/SUBSEG.PULM.ART.,416
37634,CAROT/VERT.ART NDL/CATH.,374
37635,EXTREMITY ARTERY NDL/CATH,243
37636,AORT/TRANSLUM NDL/CATH,306
37637,INTRO CATHETER AORTA,359
37638,SEL CATH PLCMNT ARTERY 1ST ORD,575
37639,2ND ORD THOR/BRACHIOCEPH,658
37640,3RD ORD THOR/BRACHIOCEPH,791
37641,ADDL THOR/BRACHIOCEPH,126
37642,1ST ORD ABD/PELV/LE,607
37643,2ND ORD ABD/PELV/LE,635
37644,3RD ORD ABD/PELV/LE,760
37645,ADDL ABD/PELV/LE,122
37646,NON-ROUTINE BL DRAW3/>YRS,23
37647,PORTAL VEIN CATH ANY METH.,853
37648,VENOUS CATH.ORG.BLD SAMP.,429
37649,NONTUNN.CENT.LINE<5 YRS.,2783
37650,NONTUNN.CENT.LINE>5 YRS.,2783
37651,TUNN.CENT.LINE W/O PRT<5,6210
37652,TUNN.CENT.LINE W/O PRT>5,6210
37653,TUNN.CENT.LINE W/PORT<5,7888
37654,TUNN.CENT.LINE W/PORT>5,7888
37655,INC&DRAIN PELVIS OR HIP BURSA,6530
37656,TUNN.CENT.LINE W/SUB.PUMP,8025
37657,TUNN.CENT.VAD 2CATH/2SITES,7888
37658,TUNN VAD 2CTH/2SITES W/PRT,8025
37659,PERIPH.PICC W/O PRT/PMP<5,5291
37660,INST PICC CTH WO IMG SB PP>5YR,5291
37661,PERIPH.VAD W/PORT <5,6210
37662,PERIPH.VAD W/PORT >5,6210
37663,CENT.VAD W/O PRT/PMP RPR,1556
37664,CENT VAD W/PORT/PMP RPR,2783
37665,CATH VAD W/PRT/PMP RPLC,8025
37666,NONTUNN.VAD W/O REPLACE,5291
37667,TUNN.VAD W/O SAME RPLC,6210
37668,TUNN.VAD W/SAME REPLACE,7888
37669,TUNN.W/PMP SAME REPLACE,7888
37670,PICC WO PORT/SAME RPLC INC IMG,2783
37671,PERIPH.VAD W/SAME REPLACE,6210
37672,TUNN.CATH.W/O PRT/PMP REM,1556
37673,TUNN.VAD W/PRT/PMP REM.,2783
37674,DRAW BLOOD OFF VENOUS DEVICE,460
37675,COLLECT BLOOD FROM PICC,460
37676,DECLOT.VAD OR CATHETER,1259
37677,PERICATH.REM.FIBRIN SHEATH,8025
37678,INTRALUM.REMOV.FIB SHTH,5291
37679,REPOS.CEN.VEN.CATH W/FLRO,5291
37680,EVAL.CEN.VAD/FLRO CONTR.,611
37681,TIPS PROCEDURE,8025
37682,TIPS REVISION,30647
37683,PRIM ART M-THRMBC 1ST VSL,10975
37684,PRIM ART M-THRMBC SBSQ VSL,10975
37685,SEC ART THROMBECTOMY ADD ON,10975
37686,MECH.THROMB VEIN/GUIDE,10975
37687,MECH.THROMB.VEIN SUB.DAY,10975
37688,THROMBOLYSOS CEREB.INFUS.,2394
37689,TRANSCATHETER BIOPSY,7888
37690,EVASC RPR A-AO NDGFT,6168
37691,EVASC RPR A-AO NDGFT RPT,9202
37692,EVASC RPR A-UNILAC NDGFT,6947
37693,EVASC RPR A-UNILAC NDGFT RPT,11538
37694,EVAC RPR A-BIILIAC NDGFT,7651
37695,EVASC RPR A-BIILIAC RPT,11504
37696,EVASC RPR ILIO-ILIAC RPT,9235
37697,PLMT XTN PROSTH EVASC RPR,1612
37698,DLYD PLMT XTN PROSTH 1ST VSL,4026
37699,DLYD PLMT XTN PROSTH EA ADDL,1488
37700,EVASC RPR ILIAC ART BIFUR,9235
37701,DX BONE MARROW BX & ASPIR,3987
37702,TRANSCATH STENT CCA W/EPS,5291
37703,LIGATION OF A-V FISTULA,6934
37704,TRANSCATH STENT CCA W/O EPS,5291
37705,STENT PLACEMENT RETRO CAROTID,2649
37706,DIALYSIS CIRCUIT EMBOLJ,430
37707,UNLISTED PROC./VASC.SURG,2343
37708,LN ABSC/LYMPHADN/EXT DRG,2394
37709,BIOPSY/REMOVAL LYMPH NODES,6443
37710,BONE MARROW BIOPSY,1758
37711,EGD PLACE GASTROSTOMY TUBE,5291
37712,NASAL/OROGASTRIC W/STENT,555
37713,GASTROSTOMY TUBE CHANGE,2394
37714,REPOSTION GASTROSTOMY TUBE,2394
37715,STOMACH SURGERY PROCEDURE,2394
37716,"INTRO,GASTROINTESTINAL TUBE",2394
37717,UNLISTED PX SMALL INSTESTINE,8025
37718,INCISION OF RECTAL ABCESS,8025
37719,INCISION OF ANAL ABSCESS,1555
37720,REPAIR OF ANAL FISTULA W/GLUE,6477
37721,"LIVER BX, NEEDLE, PERC.",2526
37722,CHOLECTOST. & W/EXP/REM,5486
37723,CHOLECYSTOSTOMY PERC.,8025
37724,BILIARY ENDO PERQ DX W/SPECI,7179
37725,"BILIARY END,DILAT.STRIC.STENT",8025
37726,"BILIARY END,DILAT,STRIC.W/O",14326
37727,CHOLEDOCHAL STENT,8025
37728,"PANCREAS BX, PERC.NEEDLE",2526
37729,INJECTION FOR CHOLANGIOGRAM,627
37730,INSERT ABDOMEN-VENOUS DRAIN,4812
37731,EEG MONITORING/FUNCTION TEST,2915
37732,REMOVE TUNNELED IP CATH,5958
37733,ABD/RETROPER.MASS NDL BX,2394
37734,AIR/CONT.PERITONEAL CAV INJ,226
37735,INTERSTIT.DEVIC FOR RAD TX,5291
37736,REMOVE FOREIGN BODY ADBOMEN,8025
37737,INTRAPER.CANN.DIALYS.PERM.,7998
37738,ABSC/CYST CATH/GUID.EXHNG,4254
37739,CONT.INJ ABS/CYST PREV.CATH,93
37740,SUBC.EXTEN PERIT.CANN/CATH,4254
37741,DUODEN/JEJUN.TUBE/FLURO,3281
37742,CECOSTOMY/COLONIC/FLUO,4527
37743,UNLIST.ABD/PERIT/OMENTUM,8025
37744,REMOVAL OF KIDNEY STONE,12768
37745,"RENAL BX,PERC.TROC OR NDL",2526
37746,REM.&REPL.INT.URET.ST.TRS UR,8025
37747,REM.INT.URET.STNT PERC.APR,8025
37748,REM&REPL.URET.ST.TRS URET,6758
37749,REM.INT.STNT W/O CYSTO,2394
37750,CHANGE NEPHROURETERAL CATH,4254
37751,NEPHRTUBE REM. FLUOR.GUIDE,2394
37752,RENAL CYST/PELV/NDL ASP/INJ,2526
37753,REN.PLVS/URET.INST.TX AGT,580
37754,DRAIN/INJ JOINT/BURSA W/O US,1373
37755,DRAIN/INJ JOINT/BURSA W/O US,452
37756,MOD SED SAME PHYS/QHP EA,178
37757,NEPHROST.TRACT ESTAB.,6758
37758,MANOMET.THR.NEPHR/PYELO,2708
37759,XRAY GUIDE FOR GI TUBE,407
37760,RENAL END.THROUGH NEPH.,6758
37761,RFA RENAL UNI CRYOTX,14326
37762,URETEROGRAPH/PYELOGRAPH,123
37763,TUBE/STENT VIA CONDUIT CHG,4254
37764,URETER ENDOSCOPY & BIOPSY,6758
37765,PERIVES/PREVES.SPC ABS DRG,4670
37766,BLADDER ASP.BY NEEDLE,904
37767,BLADDER ASP.TROC/INTRACAT,1442
37768,BLADDER ASP.SUPRAPUB.CATH,4990
37769,CHAIN CNTRST/CHN URETHRO,92
37770,RETRO URETHROCYSTROGRAP,156
37771,"CYSTOSTOMY TUBE CHG, SIMP",1106
37772,"CYSTOSTOMY TUBE CHG,COMP",2880
37773,CYSTOURETH.W/EJAC.DCT CATH,5291
37774,CYSTOURETH.RM.FB/CALC/STNT,5291
37775,CYSTOURETH.DOUBLE J STENT,6758
37776,SONOHYSTEROGRAM CATH.,141
37777,C1-C2 PUNCT W/O INJECTION,2394
37778,ENDO.TEMP.BALL.OCCLUS.,27158
37779,OCCLUS./EMBOL.TUMOR DEST.,10244
37780,OCCLUS/EMBOL.NON-CENTRAL,27158
37781,INTRACRANIAL ANGIOPLASTY,5486
37782,"BALL INTRACR. VASOSPASM,INJ",4130
37783,"BALL INTRACR.VASO,SAME FAM",4355
37784,"BALL INTRACR. VASO, DIFF FAM",6198
37785,SPINAL CORD CYST/SYRINX ASP.,2394
37786,"SPINAL CORD, PERC.NEEDLE BX",2526
37787,"LUMBAR PUNCTURE, DX",2394
37788,SPINAL PUNCT.THERAPEUTIC,2394
37789,INJ FOR MYELOGRAM &/CT LUMBAR,209
37790,PERCUTANEOUS DISKECTOMY,10244
37791,"DISCOGRAPH INJ.EA, LUMBR",1935
37792,DISCOGRAPH INJ EA CERV/THOR,1585
37793,ANESTH.INJ.FEM.NV CONT.INF,1470
37794,LUM.PLEX.CON.INF ANESTH.INJ.,801
37795,OTH.PER.NV/BRCH ANESTH.INJ.,1432
37796,MYELOGRAPHY LUMBAR INJ,2394
37797,MORTON'S NEUR. ANESTH.INJ.,1375
37798,MYELOGRAPHY LUMBAR INJ 2 >,2394
37799,TRANSFOR.INJ.CERV/THOR.1,1797
37800,TRANSFOR.INJ.CERV/THOR.+,609
37801,TRANSFOR.INJ.LUMB/SAC 1,1604
37802,TRANSFOR.INJ.LUMB/SAC +,637
37803,PARAVER.CER/THOR 1 DX/TX INJ.,791
37804,PARAVER.CER/THOR 2 DX/TX INJ,377
37805,PARAVER.CER/THOR 3 DX/TX INJ.,285
37806,PARAVER.LUM/SAC 1 DX/TX INJ.,791
37807,PARAVER.LUM/SAC 2 DX/TX INJ.,278
37808,PARAVER.LUM/SAC 3 DX/TX INJ.,285
37809,CONTRAST X-RAY OF SHOULDER,817
37810,N BLOCK INJ HYPOGAS PLXS,5291
37811,N BLOCK INJ ILIO-ING/HYPOGI,1254
37812,LUMB/THOR.SYMP. ANES.INJ.,1316
37813,CELIAC PLEX W/O MON ANES.INJ,1738
37814,STELLATE GANGLION ANES.INJ,2085
37815,UNLISTED PROC.NERV SYST,608
37816,CERVICAL MYELOGRAPHY,2813
37817,THORACIC MYELOGRAPHY,2813
37818,LUMBOSACRAL MYELOGRAPHY,2813
37819,MYELOGRAPHY 2+ REGIONS,2813
37820,EPIDUROGRAPHY,335
37821,"DISCOGRAPHY,CERV/THORACIC",12552
37822,"DISCOGRAPHY, LUMBAR",12552
37823,PERITONEOGRAM,3358
37824,XRAY EXAM OF SMALL BOWEL,1104
37825,TRANSHEP.DIL.BIL.DCT STRICT.,354
37826,"UROGRAPHY,ANTEGRADE",2015
37827,CYSTOGRAPHY MIN.3 VIEWS,1171
37828,VASOGRAPH/VESICUL/EPIDIDY,1171
37829,URETHROCYSTROGRAPH/RETRO,1171
37830,RENAL CYST STDY TRANSL.CNTR,3358
37831,BX BREAST ADD LESION STRTCTC,205
37832,BX BREAST ADD LESION US IMAG,193
37833,"NEPHROST,URET,URETH.DILAT",8259
37834,HYSTERSALPINGOGRAM,1445
37835,THORACIC AORTOGRAM,17476
37836,ABDOMINAL AORTOGRAM,12298
37837,ABD. PLUS BIL.ILIOFEM.AORTO,12298
37838,INJECT EPIDURAL PATCH,1520
37839,SPINAL ARTERY ANGIO.,20520
37840,"EXTREMITY ANGIO, BILAT.",12298
37841,VISCERAL ANGIO W&W/O AORT,20520
37842,ADRENAL ANGIO BILAT,12298
37843,PELVIC ANGIOGRAPHY,17476
37844,"PULMONARY ANGIO, UNILAT.",12298
37845,"PULMONARY ANGIO,BILAT.",12298
37846,PULMONARY ANGIO.NONSEL.,5871
37847,INTERNAL MAMMARY ANGIO.,9475
37848,EACH ADD'L ARTERY ANGIO.,350
37849,LYMPHANGIOGRAPHY.EXT.UNI,1792
37850,LYMPHANGIOGRAPH.EXT.BIL.,3469
37851,LYMPHANGIO.PELV/ABD.UNI,3469
37852,LYMPHANGIO.PELV/ABD.BILAT,5404
37853,EXTREM.VENOGRAPHY UNILAT.,4332
37854,EXTREM.VENOGRAPHY BILAT.,4051
37855,INFERIOR CAVAL VENOGRAPHY,12298
37856,SUPERIOR CAVAL VENOGRAPHY,5871
37857,"RENAL VENOGRAPHY, UNILAT.",12298
37858,"RENAL VENOGRAPHY, BILAT.",12298
37859,"ADRENAL VENOGRAPHY, UNI",12298
37860,"ADRENAL VENOGRAPHY,BILAT.",17476
37861,VENOUS SINUS VENOGRAPHY,9475
37862,SUP.SAG.SINUS VENOGRAPHY,3230
37863,EPIDURAL VENOGRAPHY,5871
37864,ORBITAL VENOGRAPHY,5871
37865,TRANSHEP.PORTOGRAPH W/HD,12298
37866,TRANSHEP.PORTOGRAPH.W/O,5871
37867,HEPAT.VENOGRAPH.W/HD EV,12298
37868,HEPAT.VENOGRAPH.W/O HD,12298
37869,VEN.SAMPLE WORW/O ANGIO,17476
37870,TRANSCATH.EMBOLIZATION,3805
37871,FOLLOW UP ANGIOGRAPHY,4630
37872,MECH.REM.FIBRIN SHEATH,667
37873,MECH.REM.INTRA.CATH MAT.,242
37874,ENDO REPAIR NOT INV.LT SUBCL,1646
37875,EXT.PROSTH.ENDO REPR THOR.,1097
37876,TRANSCATHER BX,1793
37877,CHANGE TUBE/CATHETER,330
37878,FLUOROSCOPE EXAMINATION,1072
37879,ABSC/FISTULA/SINUS TRACT,2225
37880,UNLISTED FLUORO PROCEDURE,440
37881,U/S GUIDE FOR VASC.ACCESS,243
37882,U/S GUIDANCE RFA,276
37883,U/S GUIDE NEEDLE PLACEMENT,173
37884,FLUORO GUIDE FOR VAD,261
37885,NEEDLE LOCALIZATION BY XRAY,322
37886,FLUOROGUIDE FOR SPINE INJECT,259
