MNEMONIC,DESCRIPTION,CHRG AMT
43797012,TRACTION MECHANICAL,58.13
43797014,ELECTRICAL STIM(UNATTENDED),58.13
43797016,VASOPNEUMATIC DEVICES,58.13
43797022,WHIRLPOOL,50.49
43797032,ELECTRICAL STIM(MANUAL)/1/4 HR,58.13
43797033,IONTO/PHONOPHORESIS/1/4 HR,62.01
43797035,ULTRASOUND/1/4 HR,58.13
43797110,THERAPEUTIC EXERCISE/1/4 HR,113.68
43797112,NEUROMUSCULAR RE-ED/1/4 HR,94
43797113,AQUATIC THERAPY PER 1/4 HR,113.68
43797116,GAIT TRAINING/1/4 HR,68.36
43797124,MASSAGE/1/4 HR,58.08
43797127,COGNITIVE FUNCT INTERVENTION,89.51
43797140,MANUAL THERAPY TECHNIQUES/1/4H,113.68
43797150,THERAPEUTIC EX GROUP,92.99
43797161,PT EVAL LOW,163.83
43797162,PT EVAL MOD,163.83
43797163,PT EVAL HIGH,163.83
43797164,PT RE-EVAL,99.17
43797530,THERAPEUTIC ACTIVITIES/1/4 HR,94
43797532,COGNITIVE SKILLS/1/4 HR,62.96
43797533,SENSORY INTEGRATION/1/4 HR,62.96
43797535,SELF CARE/HOME MGT(ADL)/1/4 HR,113.68
43797537,COMM/WORK REINTEGRATION/1/4 HR,98.9
43797542,WC MGT/PROPULSION/1/4 HR,51.55
43797750,PHYSICAL/PERF TEST/1/4 HR,88.84
43797760,ORTHOTICS,113.68
43797761,PROSTHETIC,98.9
43797763,ORTH PROS MGT PER 15 MIN,55.94
43892507,TREATMENT,264.38
43892508,GROUP THERAPY,92.99
43892521,EVALUATE SPEECH FLUENCY,267.28
43892522,EVAL SPEECH SOUND PRODUCTION,267.28
43892523,EVAL SPEECH SOUND & LANGUAGE,354.26
43892524,BEHAVIORAL Q & A ORAL,290.81
43892526,SWALLOWING TREATMENT,264.38
43892597,EVALUATION ACC/PROSTHETIC,264.38
43892605,"EVAL NON SP GEN COMM DEV,1ST H",296.12
43892606,THER SERV NON-SP GEN DEV,224.38
43892607,EVAL SP GEN FACE TO FACE 1 HR,340.59
43892608,SP GEN ALT COMM DEV EA ADD 30M,93.83
43892609,TRAINING & FITTING FOR DEVICE,153.65
43892610,FUNCTIONAL SWALLOWING EVAL,396.56
43892618,"EV NON SP GEN DEV,EA ADD 30 M",144.6
43896105,APHASIA ASSESSMENT/HR,290.81
43896125,STANDARD COG PERF TEST PER HR,246.98
43897127,COGNITIVE FUNCT INTERVENTION,89.51
43897533,SENSORY INTEGRATION/1/4 HR,82.81
43897535,SELF CARE/ADL/HOME MGMT/1/4 HR,98.9
43897537,COMMUNITY/WK REIN/1/4 HR,98.9
43997014,ELECTRICAL STIM(UNATTENDED),58.13
43997016,VASOPNEUMATIC DEVICES,58.13
43997018,PARAFFIN BATH,20.85
43997022,WHIRLPOOL,48.01
43997032,ELECTRICAL STIM(MANUAL)/1/4 HR,48.01
43997033,IONTO/PHONOPHORESIS/1/4 HR,62.01
43997034,CONTRAST BATHS/1/4 HR,31.26
43997035,ULTRASOUND/1/4 HR,58.13
43997110,THERAPEUTIC EXERCISE/1/4 HR,94
43997112,NEUROMUSCULAR RE-ED/1/4 HR,94
43997113,AQUATIC THERAPY,94
43997116,GAIT TRAINING/1/4 HR,82.71
43997124,MASSAGE/1/4 HR,48.01
43997127,COGNITIVE FUNCT INTERVENTION,89.51
43997140,MANUAL THER TECHNIQUES/1/4 HR,113.68
43997150,THERAPEUTIC EX GROUP,92.99
43997165,OT EVAL LOW,163.83
43997166,OT EVAL MOD,163.83
43997167,OT EVAL HIGH,163.83
43997168,OT RE-EVAL,134.38
43997530,THERAPEUTIC ACTIVITIES/1/4 HR,94
43997533,SENSORY INTEGRATION/1/4 HR,72.47
43997535,SELF CARE/HOME MGMT(ADL)/1/4HR,94
43997537,COMM/WORK REINTEGRATION/1/4 HR,94
43997542,WC MGMT/PROPULSION/1/4 HR,51.55
43997545,"WORK/COND HARDENING,INIT 2 HRS",221.68
43997546,WORK/COND HARDENING EA ADD HR,110.97
43997597,"DEBRIDE WOUND,1ST 20 SQ CM",251.2
43997750,PHYSICAL PERF TEST/1/4 HR,107.39
43997760,ORTHOTICS,113.68
43997761,PROSTHETIC TRAINING,98.9
43997763,ORTH PROS MGT PER 15 MIN,55.94
44097802,H&W INITIAL MNT 15 MIN,86.52
44097803,H&W MNT REASSESS PER 15 MIN,76.18
44097804,H&W GROUP MNT PER 30 MIN,43.57
44099211,H&W NUTRITION EDUCATION/15 MIN,76.01
4389252352,EVAL SPEECH LANGUAGE ONLY,354.26
3050010E,MED ADMIN SQ/IM (96372) (EP),59.35
3050011E,NURSING VISIT (EP),108.09
3050012E,REFILL/MAINT PORT(96521) (EP),306.35
3050014E,DECLOTTING PICC LINE(36593)(EP,425.6
3050016E,IV PORT FLUSH (96523) (EP),93
3050017E,BLOOD DRAW/CEN LINE OR PICC(EP,101.49
3050018E,THERAPEUTIC PHLEB (99195) (EP),165.59
3050019E,BLOOD DRAW/PORT (36591) (EP),101.49
3050020E,"IV HYDRATION,INIT HR(96360)(EP",208.48
3050021E,"IV HYDR,EA ADD HR(96361)(EP)",40.12
3050022E,"IV THER OR DIAG,INIT(96365)(EP",208.48
3050023E,"IV THER OR DIAG,EA ADD(96366)E",40.12
3050024E,"IV THER OR DIAG,EA SEQ(96367)E",59.35
3050025E,IVTHER OR DIAG CONC(96368)(EP),35.9
3050026E,"IV PUSH INJ,INIT(96374) (EP)",119.86
3050027E,"IV PUSH INJ,EA ADD(96375)(EP)",97.78
3050028E,"IV PUSH,SAME DRUG,SEQ(96376)EP",103.22
3050032E,"CHEMO ADMIN,SUBQ OR IM (EP)",119.86
3050033E,"CHEMO ADMIN,IV PUSH INIT (EP)",291.75
3050034E,"CHEMO,IV PUSH EA ADD DRUG (EP)",170.2
3050035E,"CHEMO,IV INF UP TO 1 HR (EP)",466.8
3050036E,"CHEMO,IV INF EA ADD HR TO 8(EP",85.13
3050037E,"CHEMO,IV INF >8 HRS W PUMP(EP)",466.8
3050038E,"CHEMO,IV INF EA ADD SEQ (EP)",170.2
3120106A,I V THERAPY >1 HR PER 1/4 HR,12.71
3270106A,M/S 2 IV THER >1 HR PER 1/4 HR,12.71
3370106A,M/S 3 IV THER>1 HR PER 1/4 HR,11.8
3430108A,I V THERAPY > 1 HR PER 1/4 HR,12.71
3480106A,IV THERAPY > 1 HR PER 1/4 HR,12.43
3490014A,ANES CONT EPIDURAL,235.4
3600040B,INTEROPERATIVE ULTRASOUND GUID,382.53
3600040C,US GUID FOR RADIOELEMENT APP,382.53
3600040D,"SIMULATION, COMPLEX",1007.77
3600040E,SPEC DOSIMETERY,446.91
3600040F,"TREATMENT DEVICE,SIMPLE",783.22
3600040G,INTERSTITIAL RAD SRCE APP COMP,2644.32
3600040H,"SUPV HANDLING, LOAD RAD SOURCE",264.91
3640107A,I V THERAPY >1 HR PER 1/4 HR,10.97
3660107A,I IV THERAPY > 1 HR PER 1/4 HR,10.46
3660130A,PROSTATE VOL STUDY FOR BRACHY,400.52
3660130B,BRACHY ISODOSE CALC COMPLEX,914.95
3660130C,"SIMULATION, 3 DIMENSIONAL",3420.57
3660130D,SPECIAL MED RAD PHYSICS CONSUL,881.44
3660130E,SPECIAL TREATMENT PROCEDURE,1497.12
3660130F,SPEC DOSIMETRY,405.64
4021030H,"SINGLE DRUG CLASS,TCA",23.54
4021030J,"SINGLE DRUG CLASS,PPX",23.54
4021030K,"SINGLE DRUG CLASS,mAMP",23.54
4021043BF,DRAW FEE BUCKEYE FAMILY HLTH,17.15
4021043E,DRAWING FEE (EAGLE PASS),17.15
4021043F,DRAWING FEE (FF LAB),17.15
4021043M,DRAWING FEE (MILLTOWN),17.15
4021043MP,DRAWING FEE (MT FAMILY PHYS),17.15
4021043P,DRAWING FEE (OP PAVILION),17.15
4021043P03,DRAWING FEE(3RD FL PHYS OFF),17.15
4021043R,DRAWING FEE OUTREACH,17.03
4021043W,DRAWING FEE (WOOSTER OB/GYN),17.15
4021052E,CAPILLARY BLOOD DRAW(EP),18.16
4021052MP,CAPILLARY BLOOD DRAW (MT PHYS),18.47
4021052P03,CAPILLARY BLOOD DRAW(3RD FL PH,18.47
4021059B,"GLUCOSE TOLERANCE, EA ADD.",33.94
4021059C,"GLUCOSE TOLERANCE, EA ADD",33.94
4021059D,"GULCOSE TOLERANCE, EA ADD",33.94
4021059E,"GLUCOSE TOLERANCE, EA AD",33.94
4021068B,LEGIONELLA CULTURE 86868,45.36
4021068C,LEGIONELLA DFA 85506,38.4
4021072A,B.PERTUSSIS AB IgG,44.03
4021072B,B.PERTUSSIS AB IgM,44.03
4021072C,B.PERTUSSIS AB IgA,44.03
4021075A,BARTONELLA HENSELAE IgG,18.1
4021075B,BARTONELLA HENSELAE IgM,18.1
4021075C,BARTONELLA QUINTANA IgG,18.1
4021075D,BARTONELLA QUINTANA IgM,18.1
4021080A,OVA AND PARASITES CONC & ID,17.7
4021080B,OVA & PARASITES TRICHROME 8623,28.92
4021081A,INFLUENZA A BY PCR,116.78
4021081B,INFLUENZA H1N1 BY PCR,116.78
4021084A,B.PERTUSSIS BY PCR,116.01
4021084B,B.PARAPERTUSSIS BY PCR,116.01
4021084C,B.HOLMESII BY PCR,116.01
4021126A,CONC FOR INFECTIOUS AGENTS,20.5
4021126B,INF AGENT ANTIGEN IMMUNOASSAY,41.89
4021126C,INF AGENT ANTIGEN IMMUNOASSAY,41.89
4021147A,ANTI SARCOLEMMA AB # 1,23.39
4021147B,ANTI-SARCOLEMMA AB # 2,21.97
4021159A,BCR/ABL1 MAJOR GENE DET,356.05
4021159B,BCL/ABL1 MINOR GENE DET,314.51
4021163E,DIFFERENTIAL MANUAL,31.66
4021164E,CBC W/AUTO DIFF,44.34
4021248A,HEMOGLOBIN,12.43
4021248B,HEMATOCRIT,12.43
4021294A,THROMBO TIME SUBST FRAC,95.12
4021294B,THROMBO TIME SUBST FRAC,95.12
4021306A,HEPATITIS B SURFACE ANTIGEN,22.07
4021306B,HEPATITIS B IGM ANTIBODY,22.07
4021306C,HEPATITIS A IGM ANTIBODY,22.07
4021308A,"PHOSPHATASE, ACID,TOTAL",24.05
4021308B,"PHOSPHATASE, ACID, PROSTATIC",24.05
4021313A,VOLATILES SERUM,98.36
4021364A,ASSAY OF SERUM ALBUMIN,29.93
4021364B,"ALBUMIN, QUANTITATIVE",29.93
4021364C,ASSAY IGA/IGD/IGG/IGM EACH,44.29
4021364D,ASSAY IGA/IGD/IGG/IGM EACH,44.29
4021378A,MCG; DNA PROBE EA,71.82
4021378B,MCG; DNA PROBE EA,71.82
4021378C,MCG;DNA PROBE EA,71.82
4021378D,MCG;DNA PROBE EA,71.82
4021378E,MCG;DNA PROBE EA,71.82
4021378F,MCG;DNA PROBE EA,71.82
4021378G,MCG;IP SITU 100-300 CELLS,121.49
4021378H,"CG MCG, INT & REP",39.01
4021629A,POOLED CRYOPRECIPITATE EA UNIT,95.62
4021629B,POOLED CRYOPRECIPITATE EA UNIT,95.62
4021629C,POOLED CRYOPRECIPITATE EA UNIT,95.62
4021629D,POOLED CRYOPRECIPITATE EA UNIT,95.62
4021629E,POOLED CRYOPRECIPITATE EA UNIT,95.62
4021661A,ANTI PLATELET AB ID,154.51
4021661B,HEPARIN INDUCED ANTI PLT AB ID,289.14
4021798A,HPV HYBRID CAPTURE LOW RISK GP,137.18
4021798B,HPV HYBRID CAPTURE HIGHRISK GP,137.18
4021859A,IGG SUBCLASSES 7903,34.04
4021879A,IMMUNOASSAY,43.17
4021879B,IMMUNOASSAY,43.17
4021879C,PROLACTIN,65.85
4021879D,GLYCATED PROTEIN,22.88
4021879E,SOMATOMEDIN,83.75
4021879F,CA 125,57.53
4021900A,HER2 DUAL ISH PROBE 1,363.86
4021900B,HER2 DUAL ISH PROBE 2,363.86
4021926A,P-ANCA,26.73
4021926B,C-ANCA,26.73
4021926C,DIRECT MEASURE ANA,43.17
4021977B,INFLUENZAE VIRUS,26.83
4022016A,"ASPERGILLUS ABS,164285",27.09
4022016B,"ASPERGILLUS ABS,164285",27.09
4022016C,"ASPERGILLUS ABS,164285",27.09
4022024A,FETAL LUNG MAT L/S RATIO,86.45
4022024B,PHOSPHATIDYGLYCEROL,65.04
4022043A,"AERO CULT,STOOL SALM/SHIGELLA",38.76
4022043B,"AERO,STOOL,ADD CAMPY MEDIA",38.76
4022043C,"AERO,STOOL ADD SORB MCCONKEY",38.76
4022043D,"AERO,STOOL CULT,ADD CIN PLATE",38.76
4022043E,"AERO,STOOL CULT,ADD TCBS PLATE",38.76
4022059A,VIRAL TISSUE CULTURE,91.15
4022059B,VIRAL CULTURE SHELL VIAL,71.42
4022064A,ARSENIC,52.91
4022064B,LEAD,52.91
4022064C,"MERCURY, QUANT",52.91
4022065A,"ARSENIC, BLOOD",110.29
4022065B,"LEAD, BLOOD",103.78
4022065C,MERCURY,110.29
4022081A,FSH,37.54
4022081B,LH,37.54
4022087A,"CK TOTAL, LINK CHARGE",47.44
4022087B,"CK ISOENZYME, CHARGE LINK",47.44
4022088A,LDH TOTAL CHARGE LINK,38.7
4022088B,"LDH ISOENZYMES,CHARGE LINK",38.7
4022949B,MOLD ALLERGY IgE,86.9
4022950B,MINIRAST TEST IgG,17.4
4022950C,MINIRAST TEST IgG,17.4
4022950D,MINIRAST TEST,17.4
4022950E,MINIRAST TEST,17.4
4022950F,MINIRAST TEST,17.4
4022950G,MINIRAST TEST,17.4
4022950H,MINIRAST TEST,17.4
4022950I,MINIRAST TEST,17.4
4022950J,MINIRAST TEST,17.4
4022950K,MINIRAST TEST,17.4
4023032A,CHLAMYDIA DNA PROBE,35.16
4023032B,GC DNA PROBE,35.16
4023033A,CHLAMYDIAL ISOLATION CULT,94.86
4023033B,CHLAM CULT TYPING,49.05
4023072E,"CBC, PLT AUTOMATED",39.41
4023076A,NMR LIPOPROFILE,56.25
4023183A,DESIPRAMINE,30.19
4023183B,IMIPRAMINE,30.19
4023195B,LEGIONELLA ANTIBODIES 8681,34.85
4023195C,LEGIONELLA ANTIBODIES,34.85
4023205A,CSF BACTERIA ANTIGEN HIB,26.94
4023205B,"CSF BACTERIA AG,S PNEUMONAIE",32.16
4023205C,CSF BACTERIA STREP GROUP B,32.16
4023205D,CSF BACTERIA N. MENIN A/Y,32.16
4023205E,CSF BACTERIA N. MENIN CW 135,32.16
4023205F,CSF BACTERIA N. MENIN BEColk1,32.16
4028060A,INFLUENZAE A DIRECT,51.69
4028060B,INFLUENZAE B DIRECT,34.65
4028452C,COXSACKIE A7 AB IgG,25.82
4028452D,COXSACKIE A9 AB IgG,25.82
4028452E,COXSACKIE A24 AB IgG,25.82
4028452F,COXSACKIE A16 AB IgG,25.82
4028452G,COXSACKIE A7 AB IgM,25.82
4028452H,COXSACKIE A9 AB IgM,25.82
4028452I,COXSACKIE A16 AB IgM,25.82
4028452J,COXSACKIE A24 AB IgM,25.82
4028485A,HSV PCR,116.73
4028485B,HSV PCR,116.73
4028797A,TISSUE CULT SKIN OR SOLID BX,89.89
4028797B,CHROM ANALYS 15-20 CELLS,89.89
4028797C,CG MCG INT AND REPORT,89.89
4028797D,CHROM ANALY + KARYOT EA STUDY,89.89
4028797E,TISS EXAM MOLECULAR STUDY,89.89
4210001H,"ABDOMEN, SINGLE VIEW (HP)",210.44
4210001M,"ABDOMEN,SINGLE VIEW (MT)",210.44
4210002H,"ABD,INC DECUB AND/OR ERECT(HP)",204.31
4210002M,"ABD,INC DECUB AND/OR ERECT(MT)",204.31
4210003H,"A/C JTS,BIL W OR W/O WTS (HP)",341.44
4210003M,"A/C JTS,BIL W OR W/O WTS (MT)",341.44
4210004H,DEXA BONE DENSITY STUDY (HP),288.46
4210005H,DEXA BONE DENS/APPEND SKEL(HP),134.54
4210006H,VERT FX ASSESS/LAT BONE DEN(H),179.24
4210007H,DXA BONE DENS W/VERT FX ASSESS,224.33
4210008H,"CHEST,PA AND LATERAL (HP)",203.35
4210008M,"CHEST,PA AND LATERAL (MT)",203.35
4210009H,"CHEST XRAY AP,LAT,OBLIQUE (HP)",135.77
4210009M,"CHEST XRAY AP,LAT,OBLIQUE (MT)",135.77
4210012H,CLAVICLE (HP),355.44
4210012M,CLAVICLE (MT),355.44
4210013H,"ACUTE ABD, INC CHEST (HP)",288.58
4210013M,"ACUTE ABDOMEN, INC CHEST (MT)",288.58
4210015A,"CYSTOGRAPHY,MIN 3 VIEWS",344.08
4210015B,INJECTION FOR CYSTOGRAPHY,178.17
4210016A,VOIDING URETHROCYSTOGRAPHY,653.92
4210017H,"ELBOW, MIN 3 VIEWS (HP)",355.44
4210017M,"ELBOW,MIN 3 VIEWS (MT)",355.44
4210020H,"FACIAL BONES,MIN 3 VIEWS (HP)",391.36
4210020M,"FACIAL BONES,MIN 3 VIEWS (MT)",391.36
4210021H,BODY COMPOSITION,142.74
4210022H,SHUNTOGRAM/PREV PLACED SHUNT,201.51
4210022M,SHUNTOGRAM/PREV PLACED SHUNT,201.51
4210023H,"ANKLE,MIN 3 VIEWS (HP)",294.49
4210023M,"ANKLE,MIN 3 VIEWS (MT)",294.49
4210030H,"HAND,2 VIEWS (HP)",208.75
4210030M,"HAND, TWO VIEWS (MT)",208.75
4210031H,"INFANT UPPER EXT,MIN 2 V (HP)",341.38
4210031M,"INFANT UPPER EXT,MIN 2 V (MT)",341.38
4210032H,"INFANT LOWER EXT,MIN 2 V (HP)",336.43
4210032M,"INFANT LOWER EXT,MIN 2 V (MT)",336.43
4210033H,"PED TORSO FOR FB, 1 VIEW (HP)",236.41
4210033M,"PED TORSO FOR FB,1 VIEW(MT)",236.41
4210038H,"BONE SURVEY, LIMITED (HP)",412.84
4210038M,"BONE SURVEY,LIMITED (MT)",412.84
4210041H,"MASTOIDS,MIN 3 VIEWS/SIDE(HP)",407.82
4210041M,"MASTOIDS,MIN 3 VIEWS/SIDE(MT)",407.82
4210042H,"FEMUR,2 OR MORE VIEWS (HP)",229.55
4210042M,"FEMUR,2 OR MORE VIEWS (MT)",229.55
4210043H,NECK FOR SOFT TISSUE (HP),294.49
4210043M,NECK FOR SOFT TISSUE (MT),294.49
4210044H,"NASAL BONES, MIN 3 VIEWS (HP)",492.78
4210044M,"NASAL BONES,MIN 3 VIEWS (MT)",492.78
4210045H,OPTIC FORAMINA (HP),366.9
4210045M,OPTIC FORAMINA (MT),366.9
4210047H,L/S SPINE BENDING FLEX/EXT(HP),119.92
4210047M,L/S SPINE BENDING FLEX/EXT(MT),119.92
4210048H,"PELVIS, 1 OR 2 VIEWS (HP)",196.83
4210048M,"PELVIS,1 OR 2 VIEWS (MT)",196.83
4210050H,"FINGER(S),MIN 2 VIEWS (HP)",273.69
4210050M,"FINGER(S),MIN 2 VIEWS (MT)",273.69
4210054H,"FOREARM,2 VIEWS (HP)",355.44
4210054M,"FOREARM,2 VIEWS (MT)",355.44
4210055H,"RIBS,UNI,MIN 3V W/PA CHEST(HP)",347.17
4210055M,"RIBS,UNI,MIN 3V W/PA CHEST(MT)",347.17
4210056H,"RIBS,BIL,MIN 4V W/PA CHEST(HP)",465.17
4210056M,"RIBS,BIL,MIN 4 V,W PA CHEST(MT",465.17
4210057H,"CERV SPINE, 6 0R MORE VIEWS(HP",644.24
4210057M,"CERV SPINE, 6 OR MORE VIEWS(MT",644.24
4210058H,"CERV SPINE,2 OR 3 VIEWS (HP)",342.05
4210058M,"CERV SPINE,2 OR 3 VIEWS (MT)",342.05
4210059H,"CERV SPINE, 4 OR 5 VIEWS (HP)",509.7
4210059M,"CERV SPINE, 4 OR 5  VIEWS (MT)",509.7
4210060H,"DORSAL SPINE,3 VIEWS (HP)",449.71
4210060M,"DORSAL SPINE,3 VIEWS (MT)",449.71
4210061H,L/S SPINE COMP/W BEND VIEW(HP),380.56
4210061M,L/S SPINE COMP/W BEND VIEW(MT),380.56
4210062H,"LUMBAR SPINE,2 OR 3 VIEWS(HP)",281.95
4210062M,"LUMBAR SPINE,2 OR 3 VIEWS (MT)",281.95
4210063H,"S-I JTS,3 OR MORE VIEWS (HP)",407.21
4210063M,"S-I JTS,3 OR MORE VIEWS (MT)",407.21
4210064H,"SACRUM-COCCYX,MIN 2 VIEWS(HP)",325.36
4210064M,"SACRUM-COCCYX,MIN 2 VIEWS (MT)",325.36
4210065H,"SPINE,1 VIEW ANY LEVEL (HP)",312.43
4210065M,"SPINE,1 VIEW ANY LEVEL (MT)",312.43
4210066A,SALPINGOGRAM,826.69
4210066B,INJECTION FOR SALPINGOGRAM,139.15
4210067H,BONE LENGTH (HP),194.59
4210067M,BONE LENGTH (MT),194.59
4210068H,"RIBS,UNIL,2 VIEWS (HP)",154.45
4210068M,"RIBS,UNIL,2 VIEWS (MT)",154.45
4210069H,"SHOULDER,MIN 2 VIEWS (HP)",288.7
4210069M,"SHOULDER,MIN 2 VIEWS (MT)",288.7
4210070H,"SINUSES,MIN 3 VIEWS (HP)",420.87
4210070M,"SINUSES,MIN 3 VIEWS (MT)",420.87
4210071H,"RIBS,BILAT,3 VIEWS (HP)",172.88
4210071M,"RIBS,BILAT,3 VIEWS (MT)",172.88
4210072H,"SKULL,LESS THAN 4 VIEWS (HP)",275.14
4210072M,"SKULL,LESS THAN 4 VIEWS (MT)",275.14
4210073H,"SKULL,MIN 4 VIEWS (HP)",429.93
4210073M,"SKULL,MIN 4 VIEWS (MT)",429.93
4210076H,"STERNUM,MIN 2 VIEWS (HP)",414.97
4210076M,"STERNUM,MIN 2 VIEWS (MT)",414.97
4210078A,"INJ/ASP MAJ JT,SHOULD,HIP,KNEE",512.57
4210079A,FLUORO GUIDED LUMBAR PUNCTURE,487.39
4210080A,"INJ ASP MED JT,ANKLE,WRIST,ELB",512.57
4210082H,"TEMPORO-MANDIBULAR JT,BIL (HP)",413.01
4210082M,"TEMPORO-MANDIBULAR JT,BIL (MT)",413.01
4210083H,"TIBIA & FIBULA,2 VIEWS (HP)",286.11
4210083M,"TIBIA & FIBULA,2 VIEWS (MT)",286.11
4210084H,"TOE(S),MIN 2 VIEWS (HP)",301.57
4210084M,"TOE(S),MIN 2 VIEWS (MT)",301.57
4210087H,"WRIST,MIN 3 VIEWS (HP)",304.04
4210087M,"WRIST,MIN 3 VIEWS (MT)",304.04
4210089H,"ORBITS,MIN 4 VIEWS (HP)",423.18
4210089M,"ORBITS,MIN 4 VIEWS (MT)",423.18
4210093H,"CHEST, 1 VIEW (HP)",149.37
4210093M,"CHEST,1 VIEW (MT)",149.37
4210099H,"S-C JTS, MIN 3 VIEWS (HP)",309.84
4210099M,"S-C JTS,MIN 3 VIEWS (MT)",309.84
4210100H,"ELBOW,2 VIEWS (HP)",210.95
4210100M,"ELBOW, TWO VIEWS (MT)",210.95
4210101H,COLONIC TRANS GI/W MUL IMAG(HP,503.41
4210101M,COLONIC TRANS GI/W MUL IMAGE(M,503.41
4210102H,HIP UNI 4 OR MORE VIEWS,224.33
4210102M,HIP UNI 4 OR MORE VIEWS,224.33
4210103H,"FEMUR, 1 VIEW",135.77
4210103M,FEMUR 1 VIEW,135.77
4210104H,ENTIRE SPINE 1 VIEW,135.77
4210104M,ENTIRE SPINE 1 VIEW,135.77
4210105H,ENTIRE SPINE 1-2 VIEWS,224.33
4210105M,ENTIRE SPINE 1-2 VIEWS,224.33
4210106H,ENTIRE SPINE 4/5 VIEWS,427.4
4210106M,ENTIRE SPINE 4-5 VIEWS,427.4
4210107H,"L/S SPINE,MIN 4 VIEWS (HP)",404.07
4210107M,"L/S SPINE,MIN 4 VIEWS (MT)",404.07
4210108H,"L/S SPINE W BEND,MIN 6 VW (HP)",450.39
4210108M,"L/S SPINE W BEND,MIN 6 VW (MT)",450.39
4210111A,FLUORO SHOULDER ARTHRO INJEC,495.81
4210111B,INJ SHOULDER ARTHROGRAM W MRI,120.94
4210112H,"BONE SURVEY,CP(AXIAL&APPEND)HP",724.3
4210112M,"BONE SURVEY,CP(AXIAL&APPEND)MT",724.3
4210113A,FLUORO HIP ARTHRO INJECTION,495.81
4210113B,INJ HIP ARTHROGRAM W MRI,120.94
4210115H,SCAPULA (HP),288.46
4210115M,SCAPULA (MT),288.46
4210116H,"KNEE,3 VIEWS (HP)",297.29
4210116M,"KNEE,3 VIEWS (MT)",297.29
4210117A,"URETHROCYSTOGRAPHY,RETROGRADE",700.18
4210117B,INJ FOR URETHROCYSTOGRAPHY,139.15
4210118A,REPOSITION CENTRAL VENOUS CATH,1281.9
4210118B,FLUORO FOR CVP/PICC PLACEMENT,311.18
4210119A,CERVICAL MYELOGRAM,843.04
4210127A,LUMBAR MYELOGRAM,969.48
4210127B,INJECTION FOR MYELOGRAM,139.15
4210130H,"FOOT,MIN 3 VIEWS (HP)",355.44
4210130M,"FOOT,MIN 3 VIEWS (MT)",355.44
4210131H,"HAND,MIN 3 VIEWS (HP)",355.44
4210131M,"HAND,MIN 3 VIEWS (MT)",355.44
4210135H,"HUMERUS,MIN 2 VIEWS (HP)",269.75
4210135M,"HUMERUS,MIN 2 VIEWS (MT)",269.75
4210136H,"KNEE,1 OR 2 VIEWS (HP)",189.46
4210136M,"KNEE,1 OR 2 VIEWS (MT)",189.46
4210137H,"KNEE,4 OR MORE VIEWS (HP)",352.79
4210137M,"KNEE,4 OR MORE VIEWS (MT)",352.79
4210138H,"MANDIBLE,MIN 4 VIEWS (HP)",407.21
4210138M,"MANDIBLE,MIN 4 VIEWS (MT)",407.21
4210139H,"CALCANEUS,MIN 2 VIEWS (HP)",355.44
4210139M,"CALCANEUS,MIN 2 VIEWS (MT)",355.44
4210144H,"KNEES STANDING AP,BIL (HP)",153.25
4210144M,"KNEES STANDING AP,BILATERAL(MT",153.25
4210151H,LOCM 100-199 MG CONC PER ML,1.24
4210162H,ORBITS FOR FOREIGN BODY (HP),209.7
4210162M,ORBITS FOR FOREIGN BODY (MT),209.7
4210163H,MANDIBLE LESS THAN 4 VIEWS(HP),209.6
4210163M,MANDIBLE LESS THAN 4 VIEWS(MT),209.6
4210165H,"CHEST,MIN 4 VIEWS (HP)",182.27
4210165M,"CHEST,MIN 4 VIEWS (MT)",182.27
4210169H,THORACOLUMBAR 2 VIEWS (HP),182.27
4210169M,THORACOLUMBAR 2 VIEWS (MT),182.27
4210170H,SHOULDER ONE VIEW (HP),173.22
4210170M,SHOULDER ONE VIEW (MT),173.22
4210171H,WRIST 2 VIEWS (HP),173.22
4210171M,WRIST 2 VIEWS (MT),173.22
4210173H,ANKLE TWO VIEWS (HP),209.6
4210173M,ANKLE 2 VIEWS (MT),209.6
4210174H,FOOT 2 VIEWS (HP),173.22
4210174M,FOOT 2 VIEWS (MT),173.22
4210176H,BONE AGE STUDY (HP),209.6
4210176M,BONE AGE STUDY (MT),209.6
4210177H,"CHEST,2V W APICAL/LORDOTIC(HP)",182.27
4210177M,"CHEST,2V W APICAL/LORDOTIC (MT",182.27
4210178A,ARTHROGRAM SHOULDER,923.56
4210178B,INJ SHOULDER ARTHROGRAM,120.94
4210179A,ARTHROGRAM ELBOW,923.56
4210179B,INJ ELBOW ARTHROGRAM,120.94
4210180A,ARTHROGRAM WRIST,923.56
4210180B,INJ WRIST ARTHROGRAM,120.94
4210181A,ARTHROGRAM ANKLE,923.56
4210181B,INJ ANKLE ARTHROGRAM,120.94
4210182A,ARTHROGRAM KNEE,923.56
4210182B,INJ KNEE ARTHROGRAM,120.94
4210183A,ARTHROGRAM HIP,923.56
4210183B,INJ HIP ARTHROGRAM,120.94
4210217A,SIS-SALINE INF SONOHYSTEROGRAM,451.82
4210217B,INJECTION FOR SIS,124.37
4220001A,ULTRASONIC GUIDANCE,531.07
4220001AH,ULTRASONIC GUIDANCE (HP),531.07
4220001B,U/S BREAST BIOPSY W VACUUM,1524.28
