SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
"Surgery, Interventional, and Diagnostic Services",INJ ARTHROGRAM WRIST,$353.75 
"Surgery, Interventional, and Diagnostic Services",INJ CONTRAST KNEE ARTHROGRAPHY,$377.00 
"Surgery, Interventional, and Diagnostic Services",INJ CONTRST ASSESS ABSC/CYST PREV CATH,$214.25 
"Surgery, Interventional, and Diagnostic Services",INJ CYSTOGRAM/VOIDING URETHROCYSTOGRAM,$450.00 
"Surgery, Interventional, and Diagnostic Services",INJ EXTREMITY VENOGRAPHY,$807.75 
"Surgery, Interventional, and Diagnostic Services",INJ MYELOGRAM/CT NOT C1 C2 POST FOSSA,$419.25 
"Surgery, Interventional, and Diagnostic Services",INJ PX ELBOW ARTHROGRAPHY,$328.00 
"Surgery, Interventional, and Diagnostic Services",INJ PX TMJ ARTHROGRAPHY,$408.00 
"Surgery, Interventional, and Diagnostic Services",INJ SCLEROSING SOLTN MULT VEIN SME LEG,$357.00 
"Surgery, Interventional, and Diagnostic Services",INJ SCLEROSING SOLTN SINGLE VEIN,$348.00 
"Surgery, Interventional, and Diagnostic Services",INJ SI JOINT ANEST STEROID W/ IMG GUIDE,"$1,085.25 "
"Surgery, Interventional, and Diagnostic Services",INJ SI JOINT ARTHROGRAPHY W/ IMG GUIDE,"$1,085.25 "
"Surgery, Interventional, and Diagnostic Services",INJ SINUS TRACT DIAGNOSTIC,$184.75 
"Surgery, Interventional, and Diagnostic Services",INJ TRIGGER POINT SGL/MULT 1-2 MUSCLES,$491.50 
"Surgery, Interventional, and Diagnostic Services",INJ TRIGGER POINT SGL/MULT 1-2 MUSCLES,$491.50 
"Surgery, Interventional, and Diagnostic Services",INJ TRIGGER POINT SGL/MULT 3+ MUSCLES,$503.00 
"Surgery, Interventional, and Diagnostic Services",INJECT SINGLE TENDON SHEATH OR LIGAMENT,$433.25 
"Surgery, Interventional, and Diagnostic Services",INJECTION OF SINUS TRACK THERAPEUTIC,"$1,008.50 "
"Surgery, Interventional, and Diagnostic Services",INJECTION RETROGRADE URETHROCYSTOGRAPHY,$785.00 
"Surgery, Interventional, and Diagnostic Services","INS SCRM,INCL PROGM","$6,840.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT 2 LEADS TV PERM PM/ICD,"$6,156.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE,"$1,120.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT GASTRO TUBE PERCUT W/CONTRAST,"$3,042.25 "
"Surgery, Interventional, and Diagnostic Services",INSERT INTRA-AORTIC BALLOON ASCND AORTA,"$6,613.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT NEW/REPLC PPM W/ELECTRODE ATRIAL,"$11,118.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT NEW/REPLC PPM W/ELECTRODE VENTRI,"$11,638.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT NON-TUNNELED CICC >= 5 YR,"$1,135.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT PACER GEN ONLY W/EXIST SGL LEAD,"$8,210.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT PICC W/ PORT >5 YRS,"$4,596.25 "
"Surgery, Interventional, and Diagnostic Services",INSERT PICC W/O PUMP/PORT >5 YRS,"$1,700.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT PLEURAL CATH W/ CUFF,"$6,152.25 "
"Surgery, Interventional, and Diagnostic Services",INSERT SINGLE 1 TV LEAD PERM PM/ICD,"$6,156.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TIPS,"$6,420.75 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/ PORT >= 5 YR,"$5,976.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNELED CICC W/O PORT >= 5 YR,"$3,097.50 "
"Surgery, Interventional, and Diagnostic Services",INSERT TUNNLD INTRAPERITONEAL CATH PERM,"$5,945.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT/REPL LEADLESS PACEMAKER INCL ALL IMAGING,"$45,401.00 "
"Surgery, Interventional, and Diagnostic Services",INSERT/REPLC TEMP SINGLE CHAMBER PACER,"$7,927.75 "
"Surgery, Interventional, and Diagnostic Services",INSERTION OF IVC FILTER,"$10,477.25 "
"Surgery, Interventional, and Diagnostic Services",INSRT NEW/REPLC PPM W/ELECTRODE ATR/VEN,"$20,449.75 "
"Surgery, Interventional, and Diagnostic Services",INSRT PACER GEN ONLY W/EXIST DUAL LEADS,"$11,416.50 "
"Surgery, Interventional, and Diagnostic Services",INSRT TUNNLD INTRAPERITONEAL CATH COMP,"$5,945.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH AORTA,"$1,554.25 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DIALYSIS CIRCUIT,"$2,586.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DLYSS CIRCUIT W STNT PLCMNT,"$36,138.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH DLYSS CIRCUIT W/BLLN ANGPLSTY,"$19,475.00 "
"Surgery, Interventional, and Diagnostic Services",INTRO CATH SUP/INF VENA CAVA,"$1,632.50 "
"Surgery, Interventional, and Diagnostic Services",INTRO GUIDE RENAL PELV/URET W/ DILAT,"$3,140.25 "
"Surgery, Interventional, and Diagnostic Services",INTRO NEEDLE/INTRACATHETER VEIN,$77.00 
"Surgery, Interventional, and Diagnostic Services",INTRO TRANSCERV FALLOPIAN CATH,"$2,304.00 "
"Surgery, Interventional, and Diagnostic Services",IVUS NON CORONARY ADDITIONAL VESSEL,"$2,331.25 "
"Surgery, Interventional, and Diagnostic Services",IVUS NON CORONARY INITIAL VESSEL,"$4,314.25 "
"Surgery, Interventional, and Diagnostic Services",LC APP SKIN SB FACE/HND/FEET <=25 SQ CM,$832.00 
"Surgery, Interventional, and Diagnostic Services",LC APP SKIN SB TRNK/ARM/LG EA AD 25SQCM,$416.00 
"Surgery, Interventional, and Diagnostic Services",LC APP SKIN SUB FACE/HAND/FEET 100 SQCM,"$1,439.00 "
"Surgery, Interventional, and Diagnostic Services",LC APP SKIN SUB TRNK/ARM/LEG 100 SQ CM,"$2,783.75 "
"Surgery, Interventional, and Diagnostic Services",LC APP SKIN SUB TRNK/ARM/LG<=25SQCM,$832.00 
"Surgery, Interventional, and Diagnostic Services",LC APP SKN SB FACE/HND/FT EA AD 25 SQCM,$416.00 
"Surgery, Interventional, and Diagnostic Services",LC APP SKN SB TRNK/ARM/LG EA AD 100SQCM,"$1,392.00 "
"Surgery, Interventional, and Diagnostic Services",LC APP SKN SUB FCE/HND/FT EA AD 100SQCM,$416.00 
"Surgery, Interventional, and Diagnostic Services",MECH REMOV OBSTRUCT MATERIAL FROM TUBE,$490.00 
"Surgery, Interventional, and Diagnostic Services",MONITOR GLUCOSE VIA SENSOR HOOKUP/RECRD,$418.50 
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY 2 OR MORE REGION W/IMG,"$1,690.75 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY CERVICAL W/IMG,"$1,690.75 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY LUMBOSACRAL W/IMG,"$1,690.75 "
"Surgery, Interventional, and Diagnostic Services",MYELOGRAPHY THORACIC W/IMG,"$1,690.75 "
"Surgery, Interventional, and Diagnostic Services",NJX INTERLAMINAR CRV/THRC,"$1,997.75 "
"Surgery, Interventional, and Diagnostic Services",NJX INTERLAMINAR LMBR/SAC,"$1,963.75 "
"Surgery, Interventional, and Diagnostic Services",NM INJ PX IDENT OF SENTINEL NODE,$466.00 
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY LOWER EXT ARTERIES BILAT,"$1,253.50 "
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY U/L EXT ART =>3 LEVELS,$679.50 
"Surgery, Interventional, and Diagnostic Services",NON INV STUDY U/L EXT ART 1-2 LEVELS,$435.50 
"Surgery, Interventional, and Diagnostic Services",NONSEL CATH THOR AORTA INTR/XTRCRNL ART,"$6,143.25 "
"Surgery, Interventional, and Diagnostic Services",OP VISIT LEVEL 1 ESTABLISHED PATIENT,$134.75 
"Surgery, Interventional, and Diagnostic Services",OR CYSTOURETHROSCPY W/IRRGTN/EVAC CLOTS,"$2,207.50 "
"Surgery, Interventional, and Diagnostic Services",OR SPINAL CORD NEUROSTIM COMPLEX,$821.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 1 1ST HOUR,"$3,511.25 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 1 EA ADDL MINUTE,$59.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 2 1ST HOUR,"$4,405.50 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 2 EA ADDL MINUTE,$74.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 3 1ST HOUR,"$5,071.75 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 3 EA ADDL MINUTE,$82.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 4 1ST HOUR,"$5,796.00 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 4 EA ADDL MINUTE,$93.00 
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 5 1ST HOUR,"$5,935.75 "
"Surgery, Interventional, and Diagnostic Services",OR TIME LEVEL 5 EA ADDL MINUTE,$99.75 
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 1 LESION,$263.25 
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 2-4 LESIONS,$382.00 
"Surgery, Interventional, and Diagnostic Services",PARE/CUT BENIGN HYPERKERAT 4+ LESIONS,$821.25 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENT INTMED JOINT/BRSA W/O US,$322.75 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENT LARGE JOINT/BURSA W/O US,$611.75 
"Surgery, Interventional, and Diagnostic Services",PBC ARTHROCENTSMALL JOINT/BURSA W/O US,$330.25 
"Surgery, Interventional, and Diagnostic Services",PBC INJ SGL TENDON SHEATH OR LIGAMENT,$433.25 
"Surgery, Interventional, and Diagnostic Services",PERC VERTEBPLSTY CERVTHOR/LIM EA ADL,"$6,958.75 "
"Surgery, Interventional, and Diagnostic Services",PERC VERTEBRPLSTY UNI/BI INJ LUMBAR,"$6,374.50 "
"Surgery, Interventional, and Diagnostic Services",PERC VRTBRL AUG THOR/LUMB EA AD,"$10,748.00 "
"Surgery, Interventional, and Diagnostic Services",PERCU VERTEBRPLSTY UNI/BL INJ CERV/THOR,"$6,374.50 "
"Surgery, Interventional, and Diagnostic Services",PERCUT VERTEBRAL AUG LUMBAR W/IMG,"$15,256.00 "
"Surgery, Interventional, and Diagnostic Services",PERCUT VERTEBRAL AUG THORACIC W/IMG,"$14,257.25 "
"Surgery, Interventional, and Diagnostic Services",PERICARDIOCENTESIS INITIAL,"$1,468.50 "
"Surgery, Interventional, and Diagnostic Services",PERICARDIOCENTESIS SUBSEQUENT,"$2,358.25 "
"Surgery, Interventional, and Diagnostic Services",PERITONEAL LAVAGE,"$1,187.00 "
"Surgery, Interventional, and Diagnostic Services",PERQ CLSR TCAT L ATR APNDGE,"$15,300.00 "
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST MR GUIDE 1ST LES,$495.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST MR GUIDE EA AD LES,$135.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST STRTCTC 1ST LES,$495.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST STRTCTC EA AD LES,$135.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST US IMAG 1ST LES,$495.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV BREAST US IMAG EA AD LES,$135.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEV SOFT TISS 1ST LESION IMAG,"$1,323.00 "
"Surgery, Interventional, and Diagnostic Services",PERQ DEV SOFT TISS EACH ADD LES IMAG,$661.50 
"Surgery, Interventional, and Diagnostic Services",PERQ DEVICE BREAST MAMM IMG 1ST LES,$495.00 
"Surgery, Interventional, and Diagnostic Services",PERQ DEVICE BREAST MAMM IMG EA AD LES,$135.00 
"Surgery, Interventional, and Diagnostic Services",PERQ TRANSCATH CLOSURE EACH,"$40,323.00 "
"Surgery, Interventional, and Diagnostic Services",PERQ TRANSCATH CLS MITRAL,"$44,803.00 "
"Surgery, Interventional, and Diagnostic Services",PLACE CATH SEG/SUBSEG PULMONARY ARTERY,"$2,204.00 "
"Surgery, Interventional, and Diagnostic Services",PLACE CATH VEIN 1ST ORDER,"$1,390.00 "
"Surgery, Interventional, and Diagnostic Services",PLACE CATH VEIN 2ND ORDER/SELECT BRNCH,"$1,339.75 "
"Surgery, Interventional, and Diagnostic Services",PLACE INTRVASC STENT OPN/PERC EA AD ART,"$8,058.50 "
"Surgery, Interventional, and Diagnostic Services",PLACE INTRVASC STENT OPN/PERC INIT ART,"$16,663.00 "
"Surgery, Interventional, and Diagnostic Services",PLACE INTRVASC STENT OPN/PERC INIT VEIN,"$16,663.00 "
"Surgery, Interventional, and Diagnostic Services",PLACE INTRVASC STENT OPN/PRC EA AD VEIN,"$8,058.50 "
"Surgery, Interventional, and Diagnostic Services",PLACE STENT CERV CAROT W/EMBOL,"$7,064.25 "
"Surgery, Interventional, and Diagnostic Services",PLC URETERAL STENT PRQ EXISTING TRACT,"$6,175.25 "
"Surgery, Interventional, and Diagnostic Services",PLCMNT/NJX INTRLMNR CRV/THRC,"$2,255.00 "
"Surgery, Interventional, and Diagnostic Services",PLCMT BILIARY DRAIN CATH INTERN-EXTERN,"$3,995.25 "
"Surgery, Interventional, and Diagnostic Services",PLCMT BILIARY DRAIN CATH PRQ EXTERNAL,"$3,995.25 "
"Surgery, Interventional, and Diagnostic Services",PLCMT NEPHROURETERAL CATH PERC NEW ACCS,"$4,146.50 "
"Surgery, Interventional, and Diagnostic Services",PLCMT OF NEPHROSTOMY CATHETER PRQ,"$1,535.25 "
"Surgery, Interventional, and Diagnostic Services",PLCMT STENT BILE DUCT PERC EXIST ACCSS,"$7,557.00 "
"Surgery, Interventional, and Diagnostic Services",PLEURAL DRAINAGE PERCUT W/ IMAGE GUIDE,"$1,141.50 "
"Surgery, Interventional, and Diagnostic Services",PLMT URETERL STNT PRQ NEW ACCSS W/ NEP,"$6,175.25 "
"Surgery, Interventional, and Diagnostic Services",PLMT URETERL STNT PRQ NEW ACCSS W/O NEP,"$6,175.25 "
"Surgery, Interventional, and Diagnostic Services",PLMT XTN PROSTH EVASC RPR,"$3,116.25 "
"Surgery, Interventional, and Diagnostic Services",PNEUMOTHORAX THRPY INTRAPLEURAL INJ AIR,"$1,934.25 "
"Surgery, Interventional, and Diagnostic Services",PRQ CHNG NEPHROSTMY TO NEPHROURTRL CATH,"$1,443.75 "
"Surgery, Interventional, and Diagnostic Services",PRQ SCLEROTHRPY OF FLUID COLLECT COMPL,"$2,593.00 "
"Surgery, Interventional, and Diagnostic Services",PRQ TRANSCATH RTRVL INTRVAS FB W/ IMAGE,"$6,166.00 "
"Surgery, Interventional, and Diagnostic Services",PTA FEMORAL/POPLITEAL UNILATERAL,"$12,087.50 "
"Surgery, Interventional, and Diagnostic Services",PTA ILIAC UNILAT INIT VESSEL,"$12,420.00 "
"Surgery, Interventional, and Diagnostic Services",PTA TIBIOPERONEAL ART UNILAT INIT VESS,"$12,780.00 "
"Surgery, Interventional, and Diagnostic Services",PUNCH BX OF SKIN INCL SIMP CLSR EA SEPARATE/ADDL LES,$215.25 
"Surgery, Interventional, and Diagnostic Services",PUNCH BX OF SKIN INCL SIMPLE CLSR SNG LES,$253.00 
"Surgery, Interventional, and Diagnostic Services",PUNCT ASPIRATION BREAST CYST 1ST,$807.00 
"Surgery, Interventional, and Diagnostic Services",PUNCT ASPIRATION BREAST CYST EA ADL,$185.00 
"Surgery, Interventional, and Diagnostic Services",PUNCTURE SPINAL LUMBAR DIAGNOSTIC,$874.25 
"Surgery, Interventional, and Diagnostic Services",PUNCTURE/ASPIRATE ABSCESS/HEMATOMA/CYST,$480.75 
"Surgery, Interventional, and Diagnostic Services",RECOVERY ROOM 1ST HOUR,"$1,226.00 "
"Surgery, Interventional, and Diagnostic Services",RECOVERY ROOM EA ADD 30 MINUTES,$404.00 
"Surgery, Interventional, and Diagnostic Services",RELOCATE SKIN POCKET PACER,"$2,423.00 "
"Surgery, Interventional, and Diagnostic Services",REM LEADLESS PACKMAKER,"$6,838.75 "
"Surgery, Interventional, and Diagnostic Services",REM OF SCRM,"$1,670.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE & REPLACE PPM GEN DUAL LEAD SYS,"$14,599.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE & REPLACE PPM GEN MULT LEAD SYS,"$17,263.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE & REPLACE PPM GEN SGL LEAD SYS,"$9,714.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE IMPACTED CERUMEN W/INSTR UNI,$124.00 
"Surgery, Interventional, and Diagnostic Services",REMOVE NEPHROSTOMY TUBE W/ FLUORO,$724.75 
"Surgery, Interventional, and Diagnostic Services",REMOVE PACER GENERATOR ONLY,"$6,840.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE PT ACTIVATED EVENT RECORDER,"$1,503.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE SKIN TAGS UP TO 15 LESIONS,$337.50 
"Surgery, Interventional, and Diagnostic Services",REMOVE STONE BIL DUCT/GALLBLADER PRQ,"$2,747.75 "
"Surgery, Interventional, and Diagnostic Services",REMOVE TRANS LEAD DUAL,"$2,740.00 "
"Surgery, Interventional, and Diagnostic Services",REMOVE TRANS LEAD SINGLE ATR/VEN,"$2,706.75 "
"Surgery, Interventional, and Diagnostic Services",REMOVE TUNNELED CVC W/O PUMP/PORT,"$1,628.75 "
"Surgery, Interventional, and Diagnostic Services",REMOVE TUNNELED CVC W/PUMP/PORT,"$2,168.50 "
"Surgery, Interventional, and Diagnostic Services",REMOVE URETERAL STENT PERCU W/ S&I,"$2,349.00 "
"Surgery, Interventional, and Diagnostic Services",REP WND INT HEAD/TRUNK/EXTR 0-2.5 CM,$483.00 
"Surgery, Interventional, and Diagnostic Services",REP WND INT HEAD/TRUNK/EXTR 2.6-7.5 CM,$719.75 
"Surgery, Interventional, and Diagnostic Services",REP WND SIMP HEAD/TRUNK/EXTR 0-2.5 CM,$502.50 
"Surgery, Interventional, and Diagnostic Services","REPL OF GASTRO TUBE PX, INCL REM W/O IMAG/ENDO GUIDANCE",$894.25 
"Surgery, Interventional, and Diagnostic Services","REPL OF GASTRO TUBE PX, INCL REM W/O IMAG/ENDO W REV GASTRO TRACT",$894.25 
"Surgery, Interventional, and Diagnostic Services",REPLACE COMP NONTUNN CVC W/O PUMP/PORT,"$2,654.00 "
"Surgery, Interventional, and Diagnostic Services",REPLACE COMP TUNNELED CVC W/O PUMP/PORT,"$3,249.00 "
"Surgery, Interventional, and Diagnostic Services",REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE,$739.00 
"Surgery, Interventional, and Diagnostic Services",REPLACE GASTRO JEJUNOSTOMY TUBE,$739.00 
"Surgery, Interventional, and Diagnostic Services",REPLACE GASTROSTOMY OR CECOSTOMY TUBE,$840.00 
"Surgery, Interventional, and Diagnostic Services",REPLACE PICC W/O PUMP/PORT,"$1,891.25 "
"Surgery, Interventional, and Diagnostic Services",REPOSITION CENTRL VEN CATH W FLUORO,"$1,470.50 "
"Surgery, Interventional, and Diagnostic Services",REPOSITION TV LEAD PM/ICD,"$3,463.00 "
"Surgery, Interventional, and Diagnostic Services",RETRIEVAL OF IVC FILTER,"$5,888.00 "
"Surgery, Interventional, and Diagnostic Services",REVAS FEM/POP STNT PTA UNILAT SAME VESS,"$12,000.00 "
"Surgery, Interventional, and Diagnostic Services",REVAS TIBIOPERONL ATHER UNILAT INIT VES,"$15,375.00 "
"Surgery, Interventional, and Diagnostic Services",REVAS TIBIOPERONL PTA/ATHER EA ADD VES,"$12,300.00 "
"Surgery, Interventional, and Diagnostic Services",REVAS TIBIOPERONL STNT/ATHER/PTA INIT,"$25,518.50 "
"Surgery, Interventional, and Diagnostic Services",REVASC FEM/POP ATHERECTOMY UNILATERAL,"$14,331.75 "
"Surgery, Interventional, and Diagnostic Services",REVASC FEM/POP STENT/ATHER/PTA SAME VES,"$24,700.00 "
"Surgery, Interventional, and Diagnostic Services",REVASC ILIAC ART PTA EA ADDL VESS,"$10,815.50 "
"Surgery, Interventional, and Diagnostic Services",REVASC ILIAC STENT PTA EA ADDL VESS,"$10,299.25 "
"Surgery, Interventional, and Diagnostic Services",REVASC ILIAC STENT PTA INIT VESS UNILAT,"$11,875.50 "
"Surgery, Interventional, and Diagnostic Services",REVASC PTA TIBIOPERONEAL UNI EA ADD VES,"$10,250.00 "
"Surgery, Interventional, and Diagnostic Services",REVASC TIBIOPERONL PTA UNILAT INIT VES,"$15,139.75 "
"Surgery, Interventional, and Diagnostic Services",REVISE TIPS,"$9,300.00 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH CAROTD/INNOM ART ANG INTRCRANL,"$6,143.25 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH CAROTID/INNOM ART ANG XTRCRANL,"$6,143.25 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH INTRNL CAROTD ART ANG INTRCRNL,"$12,558.75 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH SUBCLAV ART ANG VERTEBRL ART,"$6,143.25 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH VERTEBRAL ANGIO VERTEBRL ART,"$10,047.00 "
"Surgery, Interventional, and Diagnostic Services",SEL CATH XTRNL CRTD ANG XTRNL CRTD CIRC,"$6,143.25 "
"Surgery, Interventional, and Diagnostic Services",SEL CTH INTRCRNL BCH ANG INTRL CART/VRT,"$5,631.25 "
"Surgery, Interventional, and Diagnostic Services",SIMPLE CYSTOMETROGRAM,$500.00 
"Surgery, Interventional, and Diagnostic Services",SLEEP STUDY UNATTENDED,$501.25 
"Surgery, Interventional, and Diagnostic Services",SPHINCTEROPLASTY ANAL ADULT,"$5,311.75 "
"Surgery, Interventional, and Diagnostic Services",SPINAL ARTERIAL INJECTION FOR AVM,"$1,600.50 "
"Surgery, Interventional, and Diagnostic Services",STENT PLMT CTR DIALYSIS SEG,"$29,304.00 "
"Surgery, Interventional, and Diagnostic Services",TANGENTIAL BX OF SKIN  EACH SEPARATE/ADD LES,$215.25 
"Surgery, Interventional, and Diagnostic Services",TANGENTIAL BX OF SKIN SINGLE LES,$253.00 
"Surgery, Interventional, and Diagnostic Services",THORACENTESIS W/ IMAGING GUIDANCE,"$1,141.50 "
"Surgery, Interventional, and Diagnostic Services",THORACENTESIS W/ IMAGING GUIDANCE,"$1,141.50 "
"Surgery, Interventional, and Diagnostic Services",THORACENTESIS W/O IMAGING GUIDANCE,$977.00 
"Surgery, Interventional, and Diagnostic Services",THRMBC/NFS DIALYSIS CIRCUIT,"$9,396.00 "
"Surgery, Interventional, and Diagnostic Services",THRMBC/NFS DLYSS CIRCUIT W/BLL ANGPLSTY,"$27,328.00 "
"Surgery, Interventional, and Diagnostic Services",THRMBC/NFS DLYSS CIRCUIT W/STNT PLCMNT,"$43,991.00 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY 1ST VESSEL,"$4,714.00 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY ARTERIAL/VENOUS GRAFT,"$8,681.75 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY PCTL REP TREATMENT,"$5,892.50 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY PCTL W/FLOURO,"$5,892.50 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY SECONDARY ART/ART PERQ,"$4,012.50 "
"Surgery, Interventional, and Diagnostic Services",THROMBECTOMY SUBSEQUENT VESSEL,"$4,012.50 "
