Medication,Charge
SODIUM CHLORIDE 0.9 % SYRINGE,$45.07
SODIUM CHLORIDE 0.9 % SYRINGE (GROSHONG LINE),$45.07
SODIUM CHLORIDE 0.9 % SYRINGE (NEO/PEDS),$45.07
SODIUM CHLORIDE 0.9 % SYRINGE (PRN NO DOSE),$45.07
SODIUM CHLORIDE 0.9 % SYRINGE (SCHEDULED),$45.07
SODIUM CHLORIDE 0.9%  BOLUS INJECTION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9%  BOLUS INJECTION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9%  BOLUS INJECTION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9%  IV INFUSION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9%  IV INFUSION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9%  IV INFUSION (NEO-PEDS),$71.75
SODIUM CHLORIDE 0.9% FOR IV CONTRAST ,$71.75
SODIUM CHLORIDE 0.9% INFUSION - HYPOTHERMIA PROTOCOL,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 0.9% IVPB,$71.75
SODIUM CHLORIDE 1 G TAB,$6.75
SODIUM CHLORIDE 2 % EYE DROPS,$80.03
SODIUM CHLORIDE 2.5 MEQ/ML IV,$49.85
SODIUM CHLORIDE 23.4 % (4 MEQ/ML) IV BOLUS,$45.95
SODIUM CHLORIDE 23.4 % (4 MEQ/ML) IV BOLUS,$52.58
SODIUM CHLORIDE 3 % IV,$128.13
SODIUM CHLORIDE 3 % NEB SOLUTION,$8.95
SODIUM CHLORIDE 3 % NEB SOLUTION,$7.52
SODIUM CHLORIDE 3% IV (ROPH),$128.13
SODIUM CHLORIDE 4 MEQ/ML IV,$60.25
SODIUM CHLORIDE 4 MEQ/ML IV,$72.83
SODIUM CHLORIDE 4 MEQ/ML IV,$45.95
SODIUM CHLORIDE 4 MEQ/ML IV,$52.58
SODIUM CHLORIDE 5 % IV,$71.75
SODIUM CHLORIDE 7 % NEB SOLUTION,$7.52
SODIUM CHLORIDE-ALOE VERA TOPICAL GEL,$37.45
SODIUM CITRATE-CITRIC ACID ORAL SOLN (BUNDLED),$7.48
SODIUM HYALURONATE (VISCOSUP) 10 MG/ML INTRA-ARTICULAR SYRINGE,$390.85
SODIUM HYALURONATE 10 MG/ML INTRAOCULAR SYRINGE,$164.34
SODIUM HYALURONATE 10 MG/ML INTRAOCULAR SYRINGE,$233.42
SODIUM HYPOCHLORITE 0.125 % SOLN,$41.71
SODIUM HYPOCHLORITE 0.25 % SOLN,$128.13
SODIUM HYPOCHLORITE 0.25 % SOLN,$47.78
SODIUM HYPOCHLORITE 0.5 % SOLN,$128.13
SODIUM IODIDE 100 MCG/ML IV,$65.13
SODIUM PHOSPHATE 3 MMOLE/ML IV,$45.95
SODIUM PHOSPHATE 3 MMOLE/ML IV (ROPH),$45.95
SODIUM PHOSPHATES ENEMA,$23.92
SODIUM POLYSTYRENE SULFONATE 15 G/60 ML ORAL SUSP (BUNDLED ERX),$25.09
SODIUM POLYSTYRENE SULFONATE 15 G/60 ML ORAL SUSP (BUNDLED ERX),$29.92
SODIUM THIOSULFATE 25 % IV,$92.13
SOLIFENACIN 5 MG TAB,$23.02
SORBITOL 70 % SOLN,$10.70
SOTALOL 120 MG TAB,$8.18
SOTALOL 40 MG (HALF-TAB),$16.46
SOTALOL 80 MG TAB,$10.21
SPIRONOLACTONE 12.5 MG (HALF-TAB),$12.11
SPIRONOLACTONE 25 MG TAB,$6.82
SPIRONOLACTONE 50 MG TAB,$7.80
SPIRONOLACTON-HYDROCHLOROTHIAZ 25 MG-25 MG TAB,$7.03
SPIRONOLACTON-HYDROCHLOROTHIAZ 50 MG-50 MG TAB,$12.24
STARCH 51 % RECTAL SUPPOSITORY,$8.01
STAVUDINE 15 MG CAP,$25.70
STAVUDINE 20 MG CAP,$25.31
STAVUDINE 30 MG CAP,$26.42
STAVUDINE 40 MG CAP,$26.77
STOMATITIS COCKTAIL ORAL SUSPENSION,$63.00
SUCCINYLCHOLINE CHLORIDE 20 MG/ML INJECTION,$48.68
SUCRALFATE 1 G TAB,$7.31
SUCRALFATE 100 MG/ML ORAL SUSP,$16.13
SUFENTANIL CITRATE 50 MCG/ML IV,$59.49
SUGAMMADEX 100 MG/ML INTRAVENOUS SOLUTION,$331.24
SULFACETAMIDE SODIUM 10 % EYE DROPS,$25.34
SULFACETAMIDE SODIUM 10 % EYE DROPS,$144.58
SULFANILAMIDE 15 % VAGINAL CREAM,$366.08
SULFASALAZINE 250 MG (HALF-TAB),$12.96
SULFASALAZINE 500 MG TAB,$6.82
"SULFASALAZINE 500 MG TAB, DELAYED RELEASE",$7.10
SULFUR HEXAFLUORIDE MICROSPHERES 25 MG INTRAVENOUS SUSPENSION,$310.25
SULINDAC 100 MG (HALF-TAB),$14.01
SULINDAC 150 MG TAB,$7.55
SULINDAC 200 MG TAB,$7.76
SULINDAC 200 MG TAB,$7.76
SULINDAC 75 MG (HALF-TAB),$13.73
SUMATRIPTAN 6 MG/0.5 ML SUB-Q,$479.40
SUNSCREEN STICK - ROPH,$25.48
TACROLIMUS 0.5 MG CAP,$10.88
TACROLIMUS 0.5 MG CAP,$11.09
TACROLIMUS 1 MG CAP,$19.77
TACROLIMUS 1 MG CAP,$15.74
TACROLIMUS 5 MG CAP,$69.09
TALCUM 5 GM PLEURAL EFFUSION POWDER,$324.88
TAMOXIFEN 10 MG TAB,$6.92
TAMOXIFEN 5 MG (HALF-TAB),$6.92
TAMSULOSIN  0.4 MG 24 HR CAP,$7.69
TAMSULOSIN  0.4 MG 24 HR CAP,$7.51
TAPENTADOL 50 MG TAB,$20.52
TAPENTADOL 75 MG TAB,$21.93
TELMISARTAN 40 MG TAB,$14.76
TELMISARTAN 80 MG TAB,$16.51
TEMAZEPAM 15 MG CAP,$15.21
TEMAZEPAM 30 MG CAP,$15.36
TEMAZEPAM 7.5 MG CAP,$22.95
TEMAZEPAM 7.5 MG CAP,$37.59
TEMOZOLOMIDE 140 MG CAP,$241.85
TENECTEPLASE 50 MG IV KIT,"$9,166.51"
TENOFOVIR DISOPROXIL FUMARATE 150 MG TAB,$85.51
TENOFOVIR DISOPROXIL FUMARATE 300 MG TAB,$65.71
TERAZOSIN 1 MG CAP,$6.89
TERAZOSIN 1 MG CAP,$6.89
TERAZOSIN 2 MG CAP,$6.99
TERAZOSIN 2 MG CAP,$6.96
TERAZOSIN 5 MG CAP,$6.89
TERBINAFINE 1 % TOPICAL CREAM,$43.58
TERBINAFINE 1 % TOPICAL CREAM,$43.30
TERBINAFINE 1 % TOPICAL CREAM,$39.10
TERBINAFINE 250 MG TAB,$6.99
TERBUTALINE 1 MG/ML SUB-Q,$50.18
TERBUTALINE 2.5 MG TAB,$7.52
TERBUTALINE 5 MG TAB,$7.45
TERCONAZOLE 0.4 % VAGINAL CREAM,$44.28
TESTOSTERONE 25 MG (1%) TRANSDERMAL GEL PACKET,$40.92
TESTOSTERONE 25 MG (1%) TRANSDERMAL GEL PACKET,$40.92
TESTOSTERONE CYPIONATE 100 MG/ML IM OIL,$151.05
TESTOSTERONE CYPIONATE 200 MG/ML IM OIL,$96.15
TETANUS AND DIPHTHERIA TOXOID/PF 5 LF UNIT-2 LF UNIT/0.5 ML IM SYRINGE,$107.82
TETANUS AND DIPHTHERIA TOXOID/PF 5 LF UNIT-2 LF UNIT/0.5 ML IM SYRINGE,$107.82
TETANUS IMMUNE GLOBULIN (PF) 250 UNIT IM SYRINGE,"$1,034.71"
TETRACAINE 0.5 % EYE DROPS,$46.73
TETRACAINE 0.5 % VISCOUS EYE DROPPERETTE,$28.63
TETRACAINE 0.5 % VISCOUS EYE DROPS,$102.13
TETRACAINE 1 % INJECTION,$56.38
TETRACAINE 2 % TOPICAL SOLN,$87.25
TETRACAINE HCL (PF) 0.5 % EYE DROPS,$35.53
TETRACYCLINE 250 MG CAP,$6.57
TETRACYCLINE 500 MG CAP,$6.64
TETRAHYDROZOLINE 0.05 % EYE DROPS,$35.28
TETRAHYDROZOLINE 0.1 % NASAL DROPS,$165.72
TETRAHYDROZOLINE 0.1 % NASAL SPRAY AEROSOL,$156.89
THEOPHYLLINE ER 100 MG 12 HR TAB,$6.92
THEOPHYLLINE ER 150 MG 12 HR (HALF TAB),$17.51
THEOPHYLLINE ER 200 MG 12 HR TAB,$7.03
THEOPHYLLINE ER 300 MG 12 HR TAB,$7.06
THEOPHYLLINE SR 100 MG 24 HR CAP,$9.23
THEOPHYLLINE SR 200 MG 24 HR CAP,$10.60
THEOPHYLLINE SR 300 MG 24 HR CAP,$7.13
THERAPEUTIC MULTIVITAMIN ORAL LIQUID,$16.95
THERAPEUTIC MULTIVITAMIN TAB (BUNDLED),$6.57
THERAPEUTIC MULTIVITAMIN TAB (BUNDLED),$6.61
THIAMINE 100 MG TABLET (BUNDLED ERX),$6.54
THIAMINE 100 MG TABLET (BUNDLED ERX),$6.68
THIAMINE 100 MG TABLET (BUNDLED ERX),$6.92
THIAMINE 100 MG/ML INJECTION,$59.50
THIAMINE 50 MG TAB,$6.57
THIOGUANINE 40 MG TAB,$46.83
THIORIDAZINE 10 MG TAB,$6.92
THIORIDAZINE 100 MG TAB,$7.48
THIORIDAZINE 25 MG TAB,$7.06
THIOTEPA 15 MG SOLUTION FOR INJECTION,"$1,490.39"
THIOTHIXENE 1 MG CAP,$6.75
THIOTHIXENE 10 MG CAP,$7.31
THIOTHIXENE 10 MG CAP,$7.31
THIOTHIXENE 2 MG CAP,$9.55
THIOTHIXENE 5 MG CAP,$7.13
THIOTHIXENE 5 MG CAP,$7.10
"THROMBIN (BOVINE) 5,000 UNIT TOPICAL SOLUTION",$235.84
"THROMBIN (BOVINE) 5,000 UNIT TOPICAL SOLUTION",$163.68
THYROID (PORK) 15 MG TAB,$6.82
THYROID (PORK) 30 MG TAB,$6.92
TICAGRELOR 60 MG TABLET,$24.21
TICAGRELOR 90 MG TAB,$19.66
TICLOPIDINE 250 MG TAB,$6.89
TIGECYCLINE 50 MG IV SOLUTION,$217.03
TIMOLOL 0.25 % EYE GEL FORMING SOLN,$254.63
TIMOLOL 0.5 % EYE GEL FORMING SOLN,$213.38
TIMOLOL MALEATE 0.25 % EYE DROPS,$54.50
TIMOLOL MALEATE 0.25 % EYE DROPS,$26.57
TIMOLOL MALEATE 0.5 % EYE DROPS,$25.27
TIMOLOL MALEATE 0.5 % EYE DROPS,$22.67
TINIDAZOLE 500 MG TAB,$24.17
TIROFIBAN IN NORMAL SALINE 12.5 MG/250 ML (50 MCG/ML) IV,"$1,602.79"
TIZANIDINE 1 MG (HALF-TAB),$13.35
TIZANIDINE 2 MG TAB,$6.68
TIZANIDINE 2 MG TAB,$6.64
TIZANIDINE 4 MG TAB,$7.17
TOBRAMYCIN (FORTIFIED) 14 MG/ML OPHTHALMIC DROPS,$176.50
TOBRAMYCIN 0.3 % EYE DROPS,$24.68
TOBRAMYCIN 0.3 % EYE DROPS,$35.49
TOBRAMYCIN 0.3 % EYE OINTMENT,$193.61
TOBRAMYCIN 1.2 G SOLUTION FOR INJECTION,$246.23
TOBRAMYCIN 300 MG/5 ML NEB SOLUTION,$248.88
TOBRAMYCIN 300 MG/5 ML NEB SOLUTION,$248.88
TOBRAMYCIN 40 MG/ML INJECTION,$48.62
TOBRAMYCIN 40 MG/ML INJECTION,$47.19
"TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE DROPS, SUSP",$162.71
TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE OINTMENT,$293.57
TOLAZAMIDE 250 MG TAB,$8.99
TOLBUTAMIDE 500 MG TAB,$7.17
TOLNAFTATE 1 % TOPICAL CREAM,$30.35
TOLNAFTATE 1 % TOPICAL CREAM,$51.84
TOLNAFTATE 1 % TOPICAL CREAM,$51.84
TOLNAFTATE 1 % TOPICAL POWDER,$49.84
TOLTERODINE 1 MG (HALF-TAB),$20.87
TOLTERODINE 2 MG TAB,$14.62
TOLTERODINE ER 2 MG 24 HR CAP,$17.56
TOLTERODINE ER 4 MG 24 HR CAP,$17.56
TOPIRAMATE 100 MG TAB,$7.76
TOPIRAMATE 15 MG SPRINKLE CAP,$15.53
TOPIRAMATE 25 MG TAB,$6.89
TORSEMIDE 10 MG TAB,$8.77
TORSEMIDE 20 MG TAB,$6.92
TORSEMIDE 20 MG TAB,$8.06
TORSEMIDE 5 MG TAB,$6.78
TRACE ELEMENTS CR-CU-MN-ZN 0.01 MG-1 MG-0.5 MG-5 MG/ML IV,$51.77
TRACE ELEMENTS-ADULT (TPN) INJECTION,$51.77
TRAMADOL 12.5 MG (QUARTER-TAB),$12.96
TRAMADOL 25 MG (HALF-TAB),$13.07
TRAMADOL 50 MG TAB,$6.71
TRAMADOL-ACETAMINOPHEN 37.5 MG-325 MG TAB,$7.31
TRANDOLAPRIL 1 MG TAB,$10.25
TRANDOLAPRIL 4 MG TAB,$10.95
"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV",$105.52
TRANEXAMIC ACID 650 MG TAB,$18.58
TRANYLCYPROMINE 10 MG TAB,$9.44
TRAVOPROST 0.004 % EYE DROPS,$244.12
TRAZODONE 100 MG TAB,$6.99
TRAZODONE 25 MG (HALF-TAB),$12.89
TRAZODONE 50 MG TAB,$6.64
TRETINOIN 0.025 % TOPICAL CREAM,$65.37
TRIAMCINOLONE ACETONIDE (PF) 40 MG/ML INTRAOCULAR SUSP,$358.13
TRIAMCINOLONE ACETONIDE 0.025 % OINTMENT,$34.48
TRIAMCINOLONE ACETONIDE 0.025 % TOPICAL CREAM,$33.57
TRIAMCINOLONE ACETONIDE 0.1 % DENTAL PASTE,$138.37
TRIAMCINOLONE ACETONIDE 0.1 % OINTMENT,$25.45
TRIAMCINOLONE ACETONIDE 0.1 % OINTMENT,$30.42
TRIAMCINOLONE ACETONIDE 0.1 % OINTMENT,$15.67
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,$29.30
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,$29.05
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,$29.26
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,$42.18
TRIAMCINOLONE ACETONIDE 0.5 % TOPICAL CREAM,$49.63
TRIAMCINOLONE ACETONIDE 10 MG/ML SUSP FOR INJECTION,$74.55
TRIAMCINOLONE ACETONIDE 40 MG/ML SUSP FOR INJECTION,$67.69
TRIAMCINOLONE ACETONIDE 55 MCG NASAL SPRAY AEROSOL,$285.29
TRIAMTERENE 100 MG CAP,$12.03
TRIAMTERENE 50 MG CAP,$9.86
TRIAMTERENE-HYDROCHLOROTHIAZIDE 18.75 MG-12.5 MG (HALF TAB),$13.73
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5 MG-25 MG CAP,$6.92
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5 MG-25 MG CAP,$10.11
TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5 MG-25 MG TAB,$7.48
TRIAMTERENE-HYDROCHLOROTHIAZIDE 75 MG-50 MG TAB,$6.78
TRIAZOLAM 0.125 MG TAB,$15.54
TRIAZOLAM 0.25 MG TAB,$15.33
TRIFLUOPERAZINE 1 MG TAB,$7.20
TRIFLUOPERAZINE 2 MG TAB,$7.52
TRIFLUOPERAZINE 5 MG TAB,$7.48
TRIFLURIDINE 1 % EYE DROPS,$366.60
TRIHEXYPHENIDYL 1 MG (HALF-TAB),$13.91
TRIHEXYPHENIDYL 2 MG TAB,$7.10
TRIHEXYPHENIDYL 2 MG TAB,$7.66
TRIHEXYPHENIDYL 5 MG TAB,$7.38
TRIMETHOBENZAMIDE 100 MG/ML IM,$60.38
TRIMETHOBENZAMIDE 300 MG CAP,$9.86
TRIMETHOBENZAMIDE 300 MG CAP,$12.14
TRIMETHOPRIM 100 MG TAB,$7.27
"TRIMETHOPRIM-POLYMYXIN B 0.1 %-10,000 UNIT/ML EYE DROPS",$46.87
"TRIMETHOPRIM-POLYMYXIN B 0.1 %-10,000 UNIT/ML EYE DROPS",$57.83
TRIMETHOPRIM-SULFAMETHOXAZOLE 160 MG-800 MG TAB,$6.99
TRIMETHOPRIM-SULFAMETHOXAZOLE 40 MG-200 MG/5 ML ORAL SUSP,$10.84
TRIMETHOPRIM-SULFAMETHOXAZOLE 80 MG-400 MG TAB,$6.92
TRIMETHOPRIM-SULFAMETHOXAZOLE 80 MG-400 MG TAB,$6.75
TRIMETHOPRIM-SULFAMETHOXAZOLE 80 MG-400 MG/5 ML IV,$57.98
TRIMETHOPRIM-SULFAMETHOXAZOLE 80 MG-400 MG/5 ML IV,$57.98
TRIMIPRAMINE 25 MG CAP,$14.06
TROLAMINE SALICYLATE-ALOE VERA 10 % TOPICAL CREAM,$38.43
TROLAMINE SALICYLATE-ALOE VERA 10 % TOPICAL CREAM,$30.35
TROPICAMIDE 0.5 % EYE DROPS,$28.18
TROPICAMIDE 1 % EYE DROPS,$90.33
TROPICAMIDE 1 % EYE DROPS,$40.64
TRYPAN BLUE 0.06 % INTRAOCULAR SYRINGE,$170.00
TRYPAN BLUE 0.15 % INTRAOCULAR SYRINGE,$295.50
TUBERCULIN PPD 5 UNIT/0.1 ML INTRADERMAL,$137.86
TUBERCULIN PPD 5 UNIT/0.1 ML INTRADERMAL,$137.86
UMECLIDINIUM 62.5 MCG/ACTUATION BLISTER POWDER FOR INHALATION,$166.84
UREA 40 % TOPICAL CREAM,$249.65
URSODIOL 250 MG TAB,$11.16
URSODIOL 300 MG CAP,$10.18
VALACYCLOVIR 500 MG TAB,$28.56
VALGANCICLOVIR 450 MG TAB,$121.82
VALGANCICLOVIR 450 MG TAB,$167.86
VALPROATE SODIUM 100 MG/ML IV,$96.65
VALPROATE SODIUM 100 MG/ML IV,$55.70
VALPROATE SODIUM 10MG/ML INJECTION DILUTION (PEDS),$385.00
VALPROIC ACID (AS SODIUM SALT) 250 MG/5 ML (5 ML) ORAL SOLN,$8.04
VALPROIC ACID 250 MG CAP,$7.10
VALSARTAN 160 MG TAB,$13.50
VALSARTAN 160 MG TAB,$22.11
VALSARTAN 20 MG (HALF-TAB),$18.62
VALSARTAN 320 MG TAB,$17.84
VALSARTAN 40 MG TAB,$14.03
VALSARTAN 40 MG TAB,$16.97
VALSARTAN 80 MG TAB,$13.01
VALSARTAN 80 MG TAB,$21.00
VANCOMYCIN (FORTIFIED) 31 MG/ML OPHTHALMIC DROPS,$227.50
VANCOMYCIN 1 MG/0.1 ML INTRAVITREAL SOLUTION,$81.25
"VANCOMYCIN 1,000 MG IV SOLUTION",$60.77
"VANCOMYCIN 1,000 MG IV SOLUTION",$60.77
"VANCOMYCIN 1,000 MG IV SOLUTION",$60.48
"VANCOMYCIN 1,000 MG IV SOLUTION",$56.45
VANCOMYCIN 10 G IV SOLUTION,"$1,442.48"
VANCOMYCIN 10 G IV SOLUTION,$151.22
VANCOMYCIN 125 MG CAP,$79.04
VANCOMYCIN 2 MG/0.1 ML INTRAVITREAL SOLUTION,$227.50
VANCOMYCIN 25 MG/0.5 ML SUBCONJUNCTIVAL SOLUTION,$146.25
VANCOMYCIN 250 MG CAP,$137.72
"VANCOMYCIN 5,000 MG IV SOLUTION",$123.07
"VANCOMYCIN 5,000 MG IV SOLUTION",$102.27
VANCOMYCIN 50 MG/ML ORAL SOLUTION,$21.50
VANCOMYCIN 50 MG/ML TOPICAL OPTHALMIC SOLUTION,$146.25
VANCOMYCIN 500 MG IV SOLUTION,$52.22
VANCOMYCIN 500 MG IV SOLUTION,$50.50
VANCOMYCIN 500MG INJECTION (NEO-PEDS),$52.22
VANCOMYCIN 750 MG IV SOLUTION,$56.25
VANCOMYCIN IN DEXTROSE 1 G/200 ML IV PIGGY BACK,$128.13
"VARICELLA VIRUS VACCINE LIVE (PF) 1,350 UNIT/0.5 ML SUBQ SOLUTION",$262.73
"VARICELLA VIRUS VACCINE LIVE (PF) 1,350 UNIT/0.5 ML SUBQ SOLUTION",$262.73
VASOPRESSIN 20 UNIT/ML INJECTION,$91.39
VASOPRESSIN 20 UNIT/ML INTRAVENOUS SOLUTION,$147.50
VECURONIUM BROMIDE 10 MG IV SOLUTION,$50.05
VECURONIUM BROMIDE 10 MG IV SOLUTION,$50.99
VECURONIUM BROMIDE 10 MG IV SOLUTION,$62.12
VECURONIUM BROMIDE 10 MG IV SOLUTION,$50.05
VENLAFAXINE 12.5 MG (HALF-TAB),$15.94
VENLAFAXINE 25 MG TAB,$7.38
VENLAFAXINE 37.5 MG TAB,$7.76
VENLAFAXINE 37.5 MG TAB,$7.73
VENLAFAXINE 75 MG TAB,$7.87
VENLAFAXINE SR 37.5 MG 24 HR TAB,$17.07
VENLAFAXINE XR 37.5 MG 24 HR CAP,$17.77
VENLAFAXINE XR 37.5 MG 24 HR CAP,$7.24
VENLAFAXINE XR 75 MG 24 HR CAP,$21.80
VERAPAMIL 120 MG TAB,$7.31
VERAPAMIL 2.5 MG/ML IV,$48.13
VERAPAMIL 2.5 MG/ML IV,$48.29
VERAPAMIL 20 MG (HALF-TAB),$13.28
VERAPAMIL 40 MG TAB,$7.03
VERAPAMIL 60 MG (HALF-TAB),$13.98
VERAPAMIL 80 MG TAB,$6.71
VERAPAMIL SR 120 MG 24 HR CAP,$8.74
VERAPAMIL SR 120 MG TAB,$7.27
VERAPAMIL SR 120 MG TAB,$7.38
VERAPAMIL SR 180 MG TAB,$7.10
VERAPAMIL SR 240 MG TAB,$7.10
VERAPAMIL SR 60 MG (HALF-TAB),$13.63
VERAPAMIL SR 90 MG (HALF-TAB),$13.35
VINCRISTINE 1 MG/ML IV,$58.20
VINCRISTINE 2 MG/2 ML IV,$135.50
"VIT A,C,E-LUTEIN-MINERALS 1,000 UNIT-60 UNIT-2 MG TAB",$6.85
VIT B COMP & C-FA-COPPER-ZINC 5 MG-1.5 MG-25 MG TAB,$8.04
"VITAMIN A 10,000 UNIT CAP",$6.57
"VITAMIN A PALMITATE 50,000 UNIT/ML IM",$117.71
"VITAMIN E 1,000 UNIT CAPSULE (BUNDLED ERX)",$7.13
VITAMIN E 100 UNIT CAPSULE (BUNDLED ERX),$6.54
VITAMIN E 200 UNIT CAPSULE (BUNDLED ERX),$6.57
VITAMIN E 400 UNIT CAPSULE (BUNDLED ERX),$6.78
VITAMINS A & D-WHITE PETROLATUM-LANOLIN OINTMENT,$8.74
VORICONAZOLE 1 % (10 MG/ML) OPHTHALMIC SOLUTION,$66.63
VORICONAZOLE 100 MCG/0.1 ML INTRAVITREAL INJECTION,$66.63
VORICONAZOLE 200 MG IV,$271.50
VORICONAZOLE 200 MG TAB,$126.08
VORICONAZOLE 25 MG (HALF-TAB),$41.24
VORICONAZOLE 50 MG TAB,$34.74
VORICONAZOLE 50 MG TAB,$28.40
VORTIOXETINE 5 MG TABLET,$36.43
WARFARIN 0.5 MG (HALF-TAB),$15.87
WARFARIN 1 MG TAB,$6.99
WARFARIN 10 MG TAB,$6.68
WARFARIN 2 MG TAB,$6.64
WARFARIN 2.5 MG TAB,$6.64
WARFARIN 3 MG TAB,$6.64
WARFARIN 3.75 MG (HALF-TABLET),$6.68
WARFARIN 4 MG TAB,$6.89
WARFARIN 5 MG TAB,$6.64
WARFARIN 7.5 MG TAB,$6.68
"WATER FOR INJECTION, STERILE INJECTION",$44.91
"WATER FOR INJECTION, STERILE INJECTION",$50.44
"WATER FOR INJECTION, STERILE INJECTION",$44.91
"WATER FOR INJECTION, STERILE IV",$71.75
"WATER FOR IRRIGATION, STERILE IRRIGATION SOLN",$128.13
WHITE PETROLATUM OINTMENT,$32.06
WHITE PETROLATUM OINTMENT,$28.14
WHITE PETROLATUM-MINERAL OIL OPHTHALMIC OINTMENT (BUNDLED),$26.81
WHITE PETROLATUM-MINERAL OIL TOPICAL CREAM,$29.30
WHITE PETROLATUM-MINERAL OIL TOPICAL CREAM,$39.34
WITCH HAZEL 50 % TOPICAL PADS,$0.84
ZAFIRLUKAST 20 MG TAB,$12.56
ZIDOVUDINE 10 MG/ML IV,$119.50
ZIDOVUDINE 10 MG/ML SYRUP,$189.15
ZIDOVUDINE 100 MG CAP,$14.03
ZIDOVUDINE 100 MG CAP,$13.08
ZINC OXIDE 13 % TOPICAL CREAM,$39.13
ZINC OXIDE 20 % OINTMENT,$8.43
ZINC OXIDE-COD LIVER OIL 40 % TOPICAL PASTE,$29.96
ZINC OXIDE-COD LIVER OIL 40 % TOPICAL PASTE,$67.06
ZINC SULFATE 220 MG (50 MG) CAP,$6.92
ZIPRASIDONE 20 MG CAP,$27.16
ZIPRASIDONE 20 MG CAP,$33.31
ZIPRASIDONE 20 MG CAP,$22.64
ZIPRASIDONE 80 MG CAP,$10.59
ZOLPIDEM 10 MG TAB,$6.68
ZOLPIDEM 2.5 MG (HALF-TAB),$6.68
ZOLPIDEM 5 MG TAB,$15.15
ZOLPIDEM 5 MG TAB,$6.64
ZOLPIDEM SR 12.5 MG MULTIPHASE TAB,$27.36
ZOLPIDEM SR 6.25 MG MULTIPHASE TAB,$29.01
ZONISAMIDE 100 MG CAP,$8.11
ZONISAMIDE 100 MG CAP,$8.11
ZONISAMIDE 25 MG CAP,$11.68
