,, We are provider based - so you may be charged column C or column D & E ,,
7774329,IN ERCP PANCREATIC -PC,$253.00 , $-   , $-   
7774329,IN ERCP PANCREATIC -PC,$253.00 , $-   , $-   
7774329,IN ERCP PANCREATIC -PC,$253.00 , $-   , $-   
7774329,IN ERCP PANCREATIC -PC,$253.00 , $-   , $-   
7774329,RA ERCP PANCREATIC,$253.00 , $-   , $-   
7774329,RA ERCP PANCREATIC,$253.00 , $-   , $-   
7774330,RA ERCP BILIARY & PANCREATIC,$268.00 , $-   , $-   
7774330,RA ERCP BILIARY & PANCREATIC,$268.00 , $-   , $-   
7774350,CT PEG TUBE PLACEMENT S & I,$194.00 , $-   , $-   
7774350,CT PEG TUBE PLACEMENT S & I,$194.00 , $-   , $-   
7774400,RA IVP,$142.00 , $-   , $-   
7774400,RA IVP,$142.00 , $-   , $-   
7774420,RA UROGRAPHY RETRO,$34.00 , $-   , $-   
7774420,RA UROGRAPHY RETRO,$34.00 , $-   , $-   
7774425,RA UROGRAPHY ANTEGRADE S&I,$53.00 , $-   , $-   
7774425,RA UROGRAPHY ANTEGRADE S&I,$53.00 , $-   , $-   
7774430,RA URINARY TRACT CYSTOGRAM,$76.00 , $-   , $-   
7774430,RA URINARY TRACT CYSTOGRAM,$76.00 , $-   , $-   
7774450,RA URINARY TRACT URETHRO CYSTO RETRO,$104.00 , $-   , $-   
7774450,RA URINARY TRACT URETHRO CYSTO RETRO,$104.00 , $-   , $-   
7774455,RA VCUG,$114.00 , $-   , $-   
7774455,RA VCUG,$114.00 , $-   , $-   
7774480,RA URETERAL CATH/STENT PLACE S&I,$367.00 , $-   , $-   
7774480,RA URETERAL CATH/STENT PLACE S&I,$367.00 , $-   , $-   
7774710,CT PELVIMETRY,$89.00 , $-   , $-   
7774710,CT PELVIMETRY,$89.00 , $-   , $-   
7774710,RA PELVIMETRY,$89.00 , $-   , $-   
7774710,RA PELVIMETRY,$89.00 , $-   , $-   
7774740,RA HYSTEROSALPINGOGRAM,$100.00 , $-   , $-   
7774740,RA HYSTEROSALPINGOGRAM,$100.00 , $-   , $-   
7775552,MR MYOCARDIUM,$345.00 , $-   , $-   
7775552,MR MYOCARDIUM,$345.00 , $-   , $-   
7775572,CTA CARDIAC, $-   , $-   ,$331.00 
7775572,CTA CARDIAC, $-   , $-   ,$331.00 
7775572,CTA CARDIAC,$541.00 , $-   , $-   
7775572,CTA CARDIAC,$541.00 , $-   , $-   
7775573,CTA CARDIAC CONGENITAL, $-   , $-   ,$400.00 
7775573,CTA CARDIAC CONGENITAL, $-   , $-   ,$400.00 
7775573,CTA CARDIAC CONGENITAL,$541.00 , $-   , $-   
7775573,CTA CARDIAC CONGENITAL,$541.00 , $-   , $-   
7775574,CTA CARDIAC CORONARY ARTERIES, $-   , $-   ,"$2,960.00 "
7775574,CTA CARDIAC CORONARY ARTERIES, $-   , $-   ,"$2,960.00 "
7775574,CTA CARDIAC CORONARY ARTERIES,$742.00 , $-   , $-   
7775574,CTA CARDIAC CORONARY ARTERIES,$742.00 , $-   , $-   
7775635,CTA AORTO ILIOFEMORAL RUN OFF,$930.00 , $-   , $-   
7775635,CTA AORTO ILIOFEMORAL RUN OFF,$930.00 , $-   , $-   
7775820,RA VENOGRAM EXT UNILAT RT,$257.00 , $-   , $-   
7775820,RA VENOGRAM EXT UNILAT RT,$257.00 , $-   , $-   
7775822,RA VENOGRAM BILAT,$243.00 , $-   , $-   
7775822,RA VENOGRAM BILAT,$243.00 , $-   , $-   
7775827,RA VENOGRAPHY CAVAL SUPERIOR,$244.00 , $-   , $-   
7775827,RA VENOGRAPHY CAVAL SUPERIOR,$244.00 , $-   , $-   
7775961,RA TRANSCATHETER RETRIEVAL S&I,"$1,179.00 ", $-   , $-   
7775961,RA TRANSCATHETER RETRIEVAL S&I,"$1,179.00 ", $-   , $-   
7775984,RA U.T. CHANGE PERC DRAIN CATH,$233.00 , $-   , $-   
7775984,RA U.T. CHANGE PERC DRAIN CATH,$233.00 , $-   , $-   
7775989,CT GUIDE PERC ABCESS DRAIN,$133.00 , $-   , $-   
7775989,CT GUIDE PERC ABCESS DRAIN,$133.00 , $-   , $-   
7775989,IN DRAIN RAD GUID ABCESS,$291.00 ,, $-   
7775989,IN DRAIN RAD GUID ABCESS,$291.00 , $-   , $-   
7775989,IN DRAIN RAD GUID ABCESS,$291.00 , $-   , $-   
7775989,IN DRAIN RAD GUID ABCESS,$133.00 , $-   , $-   
7775989,IN DRAIN RAD GUID ABCESS,$133.00 , $-   , $-   
7775989,IN DRAIN RAD GUIDANCE,$291.00 , $-   , $-   
7775989,IN DRAIN RAD GUIDANCE,$291.00 , $-   , $-   
7775989,IN DRAIN RAD GUIDANCE,$133.00 , $-   , $-   
7775989,IN DRAIN RAD GUIDANCE,$133.00 , $-   , $-   
7775989,IN DRAIN RAD GUIDANCE S & I -PC,$291.00 ,, $-   
7776000,RA C-ARM LESS 1 HR,$88.00 , $-   , $-   
7776000,RA C-ARM LESS 1 HR,$88.00 , $-   , $-   
7776000,RA C-ARM USE 060 MIN,$88.00 , $-   , $-   
7776000,RA C-ARM USE 060 MIN,$88.00 , $-   , $-   
7776001,RA C-ARM GREATER 1 HR,$88.00 , $-   , $-   
7776001,RA C-ARM GREATER 1 HR,$88.00 , $-   , $-   
7776003,IN BIOP FLUOR LOC NEEDLE BIOP/NEEDLE ASP,$122.00 , $-   , $-   
7776003,IN BIOP FLUOR LOC NEEDLE BIOP/NEEDLE ASP,$122.00 , $-   , $-   
7776003,IN BIOP FLUOR LOC NEEDLE BIOP/NEEDLE ASP,$122.00 , $-   , $-   
7776003,IN BIOP FLUOR LOC NEEDLE BIOP/NEEDLE ASP,$122.00 , $-   , $-   
7776003,IN BIOP FLUOR LOC NEEDLE BIOP/NEEDLE ASP -PC,$122.00 ,, $-   
7776003,RA FLUORO GUIDANCE JOINT INJ,$122.00 , $-   , $-   
7776003,RA FLUORO GUIDANCE JOINT INJ,$122.00 , $-   , $-   
7776005,FLURO GUID FOR THERAPUTIC INJ -PC,$122.00 ,, $-   
7776005,FLURO GUID FOR THERAPUTIC INJ -PC,$122.00 , $-   , $-   
7776005,FLURO GUID FOR THERAPUTIC INJ -PC,$122.00 , $-   , $-   
7776005,FLURO GUID FOR THERAPUTIC INJ -PC,$122.00 , $-   , $-   
7776005,FLURO GUID FOR THERAPUTIC INJ -PC,$122.00 , $-   , $-   
7776005,IN AMINOCENTESIS ANY METHOD SURG -PC,$122.00 ,, $-   
7776005,IN AMINOCENTESIS ANY METHOD SURG -PC,$122.00 , $-   , $-   
7776005,IN AMINOCENTESIS ANY METHOD SURG -PC,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDANCE FOR THERAPEUTIC INJ -,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDANCE FOR THERAPEUTIC INJ -,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDANCE FOR THERAPEUTIC INJ -,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDANCE FOR THERAPEUTIC INJ -,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDANCE FOR THERAPEUTIC INJ -PC,$122.00 ,, $-   
7776005,RA FLUORO GUIDE FOR THERAPEUTIC INJ,$122.00 , $-   , $-   
7776005,RA FLUORO GUIDE FOR THERAPEUTIC INJ,$122.00 , $-   , $-   
7776010,AD NOSE TO RECTUM - FOREIGN BODY CHILD,$67.00 , $-   , $-   
7776010,AD NOSE TO RECTUM - FOREIGN BODY CHILD,$67.00 , $-   , $-   
7776010,RA FOREIGN BODY CHILD,$67.00 , $-   , $-   
7776010,RA FOREIGN BODY CHILD,$67.00 , $-   , $-   
7776020,RA AGE BONE STUDIES,$57.00 , $-   , $-   
7776020,RA AGE BONE STUDIES,$57.00 , $-   , $-   
7776061,RA LIMITED SKELETAL,$112.00 , $-   , $-   
7776061,RA LIMITED SKELETAL,$112.00 , $-   , $-   
7776062,RA SKELETAL STUDY,$149.00 , $-   , $-   
7776062,RA SKELETAL STUDY,$149.00 , $-   , $-   
7776075,RA DXA SKELETON,$77.00 , $-   , $-   
7776075,RA DXA SKELETON,$77.00 , $-   , $-   
7776076,RA DXA APPENDICULAR,$49.00 , $-   , $-   
7776076,RA DXA APPENDICULAR,$49.00 , $-   , $-   
7776080,CT SINUS TRACT STUDY,$138.00 , $-   , $-   
7776080,CT SINUS TRACT STUDY,$138.00 , $-   , $-   
7776080,RA SINUS TRACT STUDY,$138.00 , $-   , $-   
7776080,RA SINUS TRACT STUDY,$138.00 , $-   , $-   
7776082,MA CAD DIAG,$10.00 , $-   , $-   
7776082,MA CAD DIAG,$10.00 , $-   , $-   
7776082,MA CAD Diagnostic Prof,$20.00 , $-   , $-   
7776083,MA CAD SCREEN,$20.00 , $-   , $-   
7776083,MA CAD SCREEN,$20.00 , $-   , $-   
7776083,MA CAD Screening Prof,$20.00 , $-   , $-   
7776086,MA GALACTOGRAM SINGLE DUCT LT,$69.00 , $-   , $-   
7776086,MA GALACTOGRAM SINGLE DUCT LT,$69.00 , $-   , $-   
7776088,MA GALACTOGRAM MULTIPLE DUCTS RT,$81.00 , $-   , $-   
7776088,MA GALACTOGRAM MULTIPLE DUCTS RT,$81.00 , $-   , $-   
7776092,MA SCREENING W IMPLANTS,$71.00 , $-   , $-   
7776092,MA SCREENING W IMPLANTS,$71.00 , $-   , $-   
7776093,MR BREAST UNILATERAL LT,$925.00 , $-   , $-   
7776093,MR BREAST UNILATERAL LT,$925.00 , $-   , $-   
7776093,MR BREAST UNILATERAL RT,$925.00 , $-   , $-   
7776093,MR BREAST UNILATERAL RT,$925.00 , $-   , $-   
7776094,MR BREAST W AND/OR WO CONT,"$1,215.00 ", $-   , $-   
7776094,MR BREAST W AND/OR WO CONT,"$1,215.00 ", $-   , $-   
7776096,MA LOCAL ADDITIONAL,$182.00 ,, $-   
7776096,MA LOCAL ADDITIONAL,$182.00 , $-   , $-   
7776096,MA LOCAL ADDITIONAL,$182.00 , $-   , $-   
7776096,MA LOCAL ADDITIONAL,$182.00 , $-   , $-   
7776096,MA LOCAL ADDITIONAL,$182.00 , $-   , $-   
7776098,MA BREAST TISSUE SPECIMEN LT,$66.00 , $-   , $-   
7776098,MA BREAST TISSUE SPECIMEN LT,$66.00 , $-   , $-   
7776098,MA BREAST TISSUE SPECIMEN LT - Prof,$66.00 , $-   , $-   
7776100,RA TOMOSYNTHESIS,$25.00 , $-   , $-   
7776100,RA TOMOSYNTHESIS,$25.00 , $-   , $-   
7776360,CT GUIDANCE,$314.00 ,, $-   
7776360,CT GUIDANCE,$314.00 , $-   , $-   
7776360,CT GUIDANCE,$314.00 , $-   , $-   
7776360,CT GUIDANCE,$314.00 , $-   , $-   
7776360,CT GUIDANCE,$314.00 , $-   , $-   
7776360,CT GUIDED CYST ASPIRATION,$314.00 , $-   , $-   
7776360,CT GUIDED CYST ASPIRATION,$314.00 , $-   , $-   
7776360,CT NEEDLE GUID BIOPSY/ASP/LOCIALIZATION,$314.00 , $-   , $-   
7776360,CT NEEDLE GUID BIOPSY/ASP/LOCIALIZATION,$314.00 , $-   , $-   
7776360,CT NEEDLE GUID BIOPSY/ASP/LOCIALIZATION,$314.00 , $-   , $-   
7776360,CT NEEDLE GUID BIOPSY/ASP/LOCIALIZATION,$314.00 , $-   , $-   
7776360,CT NEEDLE GUID BIOPSY/ASP/LOCIALIZATION -PC,$314.00 ,, $-   
7776375,CT CORONAL SAGITAL RECONSTRUCTION,$54.00 , $-   , $-   
7776375,CT CORONAL SAGITAL RECONSTRUCTION,$54.00 , $-   , $-   
7776377,CT 3D POST PROC W INDEP WK STATION,$124.00 , $-   , $-   
7776377,CT 3D POST PROC W INDEP WK STATION,$124.00 , $-   , $-   
7776377,CT 3D POST PROC W INDEP WK STATION - Prof, $-   , $-   ,
7776377,MR 3D RECONSTRUCTION RPT,$510.00 , $-   , $-   
7776380,CT ABDOMEN LIMITED,$285.00 , $-   , $-   
7776380,CT ABDOMEN LIMITED,$285.00 , $-   , $-   
7776380,CT CHEST HIGH RESOLUTION SINGLE NODULE,$285.00 , $-   , $-   
7776380,CT CHEST HIGH RESOLUTION SINGLE NODULE,$285.00 , $-   , $-   
7776380,CT LIMITED OR FOLLOW UP,$285.00 , $-   , $-   
7776380,CT LIMITED OR FOLLOW UP,$285.00 , $-   , $-   
7776536,US SOFT TISSUE HEAD AND NECK,$168.00 , $-   , $-   
7776536,US SOFT TISSUE HEAD AND NECK,$168.00 , $-   , $-   
7776536,US THYROID,$168.00 , $-   , $-   
7776536,US THYROID,$168.00 , $-   , $-   
7776604,US CHEST FLUID LOCATION,$177.00 , $-   , $-   
7776604,US CHEST FLUID LOCATION,$177.00 , $-   , $-   
7776641,US BREAST SCREENING LT,$280.00 , $-   , $-   
7776641,US BREAST SCREENING LT,$280.00 , $-   , $-   
7776645,US BREAST TARGETED BILAT,$170.00 , $-   , $-   
7776645,US BREAST TARGETED BILAT,$170.00 , $-   , $-   
7776645,US BREAST TARGETED LT,$140.00 , $-   , $-   
7776645,US BREAST TARGETED LT,$140.00 , $-   , $-   
7776700,US ABDOMEN COMPLETE,$222.00 , $-   , $-   
7776700,US ABDOMEN COMPLETE,$222.00 , $-   , $-   
7776700,US ECHO PEDIATRIC,$710.00 , $-   , $-   
7776700,US ECHO PEDIATRIC,$710.00 , $-   , $-   
7776705,US ABDOMEN LIMITED,$166.00 , $-   , $-   
7776705,US ABDOMEN LIMITED,$166.00 , $-   , $-   
7776705,US ABDOMEN SOFT TISSUE LMTD,$79.00 , $-   , $-   
7776705,US ABDOMEN SOFT TISSUE LMTD,$79.00 , $-   , $-   
7776705,US APPENDIX,$166.00 , $-   , $-   
7776705,US APPENDIX,$166.00 , $-   , $-   
7776705,US BLADDER PRE/POST VOID,$166.00 , $-   , $-   
7776705,US BLADDER PRE/POST VOID,$166.00 , $-   , $-   
7776705,US HERNIA,$79.00 , $-   , $-   
7776705,US HERNIA,$79.00 , $-   , $-   
7776705,US LIVER,$166.00 , $-   , $-   
7776705,US LIVER,$166.00 , $-   , $-   
7776705,US PYLORUS,$56.00 , $-   , $-   
7776705,US PYLORUS,$56.00 , $-   , $-   
7776705,US SPLEEN,$166.00 , $-   , $-   
7776705,US SPLEEN,$166.00 , $-   , $-   
7776706,US AORTA SCREENING,$136.00 , $-   , $-   
7776706,US AORTA SCREENING,$136.00 , $-   , $-   
7776770,US RENAL,$212.00 , $-   , $-   
7776770,US RENAL,$212.00 , $-   , $-   
7776775,US AORTA,$136.00 , $-   , $-   
7776775,US AORTA,$136.00 , $-   , $-   
7776775,US RETROPERITONEAL LTD,$136.00 , $-   , $-   
7776775,US RETROPERITONEAL LTD,$136.00 , $-   , $-   
7776800,US SPINAL CANAL,$314.00 , $-   , $-   
7776800,US SPINAL CANAL,$314.00 , $-   , $-   
7776801,US OB 1ST TRIMESTER EACH ADDITIONAL, $-   , $-   ,
7776801,US OB MULTIPLE 1ST TRIMESTER,$186.00 , $-   , $-   
7776801,US OB MULTIPLE 1ST TRIMESTER,$186.00 , $-   , $-   
7776801,US OB SINGLETON 1ST TRIMESTER,$186.00 , $-   , $-   
7776801,US OB SINGLETON 1ST TRIMESTER,$186.00 , $-   , $-   
7776802,US OB 1ST TRIMESTER EA ADDTL GEST,$138.00 , $-   , $-   
7776802,US OB 1ST TRIMESTER EA ADDTL GEST,$138.00 , $-   , $-   
7776805,US OB Complete 2 or 3 trimester - PC,$186.00 ,, $-   
7776805,US OB Complete 2 or 3 trimester - PC,$186.00 , $-   , $-   
7776805,US OB Complete 2 or 3 trimester - PC,$186.00 , $-   , $-   
7776805,US OB SINGLETON 2 OR 3 TRIMESTER,$186.00 , $-   , $-   
7776805,US OB SINGLETON 2 OR 3 TRIMESTER,$186.00 , $-   , $-   
7776810,US OB COMP 2 OR 3 TRIMESTER EA ADD GEST,$186.00 , $-   , $-   
7776810,US OB COMP 2 OR 3 TRIMESTER EA ADD GEST,$186.00 , $-   , $-   
7776810,US OB MULTIPLE GESTATION,$127.00 , $-   , $-   
7776810,US OB MULTIPLE GESTATION,$127.00 , $-   , $-   
7776811,US OB COMPLETE 2ND OR 3RD TRIMESTER  EACH ADDITIONAL, $-   , $-   ,
7776811,US OB MULTIPLE 2ND OR 3RD TRIMESTER,$186.00 , $-   , $-   
7776811,US OB MULTIPLE 2ND OR 3RD TRIMESTER,$186.00 , $-   , $-   
7776815,US OB MULTIPLE PART OR LIMITED,$137.00 , $-   , $-   
7776815,US OB MULTIPLE PART OR LIMITED,$137.00 , $-   , $-   
7776815,US OB PART OR LIMITED PROF,$137.00 , $-   , $-   
7776815,US OB SINGLETON PART OR LIMITED,$137.00 , $-   , $-   
7776815,US OB SINGLETON PART OR LIMITED,$137.00 , $-   , $-   
7776816,US OB FOLLOW UP RPT,$129.00 , $-   , $-   
7776816,US OB SINGLETON FOLLOW UP FROM PREVIOUS,$129.00 , $-   , $-   
7776816,US OB SINGLETON FOLLOW UP FROM PREVIOUS,$129.00 , $-   , $-   
7776819,US BIOPHYS PROFILE WO NON STRESS TEST RPT,$195.00 , $-   , $-   
7776819,US BIOPHYSICAL PROFILE ADD FETUS,$417.00 ,, $-   
7776819,US BIOPHYSICAL PROFILE ADD FETUS,$195.00 , $-   , $-   
7776819,US BIOPHYSICAL PROFILE ADD FETUS,$195.00 , $-   , $-   
7776819,US BIOPHYSICAL PROFILE ADD FETUS,$417.00 , $-   , $-   
7776819,US BIOPHYSICAL PROFILE ADD FETUS,$417.00 , $-   , $-   
7776819,US OB BIOPHYSICAL PROFILE W/O NON STRESS TEST PROF,$195.00 , $-   , $-   
7776819,US OB MULTIPLE BPP,$195.00 , $-   , $-   
7776819,US OB MULTIPLE BPP,$195.00 , $-   , $-   
7776819,US OB MULTIPLE BPP WITH GROWTH,$195.00 , $-   , $-   
7776819,US OB MULTIPLE BPP WITH GROWTH,$195.00 , $-   , $-   
7776819,US OB SINGLETON BPP,$195.00 , $-   , $-   
7776819,US OB SINGLETON BPP,$195.00 , $-   , $-   
7776819,US OB SINGLETON BPP WITH GROWTH,$324.00 , $-   , $-   
7776819,US OB SINGLETON BPP WITH GROWTH,$324.00 , $-   , $-   
7776820,US OB CORD DOPPLER PROF,$137.00 , $-   , $-   
7776820,US OB MULTIPLE CORD DOPPLER,$137.00 , $-   , $-   
7776820,US OB MULTIPLE CORD DOPPLER,$137.00 , $-   , $-   
7776820,US OB SINGLETON CORD DOPPLER,$137.00 , $-   , $-   
7776820,US OB SINGLETON CORD DOPPLER,$137.00 , $-   , $-   
7776830,US FERTILITY DAY 2-5,$716.00 , $-   , $-   
7776830,US FERTILITY DAY 2-5,$716.00 , $-   , $-   
7776830,US PELVIC TRANSVAG W/ DOPPERS,$210.00 , $-   , $-   
7776830,US PELVIC TRANSVAG W/ DOPPERS,$210.00 , $-   , $-   
7776830,US PELVIC TRANSVAGINAL,$210.00 , $-   , $-   
7776830,US PELVIC TRANSVAGINAL,$210.00 , $-   , $-   
7776831,US HYSTEROSONOGRAPHY,$243.00 , $-   , $-   
7776831,US HYSTEROSONOGRAPHY,$243.00 , $-   , $-   
7776831,US SALINE INFUSED SONOGRAM,$243.00 , $-   , $-   
7776831,US SALINE INFUSED SONOGRAM,$243.00 , $-   , $-   
7776856,US PELVIC TRANSABDOMEN,$184.00 , $-   , $-   
7776856,US PELVIC TRANSABDOMEN,$184.00 , $-   , $-   
7776857,US FERTILITY FOLLICLE EVAL,$168.00 , $-   , $-   
7776857,US FERTILITY FOLLICLE EVAL,$168.00 , $-   , $-   
7776870,US SCROTUM W DOPPLERS,$158.00 , $-   , $-   
7776870,US SCROTUM W DOPPLERS,$158.00 , $-   , $-   
7776880,US EXTREMITIES NON VASCULAR LT,$158.00 , $-   , $-   
7776880,US EXTREMITIES NON VASCULAR LT,$158.00 , $-   , $-   
7776882,US AXILLA BILATERAL,$150.00 , $-   , $-   
7776882,US AXILLA BILATERAL,$150.00 , $-   , $-   
7776882,US AXILLA LT,$150.00 , $-   , $-   
7776882,US AXILLA LT,$150.00 , $-   , $-   
7776882,US AXILLA RT,$150.00 , $-   , $-   
7776882,US AXILLA RT,$150.00 , $-   , $-   
7776882,US GROIN,$158.00 , $-   , $-   
7776882,US GROIN,$158.00 , $-   , $-   
7776885,US PEDIATRIC HIPS,$153.00 , $-   , $-   
7776885,US PEDIATRIC HIPS,$153.00 , $-   , $-   
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC,$877.00 ,, $-   
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC,$877.00 , $-   , $-   
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC,$877.00 , $-   , $-   
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC, $-   , $-   ,$715.00 
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC, $-   , $-   ,$715.00 
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC,$162.00 , $-   , $-   
7776942,IN BIOPSY US GUID NEEDLE BIOPSY -PC,$162.00 , $-   , $-   
7776942,US BIOPSY GUIDANCE NEEDLE LT -PC,$156.00 ,, $-   
7776942,US BIOPSY GUIDANCE NEEDLE LT -PC,$162.00 , $-   , $-   
7776942,US BIOPSY GUIDANCE NEEDLE LT -PC,$162.00 , $-   , $-   
7776942,US BIOPSY GUIDANCE NEEDLE LT -PC,$156.00 , $-   , $-   
7776942,US BIOPSY GUIDANCE NEEDLE LT -PC,$156.00 , $-   , $-   
7776942,US DRAIN PROC GUIDED CYST ASPIRATION,$162.00 , $-   , $-   
7776942,US DRAIN PROC GUIDED CYST ASPIRATION,$162.00 , $-   , $-   
7776942,US GUIDANCE NEEDLE BIOPSY,"$1,092.00 ",, $-   
7776942,US GUIDANCE NEEDLE BIOPSY,$162.00 , $-   , $-   
7776942,US GUIDANCE NEEDLE BIOPSY,$162.00 , $-   , $-   
7776942,US GUIDANCE NEEDLE BIOPSY,"$1,092.00 ", $-   , $-   
7776942,US GUIDANCE NEEDLE BIOPSY,"$1,092.00 ", $-   , $-   
7776942,US GUIDANCE NEEDLE BIOPSY PROF,$162.00 , $-   , $-   
7776942,US GUIDE NEEDLE BX BILAT,$248.00 , $-   , $-   
7776942,US GUIDE NEEDLE BX BILAT,$248.00 , $-   , $-   
7776946,US GUIDE FOR AMNIO,$129.00 , $-   , $-   
7776946,US GUIDE FOR AMNIO,$129.00 , $-   , $-   
7776999,US MISC 15 MIN,$83.00 , $-   , $-   
7776999,US MISC 15 MIN,$83.00 , $-   , $-   
7776999,US MISC 30 MIN,$166.00 , $-   , $-   
7776999,US MISC 30 MIN,$166.00 , $-   , $-   
7777031,MA STEREOTACTIC BIOPSY LT,$696.00 , $-   , $-   
7777031,MA STEREOTACTIC BIOPSY LT,$696.00 , $-   , $-   
7777073,RA BONE LENGTH STUDY,$44.00 , $-   , $-   
7777073,RA BONE LENGTH STUDY,$44.00 , $-   , $-   
7777073,RA LONG LEG BILATERAL,$44.00 , $-   , $-   
7777073,RA LONG LEG BILATERAL,$44.00 , $-   , $-   
7777073,RA LONG LEG RT, $-   , $-   ,$128.00 
7777073,RA LONG LEG RT, $-   , $-   ,$128.00 
7777073,RA LONG LEG RT,$44.00 , $-   , $-   
7777073,RA LONG LEG RT,$44.00 , $-   , $-   
7777082,RA DXA VERT FX ASSESS,$55.00 , $-   , $-   
7777082,RA DXA VERT FX ASSESS,$55.00 , $-   , $-   
7777085,RA DXA SKELETAL W VERT FX ASSESS,$132.00 , $-   , $-   
7777085,RA DXA SKELETAL W VERT FX ASSESS,$132.00 , $-   , $-   
7778000,NM THYROID UPTAKE SINGLE,$68.00 , $-   , $-   
7778000,NM THYROID UPTAKE SINGLE,$68.00 , $-   , $-   
7778006,NM THYROID UPTAKE,$151.00 , $-   , $-   
7778006,NM THYROID UPTAKE,$151.00 , $-   , $-   
7778007,NM I131 UPTAKE & SCAN,$171.00 , $-   , $-   
7778007,NM I131 UPTAKE & SCAN,$171.00 , $-   , $-   
7778010,NM THYROID SCAN,$103.00 , $-   , $-   
7778010,NM THYROID SCAN,$103.00 , $-   , $-   
7778018,NM I131 WHOLE BODY SCAN,$327.00 , $-   , $-   
7778018,NM I131 WHOLE BODY SCAN,$327.00 , $-   , $-   
7778070,NM PARATHYROID,$159.00 , $-   , $-   
7778070,NM PARATHYROID,$159.00 , $-   , $-   
7778195,NM LYMPH GLANDS IMAGING,"$1,033.00 ", $-   , $-   
7778195,NM LYMPH GLANDS IMAGING,"$1,033.00 ", $-   , $-   
7778195,NM SENTINODE INJ WO IMAGING,$107.00 , $-   , $-   
7778195,NM SENTINODE INJ WO IMAGING,$107.00 , $-   , $-   
7778205,NM LIVER SPECT IMAGING,$258.00 , $-   , $-   
7778205,NM LIVER SPECT IMAGING,$258.00 , $-   , $-   
7778216,NM LIVER SCAN W FLOW,$253.00 , $-   , $-   
7778216,NM LIVER SCAN W FLOW,$253.00 , $-   , $-   
7778223,NM HEPATOBILIARY SCAN,$227.00 , $-   , $-   
7778223,NM HEPATOBILIARY SCAN,$227.00 , $-   , $-   
7778226,NM HIDA WO PHARM EF,$133.00 , $-   , $-   
7778226,NM HIDA WO PHARM EF,$133.00 , $-   , $-   
7778227,NM HIDA W PHARM EF,$133.00 , $-   , $-   
7778227,NM HIDA W PHARM EF,$133.00 , $-   , $-   
7778264,NM GASTRIC EMPTYING,$210.00 , $-   , $-   
7778264,NM GASTRIC EMPTYING,$210.00 , $-   , $-   
7778278,NM GI BLEED,$249.00 , $-   , $-   
7778278,NM GI BLEED,$249.00 , $-   , $-   
7778278,NM GI BLEED SCAN SC,$249.00 , $-   , $-   
7778278,NM GI BLEED SCAN SC,$249.00 , $-   , $-   
7778290,NM MECKEL DIVERTIC,$194.00 , $-   , $-   
7778290,NM MECKEL DIVERTIC,$194.00 , $-   , $-   
7778300,NM BONE SCAN LIMITED,$176.00 , $-   , $-   
7778300,NM BONE SCAN LIMITED,$176.00 , $-   , $-   
7778305,NM BONE SCAN MULTIPLE AREAS,$218.00 , $-   , $-   
7778305,NM BONE SCAN MULTIPLE AREAS,$218.00 , $-   , $-   
7778306,NM BONE SCAN,$234.00 , $-   , $-   
7778306,NM BONE SCAN,$234.00 , $-   , $-   
7778315,NM BONE SCAN 3 PHASE,$249.00 , $-   , $-   
7778315,NM BONE SCAN 3 PHASE,$249.00 , $-   , $-   
7778320,NM SPECT -PC,$219.00 , $-   , $-   
7778320,NM SPECT -PC,$219.00 , $-   , $-   
7778445,NM VASCULAR FLOW ART OR VENOUS,$203.00 , $-   , $-   
7778445,NM VASCULAR FLOW ART OR VENOUS,$203.00 , $-   , $-   
7778451,NM CARDIO REST -PC,$247.00 , $-   , $-   
7778451,NM CARDIO REST -PC,$247.00 , $-   , $-   
7778451,NM CARDIO STRESS -PC,$247.00 , $-   , $-   
7778451,NM CARDIO STRESS -PC,$247.00 , $-   , $-   
7778451,NM LOCALIZATION OF ABCESS W SPECT -PC,$247.00 , $-   , $-   
7778451,NM LOCALIZATION OF ABCESS W SPECT -PC,$247.00 , $-   , $-   
7778451,NM MYOCARDIAL PERFUSION -PC,$247.00 , $-   , $-   
7778451,NM MYOCARDIAL PERFUSION -PC,$247.00 , $-   , $-   
7778452,NM CARDIO REST/STRESS -PC,$637.00 , $-   , $-   
7778452,NM CARDIO REST/STRESS -PC,$637.00 , $-   , $-   
7778465,NM CARDIO REST/STRESS -PC,$378.00 ,, $-   
7778465,NM CARDIO REST/STRESS -PC,$378.00 , $-   , $-   
7778465,NM CARDIO REST/STRESS -PC,$378.00 , $-   , $-   
7778466,NM PYP MYOCARDIAL IMAGING,$256.00 , $-   , $-   
7778466,NM PYP MYOCARDIAL IMAGING,$256.00 , $-   , $-   
7778469,NM PYP MYOCARDIO W SPECT,$182.00 , $-   , $-   
