SVC CODE,SERVICES DESCRIPTION,CHGAMT,
184093886,DOPPLER TRANSCRAN COMPLETE,"$1,639.00 ",
184093888,DOPPLER TRANSCRANIAL LIMITED,"$1,616.00 ",
184093925,D-SCAN LOW.EXT.ARTERY BILAT,"$1,564.00 ",
184093926,D-SCAN LOW EXTREM ARTER UNI/LIMI,"$1,644.00 ",
184093930,D-SCAN UP EXTR ARTERIE COMPL BILA,"$1,721.00 ",
184093931,D-SCAN UP EXTREM ARTER UNI/LIMIT,"$1,564.00 ",
184093970,D-SCAN EXTREMITY VEINS COMP/BILAT,"$1,442.00 ",
183093971,DSCAN EXTREM VEINS COMPL UNILAT,"$1,442.00 ",
184093975,D-SCAN ADDOM VASC FLOW COMPLETE,"$1,514.00 ",
184093976,D-SCAN ABD VASC FLOW LTD,"$1,413.00 ",
184093978,D-SCANAORTIVCILIACCOM,"$2,025.00 ",
184093979,D-SCAN AORTAIVCILIAC UNI OR LTD,"$2,025.00 ",
183093990,DUPLEX HEMODIALYSIS ACCESS,$248.00 ,
183009440,PLACE GASTRO TUBE PERC,"$1,731.00 ",
183009446,CONVER GTUBE UNDER FLUORO,"$1,731.00 ",
183009450,REPLCE G C TUBE PERC,$821.00 ,
183009465,FLUORO EXAM OF G COLON TUBE,$64.00 ,
186009500,SESTAMIBI TC99M PSD,$90.43 ,
186009502,TETROFOSMIN MYOVIEW TC99M PSD,$170.00 ,
186009503,MEDRONATE MDP PSD TO 30 MCI,$23.00 ,
186009505,THALLIUM TL201 PER MCI,$50.80 ,
186009512,SOD PERTECHNTATE TC99M PER MCI,$2.00 ,
186009517,I131 SOD IODIDE CAP TX PER MCI,$59.95 ,
186009521,NM HMPAO ISOTOPE,"$1,703.88 ",
186009537,CHOLETEC TC99M PSD TO 15 MCI,$124.00 ,
186009539,RAD1PENTETATE DTPA PSD TO 25 MCI3,$35.00 ,
186009540,MAA TC99M PSD TO 10 MCI,$66.00 ,
186009541,SULFUR COL TC99M PSD TO 20 MCI,$18.00 ,
186009551,SUCCIMER DMSA PSD TO 10 MCI,$401.00 ,
186009552,FDG PSD TO 45 MCI,$424.00 ,
183009560,ULTRATAG RBC PSD TO 30 MCI,$283.00 ,
186009562,MERTIATIDE MAG3 PSD TO 15 MCI,$586.00 ,
186009569,TECHNETIUM AUTO WBC TC99M PSD,"$2,375.48 ",
186009572,NM INDM IN 111 PENTRTDE=<6MCI,"$4,288.00 ",
146009576,MR PROHANCE CONTRAST,$87.00 ,
146009579,MAGNEVIST 10ML,$78.00 ,
146009581,MR EOVIST CONTRAST,$205.00 ,
186009582,I 123 MIBG 2MCI PSD TO 15 MCI,"$2,559.00 ",
186009587,NM GALLIUM GA-68,"$2,987.00 ",
183096420,CHEMO IA PUSH TECNIQUE,$293.00 ,
183096450,CHEMO CNS (INTRATHECAL) W LP,"$1,041.00 ",
183000965,IR OMNIPAGQUE 300 200 ML,$206.00 ,
192000966,OPTRAY 240 50ML,$45.00 ,
183000967,OPTIRAY 320 200,$66.00 ,
184009950,US LUMASON,$390.00 ,
183009965,IR OMNIPAGQUE 300 50 ML,$54.00 ,
183009966,OMNIPAGQUE 240 50 ML,$159.00 ,
183009967,OPTIRAY 320 100ML,$86.00 ,
192009986,CT VISIPAQUE 320 CON,$67.00 ,
192099967,CT OMNIPAQUE 350 50ML,$60.00 ,
241020600,DRAIN INJECT SMALL JOINT,$344.00 ,
241020604,DRAIN INJ SMALL JOINT BURSA W/US,$232.00 ,
241020605,DRAIN INJECT INTRMD JOINT,$284.00 ,
241020606,DRAIN INJ INTER JOINT BURSA W/US,$232.00 ,
241020610,DRAIN INJECT MAJOR JOINT,$399.00 ,
241020611,DRAIN INJ MAJOR JOINT BURSA W/US,$232.00 ,
241096361,OP HYDRATE IV INF ADD-ON EA HR,$358.00 ,
241096365,OP IV INF INITIAL UP TO 1HR,$700.00 ,
241096366,THER/PROPH/DIAG IV INF ADDON,$325.00 ,
241096367,OP TX/PROPH/DG ADDL SEQ IV INF 1H,$395.00 ,
241096368,OP THER/DIAG CONCURRENT INF,$284.00 ,
241096372,OP THER/PROPH/DIAG INJ SC/IM,$461.00 ,
241096376,OP TX/PRO/DX INJ NEWSAME DRG ADON,$133.00 ,
37000106,"NURSERY ICU,LEVEL 1","$3,898.00 ",
66001060,EVAL AND TREATMENT UNIT (/HR),"$2,962.00 ",
37000107,"NURSERY ICU,LEVEL 2","$4,732.00 ",
37000108,"NURSERY ICU,LEVEL 3","$6,771.00 ",
37000109,"NURSERY ICU,LEVEL 4","$7,916.00 ",
48001201,"CICU ROOM/SERVICE, REGULAR","$2,817.00 ",
48001202,"CICU ROOM/SERVICE, SPECIAL","$3,898.00 ",
48001206,"CICU ROOM/SERVICE, INTENSIVE","$9,630.00 ",
193001705,EDU VIRTUAL OBS HOLD,"$1,657.00 ",
193001706,EDU VIRTUAL IP REG HOLD,"$2,576.00 ",
193001707,EDU VIRTUAL IP SPEC HOLD,"$3,898.00 ",
193001708,EDU VIRTUAL IP INTSV HOLD,"$8,992.00 ",
193019300,OP HYD IV INF INIT3160M(UET),$650.00 ,
193019301,OP HYDRATE IV INF ADDON EAHR(UET),$563.00 ,
193019302,OP IV INF INITIAL UP TO 1HR (UET),$612.00 ,
193019303,THERPROPHDIAG IV INF ADDON (UET),$255.00 ,
193019304,OP TXPROPHDG ADDLSEQIVINF1HR(UET),$355.00 ,
193019305,OP THERDIAG CONCURRENT INF (UET),$255.00 ,
193019306,OP SC THER INF UP TO 1HR(UET),$217.00 ,
193019307,OP SC THER INF ADDL HR (UET),$67.00 ,
193019308,OP SC THER INF RESET PMP(UET),$113.00 ,
193019309,OP THERPROPHDIAG INJ SCIM(UET),$415.00 ,
193019310,OP THERPROPHDIAG INJ IV PUSH(UET),$529.00 ,
193019311,OP TXPRODX INJ NEWDRGADON(UET),$294.00 ,
193019312,OP TXPRODX INJNEWSAMEDRGADON(UET),$168.00 ,
51000200,"PICU-REGULAR, MASTER","$2,817.00 ",
51000201,"PICU-RM/SERVICE,REGULAR","$2,817.00 ",
36002010,HEART KIDNEY RM/SERVICE REGULAR,"$2,576.00 ",
36002011,HEART/KIDNEY RM/SERVICE SPECIAL,"$3,898.00 ",
51002017,PICU OBSERVATION HR,"$2,962.00 ",
51000202,"PICU-RM/SERVICE, SPECIAL","$3,898.00 ",
51000206,PICU-RM/SERVICE INTENSIVE,"$8,992.00 ",
193002060,UMC 23HR OBSERVATION UNIT /HR,"$2,962.00 ",
45000021,PICU-RM/SERVICE REGULAR,"$2,817.00 ",
37002109,NICU OBSERVATION,"$2,962.00 ",
27000211,OVER FLOW PICU INTENS,"$8,992.00 ",
45000022,PICU-RM/SERVICE SPECIAL,"$3,898.00 ",
45000023,PICU-RM/SERVICE INTENS,"$8,992.00 ",
26000230,4MA ROOM SERVICE-REGULAR,"$2,576.00 ",
26000231,4MA ROOM SERVICE-SPECIAL,"$3,190.00 ",
26000233,4MA OBSERVATION HR OPU,"$2,962.00 ",
45000024,PICU GREEN OBS HR,"$1,135.00 ",
36000260,HEART/KIDNEY OBSERV (/HR),"$2,962.00 ",
29029000,OP HYD IV INF INIT3160M(4MN),$650.00 ,
29029001,OP HYDRATE IV INF ADDON EAHR(4MN),$563.00 ,
29029002,OP IV INF INITIAL UP TO 1HR (4MN),$729.00 ,
29029003,THERPROPHDIAG IV INF ADDON (4MN),$341.00 ,
29029004,OP TXPROPHDG ADDLSEQIVINF1HR(4MN),$408.00 ,
29029005,OP THERDIAG CONCURRENT INF (4MN),$255.00 ,
29029006,OP SC THER INF UP TO 1HR(4MN),$217.00 ,
29029007,OP SC THER INF ADDL HR (4MN),$67.00 ,
29029008,OP SC THER INF RESET PMP(4MN),$113.00 ,
29029009,OP THERPROPHDIAG INJ SCIM(4MN),$415.00 ,
29002901,4MAIN ROOM SERVICE SPECIAL,"$3,190.00 ",
29029010,OP THERPROPHDIAG INJ IV PUSH(4MN),$529.00 ,
29029011,OP TXPRODX INJ NEWDRGADON(4MN),$294.00 ,
29029012,OP TXPRODX INJNEWSAMEDRGADON(4MN),$168.00 ,
29002902,4MAIN ROOM SERVICE-REGULAR,"$2,576.00 ",
29002960,4MAIN OBSERVATION HR OPU,"$2,962.00 ",
31031000,OP HYD IV INF INIT3160M(6EN),$650.00 ,
31031001,OP HYDRATE IV INF ADDON EAHR(6EN),$563.00 ,
31031002,OP IV INF INITIAL UP TO 1 HR(6EN),$729.00 ,
31031003,THERPROPHDIAG IV INF ADDON(6EN),$341.00 ,
31031004,OP TXPROPHDG ADDLSEQIVINF1HR(6EN),$355.00 ,
31031005,OP THERDIAG CONCURRENT INF (6EN),$255.00 ,
31031006,OP SC THER INF UP TO 1 HR (6EN),$217.00 ,
31031007,OP SC THER INF ADDL HR (6EN),$67.00 ,
31031008,OP SC THER INF RESET PMP (6EN),$113.00 ,
31031009,OP THERPROPHDIAG INJ SCIM(6EN),$415.00 ,
31031010,OP THERPROPHDIAG INJ IV PUSH(6EN),$529.00 ,
31031011,OP TXPRODX INJ NEWDRGADON(6EN),$294.00 ,
31031012,OP TXPRODX INJNEWSAMEDRGADON(6EN),$168.00 ,
36036000,OP HYD IV INF INIT 3160M(HKU),$650.00 ,
36036001,OP HYDRATE IV INF ADON EAHR(HKU),$563.00 ,
36036002,OP IV INF INITIAL UP TO 1HR (HKU),$729.00 ,
36036003,THERPROPHDIAG IV INF ADDON (HKU),$341.00 ,
36036004,OP TXPROPHDG ADDLSEQIVINF1HR(HKU),$355.00 ,
36036005,OP THERDIAG CONCURRENT INF(HKU),$255.00 ,
36036006,OP SC THER INF UP TO 1HR(HKU),$217.00 ,
36036007,OP SC THER INF ADDL HR (HKU),$67.00 ,
36036008,OP SC THER INFRESET PMP (HKU),$113.00 ,
36036009,OP THERPROPHDIAG INJ SCIM (HKU),$476.00 ,
36036010,OP THERPROPHDIAG INJ IV PUSH(HKU),$529.00 ,
36036011,OP TXPRODX INJ NEWDRUGADON(HKU),$294.00 ,
36036012,OP TXPRODX INJNEWSAMEDRGADON(HKU),$168.00 ,
37037000,OP HYD IV INF INIT3160M(NIU),$650.00 ,
37037001,OP HYDRATE IV INF ADDON EAHR(NIU),$490.00 ,
37037002,OP IV INF INITIAL UP TO 1HR (NIU),$612.00 ,
37037003,THERPROPHDIAG IV INF ADDON (NIU),$255.00 ,
37037004,OP TXPROPHDG ADDLSEQIVINF1HR(NIU),$355.00 ,
37037005,OP THERDIAG CONCURRENT INF (NIU),$255.00 ,
37037006,OP SC THER INF UP TO 1HR(NIU),$217.00 ,
37037007,OP SC THER INF ADDL HR (NIU),$67.00 ,
37037008,OP SC THER INF RESET PMP(NIU),$113.00 ,
37037009,OP THERPROPHDIAG INJ SCIM(NIU),$415.00 ,
37037010,OP THERPROPHDIAG INJ IV PUSH(NIU),$460.00 ,
37037011,OP TXPRODX INJ NEWDRGADON(NIU),$255.00 ,
37037012,OP TXPRODX INJNEWSAMEDRGADON(NIU),$113.00 ,
218300378,NEU OBSERVATION,"$2,962.00 ",
54000401,"MULTI-RM/SERVICE, REGULAR","$2,576.00 ",
54000402,"MULTI-RM/SERVICE, SPECIAL","$3,190.00 ",
54000411,"RM AND SERV,CHILD PSYCH,REG (7E)","$2,949.00 ",
54000413,"RM AND SERV,ADOL PSYCH,REG (7E)","$2,949.00 ",
54000460,MEDICAL(MULTI-) OBSERVATION (/HR),"$2,962.00 ",
55000501,NEUROSCI RM/SVC REGULAR,"$2,576.00 ",
218305011,SPECIALTY INFUSION RM-REGULAR,"$2,576.00 ",
218305012,SPECIALTY INFUSION RM-SPECIAL,"$3,190.00 ",
55000502,NEUROSCI RM/SVC SPECIAL,"$3,190.00 ",
55000504,NEUROSCI RM/SVC ICU,"$7,916.00 ",
51051000,OP HYD IV INF INIT3160M(PIU),$650.00 ,
51051001,OP HYDRATE IV INF ADDON EAHR(PIU),$563.00 ,
51051002,OP IV INF INITIAL UP TO 1HR (PIU),$729.00 ,
51051003,THERPROPHDIAG IV INF ADDON (PIU),$341.00 ,
51051010,OP THERPROPHDIAG INJ IV PUSH(PIU),$529.00 ,
51051011,OP TXPRODX INJ NEWDRGADON(PIU),$294.00 ,
51051012,OP TXPRODX INJNEWSAMEDRGADON(PIU),$127.00 ,
55000511,"RM AND SERV,CHILD PYSCH,REG (NCU)","$2,949.00 ",
55000513,"RM AND SERV,ADOL PSYCH,REG (NCU)","$2,949.00 ",
54054000,OP HYD IV INF INIT3160M(7E),$650.00 ,
54054001,OP HYDRATE IV INF ADDON EAHR(7E),$563.00 ,
54054002,OP IV INF INITIAL UP TO 1HR (7E),$729.00 ,
54054003,THERPROPHDIAG IV INF ADDON (7E),$341.00 ,
54054004,OP TXPROPHDG ADDLSEQIVINF1HR(7E),$355.00 ,
54054005,OP THERDIAG CONCURRENT INF (7E),$255.00 ,
54054006,OP SC THER INF UP TO 1HR(7E),$217.00 ,
54054007,OP SC THER INF ADDL HR (7E),$67.00 ,
54054008,OP SC THER INF RESET PMP(7E),$194.00 ,
54054009,OP THERPROPHDIAG INJ SCIM(7E),$476.00 ,
54054010,OP THERPROPHDIAG INJ IV PUSH(7E),$529.00 ,
54054011,OP TXPRODX INJ NEWDRGADON(7E),$294.00 ,
54054012,OP TXPRODX INJNEWSAMEDRGADON(7E),$168.00 ,
55055000,OP HYD IV INF INIT3160M(NCU ),$650.00 ,
55055001,OP HYDRATE IV INF ADDON EAHR(NCU),$563.00 ,
55055002,OP IV INF INITIAL UP TO 1HR(NCU),$729.00 ,
55055003,THERPROPHDIAG IV INF ADDON(NCU),$341.00 ,
55055004,OP TXPROPHDG ADDLSEQIVINF1HR(NCU),$355.00 ,
55055005,OP THERDIAG CONCURRENT INF(NCU),$255.00 ,
55055006,OP SC THER INF UP TO 1HR(NCU),$217.00 ,
55055007,OP SC THER INF ADDL HR (NCU),$67.00 ,
55055008,OP SC THER INF RESET PMP(NCU),$113.00 ,
55055009,OP THERPROPHDIAG INJ SCIM(NCU),$476.00 ,
55055010,OP THERPROPHDIAG INJ IV PUSH(NCU),$529.00 ,
55055011,OP TXPRODX INJ NEWDRGADON(NCU),$294.00 ,
55055012,OP TXPRODX INJNEWSAMEDRGADON(NCU),$168.00 ,
55000560,NEUROSCIENCES OBSERV/HR,"$2,962.00 ",
56056000,OP HYD IV INF INIT3160M(SCU),$650.00 ,
56056001,OP HYDRATE IV INF ADDON EAHR(SCU),$563.00 ,
56056002,OP IV INF INITIAL UP TO 1HR (SCU),$729.00 ,
56056003,THERPROPHDIAG IV INF ADDON (SCU),$341.00 ,
56056004,OP TXPROPHDG ADDLSEQIVINF1HR(SCU),$355.00 ,
56056005,OP THERDIAG CONCURRENT INF (SCU),$255.00 ,
56056006,OP SC THER INF UP TO 1HR(SCU),$217.00 ,
56056007,OP SC THER INF ADDL HR (SCU),$67.00 ,
56056008,OP SC THER INF RESET PMP(SCU),$194.00 ,
56056009,OP THERPROPHDIAG INJ SCIM(SCU),$415.00 ,
56056010,OP THERPROPHDIAG INJ IV PUSH(SCU),$529.00 ,
56056011,OP TXPRODX INJ NEWDRGADON(SCU),$294.00 ,
56056012,OP TXPRODX INJNEWSAMEDRGADON(SCU),$168.00 ,
57057000,OP HYD IV INF INIT3160M(HCU),$650.00 ,
57057001,OP HYDRATE IV INF ADDON EAHR(HCU),$563.00 ,
57057002,OP IV INF INITIAL UP TO 1HR (HCU),$729.00 ,
57057003,THERPROPHDIAG IV INF ADDON (HCU),$341.00 ,
57057004,OP TXPROPHDG ADDLSEQIVINF1HR(HCU),$355.00 ,
57057005,OP THERDIAG CONCURRENT INF (HCU),$255.00 ,
57057006,OP SC THER INF UP TO 1HR(HCU),$217.00 ,
57057007,OP SC THER INF ADDL HR (HCU),$67.00 ,
57057008,OP SC THER INF RESET PMP(HCU),$113.00 ,
57057009,OP THERPROPHDIAG INJ SCIM(HCU),$415.00 ,
57057010,OP THERPROPHDIAG INJ IV PUSH(HCU),$529.00 ,
57057011,OP TXPRODX INJ NEWDRGADON(HCU),$294.00 ,
57057012,OP TXPRODX INJNEWSAMEDRGADON(HCU),$168.00 ,
56000601,"SUR-RM/SERVICE,REGULAR","$2,576.00 ",
56000602,"SUR-RM/SERVICE,SPECIAL","$3,172.00 ",
56000611,"RM AND SERV,CHILD PSYCH,REG (SCU)","$2,949.00 ",
56000613,"RM AND SERV,ADOL PSYCH,REG (SCU)","$2,949.00 ",
62062000,OP HYD IV INFUSION INIT 3160M (PA,$490.00 ,
56000660,SURGERY OBSERVATION (/HR),"$2,962.00 ",
66066000,OP HYD IV INF INIT3160M(ETU),$650.00 ,
66066001,OP HYDRATE IV INF ADDON EAHR(ETU),$563.00 ,
66066002,OP IV INF INITIAL UP TO 1HR (ETU),$729.00 ,
66066003,THERPROPHDIAG IV INF ADDON (ETU),$341.00 ,
66066004,OP TXPROPHDG ADDLSEQIVINF1HR(ETU),$355.00 ,
66066005,OP THERDIAG CONCURRENT INF (ETU),$255.00 ,
66066006,OP SC THER INF UP TO 1HR(ETU),$217.00 ,
66066007,OP SC THER INF ADDL HR (ETU),$67.00 ,
66066008,OP SC THER INF RESET PMP(ETU),$113.00 ,
66066009,OP THERPROPHDIAG INJ SCIM(ETU),$415.00 ,
66066010,OP THERPROPHDIAG INJ IV PUSH(ETU),$529.00 ,
66066011,OP TXPRODX INJ NEWDRGADON(ETU),$294.00 ,
66066012,OP TXPRODX INJNEWSAMEDRGADON(ETU),$168.00 ,
56000661,SURGERY OBSERV (/HR)(MANUAL),"$1,657.00 ",
57000701,"HEMONC-RM/SERVICE,REGULAR","$2,576.00 ",
57000702,"HEMONC-RM/SERVICE,SPECIAL","$3,898.00 ",
57000705,"HEM-RM/SERVICE, STERILE","$8,271.00 ",
57000760,HEMONC OBSERV (/HR),"$2,962.00 ",
31000801,MULTI-RM/SERVICE REGULAR,"$2,576.00 ",
31000802,MULTI-RM/SERVICE SPECIAL,"$3,190.00 ",
58000810,"RM AND SERVICE,CHILD PSYCH, ICU","$4,980.00 ",
58000811,"RM AND SERVICE,CHILD PSYCH,REG","$2,949.00 ",
58000812,"ROOM AND SERVICE, ADOL PSYCH, ICU","$4,980.00 ",
58000813,"ROOM AND SERVICE, ADOL PSYCH,REG","$2,949.00 ",
31000860,OBSERVATION (/HR),"$2,962.00 ",
245000001,VITAL CAPACITY/PEAK FLOW,$270.00 ,
245000011,EKG TRACING,$353.00 ,
245000110,NICU VENT MGT LEV 1 INIT,"$2,349.00 ",
245000111,NICU VENT MGT LEV 1 SUBSQ,"$2,413.00 ",
245000120,NICU VENT MGT LEV 2 INIT,"$2,693.00 ",
245000121,NICU VENT MGT LEV 2 SUBSQ,"$2,693.00 ",
245000017,OXYGEN/AIR TRANSPORT SUPPLY,$54.00 ,
245000020,OXYGEN - INITIAL,$368.00 ,
245000200,INITIAL HOUR NITRIC OXIDE,"$1,882.00 ",
245000300,SUBSEQ HR NITRIC OXIDE,$298.00 ,
245000310,PICU VENT MGT LEV 1 INIT,"$2,349.00 ",
245000311,PICU VENT MGT LEV 1 CONT,"$2,413.00 ",
245000032,HELIUM SUPPLY,$293.00 ,
245000320,PICU VENT MGT LEV 2 INIT,"$2,693.00 ",
245000321,PICU VENT MGT LEV 2 (SUBSQ,"$2,693.00 ",
245000041,HYPOTHERMIA BLANKET,$12.00 ,
245000410,CICU VENT MGT LEV 1 INIT,"$2,349.00 ",
245000411,CICU VENT MGT LEVEL 1 SUBSQ,"$2,413.00 ",
245000420,CICU VENT MGT LEV 2 INIT,"$2,693.00 ",
245000421,CICU VENT MGT LEV 2 SUBSQ,"$2,693.00 ",
245000043,IPPB TREATMENT,$324.00 ,
245000046,METERED DOSE INHALER TX,$324.00 ,
245000049,AEROSOL TX,$324.00 ,
245000050,NEOTREND PROBE,"$1,463.00 ",
245000057,CPR/CODE BLUE 30 MIN,"$1,071.00 ",
245000061,PT DEM/EVAL OF AEROSOL DEVICE,$227.00 ,
245000069,DISP HAND RESUSCITATION BAB/AMBU,$94.00 ,
245082805,BLOOD GASES W/02 SATURATION,$129.00 ,
245000083,CHEST PHYSIOTHERAPY SUBSEQ,$287.00 ,
245000084,BRONCHIAL LAVAGE,$520.00 ,
245000085,HIGH FLOW OXYGEN THERAPY,"$1,246.00 ",
245000086,CONTIN POS AIRWAY PRESS,$725.00 ,
245088740,TRANSCUTANEOUS CARBOXYHB,$94.00 ,
245000091,OXYGEN - SUBSEQUENT,$272.00 ,
245000092,CHEST PHYSIO EVAL INITIAL,$392.00 ,
245000093,OXYGEN - SUBSEQUENT (MANUAL),$252.00 ,
245094644,CONT INHAL TX (INITIAL HR),$308.00 ,
245094645,CONT INHAL TX (SUBSEQUENT HR),$157.00 ,
245094669,MECHANICAL CHEST WALL OSCILL,$170.00 ,
196012347,CL LOWER EXT NO CONTRAST BL,"$4,446.00 ",
196012366,ANKLE (2 VIEWS) BL,$962.00 ,
196012368,CALCANEUS (2+VIEWS) BL,"$1,050.00 ",
196012370,CLAVICLE (2+VIEWS) BL,"$1,020.00 ",
196012371,ELBOW (2) BL,$912.00 ,
196012372,ELBOW (3+) BL,"$1,040.00 ",
196012374,XR PERMUR MIN 2 VIEWS BL,"$1,172.00 ",
196012375,FOOT (3+VIEWS) BL,"$1,024.00 ",
196012376,FOREARM (2 VIEWS) BL,$904.00 ,
196012377,HAND (2 VIEWS) BL,"$1,036.00 ",
196012378,HAND (3+VIEWS) BL,$992.00 ,
196012380,KNEE (2 VIEWS) BL,$908.00 ,
196012381,KNEE (3 VIEWS) BL,"$1,236.00 ",
196012382,KNEE (4+VIEWS) BL,"$1,316.00 ",
196012383,LOW EXTRM INF (2) BL,"$1,016.00 ",
196012384,SCAPULA (2+ VIEWS) BL,"$1,052.00 ",
196012386,SHOULDER (2+VIEWS) BL,"$1,074.00 ",
196012387,TIBIA/FIBULA (2VIEWS) BL,$942.00 ,
196012388,"UPPER EXTRM, 2+VIEWS INFANT BL","$1,076.00 ",
196012389,WRIST (2 VIEWS) BL,$952.00 ,
196012390,WRIST (3+VIEWS) BL,"$1,040.00 ",
196012391,ANKLE (3+VIEWS) BL,"$1,096.00 ",
196012393,FOOT (2 VIEWS) BL,$876.00 ,
196070110,MANDIBLE 4+VIEWS COMPLETE,$640.00 ,
196070140,FACIAL BONES (<3 VIEWS),$882.00 ,
196070150,FACIAL BONES (3+VIEWS),$812.00 ,
196070160,NASAL BONES (3+ VIEWS),$541.00 ,
196070200,ORBITS,$722.00 ,
196070250,SKULL (2-3 VIEWS),$521.00 ,
196070330,"TMJ,BILAT,OPEN+CLOSED",$369.00 ,
196070360,"NECK, SOFT TISSUE,LATERAL",$454.00 ,
196070450,CT BRAIN NO CONTRAST,"$2,147.00 ",
196070460,CT BRAIN W/CONT,"$2,228.00 ",
196070470,CT BRAIN WANDWO CONTRAST,"$3,845.00 ",
196070480,CT ORBIT SELLA EAR NO CONTRAST,"$2,223.00 ",
196070481,CT ORBIT SELLA EAR WITH CONTRAST,"$2,585.00 ",
196070482,CT ORBIT SELLA EAR WANDWO CONTRAS,"$3,845.00 ",
196070486,"CT FACE, NO CONTRAST","$2,223.00 ",
196070487,"CT FACE, WITH CONTRAST","$2,229.00 ",
196070490,"CT NECK SOFT TISSUE,W/O CONTRS","$1,913.00 ",
196070491,"CT NECK SOFT TISSUE,W/CONTRAST","$2,505.00 ",
196070492,"CT NECK SOFT TISSUE,W/WO CONTR","$3,384.00 ",
196070496,CT ANGIO HEAD WITHOUT CON,"$2,300.00 ",
196070498,CT ANGIO NECK,"$4,141.00 ",
196071045,XR CHEST 1 VIEW,$376.00 ,
196071046,XR CHEST 2 VIEWS,$439.00 ,
196071047,XR CHEST 3 VIEWS,$557.00 ,
196071048,XR CHEST 4+VIEWS,$674.00 ,
196071100,RIBS UNILAT 2 VIEWS,$504.00 ,
196071101,"RIBS, UNILATERAL 3+VIEWS",$654.00 ,
196071110,RIBS BILAT 3 VIEWS,$596.00 ,
196071111,"RIBS, BILATERAL 4+ VIEWS",$983.00 ,
196071120,"STERNUM, 2+ VIEWS",$409.00 ,
196071250,"CT THORAX, NO CONTRAST","$2,223.00 ",
196071260,"CT THORAX, WITH CONTRAST","$2,585.00 ",
196071270,"CT THORAX, WANDW/O CONTRST","$3,422.00 ",
196072010,"ENTIRE SPINE, (2 VIEWS)",$914.00 ,
196072020,"SPINE, SINGLE VIEW",$415.00 ,
196072040,CERVICAL SPINE (2 VIEWS),$555.00 ,
196072050,"CERV.SPINE, MULTIPLE VIEWS",$710.00 ,
196072052,"SPINE,CERV -CMPLTE FLEX/EXTENS",$227.00 ,
196072069,"T-L SPINE,STANDING PROF",$554.00 ,
196072070,"THORACIC SPINE, (2 VIEWS)",$621.00 ,
196072072,"THORACIC SPINE, (3+ VIEWS)",$668.00 ,
196072074,THORACIC SPINE 4 VIEW MINIMUM,$173.00 ,
196072081,XR SPINE ENTIRE 1 VIEW,$900.00 ,
196072082,XR SPINE ENTIRE 2-3 VIEWS,$995.00 ,
196072100,LUMBAR-SACRAL SPINE,$564.00 ,
196072110,LOWER SPINE+OBLIQUES,$786.00 ,
196072125,"CT CERV.SPINE, NO CONTRAST","$2,356.00 ",
196072128,"CT THORACIC SPINE, NO CONTRAST","$2,223.00 ",
196072131,"CT LUMBAR SPINE, NO CONTRAST","$1,913.00 ",
196072170,"PELVIS, (AP VIEW)",$447.00 ,
196072190,"PELVIS,3+VIEWS",$533.00 ,
196072192,CT PELVIS W/O CONTRAST,"$2,223.00 ",
196072193,CT PELVIS W/CONT,"$2,229.00 ",
196072200,SACROILIAC JOINTS- <3 VIEWS,$292.00 ,
196072220,"SACRIM+COCCYX,2+",$476.00 ,
196073000,CLAVICLE (2+ VIEWS),$510.00 ,
196073010,SCAPULA (2+ VIEWS),$526.00 ,
196073030,SHOULDER (2+ VIEWS),$537.00 ,
196073050,"A-C JOINTS, BILATERAL",$373.00 ,
196073060,HUMERUS 2+VIEWS,$471.00 ,
196073070,ELBOW (2),$456.00 ,
196073080,ELBOW (3+),$520.00 ,
196073090,FOREARM (2 VIEWS),$452.00 ,
196073092,"UPPER EXTRM, 2+ VIEWS INFANT",$538.00 ,
196073100,WRIST (2 VIEWS),$476.00 ,
196073110,WRIST (3+ VIEWS),$520.00 ,
196073120,HAND (2 VIEWS),$518.00 ,
196073130,HAND (3+ VIEWS),$496.00 ,
196073140,FINGER (2+ VIEWS),$368.00 ,
196073501,XR HIP UNI W/PELVIS 1 VIEW,$454.00 ,
196073510,"HIP, UNILATERAL, 2+ VIEWS",$483.00 ,
196073520,"HIPS, BILAT INCL AP PELVIS",$593.00 ,
196073521,XR HIPS BILAT W/PELVIS 2 VIEWS,$667.00 ,
196073550,FEMUR (2 VIEWS),$522.00 ,
196073552,XR PERMUR MIN 2 VIEWS,$586.00 ,
196073560,KNEE (2 VIEWS),$454.00 ,
196073562,KNEE (3 VIEWS),$618.00 ,
196073564,KNEE (4 + VIEWS),$658.00 ,
196073565,"BOTH KNEES, STANDING A/P",$435.00 ,
196073590,TIBIA/FIBULA (2 VIEWS),$471.00 ,
196073592,LOW EXTRM INF(2),$508.00 ,
196073600,ANKLE (2 VIEWS),$481.00 ,
196073610,ANKLE (3+ VIEWS),$548.00 ,
196073620,FOOT (2 VIEWS),$438.00 ,
196073630,FOOT (3+ VIEWS),$512.00 ,
196073650,CALCANEUS (2+VIEWS),$525.00 ,
196073660,TOE(S) (2+ VIEWS),$437.00 ,
196073700,CT LOWER EXT. NO CONTRAST,"$2,223.00 ",
196074018,XR ABDOMEN 1 VIEW,$432.00 ,
196074019,XR ABDOMEN 2 VIEWS,$641.00 ,
196074021,XR ABDOMEN 3+ VIEWS,$850.00 ,
196074022,ABD SERIES+CHEST,$471.00 ,
196074150,CT ABD W/O CONTRS,"$3,332.00 ",
