Charge description, Average charge/unit , Average self-pay charge/unit (30% discount) 
INCISION AND DRAINAGE OF ABSCESS, $671.00 , $469.70 
INTERMEDIATE WOUND REPAIR <2.5CM, $911.00 , $637.70 
NEG PRESSURE WND VAC >50CM, $605.00 , $423.50 
NEG PRESSURE WOUND THERAPY<=50CM, $408.00 , $285.60 
NEG PRESSURE WOUND THERAPY<=50CM, $408.00 , $285.60 
NSW DEBRIDE W/TOPICAL OINT APPLIC, $605.00 , $423.50 
PARING CALLUS >4 LESIONS, $605.00 , $423.50 
PARING CALLUS 2-4 LESIONS , $605.00 , $423.50 
PARING CALLUS SINGLE LESION , $408.00 , $285.60 
REMOVAL OF NAIL PLATE, $605.00 , $423.50 
TRIMMING OF NAILS, $217.00 , $151.90 
WOUND CARE OUTPATIENT CLINIC VISIT, $199.00 , $139.30 
WOUND CARE OUTPATIENT VISIT EST COMPLEX, $630.00 , $441.00 
CVU OBSERVATION PER DAY," $1,973.92 "," $1,381.74 "
ICU OBSERVATION PER DAY," $3,090.49 "," $2,163.34 "
ICU TELE OBSERVATION PER DAY," $2,237.66 "," $1,566.36 "
MED/ONC TELE OBSERVATION PER DAY," $1,715.04 "," $1,200.53 "
MEDICAL/ONCOLOGY OBS PER DAY," $1,308.41 ", $915.89 
PEDIATRICS OBSERVATION PER DAY, $961.85 , $673.29 
SURG/TELE OBSERVATION PER DAY," $1,437.69 "," $1,006.38 "
SURGICAL OBSERVATION PER DAY," $1,139.94 ", $797.95 
TCU OBSERVATION PER DAY," $1,747.65 "," $1,223.35 "
TELEMETRY OBSERVATION PER DAY," $1,692.82 "," $1,184.97 "
W&C NON OB OBSERVATION PER DAY, $958.99 , $671.30 
W&C OBSTETRICS OBS PER DAY, $908.26 , $635.78 
NS ACUTE HEMODIALYSIS 1/2 ," $1,270.02 ", $889.01 
CAPD INPATIENT, $801.00 , $560.70 
NS ACUTE HEMODIALYSIS 1/1 ," $1,271.00 ", $889.70 
NS PERITONEAL DIALYSIS CCPD , $801.00 , $560.70 
DIAGNOSTIC INTEVIEW/REPORT , $514.00 , $359.80 
FAMILY THER W/O PT 45-50MIN , $413.00 , $289.10 
FAMILY THER W/PT 45-50 MIN , $429.00 , $300.30 
INDIV THER 60 MIN , $512.00 , $358.40 
INDIVIDUAL THER 45-50 MIN , $341.00 , $238.70 
INDIVIDUAL THERPY 20-30 MIN , $256.00 , $179.20 
PSYCH TESTING , $322.00 , $225.40 
ANALYZE NEUROSTIM NO PROG, $409.00 , $286.30 
ANALYZE NEUROSTIM W/PROG, $531.00 , $371.70 
ARTERIAL DOPPLER LOWER EXTREMITY," $1,570.00 "," $1,099.00 "
ARTERIAL DOPPLER UPPER EXTREMITTY, $785.00 , $549.50 
COMPLETE BILAT DOPPLER STDY, $467.00 , $326.90 
RT ATERIAL DOPPLER UPPER EXT, $558.00 , $390.60 
US ABDOMINAL VESSELS, $785.00 , $549.50 
US ARTERIES, $558.00 , $390.60 
US BILATERAL ANKLE BRACH INDICES, $467.00 , $326.90 
US CAROTID BILATERAL," $1,570.00 "," $1,099.00 "
US CAROTID UNILATERAL, $785.00 , $549.50 
US DUPLEX ARTERIAL FLOW, $785.00 , $549.50 
US DUPLEX ARTERIAL FLOW LMTD, $785.00 , $549.50 
US FISTULA ACCESS, $558.00 , $390.60 
US VEINS, $558.00 , $390.60 
US VENOUS DOPPLER LOWER EXT," $1,570.00 "," $1,099.00 "
AIC APPLICATION ON BODY INJECTOR, $111.00 , $77.70 
HYPERBARIC O2 CHAMBER EA 30MIN, $453.00 , $317.10 
NS PLASMA PHERESIS ," $4,371.00 "," $3,059.70 "
PHLEBOTOMY PER UNIT, $326.00 , $228.20 
PHLEBOTOMY THERAPEUTIC, $326.00 , $228.20 
2 WEST SEMI PRIVATE-NON OB, $84.00 , $58.80 
DIABETES EDU GRP/30MIN , $29.00 , $20.30 
DIABETES EDUCATION 30 MIN , $109.00 , $76.30 
MEDICAL NUTRITION THERAPY 2ND REF, $56.00 , $39.20 
MEDICAL NUTRITION THERAPY INITIAL ASSESS 15 MIN , $67.00 , $46.90 
CARDIAC REHAB, $428.00 , $299.60 
CARDIAC REHAB MONITOR, $428.00 , $299.60 
GROUP THERAPY 45-50 MIN , $103.00 , $72.10 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,

DRG,Average Charge/ DRG
"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY MS"," 24,474 "
ACUTE & SUBACUTE ENDOCARDITIS W CC MS," 7,804 "
ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION MS," 16,162 "
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC MS," 60,722 "
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC MS," 143,102 "
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC MS," 15,880 "
ACUTE MAJOR EYE INFECTIONS W/O CC/MCC MS," 7,390 "
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC MS"," 25,418 "
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC MS"," 34,365 "
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC MS"," 25,067 "
"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC MS"," 44,554 "
ADMIT FOR RENAL DIALYSIS MS," 15,399 "
ADRENAL & PITUITARY PROCEDURES W CC/MCC MS," 55,667 "
AFTERCARE W CC/MCC MS," 25,319 "
AFTERCARE W/O CC/MCC MS," 7,752 "
"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC MS"," 19,933 "
"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC MS"," 40,267 "
"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC MS"," 18,550 "
AICD GENERATOR PROCEDURES MS," 192,696 "
ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY MS," 36,156 "
ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC MS," 39,660 "
ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC MS," 22,609 "
"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA MS"," 14,756 "
ALLERGIC REACTIONS W MCC MS," 47,927 "
ALLERGIC REACTIONS W/O MCC MS," 20,208 "
"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC MS"," 42,798 "
"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC MS"," 75,738 "
AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC MS," 57,642 "
AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC MS," 108,921 "
AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC MS," 30,845 "
AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC MS," 63,309 "
AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC MS," 28,110 "
ANAL & STOMAL PROCEDURES W CC MS," 42,058 "
ANAL & STOMAL PROCEDURES W/O CC/MCC MS," 17,987 "
ANGINA PECTORIS MS," 40,932 "
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC MS," 152,240 "
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC MS," 95,339 "
APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC MS," 35,028 "
APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC MS," 82,139 "
APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC MS," 27,647 "
APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC MS," 26,432 "
APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC MS," 54,319 "
APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC MS," 22,960 "
ATHEROSCLEROSIS W/O MCC MS," 13,639 "
BACK & NECK PROC EXC SPINAL FUSION W CC MS," 44,144 "
BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM MS," 75,507 "
BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC MS," 34,202 "
BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC MS," 122,628 "
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC MS," 250,839 "
BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC MS," 95,698 "
BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC MS," 20,573 "
BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC MS," 90,908 "
BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC MS," 62,842 "
BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC MS," 187,283 "
BONE DISEASES & ARTHROPATHIES W MCC MS," 26,148 "
BONE DISEASES & ARTHROPATHIES W/O MCC MS," 15,011 "
"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC MS"," 35,518 "
BRONCHITIS & ASTHMA W CC/MCC MS," 20,397 "
BRONCHITIS & ASTHMA W/O CC/MCC MS," 14,890 "
CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC MS," 16,777 "
CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC MS," 30,098 "
CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC MS," 13,871 "
CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC MS," 21,222 "
CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC MS," 19,633 "
CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC MS," 332,138 "
CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC MS," 274,271 "
CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC MS," 214,121 "
CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC MS," 199,398 "
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC MS," 48,368 "
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC MS," 155,686 "
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC MS," 208,657 "
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC MS," 131,666 "
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC MS," 155,235 "
CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC MS," 82,059 "
CAROTID ARTERY STENT PROCEDURE W CC MS," 76,252 "
CAROTID ARTERY STENT PROCEDURE W/O CC/MCC MS," 39,138 "
CELLULITIS W MCC MS," 41,046 "
CELLULITIS W/O MCC MS," 21,503 "
CERVICAL SPINAL FUSION W CC MS," 62,376 "
CERVICAL SPINAL FUSION W MCC MS," 92,105 "
CERVICAL SPINAL FUSION W/O CC/MCC MS," 48,049 "
CESAREAN SECTION W CC/MCC MS," 31,602 "
CESAREAN SECTION W/O CC/MCC MS," 28,027 "
CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC MS," 27,357 "
CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT MS," 18,314 "
CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC MS," 50,993 "
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC MS," 21,154 "
CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC MS," 95,746 "
CHEST PAIN MS," 19,401 "
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC MS," 50,044 "
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC MS," 92,643 "
CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC MS," 31,021 "
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC MS," 27,772 "
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC MS," 30,548 "
CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC MS," 24,853 "
"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC MS"," 38,880 "
"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC MS"," 30,219 "
CIRRHOSIS & ALCOHOLIC HEPATITIS W CC MS," 29,093 "
CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC MS," 58,130 "
CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC MS," 11,952 "
COAGULATION DISORDERS MS," 30,582 "
COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC MS," 103,298 "
COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC MS," 82,044 "
COMPLICATED PEPTIC ULCER W CC MS," 25,074 "
COMPLICATED PEPTIC ULCER W MCC MS," 40,356 "
COMPLICATED PEPTIC ULCER W/O CC/MCC MS," 17,342 "
COMPLICATIONS OF TREATMENT W CC MS," 32,556 "
COMPLICATIONS OF TREATMENT W MCC MS," 60,094 "
COMPLICATIONS OF TREATMENT W/O CC/MCC MS," 14,164 "
CONCUSSION W/O CC/MCC MS," 2,064 "
CONNECTIVE TISSUE DISORDERS W CC MS," 32,263 "
CONNECTIVE TISSUE DISORDERS W MCC MS," 128,964 "
CONNECTIVE TISSUE DISORDERS W/O CC/MCC MS," 20,629 "
CORONARY BYPASS W CARDIAC CATH W MCC MS," 142,985 "
CORONARY BYPASS W CARDIAC CATH W/O MCC MS," 117,821 "
CORONARY BYPASS W PTCA W MCC MS," 226,861 "
CORONARY BYPASS W PTCA W/O MCC MS," 188,944 "
CORONARY BYPASS W/O CARDIAC CATH W MCC MS," 103,353 "
CORONARY BYPASS W/O CARDIAC CATH W/O MCC MS," 99,540 "
CRANIAL & PERIPHERAL NERVE DISORDERS W MCC MS," 44,337 "
CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC MS," 20,559 "
CRANIAL/FACIAL PROCEDURES W/O CC/MCC MS," 35,769 "
"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC MS"," 22,906 "
DEEP VEIN THROMBOPHLEBITIS W CC/MCC MS," 42,633 "
DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC MS," 55,822 "
DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC MS," 92,980 "
DENTAL & ORAL DISEASES W CC MS," 19,370 "
DENTAL & ORAL DISEASES W MCC MS," 29,184 "
DENTAL & ORAL DISEASES W/O CC/MCC MS," 17,742 "
DEPRESSIVE NEUROSES MS," 12,228 "
DIABETES W CC MS," 23,139 "
DIABETES W MCC MS," 31,985 "
DIABETES W/O CC/MCC MS," 18,192 "
DIGESTIVE MALIGNANCY W CC MS," 19,565 "
DIGESTIVE MALIGNANCY W MCC MS," 54,480 "
DIGESTIVE MALIGNANCY W/O CC/MCC MS," 38,584 "
"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC MS"," 17,106 "
