ProcedureID,Description,Charge
G9171GNCJ,VOICE CURRENT STATUS,$0.01
G9171GNCK,VOICE CURRENT STATUS,$0.01
G9171GNCL,VOICE CURRENT STATUS,$0.01
G9171GNCM,VOICE CURRENT STATUS,$0.01
G9171GNCN,VOICE CURRENT STATUS,$0.01
G9172GNCH,VOICE GOAL STATUS,$0.01
G9172GNCI,VOICE GOAL STATUS,$0.01
G9172GNCJ,VOICE GOAL STATUS,$0.01
G9172GNCK,VOICE GOAL STATUS,$0.01
G9172GNCL,VOICE GOAL STATUS,$0.01
G9172GNCM,VOICE GOAL STATUS,$0.01
G9172GNCN,VOICE GOAL STATUS,$0.01
G9173GNCH,VOICE D/C STATUS,$0.01
G9173GNCI,VOICE D/C STATUS,$0.01
G9173GNCJ,VOICE D/C STATUS,$0.01
G9173GNCK,VOICE D/C STATUS,$0.01
G9173GNCN,VOICE D/C STATUS,$0.01
G9174GNCH,SPEECH LANG CURRENT STATUS,$0.01
G9174GNCI,SPEECH LANG CURRENT STATUS,$0.01
G9174GNCJ,SPEECH LANG CURRENT STATUS,$0.01
G9174GNCK,SPEECH LANG CURRENT STATUS,$0.01
G9174GNCL,SPEECH LANG CURRENT STATUS,$0.01
G9174GNCN,SPEECH LANG CURRENT STATUS,$0.01
G9175GNCH,SPEECH LANG GOAL STATUS,$0.01
G9175GNCI,SPEECH LANG GOAL STATUS,$0.01
G9175GNCJ,SPEECH LANG GOAL STATUS,$0.01
G9175GNCN,SPEECH LANG GOAL STATUS,$0.01
G9176GNCH,SPEECH LANG GOAL  D/CS TATUS,$0.01
G9176GNCI,SPEECH LANG GOAL  D/CS TATUS,$0.01
G9176GNCN,SPEECH LANG GOAL  D/CS TATUS,$0.01
G9186GNCH,MOTOR SPEECH GOAL STATUS,$0.01
G9186GNCI,MOTOR SPEECH GOAL STATUS,$0.01
G9186GNCJ,MOTOR SPEECH GOAL STATUS,$0.01
G9186GNCL,MOTOR SPEECH GOAL STATUS,$0.01
H10060,I & D SIMPLE/SINGLE,$261.95
H31500,INTUBATION,$671.65
H32554,THORACENTESIS NEEDLE W/O IMAGE,"$1,838.09"
H36561,INSERT TUNNELED CV CATH,"$2,633.82"
H36569,INSERT.PICC W/O SUB PORT/PUMP,"$1,440.09"
H36620,INSERTION CATHETER ARTERY,$134.40
H49082,ABD PARACENTESIS W/O IMAGING,$488.25
H49083,ABD PARACENTESIS W/ IMAGING,$749.70
H62270,SPINAL PUNC.LUMBAR.DIAGNOSTIC,$433.05
H92950,CARDIOPULMONARY RESUSCITATION,$547.54
H99202,OFFICE OUTPT NEW,$146.00
H99211,OFFICE O/P EST,$42.00
H99212,OFFICE O/P EST,$86.00
H99213,OFFICE O/P EST/SUBQ. OBS,$143.00
H99217,OBSERV CARE DISCHARGE SERVICES,$196.65
H99218,OBSERVATION INITIAL CARE,$210.55
H99219,OBSERVATION INITIAL CARE,$293.73
H99220,OBSERVATION INITIAL CARE,$355.47
H99221,INITIAL HOSPITAL CARE LOW,$245.12
H99222,INITIAL HOSPITAL CARE MOD,$310.14
H99223,INITIAL HOSPITAL CARE HIGH,$389.46
H99224,SUBSQ.OBS CARE LOW PER DAY,$120.71
H99225,SUBSQ.OBS CARE MODERATE,$186.02
H99231,SUBSEQUENT HOSPITAL CARE LOW,$100.17
H99232,SUBSEQUENT HOSPITAL CARE MOD,$150.10
H99233,SUBSEQUENT HOSPITAL CARE HIGH,$196.20
H99234,OBS OR I/P CARE ADM/DISCH,$305.38
H99235,OBS OR I/P CARE ADM/DISCH,$416.34
H99236,OBS OR I/P CARE ADM/DISCH,$506.33
H99238,HOSPITAL DISCHG MGMT< 30 MIN,$166.07
H99239,HOSPITAL DISCHG MGMT> 30 MIN,$276.43
H99281,ED E/M SERVICE LEVEL 1,$130.02
H99282,ED E/M SERVICE LEVEL II,$175.81
H99283,ED E/M SERVICE LEVEL III,$264.46
H99291,CRITICAL CARE,$535.57
H99292,CRITICAL CARE EA. ADD 30MIN,$260.33
H99356,PRONLONGED INP FIRST HR,$535.29
H99406,BEHAV CHNG SMOKING 3-10 MIN,$36.75
H99407,BEHAV CHNG SMOKING > 10 MIN,$71.98
H99497,ADVNCD CARE PLAN 30 MIN,$211.05
H99498,ADVNCD CARE PLAN ADDL 30 MIN,$184.80
IF96360,HYDRATION IV INFUSION INIT,$382.18
IF96361,HYDRATE IV INFUSION ADD-ON,$74.06
IF96365,THER/PROPH/DIAG IV INF INIT,$382.18
IF96366,THER/PROPH/DIAG IV INF ADDON,$74.06
IF96367,TX/PROPH/DG ADDL SEQ IV INF,$116.40
IF96368,THER/DIAG CONCURRENT INF,$67.32
IF96372,THER/PROPH/DIAG INJ SC/IM,$116.40
IF96374,THER/PROPH/DIAG INJ IV PUSH,$382.18
IF96375,TX/PRO/DX INJ NEW DRUG ADDON,$74.06
IF96376,TX/PRO/DX INJ SAME DRUG ADON,$114.01
IF96413,CHEMO IV INFUSION 1 HR,$595.14
IF96415,CHEMO IV INFUSION ADDL HR,$116.40
IGSP4322,IMAGING GUIDED SURG.PROC,$654.82
IGSP4325,IMAGING GUIDED SURG PROC,$654.82
IGSP4327,IMAGING GUIDED SURG PROC,$654.82
IGSP4329,IMAGING GUIDED SURG PROC.,$654.82
IGSP4330,IMAGING GUIDED SURG PROC,$654.82
IGSP4334,IMAGING GUIDED SURG.PROC,$654.82
IGSP4340,IMAGING GUIDED SURG.PROC.,$654.82
IR10160,PUNCTURE ASPIR ABCS HEM ,$384.13
IR20225,BONE BIOPSY DEEP ,$441.84
IR32555,THORACENTESIS NEEDLE W/IMAGE,"$1,230.34"
IR36011,BIL-SEL CATH/ORDER VENOUS ,$643.03
IR36215,SEL CATH-1ST THOR/BRA ,$976.54
IR36245,SEL CATH-1 AB/PEL/LEXTR ,$977.94
IR36246,SEL CATH-2 AB/PEL/LEXTR ,"$1,091.92"
IR36247,SEL CATH-3 AB/PEL/LEXTR ,"$1,300.16"
IR36248,SEL CATH-EA ADL AFT ABD ,$205.44
IR36251,SLCTV CATH 1STORD W/WO ART PUN,"$1,644.30"
IR36252,SLCTV CATH 1STORD W/WO ART PUN,"$1,644.30"
IR36470,INJ SCLEROSING SOLUTION SINGLE,$305.54
IR36471,INJ SCLEROSING SOL. MULTI VEIN,$376.89
IR36478,ENDOVEN ABLTJ INCMPTNT VEIN XT,"$1,323.23"
IR36479,ENDOVEN ABLTJ INCMPTNT VEIN XT,$651.78
IR36556,CVC INS NT > 5YO ,$496.70
IR36558,CVC INS T > 5YO ,"$1,132.71"
IR36561,CVC INS T W PORT > 5YO ,"$1,440.87"
IR36569,PICC INSERT > 5YO ,$374.30
IR36581,CVC REPL T COMPL ,$800.64
IR36582,CVC REPL T W PORT COMPL ,"$1,243.88"
IR36589,CVC REMOV T ,$565.66
IR36590,CVC REM T W PORT ,$831.60
IR36595,CVC MECH REM ,$752.81
IR36598,CV CATH PATENCY CHECK ,$147.75
IR36901,INTRO CATH DIALYSIS CIRCUIT,"$1,445.85"
IR36902,INTRO CATH DIALYSIS CIRCUIT,"$2,461.20"
IR36903,INTRO CATH DIALYSIS CIRCUIT,"$14,097.30"
IR36907,BALO ANGIOP CTR DIALYSIS SEG,"$1,839.60"
IR37182,INITIAL INSERT TIPS ,"$3,420.67"
IR37191,INS INTRVAS VC FILTR W/WO VAS,$896.52
IR37200,TRANSCATHETER BIOPSY ,$907.58
IR37212,THROMBOLYTIC VENOUS THERAPY,"$1,176.61"
IR37214,CESSJ THERAPY CATH REMOVAL,$516.59
IR37221,INTRA VAS STENT ILIAC ,"$2,083.91"
IR37236,OPEN/PERQ PLACE STENT 1ST,$760.56
IR37243,VASC EMBOLIZE/OCCLUDE ORGAN,"$1,354.08"
IR37244,VASC EMBOLIZE/OCCLUDE BLEED,"$1,222.81"
IR37248,TRLUML BALO ANGIOP 1ST VEIN,"$3,750.60"
IR38220,DX BONE MARROW ASPIRATION,$330.00
IR38221,DX BONE MARROW BIOPSY,$300.00
IR47490,PERC CHOLECYSTOSTOMY ,"$1,308.62"
IR47531,INJECTION FOR CHOLANGIOGRAM,$793.70
IR47534,PLMT BILIARY DRAINAGE CATH,"$3,517.94"
IR47536,EXCHANGE BILIARY DRG CATH,"$1,734.74"
IR47538,PERQ PLMT BILE DUCT STENT,"$9,543.26"
IR47543,ENDOLUMINAL BX BILIARY TREE,"$1,542.19"
IR49083,ABDOM PARA DX/THER W/IMAGING,"$1,312.02"
IR49180,NEEDLE BIOPSY-ABD/RETROP ,$347.56
IR49185,SCLEROTX FLUID COLLECTION,"$2,115.83"
IR49405,IMAGE CATH FLUID COLXN VISC,"$1,025.89"
IR49406,IMAGE CATH FLUID PERI/RETRO,"$1,027.10"
IR49423,EXCHANGE ABSC/CYST CATH ,$295.50
IR49424,INJ ABSCESS/CYST VIA CATH ,$156.20
IR49440,PERC PLACE G-TUBE INC RAD ,$910.40
IR49446,CONVERT G TUBE TO GJ TUBE ,$665.55
IR49450,REPLACE G TUBE PERC ,$274.39
IR49451,PERC J-TUBE REPL W/FLUORO ,$372.89
IR49452,REPLACE GJ TUBE PERC ,$575.51
IR49465,CONT INJ G/GJ TUBE PERC ,$123.83
IR50200,NEEDLE BIOPSY RENAL ,$576.91
IR50382,XCHNG INTRNL URETR STNT ,"$1,111.61"
IR50384,REM INT URETER STENT,"$1,006.08"
IR50390,ASPIR/INJECT RENAL CYST ,$392.58
IR50395,DILATION OF NEPHROSTOMY ,$724.66
IR50431,NJX PX NFROSGRM &/URTRGRM,$347.25
IR50432,PLMT NEPHROSTOMY CATHETER,"$1,801.07"
IR50433,PLMT NEPHROURETERAL CATHETER,"$2,153.55"
IR50434,CONVERT NEPHROSTOMY CATHETER,"$1,921.28"
IR50435,EXCHANGE NEPHROSTOMY CATH,"$1,005.22"
IR50688,CHANGE URETEROSTOMY TUB ,$316.59
IR50706,BALLOON DILATE URTRL STRIX,"$2,030.70"
IR64530,N BLOCK INJ CELIAC PELUS,$869.09
IR74340,X-RAY GUIDE FOR GI TUBE,$89.30
IR74470,CYST PUNCTURE ,$388.35
IR74485,DILATION OF NEPHROSTOMY ,$394.00
IR75625,ABDOMINAL AORTOGRAM ,$623.34
IR75705,SPINAL SELECT EA VESSEL ,$931.51
IR75710,UNILAT EXTREM-FEM ART ,$709.17
IR75716,BILATERAL EXTREMI-FEM ART ,$847.10
IR75726,VISCERAL ANGIO W/FL AORTA ,$700.75
IR75736,PELVIC ANGIO SEL OR SUPRA ,$688.08
IR75774,ARTERY X-RAY EACH VESSEL,$399.62
IR75831,RENALVENOGRAM UNILATERAL,$623.34
IR75889,VEIN X-RAY LIVER W/HEMODYNAM,$613.49
IR75901,MECH REM PERICATH BY VEIN ,$703.55
IR75970,TRANSCATHER BX,$493.90
IR75984,CNG TUBE OR DRAIN CATH ,$446.05
IR76000,FLUORO SPECIALS < 1 HR ,$205.44
IR76080,FISTULAGRAM ,$239.21
IR76937,PICC US GUIDE ,$137.90
IR76942,US GUIDED NEEDLE PLACEMEN ,$785.17
IR77001,CVC PICC FLUORO ,$471.39
IR77002,FLUORO GUID NDL BX/ASP/IN ,$308.16
IR77012,GUIDE CT,$509.38
IR93971,DUP-SCAN XTR VEINS UNILATERAL,$83.96
IR99145,MOD.SEDATION PHYS. SVC EA.15M,$85.76
IR99201,OFFICE OUTPT NEW 10 MIN,$86.00
IR99202,OFFICE OUTPT NEW 20 MINUTES,$146.00
IR99211,OFFICE O/P EST 5 MIN,$42.00
IR99212,OFFICE OUTPT EST 10 MIN,$86.00
IR99213,OFFICE OUTPT EST15 MIN,$143.00
IRF99201,OFFICE OUTPT NEW I,$135.61
IRF99202,OFFICE OUTPT NEW II,$135.61
IRF99211,OFFICE O/P EST I,$135.61
IRF99212,OFFICE OUTPT EST II,$135.61
IRF99213,OFFICE OUTPT EST III,$135.61
IV90460,IM ADMIN 1ST/ONLY COMPONENT,$50.94
IV90461,IM ADMIN EACH ADDL COMPONENT,$30.83
IV90471,IMMUNIZATION ADMIN,$116.40
IV96360,HYDRATION IV INFUSION INIT,$382.18
IV96361,HYDRATE IV INFUSION ADD-ON,$74.06
IV96365,THER/PROPH/DIAG IV INF INIT,$382.18
IV96366,THER/PROPH/DIAG IV INF ADDON,$74.06
IV96367,TX/PROPH/DG ADDL SEQ IV INF,$116.40
IV96368,THER/DIAG CONCURRENT INF,$67.32
IV96372,THER/PROPH/DIAG INJ SC/IM,$116.40
IV96374,THER/PROPH/DIAG INJ IV PUSH,$382.18
IV96375,TX/PRO/DX INJ NEW DRUG ADDON,$74.06
IV96376,TX/PRO/DX INJ SAME DRUG ADON,$114.01
L70030,EYE FOR FB,$296.43
L70110,MANDIBLE COMPLETE,$363.65
L70150,FACIAL BONES COMPL,$392.68
L70160,NASAL BONES,$233.70
L70200,ORBIT COMPLETE MIN 4 VIEWS,$142.39
L70220,SINUSES COMPLETE,$360.75
L70260,SKULL COMPLETE,$420.51
L70330,TMJ BILAT,$334.03
L70360,NECK SOFT TISSUE,$155.65
L71010,CHEST 1 VIEW,$203.46
L71020,CHEST 2 VIEWS,$240.84
L71030,CHEST 4 VIEWS OR MORE,$311.25
L71100,RIBS-UNI W/O 1 VIEW CHEST,$240.84
L71101,RIBS UNILAT INCL.CHEST,$287.02
L71110,RIBS-BI W/O 1 VIEW CHEST,$275.77
L71111,RIBS BILAT INCL.CHEST,$528.43
L71120,STERNUM,$233.70
L72010,X-RAY EXAM ENTIRE SPI 2/3 VW,$623.08
L72040,X-RAY EXAM NECK SPINE 2-3 VW,$307.91
L72050,"RAD EXAM SPINE,CERV,MIN 4VIEWS",$216.17
L72052,SPINE CERV COMPL FLEX/EXT,$504.85
L72070,RAD.EXAM THORACIC SPINE 2VIEWS,$136.58
L72072,THORACIC SPINE THREE VIEWS,$376.55
L72100,SPINE LUMBOSACRAL 2 OR 3 VIEWS,$298.05
L72110,SPINE LS COMPLETE,$485.22
L72114,SPINE LS W/BENDING,$451.45
L72170,PELVIS AP,$233.10
L72190,PELVIS COMPLETE,$270.68
L72202,SI JOINTS,$270.68
L72220,SACRUM * COCCYX,$233.70
L73000,CLAVICLE,$165.74
L73010,SCAPULA,$233.70
L73030,SHOULDER COMPLETE,$232.70
L73060,HUMERUS,$198.53
L73070,ELBOW AP * LAT,$198.53
L73080,ELBOW COMPLETE,$227.58
L73090,FOREARM,$195.48
L73100,WRIST AP * LAT,$198.53
L73110,WRIST COMPLETE,$214.44
L73120,HAND 2 VIEWS,$198.53
L73130,HAND COMPLETE,$214.44
L73140,FINGER (S),$155.24
L73502,X-RAY EXAM HIP UNI 2-3 VIEWS,$252.68
L73520,X-RAY EXAM HIPS BI 2 VIEWS,$459.91
L73550,X-RAY EXAM OF FEMUR 2/>,$243.65
L73560,KNEE AP * LAT,$224.93
L73564,KNEE COMPLETE,$233.82
L73565,BOTH KNEES STANDING AP,$99.92
L73590,TIBIA*FIBULA AP*LA,$243.65
L73592,LOWER EXTRM INFANT,$179.62
L73600,ANKLE AP * LAT,$198.53
L73610,ANKLE COMPLETE,$235.62
L73620,FOOT AP * LAT,$198.53
L73630,FOOT COMPLETE,$235.62
L73650,OS CALCIS,$155.65
L73660,TOE (S),$135.20
L74000,ABDOMEN 1 VIEW,$216.87
L74021,ABDOMEN 3 OR MORE VIEWS,$300.00
L74022,ABDOMEN MULTIPLE VIEWS ACUTE,$415.07
L76010,RADIO EXAM NOSE-RECTUM FORE BO,$360.24
L76536,US SOFT TISSUE HEAD/NECK,$727.21
L76700,US ABD.REAL TIME COMPLETE,$814.23
L76705,US ABDOMEN LMTED SINGLE ORGAN,$574.93
L76775,US RETROPERITONEAL LIMITED,$568.98
L76801,US OB<14WKS SINGLE OR 1ST GEST,$357.56
L76811,US OBS DETAILED SINGLE GEST,$394.08
L76816,ECHO OBS FOLLOW UP OR REPEAT,$248.78
L76817,ULTRASOUND TRANS.PREG.UTERUS,$357.56
L76819,FETAL BPP W/O NON STRESS TEST,$372.08
L76820,DOPPLER VELC.FETAL UMBIL.CORD,$459.06
L76830,ECHOGRAPHY TRANSVAGINAL,$854.36
L76856,US PELVIC NON-OB COMPLETE,$712.39
L76857,ECHO NON OBS PELVIC LMT OR FU,$358.84
L76882,US EXTREMITY NON VASCUL LMITED,$879.32
L93971,DUPLEX EXTREMITY VEINS UNILAT,$385.61
L93976,VISCERAL ORGANS DUPLEX LIMITED,$309.73
LG0206,MAMMO DIAGNOSTIC UNILATERAL,$275.35
LOAACUTE,RM & BD LOA,$0.00
LOAIMHU,RM AND BD SEMI LOA,$0.00
LOAPMR,RM & BD PM&R LOA,$0.00
N11200,REMOVAL OF SKIN TAGS UP TO 15,$181.70
N31500,INTUBATION,$671.65
N31515,LARYNGOSCOPY FOR ASPIRATION,$773.06
N32551,TUBE THORACOSTOMY,$686.67
N36440,BL PUSH TRANSFUSE 2 YR/<,$324.54
N36510,INSERTION OF CATHETER VEIN,$393.82
N36600,WITHDRAWAL OF ARTERIAL BLOOD,$92.38
N36660,INSERTION CATHETER ARTERY,$309.96
N41010,INCISION OF TONGUE FOLD,$408.64
N51100,ASPIR BLADDER-NEEDLE,$160.42
N54150,CIRCUMCISION W/CLAMP/OTH DEV W,$596.88
N54163,REPAIR OF CIRCUMCISION,$535.50
N62270,SPINAL PUNC.LUMBAR.DIAGNOSTIC,$433.05
N94002,VENT MGMT INPAT INIT DAY,$345.21
N94003,VENT MGMT INPAT SUBQ DAY,$247.97
N94610,SURFACTANT ADMIN THRU TUBE,$250.40
N94660,POS AIRWAY PRESSURE CPAP,$205.42
N99053,MED SERV 10PM-8AM 24 HR FAC,$117.90
N99195,PHLEBOTOMY,$64.42
N99221,INITIAL HOSPITAL CARE LOW,$245.12
N99223,INITIAL HOSPITAL CARE HIGH,$389.46
N99231,SUBSEQUENT HOSPITAL CARE LOW,$100.17
N99238,HOSPITAL DISCHG MGMT< 30 MIN,$166.07
N99239,HOSPITAL DISCHG MGMT> 30 MIN,$272.78
N99241,OFFICE OR OTH OUTPT CONSULT,$134.01
N99251,INPATIENT CONSULTATION,$221.03
N99252,INPATIENT CONSULTATION,$283.08
N99255,INPATIENT CONSULTATION,$499.83
N99356,PRONLONGED INP FIRST HR,$535.29
N99357,PROLONGED INP ADDL 30 MINS,$266.84
N99460,1ST HOSP/BIRTHING CENTER CARE,$278.62
N99462,SUBQ HOSPITAL CARE PER DAY E/M,$129.45
N99463,1ST HOSP/BIRTHING CENTER NB AD,$158.16
N99464,ATTENDANCE AT DELIVERY,$271.06
N99465,NB RESUSCITATION,$482.55
N99468,NEONATE CRIT CARE INITIAL,"$2,677.76"
N99469,NEONATE CRIT CARE SUBSQ,"$1,791.66"
N99477,INIT DAY HOSP NEONATE CARE,"$1,603.26"
N99478,IC LBW INF < 1500 GM SUBSQ,$754.82
N99479,IC LBW INF 1500-2500 G SUBSQ,$708.65
N99480,IC INF PBW 2501-5000 G SUBSQ,$708.65
OODOT,DOT PE,$175.44
ORMA4264,intratubal occlusion device,$231.82
ORMA4648,TISSUE MARKER IMPLANTABLE ANY,$268.32
ORMA4649,Surgical supply; miscellaneous,$0.00
ORMA6024,Collagen dressing per 6 inches,$313.17
ORMC1713," ANCHOR/SCREW BN/BN,TIS/BN",$862.88
ORMC1721," AICD, DUAL CHAMBER","$13,306.18"
ORMC1725,"CATH,TRANLUMIN NON-LASER",$417.92
ORMC1726," CATH, BAL DIL, NON-VASCULAR",$68.13
ORMC1727,"Cath, balloon tissue non-vas.",$35.56
ORMC1729," CATH, DRAINAGE","$3,557.43"
ORMC1750," CATH, HEMODIALYSIS,LONG-TERM",$303.28
ORMC1758," CATHETER, URETERAL",$247.93
ORMC1760,"CLOSURE DEV, VASC",$559.00
ORMC1762," CONN TISS, HUMAN(INC FASCIA)","$2,331.54"
ORMC1763," CONN TISS, NON-HUMAN","$1,754.16"
ORMC1764,"Event recorder, cardiac (impla","$10,674.21"
ORMC1767," GENERATOR, NEURO NON-RECHARG","$11,731.54"
ORMC1768,"Graft, vascular","$1,630.07"
ORMC1769, GUIDE WIRE,$57.62
ORMC1771," REP DEV, URINARY, W/SLING","$2,770.48"
ORMC1776, JOINT DEVICE (IMPLANTABLE),"$2,650.04"
ORMC1778,"Lead, neurostimulator (implant","$4,238.18"
ORMC1781, MESH (IMPLANTABLE),"$1,266.51"
ORMC1783,"Ocular implant, aqueous draina","$3,544.54"
ORMC1785," PMKR, DUAL, RATE-RESP","$11,587.73"
ORMC1786," PMKR, SINGLE, RATE-RESP","$9,641.26"
ORMC1787," PATIENT PROGR, NEUROSTIM","$1,240.00"
ORMC1788," PORT, INDWELLING, IMP",$602.90
ORMC1813," PROSTHESIS, PENILE, INFLATAB","$12,563.82"
ORMC1815," PROS, URINARY SPH, IMP","$4,171.33"
ORMC1820,"CGEN, NEURO, NON-HF RECHG BAT","$43,675.00"
ORMC1821, INTERSPINOUS IMPLANT,"$3,484.00"
ORMC1874," STENT, COATED/COV W/DEL SYS","$5,492.90"
ORMC1876," STENT, NON-COA/NON-COV W/DEL","$4,235.00"
ORMC1880, VENA CAVA FILTER,"$3,217.50"
ORMC1882," AICD, OTHER THAN SING/DUAL","$2,590.00"
ORMC1887," CATHETER, GUIDING",$286.86
ORMC1894," INTRO/SHEATH, NON-LASER",$115.16
ORMC1897," LEAD, NEUROSTIM TEST KIT",$40.00
ORMC1898," LEAD, PMKR, OTHER THAN TRANS","$1,167.86"
ORMC2617,"Stent, non-coronary, temp.w/o",$56.01
ORMC2621," PMKR, OTHER THAN SING/DUAL","$13,098.88"
ORMC2622," PROSTHESIS, PENILE, NON-INF","$1,158.98"
ORMC2625," STENT, NON-COR, TEM W/DEL SY",$987.50
ORMC9250,"Human plasma fibrin sealant, v",$664.90
ORME0749,OSTEOGENEIS STIM SURG.IMPLANTE,"$12,900.00"
ORMJ7298,ALEVONORGESTREL IU 52MG 5 YR,"$1,817.86"
ORMJ7300, INTRAUT COPPER CONTRACEPTIVE,"$1,536.16"
ORMJ7301, LEVONORGESTREL IU 13.5 MG,"$1,513.74"
ORML8606, SYNTHETIC IMPLNT URINARY 1ML,$990.00
ORML8613,OSSICULA IMPLANT,$992.00
ORML8641,Metatarsal joint implant,"$7,400.00"
ORML8670,"Vascular graft material, synth","$12,700.00"
ORML8690," AUD OSSEO DEV, INT/EXT COMP","$5,466.67"
ORML8699,"Prosthetic implant, not otherw","$1,460.64"
ORML9900, O&P SUPPLY/ACCESSORY/SERVICE,"$2,900.00"
ORMQ4131, EpiFix or EpiCord per sq cm,"$5,801.00"
ORMV2630, ANTER CHAMBER INTRAOCUL LENS,$300.00
ORMV2632, POST CHMBR INTRAOCULAR LENS,$307.41
ORMV2785, CORNEAL TISSUE PROCESSING,"$6,622.94"
ORMV2787, ASTIGMATISM-CORRECT FUNCTION,$967.60
ORMV2788, PRESBYOPIA-CORRECT FUNCTION,"$1,260.00"
P99221,INITIAL HOSPITAL CARE LOW,$245.12
P99222,INITIAL HOSPITAL CARE MOD,$310.14
P99223,INITIAL HOSPITAL CARE HIGH,$389.46
P99231,SUBSEQUENT HOSPITAL CARE LOW,$100.17
P99232,SUBSEQUENT HOSPITAL CARE MOD,$150.10
P99233,SUBSEQUENT HOSPITAL CARE HIGH,$196.20
P99238,HOSPITAL DISCHG MGMT< 30 MIN,$166.07
P99239,HOSPITAL DISCHG MGMT> 30 MIN,$276.43
P99251,INITIAL INPATIENT CONSULTATION,$221.03
R70030,EYE FOR FB,$296.43
R70150,FACIAL BONES COMPL,$392.68
R70160,NASAL BONES,$233.70
R70210,SINUSES PARTIAL,$198.53
R70220,SINUSES COMPLETE,$360.75
R70330,TMJ BILAT,$334.03
R70360,NECK SOFT TISSUE,$155.65
R71010,CHEST 1 VIEW,$203.46
R71020,CHEST 2 VIEWS,$240.84
R71035,DECUB/SPEC  CHEST XRAY,$198.43
R71100,RIBS-UNI W/O 1 VIEW CHEST,$240.84
R71101,RIBS UNILAT INCL.CHEST,$287.02
R71110,RIBS-BI W/O 1 VIEW CHEST,$275.77
R71111,RIBS BILAT INCL.CHEST,$528.43
R71120,STERNUM,$233.70
R72010,X-RAY EXAM ENTIRE SPI 2/3 VW,$623.08
R72040,X-RAY EXAM NECK SPINE 2-3 VW,$307.91
R72050,"RAD EXAM SPINE,CERV,MIN 4VIEWS",$216.17
R72052,SPINE CERV COMPL FLEX/EXT,$504.85
R72070,RAD.EXAM THORACIC SPINE 2VIEWS,$136.58
R72072,THORACIC SPINE THREE VIEWS,$376.55
R72100,SPINE LUMBOSACRAL 2 OR 3 VIEWS,$298.05
R72110,SPINE LS COMPLETE,$485.22
R72114,SPINE LS W/BENDING,$451.45
R72170,PELVIS AP,$233.10
R72190,PELVIS COMPLETE,$270.68
R72202,SI JOINTS,$270.68
R72220,SACRUM * COCCYX,$233.70
R73000,CLAVICLE,$165.74
R73010,SCAPULA,$233.70
R73020,SHOULDER 1 VIEW,$198.53
R73030,SHOULDER COMPLETE,$232.70
R73060,HUMERUS,$198.53
R73070,ELBOW AP * LAT,$198.53
R73080,ELBOW COMPLETE,$227.58
R73090,FOREARM,$195.48
R73100,WRIST AP * LAT,$198.53
R73110,WRIST COMPLETE,$214.44
R73120,HAND 2 VIEWS,$198.53
R73130,HAND COMPLETE,$214.44
R73140,FINGER (S),$155.24
R73502,X-RAY EXAM HIP UNI 2-3 VIEWS,$252.68
R73520,X-RAY EXAM HIPS BI 2 VIEWS,$459.91
R73550,X-RAY EXAM OF FEMUR 2/>,$243.65
R73560,KNEE AP * LAT,$224.93
R73564,KNEE COMPLETE,$233.82
R73565,BOTH KNEES STANDING AP,$99.92
R73590,TIBIA*FIBULA AP*LA,$243.65
R73610,ANKLE COMPLETE,$235.62
R73620,FOOT AP * LAT,$198.53
R73630,FOOT COMPLETE,$235.62
R73650,OS CALCIS,$155.65
R73660,TOE (S),$135.20
R74000,ABDOMEN 1 VIEW,$216.87
R74019,ABDOMEN 2 VIEW,$236.00
R74021,ABDOMEN 3 OR MORE VIEWS,$300.00
R74022,ABDOMEN MULTIPLE VIEWS ACUTE,$415.07
R77075,BONE SURVEY COMPLETE,"$1,198.19"
ROF99201,OFFICE OUTPT NEW LEVEL I,$135.61
ROF99202,OFFICE OUTPT NEW LEVEL II,$135.61
ROF99203,OFFICE OUTPT NEW LEVEL III,$135.61
ROF99204,OFFICE OUTPT NEW LEVEL IV,$135.61
ROF99211,OFFICE O/P EST LEVEL I,$135.61
ROF99212,OFFICE O/P EST LEVEL II,$135.61
S70100,MANDIBLE PARTIAL,$233.70
S70110,MANDIBLE COMPLETE,$363.65
S70150,FACIAL BONES COMPL,$392.68
S70160,NASAL BONES,$233.70
S70200,ORBIT COMPLETE MIN 4 VIEWS,$143.27
S70220,SINUSES COMPLETE,$360.75
S70260,SKULL COMPLETE,$420.51
S70330,TMJ BILAT,$334.03
S70360,NECK SOFT TISSUE,$155.65
S71010,CHEST 1 VIEW,$203.46
S71020,CHEST 2 VIEWS,$240.84
S71100,RIBS-UNI W/O 1 VIEW CHEST,$240.84
S71101,RIBS UNILAT INCL.CHEST,$287.02
S71111,RIBS BILAT INCL.CHEST,$528.43
S72010,X-RAY EXAM ENTIRE SPI 2/3 VW,$623.08
S72040,X-RAY EXAM NECK SPINE 2-3 VW,$307.91
S72052,SPINE CERV COMPL FLEX/EXT,$504.85
S72070,RAD.EXAM THORACIC SPINE 2VIEWS,$136.58
S72072,THORACIC SPINE THREE VIEWS,$376.55
S72100,SPINE LUMBOSACRAL 2 OR 3 VIEWS,$298.05
S72110,SPINE LS COMPLETE,$485.22
S72114,SPINE LS W/BENDING,$451.45
S72170,PELVIS AP,$233.10
S72202,SI JOINTS,$270.68
S72220,SACRUM * COCCYX,$233.70
S73000,CLAVICLE,$165.74
S73020,SHOULDER 1 VIEW,$198.53
