Prisma Health - Upstate CDM,Valid Date: 4/3/2019,,,
SX,SX00435560045904,TEMPLATE BEND 20H CF 2MM,$212.69 ,
SX,SX00435560045905,TEMPLATE BEND TI TIP 1.5MM,$212.69 ,
SX,SX00435560045906,TEMPLATE BENDING 12H,$305.75 ,
SX,SX00435560045907,TEMPLATE BENDING 6X23,$239.53 ,
SX,SX00435560045908,TEMPLATE BENDING STRAIGHT 3.5,$319.00 ,
SX,SX00435560045909,TEMPLATE ROD 4MM,"$1,041.30 ",
SX,SX00435560045910,TEMPLATE ROD SPIN 6X500,$894.38 ,
SX,SX00435560045911,TEMPLT BEND MATRIX 1.5,$287.76 ,
SX,SX00435560045912,TEMPLT BEND MATRIX 2.0,$287.76 ,
SX,SX00435560045913,TEMPLT BEND MATRIX 2.5,$287.76 ,
SX,SX00435560045914,TEMPLT BEND MTRX 1.0 BROAD PLT,$287.76 ,
SX,SX00435560045915,TEMPLT BEND MTRX 1.25 ADPT PL,$287.76 ,
SX,SX00435560045916,TEMPLT BEND MTRX 1.25 STR PLT,$287.76 ,
SX,SX00435560045917,TEMPLT BEND MTRX 1.5 6H PLT,$287.76 ,
SX,SX00435560045918,TEMPLT BEND MTRX 2X2 CRESC PLT,$287.76 ,
SX,SX00435560045919,TEMPLT BEND MTRX 3X3 ANG PLT,$287.76 ,
SX,SX00435560045920,TEMPLT BEND MTRX 3X3 CRESC PLT,$287.76 ,
SX,SX00435560045921,TEMPLT GRID DISPOSABLE,$300.30 ,
SX,SX00435560045922,TEMPLT MATRIX BND 1.5 ST,$287.76 ,
SX,SX00435560045923,TEMPLT RIBFIX BLU - 12HOLE PLA,$465.00 ,
SX,SX00435560045924,TEMPLT RIBFIX BLU - 16HOLE PLA,$465.00 ,
SX,SX00435560045925,TEMPLT RIBFIX BLU - 24HOLE PLA,$465.00 ,
SX,SX00435560045926,TEMPLT RIBFIX BLU - 8HOLE PLAT,$465.00 ,
SX,SX00435560045927,TEMPORARY PACER ADAPTER CABLE,$98.18 ,
SX,SX00435560045928,TEND ACHILL W/0 CALC,"$5,938.56 ",
SX,SX00435560045929,TEND ANT TIB 20CM,"$5,796.00 ",
SX,SX00435560045930,TEND BTB W/GUAD WHOLE,"$11,174.40 ",
SX,SX00435560045931,TEND SEMITEND <26CM,"$5,512.50 ",
SX,SX00435560045932,TEND SEMITEND 26CM,"$5,512.50 ",
SX,SX00435560045933,TENDON ALLOGRAFT GRACILIS 20CM,"$4,000.00 ",
SX,SX00435560045934,TENDON PCL >80MM,"$6,588.00 ",
SX,SX00435560045935,TENDON PERONEUS LNG SM,"$4,788.00 ",
SX,SX00435560045936,TENDON PERONEUS LONGUS 22CM,"$4,788.00 ",
SX,SX00435560045937,TENDON POSTERIOR TIB 22CM,"$5,796.00 ",
SX,SX00435560045938,TENDON QUAD W/BONE BLOCK,"$5,874.12 ",
SX,SX00435560045939,TENDON SEMI-T .5X27.0CM,"$4,000.00 ",
SX,SX00435560045940,TENDON SHEATH DILATOR TO-FTRT,"$2,245.50 ",
SX,SX00435560045941,TENDRIL,"$1,800.00 ",
SX,SX00435560045942,TENDRIL 1688TC-46,"$1,800.00 ",
SX,SX00435560045943,TENDRIL MRI LEAD 46CM,"$1,800.00 ",
SX,SX00435560045944,TENDRIL MRI LEAD 52CM,"$1,800.00 ",
SX,SX00435560045945,TENDRIL MRI LEAD 58CM,"$1,800.00 ",
SX,SX00435560045946,TENDRIL SDX 1688TC-52,"$1,800.00 ",
SX,SX00435560045947,TENDRIL SDX 1688TC-58,"$1,800.00 ",
SX,SX00435560045948,TENDRIL SDX 2088TC-46,"$1,800.00 ",
SX,SX00435560045949,TENDRIL SDX 2088TC-52,"$1,800.00 ",
SX,SX00435560045950,TENDRIL SDX 2088TC-58,"$1,800.00 ",
SX,SX00435560045951,TENDRIL STS,"$1,800.00 ",
SX,SX00435560045952,THUNBWHEELS DISP 10 PACK,$577.60 ,
SX,SX00435560045953,TI LO PRO NEURO ST,$264.55 ,
SX,SX00435560045954,TI LO PRO NEURO ST,$207.35 ,
SX,SX00435560045955,TIB 3.5MM LCP MEDIAL DIST,"$5,622.05 ",
SX,SX00435560045957,TIB 3.5MM LCP MEDIAL DIST,"$5,449.54 ",
SX,SX00435560045958,TIB 3.5MM LCP MEDIAL DIST,"$5,564.55 ",
SX,SX00435560045959,TIB 3.5MM LCP MEDIAL DIST,"$5,755.09 ",
SX,SX00435560045960,TIB 3.5MM LCP MEDIAL DIST,"$5,683.16 ",
SX,SX00435560045961,TIB 3.5MM LCP MEDIAL DIST,"$5,510.65 ",
SX,SX00435560045962,TIB AUG BLK 10MM SZ2,"$5,364.00 ",
SX,SX00435560045963,TIB AUG NPOR SZ4 X 5MM,"$3,371.40 ",
SX,SX00435560045964,TIB AUGMENT W/BOLTS 83X5MM,"$4,000.00 ",
SX,SX00435560045965,TIB BASE JRN UN LM/RL SZ2,"$2,800.00 ",
SX,SX00435560045966,TIB BASE JRN UN LM/RL SZ3,"$2,800.00 ",
SX,SX00435560045967,TIB BASE JRN UN LM/RL SZ4,"$2,800.00 ",
SX,SX00435560045968,TIB BASE JRN UN LM/RL SZ5,"$2,800.00 ",
SX,SX00435560045970,TIB BASE JRN UN LM/RL SZ6,"$2,800.00 ",
SX,SX00435560045971,TIB BASE JRN UN RM/LL SZ3,"$2,800.00 ",
SX,SX00435560045972,TIB BASE JRN UN RM/LL SZ4,"$2,800.00 ",
SX,SX00435560045973,TIB BASE JRN UN RM/LL SZ5,"$2,800.00 ",
SX,SX00435560045974,TIB BASE JRN UN RM/LL SZ6,"$2,800.00 ",
SX,SX00435560045975,TIB BASE LGN HNG RT SZ7,"$5,292.00 ",
SX,SX00435560045976,TIB BASE LGN HNG SZ 2 RT,"$5,292.00 ",
SX,SX00435560045977,TIB BASE LGN HNG SZ 3 RT,"$5,292.00 ",
SX,SX00435560045978,TIB BASE LGN HNG SZ 45RT,"$5,292.00 ",
SX,SX00435560045979,TIB BASE LGN REV SZ1 LT,"$6,098.54 ",
SX,SX00435560045980,TIB BASE LGN REV SZ2 LT,"$6,098.54 ",
SX,SX00435560045981,TIB BASE LGN REV SZ7 LT,"$6,098.54 ",
SX,SX00435560045982,TIB BASE LGN REV SZ8 RT,"$6,098.54 ",
SX,SX00435560045983,TIB BASE PH SZ3 RT,"$6,098.54 ",
SX,SX00435560045984,TIB BASE REV LEG SZ5 LT,"$6,098.54 ",
SX,SX00435560045985,TIB BASE REV LGN SZ5 RT,"$6,098.54 ",
SX,SX00435560045986,TIB BASE REV SZ7 RT,"$6,098.54 ",
SX,SX00435560045987,TIB BASE SZ3 LT,"$4,392.50 ",
SX,SX00435560045988,TIB BEARING CONST 14MMX79/83,"$6,861.00 ",
SX,SX00435560045989,TIB BEARING VANGRD PS 12X71/75,"$5,243.00 ",
SX,SX00435560045990,TIB BEARING VANGRD PS 16X63/67,"$5,243.00 ",
SX,SX00435560045991,TIB CAYENNE IMP 11X30MM APERFI,"$2,227.50 ",
SX,SX00435560045992,TIB COMP AKR 0.0X1.0MM,"$2,460.00 ",
SX,SX00435560045993,TIB COMP AKR 0.5X0.5MM,"$2,460.00 ",
SX,SX00435560045994,TIB COMP AKR 0.5X1.0MM,"$2,460.00 ",
SX,SX00435560045995,TIB COMP AKR 0.5X1.5MM,"$2,460.00 ",
SX,SX00435560045996,TIB COMP AKR 1.0X1.5MM,"$2,354.40 ",
SX,SX00435560045997,TIB CRUCIATE WING LARGE,"$3,012.00 ",
SX,SX00435560045998,TIB CRUCIATE WING SMALL,"$2,872.00 ",
SX,SX00435560045999,TIB ELEOS BASEPT SZ 4 60MM M/L,"$8,906.25 ",
SX,SX00435560046000,TIB ELEOS HINGE COMPONENT,"$5,506.65 ",
SX,SX00435560046001,TIB GII SZ6 13MM RT,"$3,400.00 ",
SX,SX00435560046002,TIB GII SZ6 15MM LT,"$3,400.00 ",
SX,SX00435560046003,TIB GMRS SM TRC,"$7,534.50 ",
SX,SX00435560046004,TIB IMP ALL POLY 16MM XS,"$4,511.50 ",
SX,SX00435560046005,TIB IMPLNT SZ XS,"$9,799.73 ",
SX,SX00435560046006,"TIB INS PATELLA SZ 1, 2 11MM","$2,250.00 ",
SX,SX00435560046007,TIB INS PATELLA SZ 1.2 13MM,"$2,250.00 ",
SX,SX00435560046008,TIB INS SZ 3/4/5 9.5MM,"$3,200.00 ",
SX,SX00435560046009,TIB INS TC3 1.5X25MM,"$5,455.35 ",
SX,SX00435560046010,"TIB INS ULT CONG SZ1,2 11MM RT","$2,250.00 ",
SX,SX00435560046011,TIB INSRT HINGE SMALL 26MM,"$6,364.50 ",
SX,SX00435560046012,TIB INST LT SZ 1/2 13MM,"$3,200.00 ",
SX,SX00435560046013,TIB INST MRH 10MM,"$4,304.65 ",
SX,SX00435560046014,TIB LEG 4L,"$6,098.54 ",
SX,SX00435560046015,TIB PLATFORM SZ2,"$8,467.88 ",
SX,SX00435560046016,TIB REV 6 LT,"$6,098.54 ",
SX,SX00435560046017,TIB ROTATE MBT SZ3,"$8,467.88 ",
SX,SX00435560046018,TIB SZ4 RT,"$6,098.54 ",
SX,SX00435560046019,TIB THK TRAY CEMENT 3X15MM,"$15,145.88 ",
SX,SX00435560046020,TIB TRAY ROTATE SZ3X25MM,"$15,145.88 ",
SX,SX00435560046021,TIB UNI OXF SZ A LM,"$4,126.05 ",
SX,SX00435560046022,TIB UNI OXF SZ A RM,"$4,126.05 ",
SX,SX00435560046023,TIB UNI OXF SZ AA LM,"$4,126.05 ",
SX,SX00435560046024,TIB UNI OXF SZ AA RM,"$4,126.05 ",
SX,SX00435560046025,TIB UNI OXF SZ B LM,"$4,126.05 ",
SX,SX00435560046026,TIB UNI OXF SZ B RM,"$4,126.05 ",
SX,SX00435560046027,TIB UNI OXF SZ C RM,"$4,126.05 ",
SX,SX00435560046028,TIB UNI OXF SZ D LM,"$4,126.05 ",
SX,SX00435560046029,TIB UNI OXF SZ D RM,"$4,126.05 ",
SX,SX00435560046030,TIB UNI OXF SZ E LM,"$4,126.05 ",
SX,SX00435560046031,TIB UNI OXF SZ E RM,"$4,126.05 ",
SX,SX00435560046032,TIB UNI OXF SZ F LM,"$4,126.05 ",
SX,SX00435560046033,TIB UNI OXF SZ F RM,"$4,126.05 ",
SX,SX00435560046034,TIB UNI OXF SZC LM,"$4,126.05 ",
SX,SX00435560046035,TIB WDGE LGN CK/HNG SZ1-2 15MM,"$5,475.75 ",
SX,SX00435560046036,TIB WDGE LGN CK/HNG SZ3-4 10MM,"$5,475.75 ",
SX,SX00435560046037,TIB WDGE LGN CK/HNG SZ5-6 10MM,"$5,475.75 ",
SX,SX00435560046038,TIB WEDGE 1/3 SZ5,"$3,812.60 ",
SX,SX00435560046039,TIBA SM PROX GMRS,"$15,272.50 ",
SX,SX00435560046040,TIBIA BASE NP LT SZ8,"$2,800.00 ",
SX,SX00435560046041,TIBIA BASE NP RT SZ8,"$2,800.00 ",
SX,SX00435560046043,TIBIA JOUR SZ 2 RT MEDIAL,"$2,800.00 ",
SX,SX00435560046044,TIBIA MED LT 6,"$3,400.00 ",
SX,SX00435560046045,TIBIA MED RT 6,"$3,400.00 ",
SX,SX00435560046046,TIBIA MODULAR TM SZ6,"$4,000.00 ",
SX,SX00435560046047,TIBIA PROXIMAL LT,"$29,250.00 ",
SX,SX00435560046048,TIBIA RT SZ5,"$2,800.00 ",
SX,SX00435560046049,TIBIA SZ G RT,"$4,025.00 ",
SX,SX00435560046050,TIBIA SZ4,"$3,400.00 ",
SX,SX00435560046051,TIBIA TI LCK BAR & SCREW,"$8,025.00 ",
SX,SX00435560046052,TIBIA TRAY SIZE 2 1024-51-200,"$3,920.00 ",
SX,SX00435560046053,TIBIAL BEARING 12X79/83MM,"$6,861.00 ",
SX,SX00435560046054,TIBIAL BEARING 16X75 EP-189086,"$7,087.50 ",
SX,SX00435560046055,TIBIAL COMPONENT UNI 1.0MM X 1,"$2,460.00 ",
SX,SX00435560046056,TIBIAL IMPLANT  8X30 CM-3008,"$2,227.50 ",
SX,SX00435560046057,TIBIAL IMPLANT 9X30 CM-3009C,"$1,318.50 ",
SX,SX00435560046058,TIBIAL INSRT SZ3/4/5X9MM,"$3,200.00 ",
SX,SX00435560046059,TIBIAL REV COLUMBUS AS 70MMX45,"$9,087.50 ",
SX,SX00435560046060,TIBIAL SLEEVE W/PLUGS SZ2,"$7,866.00 ",
SX,SX00435560046061,TIBINS S5-6RM/LL8MM,"$2,250.00 ",
SX,SX00435560046062,TIBINS UNI S1-2LM/RL10MM,"$2,250.00 ",
SX,SX00435560046063,TIBINS UNI S1-2LM/RL8MM,"$2,250.00 ",
SX,SX00435560046064,TIBINS UNI S1-2LM/RL9MM,"$2,250.00 ",
SX,SX00435560046065,TIBINS UNI S1-2RM/LL10MM,"$2,250.00 ",
SX,SX00435560046066,TIBINS UNI S1-2RM/LL11MM,"$2,250.00 ",
SX,SX00435560046067,TIBINS UNI S1-2RM/LL8MM,"$2,250.00 ",
SX,SX00435560046068,TIBINS UNI S1-2RM/LL9MM,"$2,250.00 ",
SX,SX00435560046069,TIBINS UNI S3-4LM/RL 9MM,"$2,250.00 ",
SX,SX00435560046070,TIBINS UNI S3-4LM/RL11MM,"$2,250.00 ",
SX,SX00435560046071,TIBINS UNI S3-4LM/RL8MM,"$2,250.00 ",
SX,SX00435560046072,TIBINS UNI S3-4RM/LL10MM,"$2,250.00 ",
SX,SX00435560046073,TIBINS UNI S3-4RM/LL11MM,"$2,250.00 ",
SX,SX00435560046074,TIBINS UNI S3-4RM/LL8MM,"$2,250.00 ",
SX,SX00435560046075,TIBINS UNI S3-4RM/LL9MM,"$2,250.00 ",
SX,SX00435560046076,TIBINS UNI S5-6LM/RL10MM,"$2,250.00 ",
SX,SX00435560046077,TIBINS UNI S5-6LM/RL11MM,"$2,250.00 ",
SX,SX00435560046078,TIBINS UNI S5-6LM/RL9MM,"$2,250.00 ",
SX,SX00435560046079,TIBINS UNI S5-6ML/RL8MM,"$2,250.00 ",
SX,SX00435560046080,TIBINS UNI S5-6RM/LL10MM,"$2,250.00 ",
SX,SX00435560046081,TIBINS UNI S5-6RM/LL11MM,"$2,250.00 ",
SX,SX00435560046082,TIBINS UNI S5-6RM/LL9MM,"$2,250.00 ",
SX,SX00435560046083,TIES MINNIE 0.5MM 24GA,$837.50 ,
SX,SX00435560046084,TIES MINNIE 0.7MM 21GA,$837.50 ,
SX,SX00435560046085,TIES MINNIE 1.0MM 18GA,$837.50 ,
SX,SX00435560046086,TIES MINNIE KIT,$812.50 ,
SX,SX00435560046087,TIGERTAPE CERCLAGE,"$2,025.00 ",
SX,SX00435560046088,TIGERTAPE LOOP,$385.00 ,
SX,SX00435560046089,TIGHTROPE  MINI FT,"$2,520.00 ",
SX,SX00435560046090,TIGHTROPE ABS BUTN RD CNCVE 20,"$1,008.00 ",
SX,SX00435560046091,TIGHTROPE ABS BUTN RND 11MM,"$1,008.00 ",
SX,SX00435560046092,TIGHTROPE ABS BUTTON 8X12MM,$715.00 ,
SX,SX00435560046093,TIGHTROPE ABS BUTTON RD 14MM C,"$1,008.00 ",
SX,SX00435560046094,TIGHTROPE ABS W/ 14MM BUTN,$963.00 ,
SX,SX00435560046095,TIGHTROPE ABS W/ OBLNG BUTN,$904.50 ,
SX,SX00435560046096,TIGHTROPE ACL,"$1,575.00 ",
SX,SX00435560046097,TIGHTROPE ACL DB 7MM,"$2,092.50 ",
SX,SX00435560046098,TIGHTROPE ACL DB 9MM,"$1,786.41 ",
SX,SX00435560046099,TIGHTROPE ACL RT,"$1,575.00 ",
SX,SX00435560046100,TIGHTROPE ACL RT,"$1,129.37 ",
SX,SX00435560046101,TIGHTROPE BTB,"$1,912.50 ",
SX,SX00435560046102,TIGHTROPE BTB,"$1,540.04 ",
SX,SX00435560046103,TIGHTROPE BTB 10MM FLIP CUT II,"$3,000.00 ",
SX,SX00435560046104,TIGHTROPE CANN 5.5,"$2,032.83 ",
SX,SX00435560046105,TIGHTROPE CANN TI 5.5,"$2,250.00 ",
SX,SX00435560046106,TIGHTROPE MINI REPAIR,"$2,250.00 ",
SX,SX00435560046107,TIGHTROPE MPFL ACL BIOCOMPOISI,"$5,904.50 ",
SX,SX00435560046108,TIGHTROPE SYNDESMOSIS XP TI,"$5,232.50 ",
SX,SX00435560046109,TIGHTROPE XP SYNDEMOSIS SS,"$5,232.50 ",
SX,SX00435560046110,"TIGHTROPE, ABS IMPLANT",$875.00 ,
SX,SX00435560046111,"TIGHTROPE, PCL","$1,570.50 ",
SX,SX00435560046112,TINY TEF FLOUROPLASTIC T,$74.80 ,
SX,SX00435560046113,TIP ASPIR 1.9MM LONG CRVD,"$2,408.00 ",
SX,SX00435560046114,TIP ASPIR 1.9MM STD SHRT,"$1,984.50 ",
SX,SX00435560046115,TIP BLNT LIGASURE 5MM,"$2,030.63 ",
SX,SX00435560046116,TIP CATH INTRDCR PASSIVE,"$1,980.00 ",
SX,SX00435560046117,TIP CAUT HOOK 5MM,"$3,400.00 ",
SX,SX00435560046118,TIP CAUT SPAT 5MM,"$3,400.00 ",
SX,SX00435560046119,TIP CONT LASR DEL,$455.00 ,
SX,SX00435560046120,TIP CUSA STD EXT CRV,"$2,250.00 ",
SX,SX00435560046121,TIP DFLCT W/COAT 5MM SGH,$575.00 ,
SX,SX00435560046122,TIP DRIL PIN 2.4X20MM,$158.40 ,
SX,SX00435560046123,TIP DRIL THRD WRE 1.1X150,$264.17 ,
SX,SX00435560046124,TIP DRILL PIN 3.5MM,$750.00 ,
SX,SX00435560046125,TIP DUPLOCATH APPLI 25CM,$208.56 ,
SX,SX00435560046126,TIP EDGE FIRM 90 ENDOBRONCHIAL,"$4,529.00 ",
SX,SX00435560046127,TIP EXT 120MM,"$2,250.00 ",
SX,SX00435560046128,TIP EXT 60MM,"$2,250.00 ",
SX,SX00435560046129,"TIP FENES, GRASPER LONG 5MM",$281.88 ,
SX,SX00435560046130,TIP HELIX ULTRA-DRIVE 4.0MM,"$2,250.00 ",
SX,SX00435560046131,TIP HELIX ULTRA-DRIVE 5.0MM,"$2,250.00 ",
SX,SX00435560046132,TIP I/A COAX CON ANG 0.3MM,$86.63 ,
SX,SX00435560046133,TIP INSERTER LG 5MM,$756.50 ,
SX,SX00435560046134,TIP INSERTER MED 5MM,$756.50 ,
SX,SX00435560046135,TIP INSERTER MED 6MM,$756.50 ,
SX,SX00435560046136,TIP NEEDLE 23G,$500.00 ,
SX,SX00435560046137,TIP PHACO SINGLE USE,$220.00 ,
SX,SX00435560046138,TIP RUMI 6.7X6 WHITE STR,$260.15 ,
SX,SX00435560046139,TIP RUMI BLUE 6.7X8,$260.15 ,
SX,SX00435560046140,TIP RUMI GREEN 6.7X10,$260.15 ,
SX,SX00435560046141,TIP RUMI LAVEN 5.1X6,$260.15 ,
SX,SX00435560046142,TIP RUMI LL ORAN 6.7X12,$260.15 ,
SX,SX00435560046143,TIP RUMI LL YEL 5.1X3.75,$260.15 ,
SX,SX00435560046144,TIP SONOPET 360 SL PAYNER,"$10,250.00 ",
SX,SX00435560046145,TIP SPRAY EXT PROGEL 11IN,$462.50 ,
SX,SX00435560046146,TIP SPRAY EXT PROGEL 6IN,$462.50 ,
SX,SX00435560046147,TIP SUCTION,"$1,483.20 ",
SX,SX00435560046148,TIP SUCTION MALLEABLE STD 12FR,"$1,278.23 ",
SX,SX00435560046149,TIP SUCTION MALLEABLE STD 7FR,"$1,278.23 ",
SX,SX00435560046150,TIP SUCTION MALLEABLE STD 9FR,"$1,278.23 ",
SX,SX00435560046151,TIRE CONVEX STYLE 286,$109.45 ,
SX,SX00435560046152,TIRE SILI #276,$35.22 ,
SX,SX00435560046153,TIRE SILICONE STY#287,$35.22 ,
SX,SX00435560046154,TISS ACETABULUM LT,"$22,300.00 ",
SX,SX00435560046155,TISS ACETABULUM RT,"$22,300.00 ",
SX,SX00435560046156,TISS ALLODERM 1X4CM,"$1,260.00 ",
SX,SX00435560046157,TISS ALLODERM 2X4 THICK,"$2,205.00 ",
SX,SX00435560046158,TISS ALLODERM 4X12,"$5,155.50 ",
SX,SX00435560046159,TISS ALLODERM 4X12CM,$71.50 ,
SX,SX00435560046160,TISS ALLODERM RTM 4X16,"$5,886.00 ",
SX,SX00435560046161,TISS ALLODERM RTM 6X16 RTU,"$7,780.00 ",
SX,SX00435560046162,TISS ALLODERM RTM 6X18,"$8,725.00 ",
SX,SX00435560046163,TISS ALLODERM RTM 8X16,"$10,367.50 ",
SX,SX00435560046164,TISS ALLODERM THK 6X12,"$6,624.00 ",
SX,SX00435560046165,TISS ALLODERM XTHK 8X12,"$7,390.00 ",
SX,SX00435560046166,TISS ALLOGRAFT STEO 16MM,"$11,250.00 ",
SX,SX00435560046167,TISS CARTILAGE COASTAL,"$1,614.56 ",
SX,SX00435560046168,TISS CONDYL FEM HEMI LAT RT FR,"$29,930.00 ",
SX,SX00435560046169,TISS CONDYLE FRESH HEMI LAT RT,"$27,375.00 ",
SX,SX00435560046170,TISS CSTM HEMI CONDYLE LT FRSH,"$28,562.50 ",
SX,SX00435560046171,TISS CYMETRA SYR MICRO2CC,"$1,503.00 ",
SX,SX00435560046172,TISS DBM GRAN OSTAMP <2 1.0CC,"$2,250.00 ",
SX,SX00435560046173,TISS DBM GRAN OSTAMP <2 10.0CC,"$6,714.00 ",
SX,SX00435560046174,TISS DBM GRAN OSTAMP <2 15.0CC,"$7,532.50 ",
SX,SX00435560046175,TISS DBM GRAN OSTAMP <2 2.5CC,"$3,636.00 ",
SX,SX00435560046176,TISS DBM GRAN OSTAMP <2 5.0CC,"$5,075.00 ",
SX,SX00435560046177,TISS DBM GRAN OSTAMP <2-4 1.0C,"$2,250.00 ",
SX,SX00435560046178,TISS DBM GRAN OSTAMP <2-4 15.0,"$7,532.50 ",
SX,SX00435560046179,TISS DBM GRAN OSTAMP <2-4 2.5C,"$3,636.00 ",
SX,SX00435560046180,TISS DBM GRAN OSTAMP <2-4 5.0C,"$5,075.00 ",
SX,SX00435560046181,TISS DBM GRAN OSTAMP 2-4 10.0C,"$6,714.00 ",
SX,SX00435560046182,TISS DBM GRAN OSTAMP 2-4 10.0C,"$8,151.00 ",
SX,SX00435560046183,TISS DBM PUTTY OSTAMP 0.5CC,"$1,818.00 ",
SX,SX00435560046184,TISS DBM PUTTY OSTAMP 1.0CC,"$2,250.00 ",
SX,SX00435560046185,TISS DBM PUTTY OSTAMP 10.0CC,"$8,151.00 ",
SX,SX00435560046186,TISS DBM PUTTY OSTAMP 15.0CC,"$7,532.50 ",
SX,SX00435560046187,TISS DBM PUTTY OSTAMP 5.0CC,"$5,075.00 ",
SX,SX00435560046188,TISS DBM SPGSTRP OA XL 50X20X7,"$7,453.13 ",
SX,SX00435560046189,TISS DBM SPGSTRP OA XL 50X20X7,"$7,452.50 ",
SX,SX00435560046190,TISS DBM SPGSTRP P.L. 50X20X07,"$9,630.00 ",
SX,SX00435560046191,TISS DBM SPNG OA LG 23X05X16,"$7,434.00 ",
SX,SX00435560046192,TISS DBM SPNG OA LG 50X10X07,"$7,225.00 ",
SX,SX00435560046193,TISS DBM SPNG OA SM 08X08X10,"$4,165.00 ",
SX,SX00435560046194,TISS DBM SPNG OA SM 30X10X07,"$6,183.00 ",
SX,SX00435560046195,TISS DBM SPNG OA SMT 10X10X16,"$5,747.00 ",
SX,SX00435560046196,TISS DERM PRIMATRIX 4X4,"$3,413.80 ",
SX,SX00435560046197,TISS DERM PRIMATRIX 6X6,"$5,969.60 ",
SX,SX00435560046198,TISS DERM PRIMATRIX 8X8,"$6,932.25 ",
SX,SX00435560046199,TISS EXPANDER,"$4,200.00 ",
SX,SX00435560046200,TISS FEM DISTAL LEFT,"$13,060.30 ",
SX,SX00435560046201,TISS FIB STRUT 6.5X110MM,"$3,574.60 ",
SX,SX00435560046202,TISS FLEX HD 10X17 THICK SGL,"$7,364.40 ",
SX,SX00435560046203,TISS FLEX HD 11X20 THICK SGL,"$9,452.00 ",
SX,SX00435560046204,TISS FLEX HD 16X20 PERF THICK,"$18,686.40 ",
SX,SX00435560046205,TISS FLEX HD 6CM X 16CM,"$6,721.80 ",
SX,SX00435560046206,TISS FLEX HD 8CM X 16CM,"$7,884.60 ",
SX,SX00435560046207,TISS FLEX HD PL PERF 20X20 THK,"$29,122.70 ",
SX,SX00435560046208,TISS FLEX HD SM NON-PERF 10X17,"$7,364.40 ",
SX,SX00435560046209,TISS FLEX PLIABLE PERF 6X16,"$6,721.80 ",
SX,SX00435560046210,TISS FLEX PLIABLE PERF 8X16,"$7,884.60 ",
SX,SX00435560046211,TISS FRESH OSTEOCHON PLUG 10MM,"$7,500.00 ",
SX,SX00435560046212,TISS FRESH PATELLA RT,"$29,135.00 ",
SX,SX00435560046213,TISS FROZEN LAT MENISCUS LT,"$11,875.00 ",
SX,SX00435560046214,TISS FROZEN LAT MENISCUS RT,"$11,875.00 ",
SX,SX00435560046215,TISS FRSH 10MM PRECUT OST CORE,"$7,485.00 ",
SX,SX00435560046216,TISS FRSH 15MM OST CORE,"$11,250.00 ",
SX,SX00435560046217,TISS FRSH DIST TIBIA LT,"$16,250.00 ",
SX,SX00435560046218,TISS FRSH DIST TIBIA RT,"$16,250.00 ",
SX,SX00435560046219,TISS FRSH MED PART COND LT,"$18,250.00 ",
SX,SX00435560046220,TISS FRZ MENISCUS MEDIAL LT,"$11,875.00 ",
SX,SX00435560046221,TISS FRZ MENISCUS MEDIAL RT,"$11,875.00 ",
SX,SX00435560046222,TISS FRZN REV CORE 10MM 36MM,"$3,920.00 ",
SX,SX00435560046223,TISS GRAFT OC TALUS RT FRESH,"$12,947.50 ",
SX,SX00435560046224,TISS HUMAN ALLODER 4X16CM,"$5,886.00 ",
SX,SX00435560046225,TISS HUMAN ALLODERM 3X7CM,"$3,328.00 ",
SX,SX00435560046226,TISS HUMAN ALLODERM 8X16,"$10,367.50 ",
SX,SX00435560046227,TISS HUMAN ALLODRM 6X16CM,"$7,780.00 ",
SX,SX00435560046228,TISS HUMAN DENOVO,"$11,675.00 ",
SX,SX00435560046229,TISS KIT FLEX HD MED NON-PERF,"$9,452.00 ",
SX,SX00435560046230,TISS MATRIX CNX 200 3X3CM,"$4,424.88 ",
SX,SX00435560046231,TISS MATRIX CNX 200 5X10C,"$9,652.50 ",
SX,SX00435560046232,TISS MATRIX CNX 200 5X5CM,"$7,887.50 ",
SX,SX00435560046233,TISS MATRX CNX 100 5X10CM,"$6,327.75 ",
SX,SX00435560046234,TISS MENIS R MED HEMI PLA,"$13,655.25 ",
SX,SX00435560046235,TISS MENISCUS BIT PLATEAU,"$13,655.25 ",
SX,SX00435560046236,TISS MOPS ANKLE LEFT OC,"$18,495.00 ",
SX,SX00435560046237,TISS MOPS ANKLE RIGHT OC,"$18,495.00 ",
SX,SX00435560046238,TISS MOPS FEM HEAD LT OC,"$22,300.00 ",
SX,SX00435560046239,TISS MOPS FEM HEAD RT OC,"$22,300.00 ",
SX,SX00435560046240,TISS MOPS FEMORAL HEAD LT,"$21,867.50 ",
SX,SX00435560046241,TISS MOPS FEMORAL HEAD RT,"$21,867.50 ",
SX,SX00435560046242,TISS MOPS TIB PLT W/MENISC LT,"$47,125.00 ",
SX,SX00435560046243,TISS MOPS TIB PLT W/MENISC RT,"$47,125.00 ",
SX,SX00435560046244,TISS PATELLA RIGHT OC,"$16,402.50 ",
SX,SX00435560046245,TISS PLUG SOTEOCHOND ALLO 16MM,"$10,925.00 ",
SX,SX00435560046246,TISS SCLERA 5X8MM,"$1,282.50 ",
SX,SX00435560046247,TISS SCLERA TUTOPLAST PROCESSD,"$3,600.00 ",
SX,SX00435560046248,TISS SHOULDER GLENOID,"$21,437.50 ",
